u,x,phi,A0prime,f3,f4,N4,tilde_f3,f3X_integrated,f2,f2X,Ephi_residual,alpha4,alpha6,alpha7,Codd,K_even_corrected,odd_tensor_cr2,odd_vector_cr2,odd_tensor_cOmega2,odd_vector_angular_margin_lb,v1,v4,c2,even_scalar_cr2,even_vector_cOmega2,even_angular_cond55,even_angular_cond56,even_angular_discriminant,even_cOmega_minus2,even_cOmega_plus2,HXX,HXF,HXY,HFF,HFY,HYY,H_norm,control_sigma_min,v13,e4,M22_0,P1_ZK_exact,K_ZK_exact,K_from_e1_identity,K_e1_identity_residual,D_scalar_radial_exact,even_tensor_cr2_exact,even_scalar_cr2_exact,even_vector_cr2_exact,K_even_corrected_OLD_PARSE_SUPERSEDED,even_scalar_cr2_OLD_TARGET
0.61,1.639344262295082,0.6060115820460082,1.4448087103799905,-0.5945608539519593,-0.8432335872625503,0.0928684506770828,0.0,44.728354923533175,-1.0616272823486286,145.67690272357402,1.4210854715202006e-13,1.8516851882676897,-0.3330268656461453,2.001530117217264,0.7607210253614061,0.963915063812136,1.0050694018534374,9.458870488366266,8.798710869126063,8.006120468869057,20.098571751061375,0.0,54.77125224555108,1.0,1.0,3466.011971976042,1420178.1820509566,6332526.261677424,474.7804237698008,2991.2315482062413,1.6950376085571597,6.8663154648987685,12.732984882421588,16.572596924871547,17.791887312844633,25.57470786203868,38.176121460800005,1.2393135748784354,50.85630111472125,206.9016114738674,-333.4576509127704,0.2857894083904605,10.541549191507217,10.541549191460803,4.6414427856689144e-11,4.289088270223614,1.0050694018534372,1.061333138596813,9.458870488366266,0.963915063812136,1.0
0.610026256564141,1.6392737021391723,0.6060608186038416,1.4455963565018524,-0.5960610043466654,-0.8437932372119133,0.0931052215861692,0.0,44.61398977737573,-1.0623208462971845,145.61678317630333,5.684341886080803e-14,1.85090411371568,-0.3335398896695647,2.0049085576621715,0.7627238844202288,0.9694069470130948,1.0050817848386664,9.489465021777692,8.812209456126485,8.019634230648686,20.15136070639163,0.0,54.700928107585895,1.0000000000000002,1.0,3471.4152412794315,1425307.739113862,6349492.820931685,475.79762177752673,2995.6176195019048,1.6875869639881849,6.847469972830517,12.68762787952874,16.55794255051087,17.745624662023257,25.509451561894437,38.08564652384541,1.241736302452638,50.95472317810663,207.2380520539498,-335.967718826921,0.28562921815293124,10.566681484470095,10.566681484484935,-1.4839685036349692e-11,4.2989710543719415,1.0050817848386664,1.0612281772643068,9.489465021777692,0.9694069470130948,1.0000000000000002
0.610052513128282,1.6392031480570586,0.6061100622284209,1.4463825070074,-0.5975624391664401,-0.8443534781740727,0.0933423934961342,0.0,44.49991905809918,-1.0630126305173555,145.55662085597604,5.684341886080803e-14,1.8501214092650689,-0.3340530818728541,2.008289010812032,0.764730909884072,0.9749138472558608,1.0050941828376576,9.520155319164813,8.825712523854104,8.033156043248129,20.204259547322746,0.0,54.63056141060819,1.0,1.0,3478.656672711994,1432536.1435830428,6370907.67227151,477.2954849341818,3001.361187777812,1.6801849830319924,6.828734926499429,12.64250977514743,16.54340963300548,17.69954433469398,25.444448366214388,37.995603960069694,1.244158281070498,51.07909619550465,207.66593299662185,-338.83193114451217,0.2854690269441899,10.591841531788692,10.591841531775597,1.3095302620058646e-11,4.308863439690634,1.0050941828376574,1.0611235500908875,9.520155319164811,0.9749138472558608,1.0
0.6100787696924231,1.6391326000479565,0.6061593129221199,1.4471671571604123,-0.5990657614477461,-0.8449145722406042,0.0935800977100961,0.0,44.38612752330216,-1.063702628479132,145.4964059973066,-2.415845301584341e-13,1.849336835087266,-0.3345665329489324,2.011672011418632,0.7667426981504313,0.980437043657492,1.0051066015850292,9.55095028528963,8.83922246929144,8.046688045674527,20.25728403232408,0.0,54.560135202435816,0.9999999999999996,1.0,3487.836731874389,1442061.1643640874,6396760.410755873,479.32748241439776,3008.509249459992,1.6728312336811757,6.8101097475738825,12.597628362366889,16.529000832686528,17.65364304762276,25.37969577218056,37.90599079743151,1.2465794808215849,51.23220610346985,208.19242134923385,-342.09454427422213,0.28530883491288633,10.617034942142487,10.617034942142421,6.572520305780927e-14,4.318767704557082,1.005106601585029,1.061019222913802,9.55095028528963,0.980437043657492,0.9999999999999996
0.6101050262565642,1.6390620581110824,0.6062085706873115,1.4479503022250106,-0.6005715834591497,-0.8454767855561973,0.0938184680974332,0.0,44.27259986541533,-1.064390833689014,145.43612874235777,5.684341886080803e-14,1.8485496524441,-0.3350803354409644,2.01505810539682,0.7687598594086269,0.9859778433752826,1.0051190469195057,9.581861619904426,8.852741738244701,8.06023242158728,20.310450283863105,0.0,54.48963237873962,0.9999999999999996,1.0,3498.784570122494,1453534.83407729,6427354.131818089,481.7809357295516,3017.0036343929432,1.665525287916282,6.7915938776007,12.552981444780883,16.514718900847715,17.607917517538176,25.31519127957084,37.81680412509324,1.2489998717217754,51.4083576623109,208.8020334231724,-345.6812380413761,0.28514864215502056,10.642267438634246,10.642267438642296,-8.050449196161935e-12,4.32868617316058,1.0051190469195053,1.0609151618084214,9.581861619904425,0.9859778433752826,0.9999999999999996
0.6101312828207052,1.638991522245652,0.6062578355263702,1.4487319374658525,-0.6020802562836702,-0.8460402702211636,0.0940575675695325,0.0,44.15932693004406,-1.0650772396744708,145.37578341072856,-1.4210854715202006e-13,1.847759823973553,-0.3355945410869468,2.018447600058897,0.7707827471778783,0.991536999514123,1.0051315214073333,9.612894248488464,8.866271698404107,8.073790400235588,20.36376764290343,0.0,54.41904301140968,0.9999999999999996,1.0,3509.930699530585,1465404.63627697,6457994.970399383,484.3360794429671,3025.594620087618,1.65826676494819,6.7731867711018765,12.508567239310242,16.500565297406965,17.562365580986487,25.25093308867828,37.72804161182268,1.251419423714179,51.58970573935056,209.42420509796588,-349.36604655574064,0.28498844876331997,10.667542265832466,10.667542265831676,7.904787935331115e-13,4.338620160895827,1.0051315214073333,1.0608113476598717,9.612894248488466,0.991536999514123,0.9999999999999996
0.6101575393848462,1.6389209924508816,0.6063071074416696,1.4495120581482142,-0.603591483437237,-0.8466048970262254,0.0942973216798315,0.0,44.04631519536611,-1.0657618399252535,145.31537499624957,-5.684341886080803e-14,1.8469674567795589,-0.3361091008015559,2.021840208410663,0.7728110731276262,0.9971138888097624,1.0051440216294385,9.644044347570114,8.87981105373251,8.087360833642652,20.417228492891237,0.0,54.34837587451396,1.0000000000000002,1.0,3519.321385848347,1475168.5928389477,6484948.645533739,486.3825766497144,3032.9388091986325,1.6510554031021574,6.754887936163982,12.464385026783868,16.486538331258807,17.516987933939973,25.186921247610837,37.63970248858743,1.253838106669788,51.744070338393385,209.9566325344002,-352.7062612448888,0.2848282549003285,10.692856516333414,10.692856516332922,4.920508445138694e-13,4.348568480852197,1.0051440216294383,1.0607077961965552,9.644044347570114,0.9971138888097624,1.0000000000000002
0.6101837959489872,1.6388504687259875,0.6063563864355839,1.4502906595381646,-0.6051047389856514,-0.8471704376491161,0.0945376221591866,0.0,43.93357670125896,-1.066444627988459,145.25491230423015,2.700062395888381e-13,1.8461729026786085,-0.3366239299189239,2.0252354318911587,0.7748443195961263,1.002707399533593,1.005156542864157,9.675303932270896,8.893357568214375,8.100941727564635,20.4708191587206,0.0,54.27764655647262,1.0,1.0,3527.400524945141,1483509.1234130336,6508517.969731123,488.1104018854064,3039.2901230597345,1.6438909851443255,6.736696903374135,12.420434478848216,16.472635198628325,17.471786294870853,25.12315648801494,37.55178656235071,1.256255890388347,51.88091337013471,210.42239316488084,-355.83440836204124,0.28466806064262323,10.718205100817137,10.718205100808683,8.453682198705792e-12,4.358529059225312,1.0051565428641567,1.0606045358010765,9.675303932270895,1.002707399533593,1.0
0.6102100525131283,1.638779951070186,0.6064056725104877,1.4510677369026708,-0.6066196517090748,-0.847736731433533,0.094778405717576,0.0,43.82111968694899,-1.067125597366433,145.19440156189503,2.842170943040401e-13,1.8453766700164569,-0.3371389679887477,2.0286329131762626,0.7768821208834141,1.0083167483444235,1.0051690824891526,9.706666051715514,8.906909645644093,8.11453165270505,20.52452998033698,0.0,54.20686621792432,1.0,1.0,3534.3272140843897,1490476.4782398094,6529562.943258285,489.5131322195339,3044.814081864856,1.636773268068841,6.718613190161399,12.376715023861417,16.458853841360163,17.426761692092416,25.0596391163586,37.46429326970306,1.2586727445990558,52.00025545861539,210.82710240448907,-358.74184066232345,0.2845078661402371,10.743584398843971,10.743584398848094,-4.122924224247981e-12,4.368500420139528,1.0051690824891526,1.0605015854195214,9.706666051715514,1.0083167483444235,1.0
0.6102363090772693,1.638709439482694,0.6064549656687547,1.4518432855097347,-0.6081358062134742,-0.8483035983887177,0.0950195962536947,0.0,43.70895343897734,-1.0678047415970524,145.1338497456,8.526512829121202e-14,1.844578667076224,-0.3376541472794296,2.032032252127356,0.7789240637585738,1.0139410504947204,1.005181637296589,9.73812627955056,8.920465497492076,8.128129008509424,20.578350042223757,0.0,54.1360473122736,1.0,1.0,3539.8752233625223,1495898.350050017,6547123.196775799,490.5702683455211,3049.304955017001,1.629702017366489,6.700636313292833,12.333226158556892,16.445191965039676,17.38191533935802,24.99636955191786,37.37722212195818,1.2610886389613811,52.10071592675926,211.1633943268277,-361.4092763524313,0.28434767149884616,10.76899034627698,10.768990346282568,-5.588418616753188e-12,4.3784809077894025,1.0051816372965887,1.0603989665264677,9.73812627955056,1.0139410504947204,1.0
