u,x,v5_target,c3_target,e3_target,v1_target,v4_target,c2_target,v5_achieved,c3_achieved,e3_achieved,v1_achieved,v4_achieved,c2_achieved,v5_scaled_error,c3_scaled_error,e3_scaled_error,v1_scaled_error,v4_scaled_error,c2_scaled_error
0.715,1.3986013986013988,-0.0,0.0,0.0,1.1671147228674583,0.0,-0.29521875893725774,0.0,4.400112352310077e-06,0.03843545552524314,1.1671147268319149,0.0,-0.29522596646150584,0.0,4.400112352310077e-06,0.03843545552524314,3.396801071181695e-09,0.0,7.207524248098451e-06
0.7149964285714285,1.398608384657266,-0.0,0.0,0.0,1.1670970119692805,0.0,-0.29520602153205744,0.0,4.681913486487131e-06,0.030392504124370504,1.1670970159186476,0.0,-0.29521370146405723,0.0,4.681913486487131e-06,0.030392504124370504,3.3839235428658364e-09,0.0,7.679931999793332e-06
0.7149928571428571,1.398615370782925,-0.0,0.0,0.0,1.1670793021916093,0.0,-0.29519327828999525,0.0,4.939449723986493e-06,0.028630878032649822,1.1670793061046862,0.0,-0.29520139265436374,0.0,4.939449723986493e-06,0.028630878032649822,3.3528801052443385e-09,0.0,8.11436436848334e-06
0.7149892857142857,1.3986223569783764,-0.0,0.0,0.0,1.1670615935344824,0.0,-0.29518052921089927,0.0,5.1744883961560015e-06,0.025671367008356535,1.1670615979470629,0.0,-0.29518904097664717,0.0,5.1744883961560015e-06,0.025671367008356535,3.780931998482297e-09,0.0,8.511765747898359e-06
0.7149857142857142,1.3986293432436214,-0.0,0.0,0.0,1.167043885997936,0.0,-0.29516777429459634,0.0,5.38748388053422e-06,0.023510770147930533,1.1670438903358784,0.0,-0.2951766473752358,0.0,5.38748388053422e-06,0.023510770147930533,3.717034553491022e-09,0.0,8.873080639459907e-06
0.7149821428571428,1.398636329578661,-0.0,0.0,0.0,1.1670261795820058,0.0,-0.2951550135409134,0.0,5.579620290351901e-06,0.020345862550315164,1.16702618382818,0.0,-0.295164212794568,0.0,5.579620290351901e-06,0.020345862550315164,3.6384565773283356e-09,0.0,9.199253654612605e-06
0.7149785714285714,1.398643315983496,-0.0,0.0,0.0,1.1670084742867295,0.0,-0.29514224694967794,0.0,5.74577262352153e-06,0.018915751795117324,1.1670084773141656,0.0,-0.2951517381791747,0.0,5.74577262352153e-06,0.018915751795117324,2.5941851720108594e-09,0.0,9.491229496783049e-06
0.7149749999999999,1.398650302458128,-0.0,0.0,0.0,1.1669907701121407,0.0,-0.2951294745207153,0.0,5.9168902743390064e-06,0.020672818671265473,1.1669907730176463,0.0,-0.29513922447375196,0.0,5.9168902743390064e-06,0.020672818671265473,2.4897417257228056e-09,0.0,9.749953036652936e-06
0.7149714285714286,1.3986572890025577,-0.0,0.0,0.0,1.1669730670582776,0.0,-0.29511669625385384,0.0,6.0860829466984225e-06,0.016192128802109955,1.1669730703843628,0.0,-0.295126672623809,0.0,6.0860829466984225e-06,0.016192128802109955,2.8501816185319856e-09,0.0,9.976369955144726e-06
0.7149678571428572,1.398664275616786,-0.0,0.0,0.0,1.1669553651251765,0.0,-0.29510391214892046,0.0,6.189608851651706e-06,0.008942218433080991,1.166955367748999,0.0,-0.29511408357382307,0.0,6.189608851651706e-06,0.008942218433080991,2.2484343197886583e-09,0.0,1.0171424902616355e-05
0.7149642857142857,1.3986712623008142,-0.0,0.0,0.0,1.1669376643128726,0.0,-0.2950911222057416,0.0,6.256901830494575e-06,0.006962839105155728,1.1669376673351988,0.0,-0.29510145826785267,0.0,6.256901830494575e-06,0.006962839105155728,2.5899636797584602e-09,0.0,1.0336062111093725e-05
0.7149607142857143,1.3986782490546434,-0.0,0.0,0.0,1.1669199646214024,0.0,-0.2950783264241439,0.0,6.314143013262146e-06,0.006149065548905391,1.1669199669221615,0.0,-0.2950887976511223,0.0,6.314143013262146e-06,0.006149065548905391,1.9716511916127425e-09,0.0,1.0471226978392423e-05
0.7149571428571428,1.3986852358782744,-0.0,0.0,0.0,1.1669022660508028,0.0,-0.29506552480395515,0.0,6.355862049898671e-06,0.0027942521022430076,1.166902268733418,0.0,-0.2950761026687388,0.0,6.355862049898671e-06,0.0027942521022430076,2.2989202430253957e-09,0.0,1.0577864783645197e-05
0.7149535714285714,1.3986922227717085,-0.0,0.0,0.0,1.1668845686011096,0.0,-0.2950527173450017,0.0,6.3658202175027345e-06,0.0002969429503317247,1.1668845713815301,0.0,-0.29506337426606993,0.0,6.3658202175027345e-06,0.0002969429503317247,2.3827725854568393e-09,0.0,1.0656921068219471e-05
0.71495,1.3986992097349469,-0.0,0.0,0.0,1.1668668722723579,0.0,-0.29503990404711,0.0,6.386828178884487e-06,0.006522739060329565,1.1668668748679112,0.0,-0.295050613388236,0.0,6.386828178884487e-06,0.006522739060329565,2.2243782812751786e-09,0.0,1.070934112601396e-05
0.7149464285714285,1.3987061967679897,-0.0,0.0,0.0,1.166849177064587,0.0,-0.29502708491010876,0.0,6.462770704986969e-06,0.007202741919567343,1.1668491786385042,0.0,-0.29503782098215375,0.0,6.462770704986969e-06,0.007202741919567343,1.3488608894058859e-09,0.0,1.0736072044992273e-05
0.7149428571428571,1.3987131838708389,-0.0,0.0,0.0,1.1668314829778306,0.0,-0.2950142599338232,0.0,6.4807473275064e-06,-0.0027583269279514125,1.166831484916596,0.0,-0.2950249979938919,0.0,6.4807473275064e-06,0.0027583269279514125,1.661564157936907e-09,0.0,1.0738060068737898e-05
0.7149392857142857,1.398720171043495,-0.0,0.0,0.0,1.1668137900121258,0.0,-0.2950014291180809,0.0,6.4333573889838475e-06,-0.0064416269820357286,1.1668137912039787,0.0,-0.2950121453676476,0.0,6.4333573889838475e-06,0.0064416269820357286,1.0214593355398635e-09,0.0,1.0716249566666836e-05
0.7149357142857142,1.39872715828596,-0.0,0.0,0.0,1.1667960981675076,0.0,-0.29498859246270787,0.0,6.381221657256706e-06,-0.0062496544467589175,1.1667960994461335,0.0,-0.2949992640491269,0.0,6.381221657256706e-06,0.0062496544467589175,1.0958434587293519e-09,0.0,1.067158641904209e-05
0.7149321428571428,1.3987341455982336,-0.0,0.0,0.0,1.1667784074440144,0.0,-0.29497574996753245,0.0,6.31866179987895e-06,-0.008185229017693429,1.1667784088112667,0.0,-0.29498635498429504,0.0,6.31866179987895e-06,0.008185229017693429,1.171818318410187e-09,0.0,1.0605016762588182e-05
0.7149285714285714,1.398741132980318,-0.0,0.0,0.0,1.1667607178416801,0.0,-0.2949629016323798,0.0,6.237234981120669e-06,-0.010880042838785405,1.166760718745371,0.0,-0.29497341911924396,0.0,6.237234981120669e-06,0.010880042838785405,7.745297609616826e-10,0.0,1.0517486864147774e-05
0.7149249999999999,1.3987481204322134,-0.0,0.0,0.0,1.1667430293605434,0.0,-0.2949500474570788,0.0,6.147841270660953e-06,-0.007706487516671442,1.166743030916044,0.0,-0.29496045739998,0.0,6.147841270660953e-06,0.007706487516671442,1.3331989804587055e-09,0.0,1.0409942901190572e-05
0.7149214285714285,1.398755107953921,-0.0,0.0,0.0,1.1667253420006396,0.0,-0.29493718744145525,0.0,6.108778191794835e-06,-0.002753042663998663,1.166725342825414,0.0,-0.2949474707734055,0.0,6.108778191794835e-06,0.002753042663998663,7.069139935950325e-10,0.0,1.028333195024489e-05
0.7149178571428572,1.3987620955454425,-0.0,0.0,0.0,1.1667076557620037,0.0,-0.2949243215853356,0.0,6.067388921253502e-06,-0.009039641435568551,1.166707656141059,0.0,-0.29493446018703207,0.0,6.067388921253502e-06,0.009039641435568551,3.248930696351823e-10,0.0,1.01386016964633e-05
0.7149142857142857,1.398769083206778,-0.0,0.0,0.0,1.1666899706446743,0.0,-0.2949114498885478,0.0,5.9507999107091145e-06,-0.015732795850807557,1.1666899711420229,0.0,-0.2949214265863785,0.0,5.9507999107091145e-06,0.015732795850807557,4.2629029069989973e-10,0.0,9.976697830704762e-06
0.7149107142857143,1.398776070937929,-0.0,0.0,0.0,1.1666722866486863,0.0,-0.2948985723509181,0.0,5.815406334860153e-06,-0.015477766939013518,1.1666722867189938,0.0,-0.29490837091714356,0.0,5.815406334860153e-06,0.015477766939013518,6.026331333506551e-11,0.0,9.798566225460714e-06
0.7149071428571429,1.3987830587388972,-0.0,0.0,0.0,1.1666546037740746,0.0,-0.2948856889722725,0.0,5.681845749143227e-06,-0.01550513462924336,1.166654603984043,0.0,-0.2948952941262714,0.0,5.681845749143227e-06,0.01550513462924336,1.799748497647376e-10,0.0,9.605153998892835e-06
0.7149035714285714,1.3987900466096828,-0.0,0.0,0.0,1.1666369220208772,0.0,-0.29487279975243896,0.0,5.539306144685731e-06,-0.017912861063590215,1.1666369218279145,0.0,-0.29488219716051844,0.0,5.539306144685731e-06,0.017912861063590215,1.6540086572087084e-10,0.0,9.397408079481195e-06
0.7149,1.3987970345502867,-0.0,0.0,0.0,1.166619241389131,0.0,-0.2948599046912447,0.0,5.3798892652426955e-06,-0.017555885340488575,1.166619241362623,0.0,-0.29486908096683545,0.0,5.3798892652426955e-06,0.017555885340488575,2.2721986780358044e-11,0.0,9.176275590772054e-06
0.7148964285714285,1.3988040225607106,-0.0,0.0,0.0,1.1666015618788705,0.0,-0.29484700378851536,0.0,5.2524939959944485e-06,-0.01117334687222517,1.1666015614789684,0.0,-0.29485594649222463,0.0,5.2524939959944485e-06,0.01117334687222517,3.427923675854796e-10,0.0,8.942703709269306e-06
0.7148928571428571,1.3988110106409553,-0.0,0.0,0.0,1.166583883490133,0.0,-0.29483409704407837,0.0,5.162136076457521e-06,-0.013003745878252749,1.1665838832889095,0.0,-0.2948427946851107,0.0,5.162136076457521e-06,0.013003745878252749,1.7248950990065093e-10,0.0,8.697641032340275e-06
0.7148892857142857,1.3988179987910216,-0.0,0.0,0.0,1.1665662062229543,0.0,-0.29482118445776057,0.0,5.010364817209689e-06,-0.020499857468699544,1.1665662056833022,0.0,-0.29482962649247796,0.0,5.010364817209689e-06,0.020499857468699544,4.625987774248489e-10,0.0,8.442034717393021e-06
0.7148857142857142,1.3988249870109108,-0.0,0.0,0.0,1.1665485300773712,0.0,-0.2948082660293889,0.0,4.827435991591473e-06,-0.02090860141529248,1.166548529496433,0.0,-0.29481644286042746,0.0,4.827435991591473e-06,0.02090860141529248,4.97997444141216e-10,0.0,8.176831038542165e-06
0.7148821428571428,1.3988319753006242,-0.0,0.0,0.0,1.166530855053419,0.0,-0.2947953417587895,0.0,4.652220175190672e-06,-0.019942634803462853,1.1665308555625034,0.0,-0.29480324473660685,0.0,4.652220175190672e-06,0.019942634803462853,4.364087996828561e-10,0.0,7.90297781733118e-06
0.7148785714285714,1.398838963660162,-0.0,0.0,0.0,1.166513181151136,0.0,-0.29478241164579083,0.0,4.474192169166049e-06,-0.021375064470649338,1.1665131811067935,0.0,-0.2947900330685256,0.0,4.474192169166049e-06,0.021375064470649338,3.8012883492988636e-11,0.0,7.621422734749306e-06
0.7148749999999999,1.3988459520895262,-0.0,0.0,0.0,1.1664955083705557,0.0,-0.2947694756902174,0.0,4.283971875949944e-06,-0.022037084936035914,1.1664955083515907,0.0,-0.2947768088039272,0.0,4.283971875949944e-06,0.022037084936035914,1.625814382924079e-11,0.0,7.333113709817596e-06
0.7148714285714285,1.3988529405887171,-0.0,0.0,0.0,1.1664778367117168,0.0,-0.294756533891898,0.0,4.1080124095907656e-06,-0.017258394474976565,1.1664778367430675,0.0,-0.29476357289039823,0.0,4.1080124095907656e-06,0.017258394474976565,2.6876378467976073e-11,0.0,7.0389985002417e-06
0.7148678571428572,1.3988599291577364,-7.990589658745731e-13,6.856492558553221e-14,3.5869902466729524e-14,1.1664601661747407,0.0,-0.294743586250664,-2.2348059465099822e-11,3.974903522765984e-06,-0.015771499982864774,1.1664601657276268,3.8667503095186885e-11,-0.29475032627669856,2.154900049922525e-11,3.974903454201058e-06,0.015771499982900644,3.833083327008115e-10,3.8667503095186885e-11,6.740026034568469e-06
0.7148642857142857,1.398866917796585,-2.396370152728287e-12,2.056267300031237e-13,1.076097074001886e-13,1.1664424967596638,0.0,-0.2947306327663425,-6.382950238356376e-11,3.814577357451053e-06,-0.021063872196095325,1.166442496694577,1.0992963128105645e-10,-0.29473706991107435,6.143313223083548e-11,3.814577151824323e-06,0.021063872196202933,5.5799428604032095e-11,1.0992963128105645e-10,6.437144731863409e-06
0.7148607142857143,1.398873906505263,-5.589647932801218e-12,4.796369259960489e-13,2.510893172671068e-13,1.1664248284666108,0.0,-0.29471767343876737,-1.4019218565278656e-10,3.6204112322133635e-06,-0.02259007245909491,1.1664248285351486,2.428359679887887e-10,-0.2947238047406567,1.3460253771998534e-10,3.6204107525764374e-06,0.022590072459346,5.875890189897184e-11,2.428359679887887e-10,6.131301889311658e-06
0.7148571428571429,1.398880895283773,-1.1973783193772383e-11,1.027453172282058e-12,5.38048537000943e-13,1.1664071612957896,0.0,-0.2947047082677754,-2.8306648021653497e-10,3.430687917265722e-06,-0.02151111640884492,1.1664071609735371,4.921368760637998e-10,-0.29471053171353595,2.710926970227626e-10,3.4306868898125496e-06,0.02151111640938297,2.762778364557367e-10,4.921368760637998e-10,5.82344576055549e-06
0.7148535714285714,1.398887884132115,-3.032336501589369e-11,2.602019418399884e-12,1.3630562937357222e-12,1.1663894952481917,0.0,-0.29469173725325987,-6.750463014170932e-10,3.243861667602375e-06,-0.02153017310781067,1.1663894959559402,1.1778755395481928e-09,-0.2946972517782072,6.447229364011995e-10,3.2438590655829565e-06,0.021530173109173725,6.067857515307306e-10,1.1778755395481928e-09,5.51452494734761e-06
0.71485,1.3988948730502904,-6.700800659100364e-11,5.749927013318202e-12,3.013071807205281e-12,1.1663718303245498,0.0,-0.2946787603950949,-1.4021528515083143e-09,3.055765154354599e-06,-0.0219931332625333,1.166371831264635,2.457197258797256e-09,-0.29468396588320794,1.3351448449173107e-09,3.0557594044275858e-06,0.02199313326554637,8.059909339528981e-10,2.457197258797256e-09,5.205488113058099e-06
0.7148464285714285,1.3989018620383,-1.4672996018317814e-10,1.2590904476921388e-11,6.6000620538782335e-12,1.1663541665275912,0.0,-0.2946657776932912,-2.883787396981769e-09,2.870053372317868e-06,-0.0198757427861872,1.1663541671839135,5.0737433700978185e-09,-0.2946706749774187,2.737057436798591e-09,2.870040781413391e-06,0.01987574279278726,5.627127236757256e-10,5.0737433700978185e-09,4.89728412750301e-06
0.7148428571428571,1.3989088510961452,-3.069129543058345e-10,2.6336365851130727e-11,1.3809912449690869e-11,1.1663365038614355,0.0,-0.294652789147955,-5.705833086582393e-09,2.7139114008086728e-06,-0.01669370552151981,1.1663365048333632,9.995545211256957e-09,-0.29465738001033975,5.398920132276559e-09,2.7138850644428216e-06,0.01669370553532972,8.333166682648751e-10,9.995545211256957e-09,4.590862384745709e-06
0.7148392857142857,1.3989158402238266,-6.215879053141616e-10,5.3339099759527375e-11,2.797852392404904e-11,1.1663188423342012,0.0,-0.29463979475946644,-1.0969388585204044e-08,2.5654916270095415e-06,-0.018597936010554206,1.1663188438139012,1.9043183574375076e-08,-0.29464408193246744,1.0347800679889881e-08,2.565438287909782e-06,0.018597936038532728,1.2686924573631228e-09,1.9043183574375076e-08,4.287173000994127e-06
0.7148357142857142,1.3989228294213456,-1.2220436652515722e-09,1.0486543217232316e-10,5.5024430383963093e-11,1.1663011819602658,0.0,-0.294626794528634,-2.0207288159616122e-08,2.3901037686408197e-06,-0.020837544136583612,1.1663011838774964,3.517313944191848e-08,-0.2946307816944193,1.898524449436455e-08,2.3899989032086474e-06,0.02083754419160804,1.643855486180584e-09,3.517313944191848e-08,3.987165785312996e-06
