u,x,phi,f,h,phiprime,A0prime,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,mu,P1,K_scalar,photon_factor
0.7297981866724434,1.3702418261129932,0.8937572741757306,0.2788376230440502,0.4907106583544481,-1.0733609450323287,0.0,0.15457147366528076,-3.5362132976219867,-0.1704731268281534,0.18495174612445223,35.963956668890205,1.8829748361258074e-14,0.3612446831295029,-0.18845295386966981,-0.4502417416914234,0.33164775991372214,-1.1086844879671198,16.497633922058537,1.2227412138083131,-0.6632955198274443,-1.129672312075907,-0.3526115463414846,0.0,0.15534476534304972,-0.1579844515899435,-0.0052070828166027455,0.33164775991372214,0.15245866414681036,-2.595982618479166,0.09850629748065858,9.381445179039613,-0.05226286447982591,0.0,-1.4996060529584474,1.2453789019194377,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3517039186630735,-0.1849517461244522,0.0,0.0,0.0,1.0,1.0,1.0,1.8434335484828968,4.799464561479564,8.598929122959127,-0.12456356339490299
0.7295033745885838,1.370795577969694,0.8931618070394471,0.2790130594546783,0.4889933645313721,-1.0772997600401053,0.0,0.1538912554287847,-3.5030180677478353,-0.17027311623448363,0.18468590545229413,31.734791834642706,4.8926002300079306e-14,0.3609992219270299,-0.1888429566209843,-0.45011239486091614,0.3309628334481127,-1.1031114868211547,16.356439135932916,1.220538684227016,-0.6619256668962255,-1.1279411612040215,-0.351169808275787,0.0,0.15504713936409786,-0.1581464655231966,-0.005135456835933971,0.3309628334481127,0.15163404467722952,-2.5715755766286463,0.09828525378375223,9.34008172184854,-0.051739571835624894,0.0,-1.490480368935522,1.2438116240897594,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3536495889480695,-0.18468590545229413,0.0,0.0,0.0,1.0,1.0,1.0,1.8439210703977251,4.807171031451184,8.614342062902368,-0.12273873704075433
0.729208800595392,1.371349329826395,0.8925641645187715,0.2791893033059729,0.4872807912948932,-1.0812178379674307,0.0,0.15321887018370894,-3.471447413544425,-0.1700733496128884,0.18442043313852483,31.914557469442737,-3.9678250576117887e-14,0.3605201583453122,-0.18923425305607525,-0.4499379175724388,0.3302784722672779,-1.0975984278007331,16.219965590687593,1.2183371468676887,-0.6605569445345558,-1.1262484048303958,-0.3497437134923035,0.0,0.15475448881078044,-0.1583065619495857,-0.005064498990447516,0.3302784722672779,0.15081777952830758,-2.5479105517425307,0.09806473079419586,9.296644586169366,-0.05122579415779738,0.0,-1.480032817301609,1.2422427190401613,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3555981609272982,-0.18442043313852485,0.0,0.0,0.0,1.0,1.0,1.0,1.8444089596638154,4.813433840992872,8.626867681985743,-0.12091749278942676
0.7289144644045606,1.3719030816830955,0.8919643581443222,0.2793663532255726,0.4855730623922452,-1.0851149204615402,0.0,0.1525542954353678,-3.4396150969335952,-0.16987382475495236,0.18415535266799535,31.736495683728428,2.200124789144171e-14,0.3601077402205359,-0.18962682130751615,-0.44971775011404563,0.3295947248867516,-1.092145089585565,16.083371926449267,1.2161366091054553,-0.6591894497735032,-1.1245939840700347,-0.34833336526219255,0.0,0.15446738126910964,-0.15846447525313334,-0.004994478543596789,0.3295947248867516,0.1500103987251042,-2.524268135368281,0.09784473994514452,9.254769783582134,-0.05072074094831485,0.0,-1.471054607523242,1.2406723720265287,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3575494623320168,-0.18415535266799535,0.0,0.0,0.0,1.0,1.0,1.0,1.8448969556829504,4.820083934231073,8.640167868462147,-0.1190996776791009
0.7286203657282482,1.3724568335397966,0.891362399678396,0.2795442077714672,0.4838703011817106,-1.0889905303241876,0.0,0.1518975347715259,-3.408122260690485,-0.16967454240774985,0.18389068764349006,31.507492867779003,-2.944628347933702e-15,0.3596293089974791,-0.19002063899601945,-0.4494517203231852,0.3289116399682734,-1.0867514371516156,15.94794735592904,1.213937099683797,-0.6578232799365468,-1.1229780320238143,-0.3469386700216435,0.0,0.1541858439024975,-0.1586201432166834,-0.004925434766609768,0.3289116399682734,0.14921190145411536,-2.5008398816761037,0.0976252926944486,9.212813178326442,-0.050224192526825764,0.0,-1.4609899429206443,1.2391007694495382,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3595033179965939,-0.18389068764349006,0.0,0.0,0.0,1.0,1.0,1.0,1.8453848270631177,4.826318418914978,8.652636837829956,-0.11728554743954073
0.7283265042790769,1.3730105853964976,0.8907583010939768,0.2797228654398175,0.4821726306969622,-1.0928444381479578,0.0,0.1512484776512156,-3.3767847115613323,-0.1694755470228681,0.18362646180167577,31.50897686876337,-3.157001245424397e-14,0.3590858970093619,-0.19041568321313748,-0.44913946527307763,0.3282292663364395,-1.081416618647908,15.813035778815749,1.211738959962362,-0.656458532672879,-1.1213998366982811,-0.3455591050245276,0.0,0.15390890612118674,-0.15877405891668944,-0.004856925900864506,0.3282292663364395,0.1484213243042888,-2.4775282361952993,0.0974064005329781,9.17077246022806,-0.04973676219971924,0.0,-1.4496911495250382,1.2375280989202473,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3614595497135398,-0.18362646180167577,0.0,0.0,0.0,1.0,1.0,1.0,1.8458728154976787,4.832143336835543,8.664286673671086,-0.11547516155302734
0.7280328797701328,1.3735643372531985,0.890152074540784,0.2799023246775475,0.4804801737172334,-1.0966759398666506,0.0,0.15060712144354,-3.3454935735312983,-0.16927686094273794,0.18336269903181338,31.341567401756095,2.0089576378443384e-15,0.3585010553192193,-0.19081193050405015,-0.4487808890264422,0.3275476529947554,-1.076140554509807,15.678409802993531,1.2095423725954968,-0.6550953059895108,-1.1198594795121812,-0.3441945737782207,0.0,0.15363643360285964,-0.15892624712647857,-0.004788899868423291,0.3275476529947554,0.1476385206135964,-2.454299760612125,0.09718807499436945,9.128952679962307,-0.04925843588316071,0.0,-1.4396374747089373,1.2359545493237463,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3634179760662504,-0.18336269903181338,0.0,0.0,0.0,1.0,1.0,1.0,1.846360921131167,4.8376949446091535,8.675389889218307,-0.11366884626222967
0.7277394919149646,1.3741180891098992,0.8895437326198717,0.2800825837775281,0.4787930519906445,-1.1004846785259246,0.0,0.14997341670031425,-3.3144064958217943,-0.16907850588436746,0.18309942319424988,31.153334156314443,-2.2569463318981534e-14,0.35791530187526555,-0.1912093569789601,-0.44837574576031947,0.3268668489214011,-1.0709228305280087,15.544894548948294,1.2073475158931546,-0.6537336978428022,-1.1183566951060668,-0.3428453564005246,0.0,0.15336923872342764,-0.15907625157527086,-0.004721776608970191,0.3268668489214011,0.1468642517797433,-2.4312768503922415,0.09697032755868883,9.087843607547187,-0.04878838507267347,0.0,-1.4299394200431959,1.234380310051204,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3653784137527043,-0.18309942319424988,0.0,0.0,0.0,1.0,1.0,1.0,1.8468491373125993,4.843219642786876,8.686439285573751,-0.11186674853107409
0.7274463404275818,1.3746718409666,0.8889332879205192,0.2802636410532227,0.4771113873905607,-1.1042704046527567,0.0,0.14934734130117963,-3.283452580995261,-0.1688804812912849,0.1828366583989882,31.11023756988841,-4.7004357509433375e-15,0.3572599458231838,-0.19160793813680152,-0.44792373912991884,0.32618690335980305,-1.0657632273664654,15.41179129816893,1.205154408589262,-0.6523738067196061,-1.116891417322259,-0.3415109690277184,0.0,0.15310655446568688,-0.15922445383015688,-0.004655209002171215,0.32618690335980305,0.14609776123942464,-2.4083557319449778,0.09675316980002316,9.046592498139757,-0.04832696126043088,0.0,-1.4187702286973147,1.232805572098286,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.36734067549215,-0.1828366583989882,0.0,0.0,0.0,1.0,1.0,1.0,1.8473372109301194,4.8482968381763065,8.696593676352613,-0.11006896266036104
0.7271534250224554,1.375225592823301,0.8883207534250539,0.2804454946851123,0.4754353008653679,-1.1080324075100727,0.0,0.1487288194626593,-3.2526472607823558,-0.16868285107233078,0.18257442875574972,30.96454867769819,-2.8473313674368905e-15,0.35654084279939074,-0.19200764901495032,-0.44742481014500984,0.3255078655493228,-1.0606611429408332,15.279197495953497,1.202963529592301,-0.6510157310986456,-1.1154631776503146,-0.3401912859572881,0.0,0.15284804061648039,-0.15937098955998957,-0.004589047557596246,0.3255078655493228,0.14533870835435664,-2.3855511400272125,0.09653661325390968,9.005277046858204,-0.04787440953890693,0.0,-1.408331316011516,1.2312305270511263,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3693045718601318,-0.18257442875574972,0.0,0.0,0.0,1.0,1.0,1.0,1.847825593341954,4.852962865446586,8.705925730893172,-0.10827581650744034
0.7268607454145157,1.3757793446800015,0.8877061423359254,0.2806281427850452,0.4737649128008659,-1.1117704576191059,0.0,0.14811783128467224,-3.2219820103881514,-0.16848561283290764,0.1823127584646957,30.779256460213713,7.224488732069713e-15,0.35581140406474565,-0.19240846413348245,-0.4468786919693459,0.3248297848094714,-1.0556163741433953,15.147426712070407,1.2007748842350696,-0.6496595696189428,-1.1140719221930802,-0.3388865003680308,0.0,0.15259443224944402,-0.15951544909505028,-0.004523676856084902,0.3248297848094714,0.144587775777111,-2.3629094518719844,0.09632066946538419,8.964542623664743,-0.04742990220390583,0.0,-1.3990930366198047,1.2296553674056636,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3712699105938422,-0.18231275846469572,0.0,0.0,0.0,1.0,1.0,1.0,1.8483140099658397,4.857535184004422,8.715070368008844,-0.10648740412315294
0.7265683013191516,1.3763330965367029,0.8870894680205043,0.2808115834171154,0.472100343158894,-1.1154840976226685,0.0,0.1475143342715887,-3.1914804480357155,-0.16828879422197246,0.1820516718504753,30.642325060646165,-1.9190098604131295e-16,0.3550504308494757,-0.19281035746801237,-0.4462852235856297,0.32415271057400996,-1.05062855653267,15.016427696827822,1.1985886919201447,-0.6483054211480199,-1.1127174251799494,-0.3375965369273867,0.0,0.15234570147072785,-0.15965781837228527,-0.004459102992683692,0.32415271057400996,0.14384491588622608,-2.3404231001906863,0.09610535000687902,8.924127168902471,-0.046993321402423446,0.0,-1.388719093634987,1.2280802866986646,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3732364963137103,-0.18205167185047527,0.0,0.0,0.0,1.0,1.0,1.0,1.8488025131699233,4.861888043373887,8.723776086747774,-0.10470392045733817
0.7262760924522103,1.3768868483934036,0.8864707441057357,0.280995814560815,0.4704417111773505,-1.1191730866852374,0.0,0.14691829481435661,-3.161108682107704,-0.168092402450004,0.18179119329306306,30.57747920438439,2.60668710777356e-15,0.35424033244755854,-0.193213302491932,-0.4456441483691068,0.3234766923080247,-1.0456973890802175,14.885966535258442,1.196405026265075,-0.6469533846160495,-1.111399525419636,-0.3363208202090322,0.0,0.15210082324577018,-0.15979861594884798,-0.00439485379468775,0.3234766923080247,0.14310914311844772,-2.3180572871999487,0.09589066644159461,8.883808297424538,-0.046565228600348556,0.0,-1.3773880663738511,1.2265054791956436,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3752041310217842,-0.18179119329306306,0.0,0.0,0.0,1.0,1.0,1.0,1.8492909299409743,4.865909313634696,8.731818627269393,-0.10292546557006471
0.7259841185299956,1.3774406002501045,0.8858499843418842,0.281180834163227,0.4687891357442696,-1.1228367711480958,0.0,0.14632966353199037,-3.1308669288228588,-0.16789648455112882,0.1815313473172278,30.449082126008605,6.738765808494619e-15,0.35336072366970894,-0.19361727211214153,-0.444955450543243,0.32280177960466516,-1.0408224583831003,14.755918366093468,1.194224243987156,-0.6456035592093303,-1.1101179389861993,-0.3350593430777104,0.0,0.1518597837603292,-0.159937809346932,-0.004330937812256547,0.32280177960466516,0.14238043356663277,-2.2957937276893254,0.09567663037065333,8.843344481190957,-0.04614556751620013,0.0,-1.3666082861947668,1.2249311402590433,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.3771726134061162,-0.18153134731722778,0.0,0.0,0.0,1.0,1.0,1.0,1.8497795232878216,4.869473832639073,8.738947665278147,-0.10115234686427743
