iter,trust,score,pinf,cminus,cplus,c55,c56,disc,cV,alpha7
0,0.2,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
1,0.30000000000000004,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
2,0.45000000000000007,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
3,0.675,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
4,1.0125000000000002,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
5,1.5187500000000003,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
6,2.278125,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
7,3.4171875000000003,0.9044034062743882,0.0,-904.3034062743882,38.7781772310534,-693.5110620092869,-1689473.5061925936,1474.1456007106322,0.10368304685906769,3.0778571121456575
