u,x,phi,f,h,phi_r,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,K_scalar,mu,crS2
0.5040812046681756,1.9838073523456912,0.4440248089757965,0.4795685458517766,0.5216122873948681,-0.3371473081086297,-0.14469729746108653,-2.123591521881574,-0.4308356440604459,0.20488052502429732,-2.865374325881639,0.45495216206972017,-0.739077557550557,-0.19639158238348764,0.20425320057603757,0.21360921894950663,0.6034478228929095,2.1003687603910173,1.796763560859586,-0.42721843789901326,0.578444792689566,0.1765548297697139,,-0.07048774473174764,-0.16350740284310233,0.22736005576314466,0.21360921894950663,-0.07353454752566489,-0.017064512404478815,0.05205970314868534,-1.0955462454656535,-0.009215882893457572,,1.0646849844679007,2.0521899510528554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997024405364122,-0.2500744120078941,0.0,0.0,0.0,0.819278243540686,0.819278243540686,0.819278243540686,0.0097422838356974,3.445659558698438,1.0
0.5040359827409757,1.9839853388282804,0.4439648087763959,0.4796084011252863,0.5216312855866561,-0.33706344295523893,-0.14498577257846806,-2.125728928749239,-0.4309672123305194,0.2049070134400293,-2.8659533819189207,0.45525133404982787,-0.7393298484605161,-0.19640981963876963,0.20428271486442873,0.21361908273423072,0.6046006376797973,2.1023211675142877,1.7971628992292794,-0.42723816546846144,0.5795287345541682,0.17693013360390675,,-0.07061302865485124,-0.16352715593370845,0.22742705974015942,0.21361908273423072,-0.07366792983279487,-0.017180685278527896,0.05205709229220403,-1.098512910130632,-0.009107666026943404,,1.06555854135126,2.052510303192573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996426978741969,-0.2500893574590609,0.0,0.0,0.0,0.8193351989141407,0.8193351989141407,0.8193351989141407,0.0097422838293913,3.446505814635218,1.0
0.5039882450829839,1.984173261492132,0.4439014752325841,0.4796504759709443,0.5216513324406584,-0.33697494369655734,-0.1452906663071874,-2.127985728234228,-0.4311061741772262,0.20493498477153466,-2.8666118584071043,0.45556689092372477,-0.739596009121697,-0.19642908205822274,0.20431382652222113,0.21362950214600535,0.6058189185076036,2.104382706286037,1.7975846820731238,-0.4272590042920107,0.5806741791237732,0.1773268077688813,,-0.07074540037563726,-0.16354802415977412,0.22749784508466983,0.21362950214600535,-0.07380886473999806,-0.017303385808987493,0.05205433685435405,-1.10164887030816,-0.008993024181951938,,1.0664807587824843,2.052848551802023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995796454035316,-0.2501051328421905,0.0,0.0,0.0,0.8193953576348351,0.8193953576348351,0.8193953576348351,0.0097422840240529,3.4473996537227594,1.0000000000000002
0.5039405039331449,1.9843612335091536,0.4438381416887723,0.4796925563535266,0.5216713723312087,-0.33688647016711676,-0.1455959631160944,-2.1302432357169327,-0.4312452225359018,0.20496296774265937,-2.8672798864994835,0.4558822103372577,-0.7398620229918772,-0.19644835677558375,0.20434489557230565,0.2136399293963659,0.6070386591898344,2.1064449926580826,1.7980067308698457,-0.4272798587927318,0.5818209426340016,0.1777240171583259,,-0.07087790313428932,-0.16356891058893636,0.2275686909908151,0.2136399293963659,-0.07394994599204638,-0.017426168507028716,0.05205158189328851,-1.1047894549280664,-0.008877955298552913,,1.067403119034065,2.0531869022794864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995166023958965,-0.2501209078475898,0.0,0.0,0.0,0.8194555565404905,0.8194555565404905,0.8194555565404905,0.0097422840203906,3.448294077028375,1.0000000000000013
0.503892759293074,1.9845492548909207,0.4437748081449604,0.4797346422740048,0.5216914052715707,-0.33679802234303924,-0.14590166327463083,-2.1325014161677074,-0.43138435741343556,0.2049909623493159,-2.867834535067411,0.45619729223363126,-0.7401278900172932,-0.19646764378129464,0.204375922029512,0.2136503644781957,0.6082598604221613,2.1085079542082448,1.7984290455599263,-0.4273007289563914,0.5829690256307049,0.1781217621530748,,-0.07101053694136496,-0.1635898152021007,0.22763959744441983,0.2136503644781957,-0.07409117361205893,-0.017549024528074497,0.05204882740691506,-1.1079346631213054,-0.008762458415964984,,1.0683256213756813,2.053525354686318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999453568836303,-0.2501366824784901,0.0,0.0,0.0,0.8195157955968481,0.8195157955968481,0.8195157955968481,0.0097422838186772,3.4491890844561075,0.9999999999999998
0.5038475243107376,1.9847274259568863,0.4437148079455598,0.4797745182552813,0.5217103774475598,-0.33671425337025457,-0.1461916462561209,-2.1346413445034655,-0.4315162492175766,0.20501749428506488,-2.8684340698328086,0.4564955673443107,-0.7403796252112163,-0.19648592700810558,0.2044052754711422,0.21366025756288495,0.6094181357849205,2.110462940041762,1.798829378378836,-0.4273205151257699,0.5840579008284886,0.17849906698757143,,-0.07113631091324665,-0.16360963633038197,0.22770682776926304,0.21366025756288495,-0.07422510323355375,-0.017665480677534706,0.052046218329511125,-1.1109185794636398,-0.008652646473542134,,1.069199691965716,2.0538460878877105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993938615341247,-0.25015162652313694,0.0,0.0,0.0,0.8195729011824053,0.8195729011824053,0.8195729011824053,0.0097422838144068,3.450037524962205,0.9999999999999996
0.5037997728785313,1.9849155435032424,0.4436514744017479,0.4798166149628722,0.5217303968914286,-0.33662585556429986,-0.1464981326460076,-2.136900836582774,-0.43165555259891064,0.20504551153865178,-2.869154020241698,0.4568101772912242,-0.7406451991004604,-0.19650523791631933,0.20443621740477613,0.21367070787504724,0.6106421831905238,2.112527267383027,1.7992522106901687,-0.4273414157500945,0.5852085548674649,0.17889785478140052,,-0.07126919994387945,-0.16363057630296432,0.2277778519876611,0.21367070787504724,-0.07436661594570962,-0.017788488272985514,0.05204346476153547,-1.1140727493752067,-0.00853631722385303,,1.0701224490467798,2.0541847389648122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993308463303391,-0.2501674004340299,0.0,0.0,0.0,0.8196332183286328,0.8196332183286328,0.8196332183286328,0.0097422840064034,3.4509336696148765,0.9999999999999994
0.5037520179608481,1.9851037104485016,0.4435881408579362,0.4798587172112238,0.5217504094242349,-0.33653748341073786,-0.14680502317253116,-2.139161031494403,-0.43179494251931266,0.20507354041571335,-2.8697771235125575,0.45712454953989906,-0.7409106259984498,-0.19652456108469307,0.20446711678920795,0.2136811659977037,0.6118676931648223,2.1145923334954086,1.7996753087190267,-0.4273623319954074,0.5863605299706751,0.1792971792920137,,-0.0714022200500367,-0.16365153440454022,0.22784893671413992,0.2136811659977037,-0.07450827508981192,-0.01791157689181322,0.05204071166208783,-1.1172315432006865,-0.008419557146352124,,1.0710453462909921,2.0545234921523785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992678405304232,-0.25018317397995826,0.0,0.0,0.0,0.8196935755245534,0.8196935755245534,0.8196935755245534,0.0097422840022085,3.4518303981058542,1.0000000000000002
0.5037042595592991,1.985291926804272,0.4435248073141243,0.4799008250013084,0.5217704150592641,-0.33644913688882133,-0.14711231810406283,-2.141421889715511,-0.4319344189856087,0.2051015809121557,-2.8703422799837934,0.4574386840316774,-0.7411759058568209,-0.1965438965036564,0.20449797363739586,0.2136916319237381,0.6130946663976323,2.1166580565704747,1.800098672405621,-0.4273832638474762,0.5875138266779607,0.17969704090059027,,-0.07153537124138559,-0.16367251061706312,0.22792008193676433,0.2136916319237381,-0.07465008068807262,-0.01803473655829091,0.05203795902907752,-1.1203949603919021,-0.00830236527238664,,1.071968382971427,2.054862347511949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999204844119391,-0.2501989471641597,0.0,0.0,0.0,0.8197539727358848,0.8197539727358848,0.8197539727358848,0.0097422838015188,3.452727710338519,1.0000000000000007
0.5036590115456411,1.985470282624698,0.4434648071147237,0.4799407217047,0.5217893614154105,-0.3363654638172586,-0.14740381289741256,-2.143564365247323,-0.43206663442503934,0.20512815630753467,-2.8709670432500793,0.4577360613815193,-0.7414270846081009,-0.19656222556081077,0.20452716645211017,0.21370155420334058,0.6142584124716461,2.1186156819829045,1.8004999987931143,-0.42740310840668116,0.5886076431353479,0.18007635232940938,,-0.07166163540074391,-0.1636923995083205,0.22798753841556657,0.21370155420334058,-0.0747845579474763,-0.018151483162160975,0.05203535169987817,-1.1233961269610342,-0.00819094403194017,,1.0728429573259923,2.055183462682031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991451719560187,-0.25021388985003745,0.0,0.0,0.0,0.8198112280276513,0.8198112280276513,0.8198112280276513,0.0097422837965918,3.453578333992514,0.9999999999999998
0.5036112463643408,1.985658595234276,0.4434014735709118,0.4799828402893721,0.5218093536560782,-0.336277167165918,-0.1477118961179763,-2.145826541549564,-0.43220627944760537,0.20515621941943774,-2.871636124187326,0.4580497234604576,-0.7416920709454702,-0.1965815848087069,0.20455793889268037,0.213712035305005,0.6154882371583273,2.120682788120862,1.8009238796413505,-0.42742407061001,0.5897635150135622,0.1804772596465832,,-0.07179504188739641,-0.16371341093628217,0.22805880129952533,0.213712035305005,-0.07492664880594675,-0.01827479637756113,0.05203259996919524,-1.1265685047736655,-0.008072912383145931,,1.073766243538815,2.055522517184921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990821937855966,-0.2502296623391229,0.0,0.0,0.0,0.8198717030653243,0.8198717030653243,0.8198717030653243,0.009742283990404,3.4544767827073932,1.0000000000000016
0.5035634777039165,1.985846957288623,0.4433381400271001,0.4800249644186448,0.5218293390381622,-0.33618889609328934,-0.14802038453133223,-2.1480894005828377,-0.43234601103609116,0.2051842941386464,-2.8722517372656586,0.4583631476041663,-0.7419569101018618,-0.1966009562789655,0.20458866884115237,0.213722524189074,0.6167195271212562,2.122750593048095,1.8013480259707022,-0.427445048378148,0.590920710071607,0.18087870518322766,,-0.07192857948563199,-0.16373444042058935,0.22813012464172489,0.213722524189074,-0.0750688861818825,-0.01839818568857865,0.05202984869879028,-1.1297455061697874,-0.007954446068339662,,1.0746896672512563,2.0558616740414735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999019224959891,-0.2502454344760353,0.0,0.0,0.0,0.8199322180173313,0.8199322180173313,0.8199322180173313,0.0097422839842304,3.4553758148782103,1.0000000000000002
