u,x,phi,f,h,phi_r,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,K_scalar,mu,crS2,photon_factor
100.0,0.01,0.9999999220943218,0.2500000194765925,0.99999945828554,-1.3631620922141058e-05,0.00033140428121790735,0.013349735126596679,-0.0024999965377443477,0.24999987965331144,-6.165577216711266,-1.830176950045971,-0.24999897689508663,-0.1250000075409673,24.999963642934336,0.49999972035345963,-0.0026512340431952383,0.4231971171848031,0.01999997074382966,-0.9999994407069193,-0.0013256177397039171,-0.10281758203640111,0.0,1.0136157914783501,-24.999975852079928,0.12499953738765396,0.49999972035345963,2.0272304847760383,-1572.8629377451725,2499.9987965331143,24221.786517805038,-6055.426232969666,0.0,-69669457.25253296,9.999996901895613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002319041468,-0.24999994202397677,0.0,0.0,0.0,1.0000002494827192,0.9999997505172808,0.9999997505172808,2.2504565644343444e-06,0.01999997694003129,0.9999999999999999,-0.5000000048738155
99.76896123941752,0.0100231573785787,0.9999999217782848,0.2500000195556025,0.9999994560880062,-1.36630841471237e-05,0.0003329409741199,0.013406340859564273,-0.002505785858634565,0.249999879128922,-6.661673593134968,-1.8301911024497397,-0.2499989716147276,-0.12500000755346433,24.94220387201189,0.4999997191466609,-0.002663527584611653,0.4244108597286671,0.020046285301007768,-0.9999994382933218,-0.00133176451666852,-0.10319909499512091,0.0,1.0165703442116414,-24.942216069096872,0.12499953457033897,0.4999997191466609,2.033139582573677,-1569.81382138154,2488.4602035660478,24246.515965095914,-6061.633948823888,0.0,-52714416.871910095,0.00010046365258479717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002328448945,-0.24999994178878995,0.0,0.0,0.0,1.0000002506395302,0.9999997493604698,0.9999997493604698,2.2631748783918937e-06,0.020046291536752067,0.9999999999999998,-0.5000000048740251
99.53845626792358,0.0100463683835757,0.9999999214607848,0.2500000196349784,0.9999994538802958,-1.3694644098518995e-05,0.00033448534997306857,0.013409020028200904,-0.002511588585957012,0.24999987860210235,-5.497486146354531,-1.830201757080606,-0.24999896678501934,-0.12500000756601834,24.884577548179927,0.49999971793427,-0.002675882589620961,0.4255655035207593,0.020092707109576613,-0.99999943586854,-0.0013379420254869836,-0.10344213034462861,0.0,1.0160624525396358,-24.884589780463216,0.12499953245247694,0.49999971793427,2.0321237952958193,-1566.6146175899776,2476.9748662515844,24250.856548200587,-6062.710590243282,0.0,-47331764.42329025,0.00010092948617521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002337899987,-0.24999994155251398,0.0,0.0,0.0,1.0000002518017053,0.9999997481982946,0.9999997481982946,2.2740460903225568e-06,0.020092713385130436,1.0,-0.5000000048742318
99.30848385225879,0.0100696331391757,0.999999921141814,0.2500000197147219,0.999999451662362,-1.3726285626104054e-05,0.00033603643475432207,0.013438226763189436,-0.0025174047507661268,0.24999987807284146,-4.3855832769348835,-1.830211276266741,-0.24999896220453977,-0.12500000757862964,24.827084363110647,0.4999997167162614,-0.0026882912660389177,0.4264576485213186,0.020139236417971232,-0.9999994334325228,-0.0013441463700655043,-0.10364359427311877,0.0,1.0154266395920122,-24.8270966324379,0.12499953047810745,0.4999997167162614,2.0308521655907343,-1562.7666944382945,2465.5425387916157,24243.588694418984,-6060.900812177128,0.0,-50439284.124118805,0.00010139747975949951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002347394794,-0.24999994131514391,0.0,0.0,0.0,1.000000252969269,0.9999997470307308,0.9999997470307308,2.283884670939429e-06,0.02013924273360326,0.9999999999999999,-0.5000000048744127
99.0790427620128,0.010092951769851,0.9999999208213664,0.2500000197948347,0.9999994494341574,-1.3757979207774672e-05,0.0003375942657253249,0.013428261830625836,-0.002523234384183816,0.24999987754112793,-5.460386186863957,-1.8302235009938563,-0.24999895790323348,-0.12500000759129848,24.76972400919939,0.49999971549260896,-0.00270075391195869,0.427335649761372,0.02018587347516641,-0.9999994309852179,-0.001350377699451181,-0.10380489243544928,0.0,1.0149437463630107,-24.7697363135927,0.12499952862486363,0.49999971549260896,2.0298863751393035,-1558.8897763434798,2454.1629765224816,24223.77226863095,-6055.928968367386,0.0,-42247678.16343689,0.00010186764335319704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000235693357,-0.24999994107667464,0.0,0.0,0.0,1.0000002541422468,0.9999997458577532,0.9999997458577532,2.2925615466018456e-06,0.020185879831147186,1.0,-0.5000000048746475
98.85013176961749,0.0101163244003622,0.999999920499435,0.2500000198753184,0.9999994471956348,-1.378975082670321e-05,0.0003391586735537538,0.013536578043082989,-0.002529077517396161,0.24999987700695037,-5.718963506650911,-1.8302354026155658,-0.24999895236609807,-0.12500000760402502,24.712496179554915,0.49999971426328665,-0.0027132691727216754,0.4284468906674384,0.020232618530650347,-0.9999994285265733,-0.0013566353363147737,-0.10409221194336558,0.0,1.0119308741284274,-24.712508553994113,0.12499952650697589,0.49999971426328665,2.023860629457246,-1555.587667513988,2442.8359359097276,24255.078074449033,-6063.791868831393,0.0,-48379399.021850586,0.00010233998701827543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002366516518,-0.24999994083710106,0.0,0.0,0.0,1.0000002553206635,0.9999997446793368,0.9999997446793368,2.306152703912545e-06,0.020232624927252262,1.0,-0.5000000048748758
98.62174965034195,0.0101397511557587,0.9999999201760128,0.2500000199561748,0.9999994449467468,-1.3821604582498789e-05,0.0003407336886701299,0.013603326205509955,-0.0025349341816360738,0.2499998764702974,-4.8169006781720745,-1.8302459161853284,-0.24999894736462172,-0.12500000761680957,24.655400567998264,0.49999971302826807,-0.0027258692917693427,0.4294040627005088,0.02027947183428585,-0.9999994260565361,-0.0013629354023864003,-0.1044033527982104,0.0,1.0141129118849632,-24.655412940928407,0.1249995239355868,0.49999971302826807,2.028224697996585,-1551.9105156761361,2431.5611745429724,24262.869269436254,-6065.69636813007,0.0,-55433220.25579834,0.00010281452086336071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002376143837,-0.24999994059641817,0.0,0.0,0.0,1.000000256504544,0.999999743495456,0.999999743495456,2.317546930141745e-06,0.02027947827178318,1.0,-0.500000004875064
98.39389518228478,0.0101632321613795,0.9999999198510928,0.2500000200374057,0.9999994426874452,-1.3853519746615459e-05,0.00034231336548730515,0.01351848694318733,-0.0025408044082819423,0.2499998759311577,-5.245619618122779,-1.8302580199296141,-0.24999894343242848,-0.12500000762965244,24.59843686905006,0.4999997117875271,-0.002738506704408162,0.4303376971725128,0.02032643363709955,-0.9999994235750542,-0.00136925411530659,-0.10449642999935524,0.0,1.0132620971037976,-24.598449282424216,0.1249995223226277,0.4999997117875271,2.026523064800219,-1548.1803739771713,2420.3384511306563,24224.982405317493,-6056.251752248675,0.0,-39946816.13247681,0.00010329125504395133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002385815736,-0.2499999403546208,0.0,0.0,0.0,1.000000257693914,0.999999742306086,0.999999742306086,2.324636873662911e-06,0.02032644011576845,1.0,-0.5000000048752834
98.16656714636609,0.010186767542854,0.9999999195246684,0.2500000201190127,0.9999994404176824,-1.3885510896301229e-05,0.00034389989686537715,0.01361318118166531,-0.00254668822872262,0.24999987538951957,-5.453410688959507,-1.8302699903082185,-0.24999893808165027,-0.12500000764255376,24.541604777936342,0.4999997105410371,-0.0027511989535173908,0.43136341488813573,0.020373504190201803,-0.9999994210820742,-0.0013756002465202695,-0.10477930228317259,0.0,1.011814184334297,-24.541617240166293,0.12499952008771319,0.4999997105410371,2.0236272362819414,-1544.676130152773,2409.167525494811,24245.4303234774,-6061.359951009155,0.0,-59883103.50494385,0.0001037701997626381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000239553242,-0.24999994011170384,0.0,0.0,0.0,1.000000258888799,0.9999997411112008,0.9999997411112008,2.3373553981187456e-06,0.02037351071032033,1.0,-0.5000000048755198
97.93976432632483,0.0102103574261023,0.9999999191967328,0.2500000202009975,0.9999994381374098,-1.3917576032603136e-05,0.0003454957000285168,0.013683557207948973,-0.002552585674420748,0.24999987484537153,-5.2182788553085055,-1.8302816572238447,-0.24999893292052136,-0.12500000765551383,24.484903990602387,0.4999997092887716,-0.0027639653768887036,0.4323657561173107,0.02042068374529326,-0.9999994185775432,-0.0013819834649291612,-0.10516849693336029,0.0,1.0170616582545757,-24.484916408654993,0.12499951699920474,0.4999997092887716,2.034122173611356,-1541.1177980112843,2398.0481585661064,24256.93050644948,-6064.22985514574,0.0,-50117632.33989334,0.00010425136526931476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002405294097,-0.24999993986766206,0.0,0.0,0.0,1.0000002600892244,0.9999997399107754,0.9999997399107754,2.3492747713849127e-06,0.020420690307141387,1.0,-0.5000000048757788
