u,x,phi,f,h,phi_r,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,K_scalar,mu,crS2,phiprime,A0prime,region,source_member
0.2791951075754357,3.581724653716613,0.1863839527493425,0.7104760991478705,0.6908427328730484,-0.0718131471977458,-7.701341280972147,-10.375927258435508,-1.562318707287361,0.3589862577621324,-1.8736574868402265,-0.0685325779046465,-0.4968875292691439,-0.2598176406004844,0.1217563948306801,0.2526378144125416,21.67938172785536,14.070232257528104,4.397948668959229,-0.5052756288250831,15.69053324024705,6.01348936607595,0.0,-0.8689659983194451,-0.1650678320169319,0.4508601101077796,0.2526378144125416,-1.2006376901055245,-0.5157922321871613,0.0279829457995884,21.239015091492146,17.364020392124104,0.0,-4.021742392414943,6.325127107002604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7136835247924627,-0.3502953218272753,0.0,0.0,0.0,1.0248103111669369,1.0248103111669369,1.0248103111669369,0.0097422804672555,8.92000897492838,1.0000000000000029,-0.0718131471977458,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2791299746021138,3.5825604234208503,0.1863239525499418,0.7105479678571444,0.6909229078203503,-0.071767559169843,-7.705835910253815,-10.377866770884337,-1.5627339632488813,0.3590224012745605,-1.8728732680928668,-0.0686798975301767,-0.4968215542734644,-0.2598136472324865,0.1217271202447872,0.2526376947901862,21.68984012013408,14.07321590621599,4.398672669381468,-0.5052753895803724,15.69628092702764,6.014860476906449,0.0,-0.8689666656031455,-0.1650216950782784,0.4507874435317737,0.2526376947901862,-1.2007779507949583,-0.5157026180822308,0.0279727071996367,21.25859497407039,17.373177968883628,0.0,-4.024517937144779,6.328126430626885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713606023795523,-0.3503333655597547,0.0,0.0,0.0,1.0248021929082394,1.0248021929082394,1.0248021929082394,0.0097422804723585,8.921410958114025,1.000000000000003,-0.071767559169843,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2790612112291289,3.583443200850044,0.18626061900613,0.7106238411035963,0.691007557062133,-0.0717194514136689,-7.710583678934421,-10.37991554899022,-1.5631725154112908,0.3590605536429015,-1.8721570885483256,-0.0688351752760387,-0.496752049254018,-0.259809426086071,0.1216962231995363,0.2526375649635408,21.700886553313246,14.07636555554792,4.399437297188593,-0.5052751299270817,15.702351104216634,6.016307644527813,0.0,-0.8689672472711659,-0.1649729816603823,0.4507107016316086,0.2526375649635408,-1.2009258694077096,-0.5156078522145515,0.027961897925554,21.279264905079977,17.38284685077896,0.0,-4.027447024507659,6.331295242746254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7135242191562023,-0.3503735308321341,0.0,0.0,0.0,1.02479360467138,1.02479360467138,1.02479360467138,0.0097422803931557,8.922891587722223,1.000000000000003,-0.0717194514136689,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2789924356274717,3.584326570542805,0.1861972854623182,0.7106997265034646,0.6910922269700007,-0.0716713569526913,-7.715334983056119,-10.381966011796427,-1.5636113004639,0.3590987069235933,-1.8713903972632941,-0.0689902246585041,-0.4966826812125669,-0.2598051988647104,0.1216653299539595,0.2526374314862232,21.71194020578677,14.079515677695229,4.400202341871248,-0.5052748629724465,15.708424547747994,6.0177546914727,0.0,-0.8689677030224643,-0.1649242545849059,0.4506339204341367,0.2526374314862232,-1.201073650093602,-0.5155129220589538,0.0279510867393193,21.29993749601872,17.39251831841643,0.0,-4.0303754820156925,6.334466995303686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713442416546934,-0.350413704318285,0.0,0.0,0.0,1.0247849969857905,1.0247849969857905,1.0247849969857905,0.0097422803989111,8.924372997944472,1.0000000000000029,-0.0716713569526913,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2789236477911607,3.5852105331303163,0.1861339519185063,0.7107756240593451,0.6911769175350619,-0.0716232757919106,-7.720089827553749,-10.384017895984176,-1.5640503187597854,0.3591368611223426,-1.8705328326032848,-0.0691450456499294,-0.496613450078431,-0.2598009655784869,0.1216344404983979,0.2526372943625012,21.72300108848182,14.08266590095419,4.40096780423409,-0.5052745887250025,15.714501263983442,6.019201618844898,0.0,-0.8689680329543567,-0.1648755138708023,0.4505571000171161,0.2526372943625012,-1.2012212929077968,-0.5154178070087418,0.0279402736421867,21.320612759424836,17.402192373187905,0.0,-4.033303309339736,6.337641692124504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7133606159761499,-0.3504538860165479,0.0,0.0,0.0,1.0247763698799013,1.0247763698799013,1.0247763698799013,0.0097422804866036,8.925855190465393,1.000000000000001,-0.0716232757919106,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2788584690761603,3.586048518852356,0.1860739517191057,0.7108475382225381,0.6912571697488719,-0.0715777374932559,-7.72459768714666,-10.385963214646257,-1.564466446301373,0.3591730080572858,-1.8698490814056759,-0.0692915037253593,-0.4965479905976891,-0.2597969495114029,0.1216051804755996,0.2526371610960289,21.73348649827748,14.085650539139696,4.401693365115379,-0.5052743221920578,15.720261177307632,6.020572284889315,0.0,-0.8689682295280076,-0.1648293258938109,0.4504842867118952,0.2526371610960289,-1.2013610378904371,-0.5153275331149167,0.0279300278938746,21.34020202417851,17.411359684627243,0.0,-4.036076419751353,6.340652019010835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7132831225865787,-0.3504919604622425,0.0,0.0,0.0,1.024768178943661,1.024768178943661,1.024768178943661,0.0097422804911375,8.927260095998172,0.999999999999998,-0.0715777374932559,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2787896573973017,3.586933637839029,0.1860106181752939,0.7109234594581051,0.6913419005155601,-0.0715296822501787,-7.729359439935166,-10.388018266274887,-1.5649059198229176,0.3592111640602226,-1.869091170669853,-0.0694458719977724,-0.496479029411106,-0.2597927044435937,0.1215742987616752,0.2526370168836657,21.74456149140668,14.08880143177381,4.402459643168205,-0.5052740337673314,15.72634428434826,6.022018986904279,0.0,-0.8689683146865703,-0.1647805586746417,0.4504073902247809,0.2526370168836657,-1.2015084123264337,-0.5152320816854106,0.0279192110791232,21.360881892991063,17.421038843971292,0.0,-4.0390029367567735,6.3438324603992005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713201326009661,-0.3505321581477451,0.0,0.0,0.0,1.0247595141008987,1.0247595141008987,1.0247595141008987,0.0097422804137048,8.928743816784586,1.000000000000001,-0.0715296822501787,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2787208334661531,3.587819351585846,0.1859472846314821,0.710999392857339,0.6914266519132022,-0.0714816403243966,-7.734124747439879,-10.390074801988076,-1.565345627631164,0.3592493209980579,-1.8682929314218906,-0.0696000118247879,-0.4964102048895119,-0.2597884533406416,0.1215434208068222,0.2526368690374822,21.75564374635611,14.091952509488763,4.40322634127832,-0.5052737380749645,15.732430682385086,6.023465572279624,0.0,-0.8689682742841127,-0.1647317778724852,0.4503304547440646,0.2526368690374822,-1.2016556490141144,-0.5151364499374198,0.0279083923571764,21.381564448678407,17.430720591710273,0.0,-4.041928822576978,6.347015857362765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7131195314960612,-0.3505723640404608,0.0,0.0,0.0,1.0247508299216526,1.0247508299216526,1.0247508299216526,0.0097422804185252,8.930228324845947,1.0000000000000009,-0.0714816403243966,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.278651997276728,3.5887056607274355,0.1858839510876702,0.7110753384228384,0.6915114239328847,-0.0714336117212243,-7.73889361459554,-10.392132924822157,-1.565785570081068,0.3592874788765121,-1.8675293397202548,-0.0697539231879195,-0.4963415169535247,-0.2597841962126305,0.1215125466011134,0.2526367175617495,21.76673327403076,14.095103916213668,4.403993460254078,-0.505273435123499,15.738520377751092,6.024912042064936,0.0,-0.8689681084142498,-0.1646829835064251,0.45025348034749,0.2526367175617495,-1.2018027480036062,-0.5150406457875061,0.0278975717292921,21.40224970626725,17.44040492855559,0.0,-4.044854077085198,6.350202213752136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713037739054198,-0.3506125781387252,0.0,0.0,0.0,1.0247421264343646,1.0247421264343646,1.0247421264343646,0.0097422805051565,8.931713621874346,1.000000000000002,-0.0714336117212243,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2785867727317187,3.589545871809958,0.1858239508882696,0.7111472980782889,0.6915917532817857,-0.0713881232338272,-7.743414776712093,-10.394084159685836,-1.5662025744286128,0.3593236293183157,-1.8667649826380512,-0.069899519449928,-0.4962765717790122,-0.2597801575953083,0.1214833009870537,0.2526365707141859,21.777245860701097,14.098089679297985,4.404720593499865,-0.5052731414283718,15.744292610027744,6.026282278334644,0.0,-0.8689678356158694,-0.1646367447697793,0.4501805214449955,0.2526365707141859,-1.2019419779581153,-0.51494971916292,0.0278873188511623,21.421848471824816,17.449581983034488,0.0,-4.047624749289064,6.3532236005549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7129602533963703,-0.3506506832731003,0.0,0.0,0.0,1.0247338632403593,1.0247338632403593,1.0247338632403593,0.0097422805097895,8.93312147467737,1.000000000000001,-0.0713881232338272,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.278517912653728,3.5904333422291104,0.1857606173444578,0.7112232673434493,0.6916765654345793,-0.0713401205911012,-7.748190589887745,-10.396145321666529,-1.5666429748327428,0.3593617890449324,-1.8660203953623156,-0.0700529779628526,-0.4962081531566737,-0.2597758887632299,0.1214524344419263,0.2526364121826436,21.788349582062107,14.10124156478674,4.405488534379491,-0.5052728243652872,15.750388744465068,6.0277285305836985,0.0,-0.8689674256693373,-0.1645879240436793,0.4501034715672926,0.2526364121826436,-1.2020888089229906,-0.5148535678825548,0.0278764945153289,21.44253839494816,17.459271428615786,0.0,-4.050548691378559,6.356415731111497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712878465013089,-0.350690913345811,0.0,0.0,0.0,1.0247251222348357,1.0247251222348357,1.0247251222348357,0.0097422804331306,8.934608312978442,1.0000000000000022,-0.0713401205911012,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2784490402998085,3.5913214099186384,0.1856972838006459,0.7112992487825387,0.6917613981831121,-0.0712921312877321,-7.752969977191529,-10.398208129649054,-1.567083610927511,0.3593999497290497,-1.8652629579394788,-0.0702062079599157,-0.4961398708767267,-0.2597716139358177,0.1214215716150846,0.2526362500341449,21.79946060806764,14.104393857941115,4.406256898512784,-0.5052725000682898,15.756488194717996,6.02917467020314,0.0,-0.8689668905182923,-0.1645390898091628,0.4500263829989487,0.2526362500341449,-1.2022355023195304,-0.5147572484578227,0.0278656682772708,21.4632310383464,17.468963464452795,0.0,-4.053472001281719,6.359610832480613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7127966787263372,-0.3507311516191591,0.0,0.0,0.0,1.024716362005117,1.024716362005117,1.024716362005117,0.0097422804398104,8.936095945244844,1.0000000000000009,-0.0712921312877321,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2783801556639685,3.592210075516646,0.1856339502568341,0.7113752423981572,0.6918462515184489,-0.071244155328815,-7.757752943616088,-10.400272446887994,-1.5675244830697637,0.3594381113764019,-1.8644497955263062,-0.0703592094246459,-0.4960717248608081,-0.2597673331231578,0.121390712496001,0.2526360842729639,21.81057894976353,14.107546365347682,4.407025686711822,-0.5052721685459278,15.762590967208505,6.030620698362362,0.0,-0.8689662302591281,-0.1644902420849584,0.4499492558180682,0.2526360842729639,-1.2023820582017903,-0.5146607501855929,0.0278548401382495,21.48392641361968,17.47865809279005,0.0,-4.056394678767063,6.362808908538373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7127148945445209,-0.3507713980914753,0.0,0.0,0.0,1.024707582579656,1.024707582579656,1.024707582579656,0.0097422805223321,8.93758437317617,0.9999999999999996,-0.071244155328815,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2783148852005403,3.593052521353459,0.1855739500574335,0.7114472475842438,0.6919266578707106,-0.0711987167354913,-7.76228748087928,-10.402229562799034,-1.5679423694769847,0.3594742654096143,-1.863726709676906,-0.0705039436210779,-0.4960072927794266,-0.2597632721044718,0.1213614811359621,0.2526359239073789,21.82111887349774,14.110533184248036,4.407754404282298,-0.5052718478147578,15.768375611259586,6.031990519890017,0.0,-0.8689654894183032,-0.1644439528673688,0.4498761524514966,0.2526359239073789,-1.2025207737963857,-0.5145691665944447,0.0278445801488977,21.50353479381297,17.487844898020803,0.0,-4.059162908664163,6.365841412287059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7126374167426118,-0.3508095338899307,0.0,0.0,0.0,1.0246992475478225,1.0246992475478225,1.0246992475478225,0.0097422805281643,8.938995198282946,1.0000000000000022,-0.0711987167354913,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2782459766300754,3.59394235313414,0.1855106165136217,0.7115232649195197,0.6920115512704803,-0.0711507667799898,-7.767077431288549,-10.404296997553422,-1.5683837023165592,0.3595124289492094,-1.8629705090604274,-0.0706564921114684,-0.4959394154351966,-0.2597589796652759,0.1213306295963054,0.2526357511232425,21.832251492625705,14.113686270616595,4.408524020627657,-0.505271502246485,15.774484871345976,6.0334363382827965,0.0,-0.8689645857770669,-0.1643950789280645,0.4497989503773127,0.2526357511232425,-1.202667062005397,-0.5144723265019397,0.0278337483116245,21.52423489871779,17.49754463793996,0.0,-4.062084271814491,6.369045292307822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7125556366839879,-0.3508497963238662,0.0,0.0,0.0,1.0246904308228435,1.0246904308228435,1.0246904308228435,0.0097422804547087,8.940485180551727,0.9999999999999972,-0.0711507667799898,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2781770557600218,3.59483278470918,0.1854472829698099,0.7115992944389963,0.6920964652306911,-0.0711028301859186,-7.771870975370566,-10.40636600608464,-1.5688252722581864,0.3595505934689613,-1.862197182484085,-0.0708088120176257,-0.4958716741137454,-0.2597546812705618,0.1212997817337086,0.2526355747390252,21.843391459508624,14.116839657681329,4.409294063437771,-0.5052711494780504,15.780597472223567,6.0348820481877485,0.0,-0.8689635572880356,-0.1643461915547627,0.4497217099170915,0.2526355747390252,-1.2028132128266733,-0.5143753122495633,0.0278229145771117,21.544937751787906,17.5072469714778,0.0,-4.065005001530082,6.372252158479437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124738587550519,-0.3508900669518457,0.0,0.0,0.0,1.024681594985999,1.024681594985999,1.024681594985999,0.00974228045806,8.941975963505879,0.999999999999998,-0.0711028301859186,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2781081225843824,3.595723816720183,0.1853839494259981,0.7116753361452774,0.6921813997423869,-0.071054906958402,-7.776668118149103,-10.40843658838555,-1.5692670796606154,0.3595887589746179,-1.8614280448001639,-0.0709609033261364,-0.4958040687289529,-0.2597503769304174,0.1212689375376059,0.2526353947590039,21.8545387852576,14.119993344608387,4.410064533528457,-0.5052707895180079,15.786713420348573,6.036327650627255,0.0,-0.8689624040473445,-0.1642972907660685,0.4496444311458371,0.2526353947590039,-1.202959226314001,-0.5142781237585465,0.0278120789466243,21.56564337083537,17.516951898771293,0.0,-4.067925097917339,6.375462014703742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7123920829641955,-0.3509303457721959,0.0,0.0,0.0,1.0246727400657525,1.0246727400657525,1.0246727400657525,0.0097422805409528,8.943467548852528,1.000000000000002,-0.071054906958402,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.2780428061140464,3.596568506756561,0.1853239492265974,0.7117473869004194,0.6922618829659688,-0.0710095183412747,-7.781216103758257,-10.410399671342455,-1.569685853409213,0.35962491668399,-1.8606921302121406,-0.0711047752159766,-0.4957401485189737,-0.2597462936592661,0.1212397202763758,0.2526352209385106,21.86510620753969,14.122981320738113,4.4107948474388365,-0.5052704418770212,15.79251056974241,6.037697072601096,0.0,-0.8689611965033771,-0.1642509513452814,0.4495711844458415,0.2526352209385106,-1.203097428231578,-0.5141858883648842,0.0278018118646988,21.585261484733696,17.526148462954925,0.0,-4.070690881614645,6.378505692805943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7123146131421787,-0.3509685122100672,0.0,0.0,0.0,1.0246643336161785,1.0246643336161785,1.0246643336161785,0.0097422805474891,8.944881371407474,0.999999999999999,-0.0710095183412747,0.0,weak_exterior_H,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
