u,x,phi,f,h,phi_r,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,K_scalar,mu,crS2,photon_factor,phiprime,A0prime,region,source_member
100.0,0.01,0.9999999220943218,0.2500000194765925,0.99999945828554,-1.3631641258066548e-05,0.0003314054112187,0.0132703951157557,-0.0024999965377376,0.2499998796537527,14.89926787042549,-1.83014343578712,-0.2499989782809171,-0.1250000075411879,24.99996364330984,0.4999997203543423,-0.0026512430832016,0.4227042975670706,0.0199999707437763,-0.9999994407086846,-0.0013256222597095,-0.2891928568524446,0.0,1.0136195263011911,-24.999975852052536,0.1249989022367728,0.4999997203543423,2.0272379544176737,-1571.6239636540413,2499.998796537528,24162.51328050693,-19727.666680658607,0.0,-69589956.11842346,9.999996901895612e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002319041468,-0.2499999420239767,0.0,0.0,0.0,1.0000002494809537,0.9999997505190462,0.9999997505190462,7.331670016895128e-06,0.019999976939978,1.0,-0.5000000048738155,-1.3631641258066548e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
99.76896123941752,0.0100231573785787,0.9999999217782848,0.2500000195556025,0.9999994560880062,-1.366307877277217e-05,0.0003329406750544,0.0134048295328671,-0.0025057858586419,0.249999879129369,-10.250974036871586,-1.8301710899384995,-0.2499989716434861,-0.1250000075536878,24.94220387225055,0.4999997191475551,-0.002663525192088,0.4244011829133967,0.0200462853010671,-0.9999994382951102,-0.001331763320406,-0.2905207180665504,0.0,1.0165693585786482,-24.94221606916041,0.124998894723273,0.4999997191475551,2.033137611308763,-1569.7858062386513,2488.460203570498,24245.492249077102,-19771.697289772856,0.0,-52712846.62340546,0.0001004636525847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002328448945,-0.2499999417887899,0.0,0.0,0.0,1.0000002506377417,0.999999749362258,0.999999749362258,7.381965196329927e-06,0.0200462915368114,1.0,-0.5000000048740251,-1.366307877277217e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
99.53845626792358,0.0100463683835757,0.9999999214607848,0.2500000196349784,0.9999994538802958,-1.3694645304451286e-05,0.0003344854172358,0.0134168499487064,-0.0025115885859608,0.249999878602554,-4.722716323074277,-1.8301780667098029,-0.2499989666507157,-0.1250000075662442,24.884577548457187,0.4999997179351734,-0.0026758831277228,0.4256144708805118,0.0200927071096076,-0.9999994358703468,-0.001337942294538,-0.2917839933907087,0.0,1.0160626730644695,-24.884589780503934,0.1249988876338976,0.4999997179351734,2.0321242363452465,-1566.731179177761,2476.97486625606,24256.85610889317,-19815.666370901417,0.0,-47339492.32801819,0.0001009294861752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002337899987,-0.2499999415525139,0.0,0.0,0.0,1.0000002517998985,0.9999997482001014,0.9999997482001014,7.432606804240352e-06,0.0200927133851614,1.0,-0.5000000048742318,-1.3694645304451286e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
99.3084838522588,0.0100696331391757,0.999999921141814,0.2500000197147219,0.999999451662362,-1.3726286117240918e-05,0.0003360364622176,0.0134321492111254,-0.0025174047507704,0.249999878073299,-4.09775655186024,-1.8301880308737104,-0.2499989623139292,-0.1250000075788584,24.827084363383385,0.4999997167171765,-0.0026882914857457,0.4264197434922301,0.0201392364180059,-0.999999433434353,-0.0013441464799189,-0.2930502788964432,0.0,1.015426729187292,-24.827096632481613,0.1249988805157283,0.4999997167171765,2.0308523447811955,-1562.6686156988144,2465.542538796128,24239.19168597468,-19859.73016954465,0.0,-50433254.33236694,0.0001013974797594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002347394794,-0.2499999413151439,0.0,0.0,0.0,1.000000252967439,0.999999747032561,0.999999747032561,7.483596142209509e-06,0.0201392427336379,1.0000000000000002,-0.5000000048744127,-1.3726286117240918e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
99.0790427620128,0.010092951769851,0.9999999208213664,0.2500000197948347,0.9999994494341574,-1.3757976098487643e-05,0.0003375940914245,0.0134272680995867,-0.0025232343841902,0.2499998775415902,-5.740552173720782,-1.8302006814591656,-0.2499989579235527,-0.1250000075915296,24.76972400947323,0.4999997154935336,-0.0027007525175529,0.4273294250883613,0.0201858734752175,-0.9999994309870672,-0.0013503770022479,-0.2943258100616747,0.0,1.0149431804681976,-24.76973631364945,0.1249988733296729,0.4999997154935336,2.0298852433503005,-1558.8700114488602,2454.1629765270195,24223.17030855972,-19903.964937835524,0.0,-42246672.60119629,0.0001018676433531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000235693357,-0.2499999410766746,0.0,0.0,0.0,1.0000002541403976,0.9999997458596024,0.9999997458596024,7.534936690139823e-06,0.0201858798311983,1.0,-0.5000000048746475,-1.3757976098487643e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
98.85013176961748,0.0101163244003622,0.999999920499435,0.2500000198753184,0.9999994471956348,-1.3789748469537718e-05,0.0003391585410111,0.0135350304604497,-0.0025290775174022,0.2499998770074185,-6.035452417499035,-1.830212332562592,-0.2499989523962957,-0.1250000076042591,24.712496179831064,0.499999714264223,-0.002713268112381,0.4284374993870091,0.0202326185306987,-0.999999428528446,-0.0013566348061441,-0.2955556830081144,0.0,1.0119304466945849,-24.712508554048675,0.1249988664490364,0.499999714264223,2.0238597745900333,-1555.560190320015,2442.835935914303,24254.08767401289,-19948.27238921056,0.0,-48377914.7917099,0.0001023399870182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002366516518,-0.249999940837101,0.0,0.0,0.0,1.00000025531879,0.9999997446812096,0.9999997446812096,7.586629776961501e-06,0.0202326249273006,1.0,-0.5000000048748758,-1.3789748469537718e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
98.62174965034195,0.0101397511557587,0.9999999201760128,0.2500000199561748,0.9999994449467468,-1.3821602921045375e-05,0.0003407335950821,0.0136163078425875,-0.0025349341816418,0.2499998764707705,-4.832193344577316,-1.8302224899894344,-0.2499989471381521,-0.1250000076170461,24.655400568278427,0.4999997130292142,-0.0027258685430654,0.4294844916609052,0.0202794718343316,-0.9999994260584284,-0.0013629350280342,-0.2968962560809898,0.0,1.0141126110260008,-24.65541294098091,0.1249988587957777,0.4999997130292142,2.028224096278994,-1552.1014806628227,2431.561174547574,24272.585666053263,-19992.65697910382,0.0,-55445585.631111145,0.0001028145208633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002376143835,-0.2499999405964181,0.0,0.0,0.0,1.0000002565026511,0.9999997434973484,0.9999997434973484,7.638678918937117e-06,0.0202794782718289,1.0,-0.500000004875064,-1.3821602921045375e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
98.39389518228478,0.0101632321613795,0.9999999198510928,0.2500000200374057,0.9999994426874452,-1.3853528696958294e-05,0.0003423138709523,0.0135139688738001,-0.0025408044082817,0.2499998759316368,-4.462063160085816,-1.83023309751744,-0.2499989435150066,-0.125000007629892,24.598436869331785,0.4999997117884854,-0.0027385107481284,0.430309976333428,0.0203264336370982,-0.9999994235769708,-0.0013692561371678,-0.2981812605012257,0.0,1.013263713738334,-24.59844928243989,0.1249988515178841,0.4999997117884854,2.0265262980674903,-1548.1082810163498,2420.3384511352947,24221.80750124999,-20037.14771548563,0.0,-39942484.15119171,0.0001032912550439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002385815736,-0.2499999403546207,0.0,0.0,0.0,1.0000002576919969,0.9999997423080026,0.9999997423080026,7.691085476592826e-06,0.0203264401157671,1.0,-0.5000000048752834,-1.3853528696958294e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
98.16656714636608,0.010186767542854,0.9999999195246684,0.2500000201190127,0.9999994404176824,-1.3885505087921522e-05,0.0003438995679588,0.0136015251211936,-0.0025466882287308,0.2499998753900037,-6.128097067504812,-1.8302467536434757,-0.2499989382915002,-0.1250000076427958,24.541604778222094,0.4999997105420053,-0.002751196322265,0.4312905804195199,0.0203735041902675,-0.9999994210840109,-0.0013755989308933,-0.2994602491121159,0.0,1.0118131382699431,-24.54161724023422,0.1249988442773919,0.4999997105420053,2.023625144154405,-1544.4961584210396,2409.167525499476,24236.97371391452,-20081.80804525877,0.0,-59871995.0598526,0.0001037701997626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000239553242,-0.2499999401117038,0.0,0.0,0.0,1.0000002588868624,0.9999997411131374,0.9999997411131374,7.74385300036183e-06,0.020373510710386,1.0,-0.5000000048755198,-1.3885505087921522e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
97.93976432632483,0.0102103574261023,0.9999999191967328,0.2500000202009975,0.9999994381374098,-1.3917576268435103e-05,0.0003454957133952,0.0136993404175435,-0.0025525856744256,0.2499998748458619,-5.299271434259937,-1.8302574936636,-0.2499989326428617,-0.125000007655759,24.48490399089023,0.4999997092897523,-0.0027639654838228,0.4324640150849661,0.0204206837453322,-0.9999994185795046,-0.0013819835183962,-0.3008813286809733,0.0,1.017061700717767,-24.48491640870219,0.1249988360373738,0.4999997092897523,2.034122258537691,-1541.348692059517,2398.0481585708103,24268.66817660401,-20126.50806189212,0.0,-50132439.58581543,0.0001042513652693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002405294095,-0.249999939867662,0.0,0.0,0.0,1.000000260087263,0.9999997399127368,0.9999997399127368,7.796982884674528e-06,0.0204206903071803,1.0,-0.5000000048757788,-1.3917576268435103e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
97.71348550870702,0.0102340019373364,0.9999999188672783,0.2500000202833619,0.9999994358465792,-1.3949720305401249e-05,0.0003470984288192,0.013635375071646,-0.0025584967769488,0.2499998742991975,-4.425227465464657,-1.8302687051961692,-0.249998928714745,-0.1250000076687806,24.428334203962468,0.4999997080316949,-0.0027767872052637,0.4332849869885515,0.0204679725549535,-0.99999941606339,-0.0013883943858992,-0.3021002499308968,0.0,1.0121192015132374,-24.42834671947288,0.1249988291956748,0.4999997080316949,2.0242372610454558,-1537.3588242530825,2386.9801123832085,24228.373256722312,-20171.31478613172,0.0,-36210213.9706192,0.0001047347618614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000000241510097,-0.2499999396224903,0.0,0.0,0.0,1.0000002612932342,0.9999997387067656,0.9999997387067656,7.850478712920823e-06,0.0204679791588131,1.0,-0.5000000048760003,-1.3949720305401249e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
97.48772948286582,0.0102577012030602,0.9999999185362988,0.2500000203661077,0.9999994335451416,-1.3981917601639383e-05,0.0003487062523068,0.0136535659026383,-0.0025644215679392,0.2499998737500011,-5.673509960668484,-1.8302825039632007,-0.2499989238968711,-0.1250000076818622,24.371895114781896,0.4999997067678107,-0.0027896497911978,0.4342785545455688,0.0205153708722409,-0.9999994135356216,-0.0013948256857047,-0.3034103977744021,0.0,1.0113380508359424,-24.37190767021197,0.1249988217139913,0.4999997067678107,2.0226749559171804,-1533.78645581007,2375.9631500691203,24223.946420441807,-20216.28277760197,0.0,-45121445.176849365,0.000105220399884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000002424953252,-0.2499999393761834,0.0,0.0,0.0,1.0000002625047928,0.9999997374952072,0.9999997374952072,7.90434191618832e-06,0.0205153775183958,1.0000000000000002,-0.5000000048762246,-1.3981917601639383e-05,0.0,punctured_H_core,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
