u,x,phi,f,h,phiprime,A0prime,X,Fbg,Ybg,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,region,source_member
0.6678957239309827,1.497239709987027,0.7352527316402916,0.3321043212188553,0.3321535821097887,-1.16527248404078,1.497239709987027,-0.2255090252012721,1.1210296317626285,-1.0112091979221258,0.0,-4.836215073191188,-0.2486383269503868,0.1660644753755169,68.77106204641525,1.9135640894538644,-58.5671821126292,-0.2499814608662367,2.086320322337073,0.2500185405086632,0.0,29.12467417130741,1.4973507483302824,-0.5000370810173264,0.0,45.77589709334512,27.153974653526703,-12.852368136948895,-10.250343535032284,50.13280013240296,0.2500185405086632,-8.763539132209479,-12.96249187340829,0.8595921449211326,52.43081053778828,28.023298200039758,-84.20584789671832,-59.71027798807596,46.81415423209289,70.0920107057467,-77.58372156163588,0.0,88.77922272748816,5.003681645575707,26.23613544536995,-6.082661939945847,0.0100008617465868,-0.6766170545244982,-2.501840822787853,-7.532180766790302,-12.291739667866269,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6679219804951237,1.4971808522586878,0.7353213235299699,0.3320780676225341,0.3321294760699382,-1.1654966892713028,1.4971808522586876,-0.2255794394444966,1.1209487575177206,-1.0114519694674091,0.0,-4.836353675380425,-0.248609703340891,0.1660518854257531,68.74926153958694,1.913949018385893,-58.5828181825066,-0.2499806512066196,2.0864157425372283,0.2500193502909995,0.0,29.127811481231596,1.497296735799368,-0.500038700581999,0.0,45.775300654185145,27.165896390368214,-12.853442901122936,-10.25209707635778,50.14417349434637,0.2500193502909995,-8.763722947556463,-12.920678433057706,0.8596756912692166,52.43107352422682,28.01760207746269,-83.90419835936952,-59.48319970187865,46.831472995293446,70.11518465162315,-77.60805735804908,0.0,88.63243636741842,5.0046543776738615,26.243777978248097,-6.083864950966209,0.0100008511057214,-0.6767663751512022,-2.5023271888369307,-7.53419184122641,-12.18378811868201,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6679482370592648,1.4971219991576583,0.7353899232201078,0.3320518141540981,0.3321054168447917,-1.165720822496077,1.4971219991576583,-0.2256498617167877,1.1208680512423148,-1.0116948830623749,0.0,-4.836497377363706,-0.24858109954742,0.1660393072089528,68.71804620491272,1.914335618012981,-58.59854478481913,-0.2499798238559756,2.086512541621118,0.2500201777724629,0.0,29.130979992894677,1.497242833505851,-0.5000403555449258,0.0,45.7746748219841,27.177818100449173,-12.854509693407303,-10.253852395911284,50.15558410738156,0.2500201777724629,-8.76390290729462,-12.885069849442653,0.8597599131478476,52.43138892004878,28.011889597263725,-83.41915867756546,-59.28456713325215,46.848870815117,70.13847513300684,-77.63251628551231,0.0,88.48550296814126,5.005631576265614,26.25146352724923,-6.085072330670482,0.0100009088680197,-0.6769161514352503,-2.502815788132807,-7.536208869795367,-12.09168532377386,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6679744936234058,1.4970631506833931,0.7354585307050233,0.3320255608162915,0.332081404490922,-1.1659448834972523,1.4970631506833931,-0.2257202919952934,1.120787513116856,-1.0119379389016618,0.0,-4.836645514039704,-0.2485525155896616,0.1660267407398279,68.67631575141311,1.9147235444000068,-58.61434755205575,-0.2499789787903744,2.0866104613640264,0.2500210229773392,0.0,29.13417570712757,1.497189041582162,-0.5000420459546784,0.0,45.774024173685376,27.18973821806134,-12.855569510820262,-10.255609183530368,50.16702588221123,0.2500210229773392,-8.764079606825673,-12.856336774738118,0.8598447179511624,52.43174888047293,28.006163933501075,-83.35394005202532,-59.1105054873436,46.86633557880303,70.16186400258808,-77.65707916423943,0.0,88.33839879895365,5.0066125522025375,26.25918529538356,-6.086283407301298,0.0100008252468507,-0.6770663085751333,-2.5033062761012688,-7.538230814034336,-12.01141596988596,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6680007501875469,1.4970043068353462,0.735527145979023,0.3319993076118613,0.3320574390649213,-1.1661688720845858,1.4970043068353465,-0.2257907302678833,1.1207071433218552,-1.0121811372283005,0.0,-4.836797598569239,-0.2485239514873046,0.166014186033093,68.6264137199962,1.915112546329242,-58.63021597148575,-0.249978115985884,2.086709312832697,0.2500218859299239,0.0,29.13739569736641,1.4971353601607669,-0.5000437718598478,0.0,45.77335213357247,27.201683041959345,-12.856623092987093,-10.25736722049654,50.17849439069727,0.2500218859299239,-8.76425349473076,-12.833039904383456,0.859930038515873,52.43214766552038,28.00042745729827,-83.23696395071141,-58.95952499967374,46.88385842474235,70.18533798289793,-77.68173196140074,0.0,88.19111038265282,5.007596801341282,26.26693830927316,-6.087497686985941,0.0100006946376882,-0.677216791553578,-2.503798400670641,-7.540256913747737,-11.943348267053516,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6680270067516879,1.4969454676129728,0.7355957690364048,0.3319730545435571,0.3320335206234022,-1.166392788079302,1.496945467612973,-0.225861176526907,1.120626942037893,-1.012424478305714,0.0,-4.836953107125648,-0.2484954072600397,0.166001643103466,68.56778685890055,1.915502353210171,-58.64613870949839,-0.2499772354185705,2.086808892476932,0.2500227666545229,0.0,29.14063681328695,1.497081789374176,-0.5000455333090459,0.0,45.77266237534101,27.213629955160133,-12.8576712357638,-10.259126270105517,50.18998485446082,0.2500227666545229,-8.76442505206419,-12.815496321424742,0.8600158023449622,52.43257909901507,27.994682709920777,-83.02399835945785,-58.83147270267022,46.901429794838485,70.20888275595152,-77.70645954521984,0.0,88.04361912863918,5.008583780425845,26.27471720692306,-6.088714637267741,0.0100003987360201,-0.6773675410759018,-2.5042918902129223,-7.5422863496162815,-11.88700479613005,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6680532633158289,1.4968866330157269,0.735664399871454,0.3319468016141314,0.3320096492229956,-1.166616631246851,1.4968866330157269,-0.2259316307431493,1.1205469094456078,-1.012667962300969,0.0,-4.837111534211901,-0.2484668829275579,0.1659891119656671,68.49904908015124,1.915892703716768,-58.6621048130011,-0.2499763370644988,2.086909003663125,0.2500236651754513,0.0,29.143896014005023,1.4970283293549311,-0.5000473303509027,0.0,45.77195846176237,27.22560440353841,-12.858714710430348,-10.26088610470109,50.20149266000661,0.2500236651754513,-8.764594745349896,-12.804530627047004,0.8601019394420754,52.43303722340696,27.988932155673275,-83.1214688778175,-58.7293822535606,46.91904044910135,70.23248448218402,-77.7312472899521,0.0,87.89590863600195,5.009572964560826,26.282516806216428,-6.089933745850232,0.0100002068899595,-0.6775185000357121,-2.504786482280413,-7.544318329730421,-11.843933008355044,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6680795198799699,1.4968278030430633,0.7357330384784485,0.3319205488263393,0.3319858249203534,-1.1668404014304194,1.4968278030430633,-0.2260020929175375,1.1204670457257129,-1.0129115895165652,0.0,-4.837272356744304,-0.2484383785095522,0.1659765926344199,68.42576250748832,1.9162833272906716,-58.67810293255481,-0.2499754208997316,2.0870094427902104,0.2500245815170346,0.0,29.14717015170496,1.496974980235617,-0.5000491630340692,0.0,45.7712440243048,27.23763154568563,-12.859754303328527,-10.262646484292723,50.21301300820595,0.2500245815170346,-8.764763049202282,-12.796537246729413,0.8601883773122356,52.43351587137671,27.98317830368801,-82.9037875704699,-58.639461288378605,46.936680809322745,70.25612881795207,-77.75608003798331,0.0,87.74796346327683,5.010563810201663,26.29033173722141,-6.091154478759978,0.0100000286580758,-0.6776696089547943,-2.5052819051008317,-7.546352033861305,-11.80736106234346,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.668105776444111,1.496768977694437,0.7358016848516529,0.3318942961829393,0.3319620477721471,-1.1670640983829796,1.496768977694437,-0.2260725630160927,1.1203873510589837,-1.013155360098861,0.0,-4.837435707854432,-0.248409894025717,0.1659640851244509,68.36005804059238,1.9166742921837407,-58.69413597982635,-0.2499744869003305,2.087110261792132,0.2500255157036082,0.0,29.150460031937698,1.4969217421488563,-0.5000510314072164,0.0,45.77051811433946,27.24964298436172,-12.860789802827703,-10.264407466014,50.22454711632789,0.2500255157036082,-8.76492983801553,-12.78337752675177,0.860275134661382,52.434016603498925,27.97742050875316,-83.0273635099029,-58.52795707839047,46.95435334265579,70.27981945099029,-77.78096168516292,0.0,87.5997856344759,5.011556456579623,26.298163378052088,-6.092376974424524,0.0100002561581655,-0.6778208831759727,-2.505778228289812,-7.54838766993549,-11.75927188054694,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
0.6681320330082521,1.4967101569693022,0.7358703389853223,0.3318680436866922,0.3319383178350681,-1.1672877219412154,1.4967101569693022,-0.2261430410372972,1.1203078256262613,-1.0133992743400193,0.0,-4.837602057881962,-0.2483814294957476,0.1659515894504896,68.29853394598679,1.9170658409532653,-58.71021421718866,-0.2499735350423552,2.0872116442796185,0.2500264677595173,0.0,29.153768492690507,1.4968686152273096,-0.5000529355190347,0.0,45.769777502926296,27.261676895157617,-12.861820505286069,-10.266169269041615,50.23609933355522,0.2500264677595173,-8.765094691615602,-12.767362027839088,0.8603622771664322,52.43454494537792,27.97165654830028,-82.86359339484468,-58.40643680701448,46.97206672784993,70.3035693654128,-77.80590595042037,0.0,87.45139074551432,5.012551394853293,26.306016585102302,-6.093601712414736,0.0100005641712709,-0.6779723760584482,-2.5062756974266467,-7.550425976045203,-11.706398431822777,central_exact_SVT,SSZ_P5_REGIONAL_PRODUCTION_MEMBER_2026-09-17.json
