u,x,phi,f,h,phiprime,A0prime,X,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,alpha1,alpha2,alpha4,alpha5,alpha6,alpha7,f3phi_holonomic,f3phiX_holonomic,f4phi_holonomic,f4phiX_holonomic
0.61,1.639344262295082,0.6060115820460082,0.3877061178917036,0.4269907184968781,-0.6977153826293326,1.4448087103799905,-0.1039309830769378,0.0,-5.2097281373263975,-0.33350374401956834,0.20343728385193668,-458.2587487676549,0.6697317778711755,-25.367194874867952,-0.23822213813931425,1.4274561228145615,0.2623601672295019,0.0,26.874624346523966,1.7203945392098485,-0.5247203344590038,0.0,97.00677376312811,244.9990239334984,-10.890426242509909,-6.764873393931271,34.93161448150334,0.2623601672295019,-9.347582000022848,-29.715609012422185,0.6660537312922761,53.22152310660973,117.07190478946418,-2774.893567272712,-115.58111634133202,20.09857175114353,29.03859153224939,-34.31156797164354,3.708962026394147e-10,-602.7614840014925,3.21651562810936,10.488802495740138,-3.805973809818541,1.8516850003929193,-0.4348896688273343,-1.60825781405468,-3.766493613060675,-260.64082107038183,0.26236016722950195,0.80412890702734,1.8516850003929193,-0.4348896688273343,-0.33302686564613804,2.0015301172172646,150.84461720618893,-2406.5375288980485,-11.29234687952855,4.805982568003307
0.610026256564141,1.6392737021391723,0.6060608186038416,0.3876823466597964,0.4269487862618095,-0.697875587772359,1.4455963565018524,-0.1039685054157798,0.0,-5.185887934398674,-0.3334627908509744,0.20342105800625102,-458.70006084601215,0.6642047237484938,-25.43736546306744,-0.23822653272693822,1.427497175577955,0.26235532744641515,0.0,26.867963574719838,1.7202887555960789,-0.5247106548928303,0.0,96.92606290751169,244.7108728061906,-10.873562734152605,-6.761980078444752,34.95386684196277,0.26235532744641515,-9.332444246374143,-29.655220602783686,0.6670797793390608,53.13572892074438,116.9977336337118,-2760.779313319458,-114.99054208416297,20.15136070677959,29.13073361627517,-34.389866240980695,0.030754988845956177,-603.0324886943642,3.214755532152756,10.527820594478353,-3.810833790614792,1.867705751176036,-0.4353451185295229,-1.607377766076378,-3.7648022849530176,-260.3352005874229,0.26235532744641515,0.803688883038189,1.867705751176036,-0.4353451185295229,-0.3335398896695304,2.0049085576621715,150.47030672508265,-2400.126218649208,-11.29990370389774,4.812137470470512
0.610052513128282,1.6392031480570586,0.6061100622284209,0.3876585742027041,0.4269068440946761,-0.6980358463922831,1.4463825070074,-0.104006042852432,0.0,-5.162041155527138,-0.3334218366886799,0.20340482940377683,-459.13595163962015,0.6586773368111647,-25.507733721733594,-0.23823093049155622,1.4275380481750364,0.2623504843432378,0.0,26.86129985665284,1.7201829593189177,-0.5247009686864756,0.0,96.84527226362745,244.42169588087677,-10.856685612163027,-6.759081648580802,34.97619498278528,0.2623504843432378,-9.317297897442746,-29.59479282098929,0.668106163745675,53.04995842489481,116.92349911094723,-2749.061934723536,-114.35479119751605,20.20425954750689,29.22308757655121,-34.46838822193858,0.06148504436151114,-603.2963328999854,3.213000191050581,10.566940667867234,-3.8156958274951633,1.883708975472285,-0.4358005798787127,-1.6065000955252906,-3.7631162810990526,-260.09576362898804,0.2623504843432378,0.8032500477626453,1.883708975472285,-0.4358005798787127,-0.3340530818728375,2.008289010812032,150.1288325831996,-2394.021912811001,-11.312689265615322,4.820888309623452
0.6100787696924231,1.6391326000479565,0.6061593129221199,0.3876348005199541,0.4268648919991371,-0.6981961584888928,1.4471671571604123,-0.1040435953874388,0.0,-5.138183185834472,-0.3333808815338261,0.2033885980451321,-459.5667199413665,0.6531486458666667,-25.57831445770954,-0.23823533143309342,1.4275787404394693,0.26234563792043014,0.0,26.85463319517446,1.720077150383018,-0.5246912758408603,0.0,96.76438277923258,244.13137309645117,-10.839790696050006,-6.756177177107838,34.99860220963275,0.26234563792043014,-9.302139455617393,-29.534319967829894,0.6691330658978387,52.96419985898833,116.84918881378397,-2737.4810257070403,-113.69717384294806,20.25728403246684,29.31567614505605,-34.547154369742906,0.09219668185453145,-603.5534456746174,3.211249601820491,10.60617092676902,-3.8205610897168274,1.8996982486520693,-0.43625621246137825,-1.6056248009102454,-3.761435599424961,-259.89096264675834,0.2623456379204302,0.8028124004551227,1.8996982486520693,-0.43625621246137825,-0.33456653294891936,2.0116720114186317,149.8052582776223,-2388.236201410173,-11.33097269420206,4.832439415240117
0.6101050262565642,1.6390620581110824,0.6062085706873115,0.3876110256110742,0.4268229299788629,-0.6983565240745954,1.4479503022250106,-0.1040811630251061,0.0,-5.114309323792526,-0.33333992538755847,0.2033723639309375,-459.9926791431942,0.6476176606637645,-25.649122895186522,-0.238239735551472,1.4276192522428417,0.26234078817845563,0.0,26.84796359104031,1.7199713287930518,-0.5246815763569113,0.0,96.68337517978922,243.8399780711101,-10.822873753846418,-6.75326572744195,35.021091987718215,0.26234078817845563,-9.28696538236414,-29.47380445078328,0.6701606708818859,52.87844123760432,116.7747902439695,-2724.9333660053526,-113.01421049255654,20.310450284099016,29.408522627187224,-34.62618567423738,0.12289652154042585,-603.80426462232,3.2095037615076976,10.645519806506702,-3.8254307677082413,1.915676577372352,-0.4367121782688667,-1.6047518807538488,-3.759760237889092,-259.72471172604827,0.26234078817845563,0.8023759403769244,1.915676577372352,-0.4367121782688667,-0.33508033544094296,2.0150581053968204,149.5012938851911,-2382.737754832382,-11.354181379450043,4.846328329771804
0.6101312828207052,1.638991522245652,0.6062578355263702,0.387587249475593,0.4267809580375306,-0.6985169431669441,1.4487319374658525,-0.1041187457712744,0.0,-5.09041692520888,-0.3332989682510251,0.20335612706181547,-460.41398382923586,0.6420838261140394,-25.720167927898515,-0.23824414284661288,1.427659583407424,0.2623359351177794,0.0,26.84129104416665,1.719865494553703,-0.5246718702355588,0.0,96.60223835927015,243.5476625369982,-10.805932352446645,-6.750346752154683,35.043666359558344,0.2623359351177794,-9.271773639922364,-29.413246904572404,0.6711890821738643,52.792675852459176,116.70029613964078,-2712.5084917816303,-112.33030348235299,20.363767643063113,29.50164055163926,-34.705494343188846,0.15358832922112242,-604.0490186937783,3.2077626670471706,10.684992218699376,-3.83030553844701,1.9316459763104574,-0.43716857025270106,-1.6038813335235853,-3.758090194320577,-259.55914020973734,0.26233593511777936,0.8019406667617927,1.9316459763104574,-0.43716857025270106,-0.33559454108693215,2.018447600058897,149.19859312479227,-2377.26899566148,-11.37762448086913,4.860028917566557
0.6101575393848462,1.6389209924508816,0.6063071074416696,0.3875634721130385,0.4267389761788276,-0.6986774157698884,1.4495120581482142,-0.1041563436277311,0.0,-5.0665084400917975,-0.3332580101253779,0.20333988743839074,-460.8304181145328,0.6365476685206737,-25.79144245302027,-0.23824855331843406,1.4276997337598785,0.26233107873887007,0.0,26.83461555533167,1.7197596476696773,-0.5246621574777401,0.0,96.52098232037808,243.25425087831977,-10.78896866333511,-6.747420721170633,35.06632388807758,0.26233107873887007,-9.256566050874484,-29.352646529075205,0.6722182016030478,52.7069100937718,116.62571311315766,-2700.326703131025,-111.66906189541453,20.417228493242344,29.595018894922074,-34.785070489127335,0.18426883430036867,-604.2874221876455,3.2060263154147672,10.724584187328444,-3.8351848061592975,1.9476048584819747,-0.437625310992116,-1.6030131577073836,-3.756425466596309,-259.35955114757354,0.26233107873887,0.8015065788536918,1.9476048584819747,-0.437625310992116,-0.3361091008015239,2.021840208410663,148.8804512040888,-2371.564461858173,-11.396553541649828,4.871418557430961
0.6101837959489872,1.6388504687259875,0.6063563864355839,0.3875396935229396,0.4266969844064505,-0.6988379419081574,1.4502906595381646,-0.1041939566024597,0.0,-5.042588126003571,-0.33321705101177207,0.2033236450612904,-461.2416331898904,0.6310100980859961,-25.86293358922834,-0.2382529669668515,1.4277397031551404,0.26232621904219866,0.0,26.827937124735485,1.7196537881456935,-0.5246524380843973,0.0,96.43962474784377,242.9597108663196,-10.771986516879728,-6.744488476809471,35.0890618962484,0.26232621904219866,-9.241345835190183,-29.292002548942495,0.6732478598378266,52.621154989979296,116.55105289699698,-2688.343452047464,-111.02822668062757,20.470819158835305,29.68863781915375,-34.86489627981574,0.21493228072282022,-604.5190094857226,3.2042947036524216,10.764288530882547,-3.840067524323751,1.9635505473485142,-0.43808226303184894,-1.6021473518262108,-3.7547660526704925,-259.1297835916952,0.26232621904219866,0.8010736759131054,1.9635505473485142,-0.43808226303184894,-0.3366239299189133,2.025235431891159,148.54882773396412,-2365.653094928161,-11.411491430570385,4.881092009423532
0.6102100525131283,1.638779951070186,0.6064056725104877,0.3875159137048251,0.4266549827241038,-0.6989985215814454,1.4510677369026708,-0.1042315846959808,0.0,-5.018659017389672,-0.3331760909113658,0.20330739993114333,-461.6473683074097,0.6254717672662511,-25.934632192099706,-0.23825738379177908,1.4277794914623327,0.26232135602823875,0.0,26.821255754395395,1.7195479159864877,-0.5246427120564775,0.0,96.35817835451618,242.6640759155687,-10.754988643973014,-6.74155062142356,35.111878512146404,0.26232135602823875,-9.22611529624735,-29.231314083495054,0.6742779359774739,52.53541844640452,116.47632400475055,-2676.826982310189,-110.40389814421424,20.5245299804512,29.782483269724338,-34.944959074482725,0.24557461139382042,-604.7434395870418,3.20256782887913,10.804100149385137,-3.844952950756442,1.9794812797907984,-0.4385393298944375,-1.601283914439565,-3.7531119505875647,-258.8755841121295,0.26232135602823875,0.8006419572197825,1.9794812797907984,-0.4385393298944375,-0.33713896798873694,2.028632913176263,148.20653612822346,-2359.577719115593,-11.423190032691544,4.889476502424346
0.6102363090772693,1.638709439482694,0.6064549656687547,0.3874921326582246,0.4266129711355043,-0.6991591548024501,1.4518432855097347,-0.1042692279126935,0.0,-4.994724513493016,-0.33313512982532234,0.20329115204858164,-462.0473413960503,0.6199334054818726,-26.006527874779433,-0.2382618037931278,1.4278190985777597,0.26231648969746735,0.0,26.814571446167186,1.7194420311968184,-0.5246329793949347,0.0,96.27665731258739,242.3672884642446,-10.737978100484668,-6.738607828623461,35.13477155835213,0.26231648969746735,-9.210877007032567,-29.17058041446234,0.6753082945588026,52.449709291498735,116.40153587454195,-2665.8141314322665,-109.79924952016326,20.578350042529514,29.87653933611544,-35.025244550427686,0.2761912756064717,-604.9603353102369,3.2008456882853378,10.844013257351667,-3.8498402537127685,1.9953947277117765,-0.4389964033788587,-1.6004228441426689,-3.7514631584756235,-258.5924913009021,0.26231648969746735,0.8002114220713344,1.9953947277117765,-0.4389964033788587,-0.3376541472794013,2.032032252127356,147.8514578491708,-2353.306083160704,-11.431071027764322,4.896230701851241
