u,x,phi,A0prime,f3,f4,N4,tilde_f3_reserve,JAres,alpha4,alpha6,alpha7,Codd,odd_angular_margin_lb
0.6662550652354211,1.500926675351654,0.7309824292982976,0.018670455713684316,0.11657499542282207,-0.3713870369409918,-0.014910448217110754,0.0,-5.898059818321144e-17,2.4543132660260167,-0.03705638813827047,0.33268077921801664,0.054998754573010344,1.3307231168720666
0.6662782011733248,1.500874556962822,0.7310424294976983,0.018671401522057263,0.11655915884331247,-0.3713476795311562,-0.01491020391255214,0.0,-3.469446951953614e-17,2.453483308395111,-0.03705636006692902,0.3327272410080244,0.05499449888057492,1.3309089640320977
0.6663026197991023,1.5008195529855657,0.7311057630415101,0.018672388935080803,0.11654245832186991,-0.3713061598596378,-0.014909947862609392,0.0,7.546047120499111e-17,2.4526059412182057,-0.03705633214852528,0.33277626830181234,0.05499001399438275,1.3311050732072494
0.6663270357138888,1.5007645591456766,0.7311690965853219,0.018673365111823423,0.11652588941609063,-0.37126461518068216,-0.014909693918570093,0.0,-5.2909066017292616e-17,2.451727283516135,-0.03705630598866989,0.33282527941622414,0.05498552914970345,1.3313011176648966
0.6663514489201531,1.5007095754358104,0.7312324301291337,0.0186743300519498,0.11650956940447059,-0.3712229947119411,-0.014909442313809444,0.0,-3.642919299551295e-17,2.450847897629712,-0.03705628158716943,0.33287427430229377,0.054981036830507396,1.331497097209175
0.6663745747246184,1.5006574949430709,0.7312924303285344,0.018675233840380806,0.11649441221500302,-0.37118346271571734,-0.014909206153268371,0.0,-3.5561831257524545e-17,2.4500136992186006,-0.03705626009247211,0.33292067550254356,0.05497676929274339,1.3316827020101742
0.6663989826634772,1.500602530939017,0.7313557638723462,0.018676176897751483,0.11647866033400464,-0.37114165850617464,-0.014908958989707177,0.0,-1.0668549377257364e-16,2.4491324157771315,-0.0370562391202461,0.3329696386962981,0.054972257070639796,1.3318785547851923
0.6664233879010923,1.500547577043343,0.731419097416158,0.018677108717576454,0.11646304469291945,-0.371099827243743,-0.014908713850590014,0.0,-3.209238430557093e-17,2.4482498905354344,-0.037056219916061596,0.33301858560938813,0.054967744600408285,1.3320743424375525
0.6664477904399349,1.5004926332487063,0.7314824309599698,0.01867802929956027,0.11644744546777411,-0.3710580207972219,-0.014908470583560084,0.0,-3.9898639947466563e-17,2.4473660277210354,-0.037056202485033385,0.33306751624048186,0.0549632395701917,1.3322700649619275
0.666470906147418,1.50044059054366,0.7315424311593705,0.01867889106339404,0.11643257388923707,-0.3710184845566888,-0.014908241708958532,0.0,1.0408340855860843e-17,2.4465273410205914,-0.03705618761168865,0.33311385655487014,0.05495898547472221,1.3324554262194805
0.666495303437849,1.5003856663983983,0.7316057647031823,0.018679789760351256,0.11641666311762758,-0.37097687515942857,-0.01490800165072062,0.0,1.0408340855860843e-17,2.445640295039706,-0.03705617364832551,0.33316275547510205,0.05495451698547368,1.3326510219004082
0.6665196980367938,1.5003307523325398,0.7316690982469941,0.018680677218655368,0.11640045880251315,-0.3709354247959438,-0.01490776293030335,0.0,-2.6020852139652106e-18,2.444751473140034,-0.03705616147223721,0.33321163810083676,0.054950075843977285,1.332846552403347
0.6665440899467259,1.5002758483387435,0.7317324317908059,0.018681553438050766,0.1163840416061861,-0.3708940985533989,-0.01490752559004346,0.0,1.3704315460216776e-16,2.4438609405948886,-0.03705615108405554,0.3332605043904488,0.054945656887266284,1.3330420175617952
0.6665671955937201,1.5002238433130315,0.7317924319902066,0.018682373173220548,0.11636839785865798,-0.3708550160754151,-0.014907302257438821,0.0,-8.673617379884035e-18,2.4430160179397737,-0.037056142891691596,0.3333067836566987,0.05494148419350966,1.3332271346267948
0.6665915822742539,1.5001689589121947,0.7318557655340184,0.01868322750562475,0.11635190091555662,-0.37081378655715114,-0.01490706837403958,0.0,4.683753385137379e-17,2.4421225146935654,-0.03705613598471384,0.33335561799347657,0.05493708697754078,1.3334224719739063
0.666615966273069,1.500114084561793,0.7319190990778303,0.01868407059842565,0.11633553477251511,-0.37077253232109714,-0.014906836660429794,0.0,-5.551115123125783e-17,2.4412281670507254,-0.03705613086512226,0.33340443584992746,0.05493268991020577,1.3336177433997098
0.666640347592641,1.5000592202544911,0.7319824326216421,0.01868490245140751,0.116319415848508,-0.37073120293415684,-0.01490660738417228,0.0,-9.454242944073599e-17,2.4403325673956107,-0.03705612753274242,0.3334532371770968,0.05492828552066853,1.3338129487083872
0.6666634432156772,1.500007252799795,0.7320424328210426,0.018685680154434434,0.11630444707525638,-0.37069194750966816,-0.014906392472431347,0.0,-1.3357370765021415e-16,2.439483520488017,-0.03705612602489677,0.3334994547281457,0.05492410145363968,1.3339978189125827
0.6666878193248842,1.4999524080290556,0.7321057663648545,0.018686490118766476,0.1162888924086083,-0.3706504358739484,-0.014906167807156215,0.0,8.239936510889834e-17,2.438586186412454,-0.03705612617800937,0.33354822377679655,0.05491967749012548,1.3341928951071862
0.6667121927621497,1.4998975732797963,0.7321690999086663,0.01868728884270215,0.11627347313326997,-0.3706088974903476,-0.014905945215493831,0.0,2.6020852139652106e-18,2.437687689969287,-0.03705612812801853,0.33359697624351387,0.054915253387387404,1.3343879049740555
0.6667365635299524,1.4998427485446824,0.7322324334524781,0.01868807632606544,0.11625807029511145,-0.37056738387278587,-0.014905724523020334,0.0,-1.205632815803881e-16,2.436787928341513,-0.0370561318800277,0.3336457121267889,0.0549108367876883,1.3345828485071556
0.6667596491655989,1.499790818552723,0.7322924336518788,0.018688811994058058,0.11624338557781944,-0.37052812468205093,-0.01490551703985399,0.0,-7.37257477290143e-17,2.4359341034856548,-0.03705613710141984,0.3336918676650153,0.05490666648524633,1.3347674706600612
0.6667840147420889,1.499736013297797,0.7323557671956906,0.01868957758741864,0.11622767374186208,-0.3704868070003219,-0.01490529954567235,0.0,-9.280770596475918e-17,2.435030984834127,-0.03705614437723049,0.33374057124988515,0.0549022864174563,1.3349622849995406
