u,M11_1,M13_1,M33_1,M12_0,M23_0,M22_0,M1,M2,C1,C2,Disc,cV,cminus,cplus
0.6869842460615153,799843.5970402769,41275561.98802175,499867333.0806811,413535.6252153319,-15236869.757768657,-735125.5710559463,-1634420.8691797848,11830.74446320398,1702074.6610585933,115143530481.0227,2436484029893.6343,1.0000000000000007,70575.28310264018,1631499.3779559531
0.6870105026256563,826008.345572631,37843380.259964004,377123671.0977919,314529.7482424439,-16963337.95908837,-738160.5300887566,-1639593.293496694,11856.27644378581,1707507.8727316463,115913691608.15784,2451928369007.9204,1.0000000000000007,70822.2073804792,1636685.665351167
0.6870367591897975,839322.3201381882,33390039.87646975,224425996.48038387,192873.794262246,-19052676.20366108,-740784.3091753608,-1643835.911875973,11875.049375861794,1711973.2253345393,116555054530.15952,2464632106141.707,1.0,71029.27208408434,1640943.953250455
0.6870630157539385,833117.3823226801,32462883.18738826,193401418.1474347,160527.399363472,-19660797.491231922,-743010.9436411151,-1647276.3425855783,11887.543407734636,1715599.4715676524,117078845906.77802,2474966163216.0957,1.0,71198.47669252276,1644400.9948751298
0.6870892723180795,867325.2469189476,37635982.74964308,352379772.4607153,287265.5564182168,-17653011.925482485,-745483.8697680432,-1651199.4079635679,11903.743655634815,1719730.9477366952,117676115743.69252,2486770069628.5815,1.0,71390.66932025971,1648340.2784164355
0.6871155288822205,839781.4418643164,37809099.5126234,362972463.38357115,301126.17205067247,-17517140.679219566,-748329.0647382973,-1655995.0209164561,11925.930981544101,1724768.8032367346,118396167930.23802,2501242752897.7256,1.0000000000000004,71618.5145035832,1653150.2887331513
0.6871417854463615,786210.8152218504,35529789.1152015,299859314.10323596,252567.86396881542,-18407228.632803965,-751044.9843739732,-1660343.0909474613,11945.436188195448,1729347.490528276,119063782116.71785,2514387614529.5737,1.0,71832.71224907425,1657514.7782792016
0.6871680420105026,830748.3851399603,37280237.94586277,342978014.4504013,288009.6079512248,-17912167.607132588,-753795.0758868904,-1664911.042171679,11965.788466118758,1734148.5337952857,119755388493.31714,2528249583291.071,1.0,72050.74786014436,1662097.7859351414
0.6871942985746436,834604.3575042057,37093191.886072725,333192395.1565635,272813.32884048624,-18254575.59453427,-756588.4047301824,-1669450.6231657,11986.389860531306,1738925.248858516,120452159845.35078,2542052381736.249,0.9999999999999998,72271.87220363028,1666653.3766548857
0.6872205551387847,838569.9514814492,39673474.7104891,414887987.7633865,334016.09972984425,-17333868.19405109,-759384.6069224054,-1674067.4949199238,12007.065415454825,1743779.1215002516,121157167460.97864,2556136954736.2744,1.0,72493.3894532721,1671285.7320469795
0.6872468117029257,882702.8941556131,43654484.27464139,531713827.30957055,428392.75443037983,-15875261.02080194,-762602.4420875164,-1679504.0354353557,12034.023581345376,1749491.3465234074,121989614601.45535,2572761513154.464,1.0,72754.16564543475,1676737.1808779726
