u,C1,C2,disc,cV,cminus,cplus,M1,M2,M22_0
0.7003488372093023,5949.858583273478,-1797156.2932667378,42589442.334020026,0.10062353771956013,-288.1000651887566,6237.958648462234,20.205797524664074,-3.382265767228492,-1493.4889228758188
0.7003225806451613,5776.688623108643,-1739599.4153307413,40328529.109675795,0.10084045542926026,-286.8930460961187,6063.581669204761,20.00409935050313,-3.3864135601047423,-1487.8748242092797
0.7002963240810203,5608.277647518451,-1682708.8447371805,38183613.550603814,0.10105774018240216,-285.50571690414245,5893.783364422594,19.81664488752766,-3.3881110590911923,-1481.1771838384027
0.7002700675168791,5443.963897156519,-1625898.3862203765,36140336.458425105,0.1012753052839786,-283.85971634793486,5727.8236135044535,19.58166062053585,-3.3874114250873495,-1473.2874206189856
0.7002438109527381,5283.653922863418,-1569652.2155481393,34195607.638782546,0.1014930563146231,-282.0235665015566,5565.6774893649745,19.359168331115423,-3.3840847658637943,-1464.2691698013487
0.7002175543885971,5132.344148605831,-1516874.20306462,32408453.27198699,0.10171094369350323,-280.2490677624587,5412.59321636829,19.132662445078175,-3.3814246930836993,-1455.6099429138305
0.7001912978244561,4991.694351913965,-1468597.622312764,30791402.99218083,0.10192904070715103,-278.6529137970633,5270.347265711029,18.897547936101265,-3.3809438400353793,-1447.9826439687035
0.7001650412603151,4857.837996541677,-1422946.4433836243,29290375.77417855,0.10214738190962067,-277.11018552312726,5134.948182064804,18.695030751350554,-3.3804409752475397,-1440.4757706428213
0.700138784696174,4729.934224726493,-1379311.2163279024,27889522.63555062,0.1023659626875732,-275.5594750597347,5005.493699786228,18.48465549295269,-3.3798636682968044,-1432.9612632627568
0.700112528132033,4607.838624494955,-1337613.7011352724,26582631.59392865,0.10258478402956565,-273.9980445508668,4881.836669045822,18.249898388509735,-3.3794573844006863,-1425.5106938952124
0.7000862715678919,4490.871657782889,-1297863.1118800552,25359380.694197856,0.10280384380428227,-272.46908860434223,4763.340746387232,18.05124337340504,-3.378715865112851,-1418.0465070574396
0.7000600150037509,4381.876943246418,-1261534.446571633,24246983.332041103,0.10302316232069049,-271.1228259504878,4652.999769196906,17.855536446937272,-3.3800930550442256,-1411.5778591490493
0.7000337584396099,4279.518037453999,-1227839.1139139095,23225631.088549763,0.1032428352620046,-269.8898710777871,4549.407908531786,17.64165690023558,-3.383116039725919,-1405.8296774565556
0.7000075018754688,4177.915211932358,-1193790.1784465427,22230136.23188197,0.10346283411261198,-268.4846643705714,4446.399876302929,17.454019281937622,-3.383437877492156,-1398.9827081692017
0.6999812453113278,4076.347530203275,-1158682.0961814974,21251337.57172033,0.10368304685906773,-266.78488809153487,4343.13241829481,17.213505141752776,-3.3808494840833423,-1390.7715604336213
0.6999549887471868,3975.239248377013,-1123092.3390863428,20294896.438182414,0.10390337059980069,-264.8732414041026,4240.112489781116,16.97729477744005,-3.375361738469782,-1381.3568615848274
0.6999287321830457,3874.809228241005,-1086965.7023800411,19362009.364781816,0.10412369760053443,-262.7095513707916,4137.518779611796,16.69090668893578,-3.367349633510554,-1370.8001616414526
0.6999024756189047,3773.5219673511137,-1049722.2923837514,18438357.207616426,0.1043439180108135,-260.2344289660505,4033.756396317164,16.392471850835225,-3.355367606517099,-1358.5725865283096
0.6998762190547636,3674.875245972202,-1013448.4706283243,17558501.95597255,0.10456389884144189,-257.7056869077919,3932.5809328799937,16.113916460588527,-3.3421013004333973,-1345.9403692106202
0.6998499624906226,3585.4691199102454,-981548.8962517211,16781784.39483683,0.10478371912587578,-255.54425375877418,3841.0133736690195,15.823573285531344,-3.3335210840429563,-1335.4062585290421
0.6998237059264816,3505.5971117442627,-954435.9112870423,16106954.755017886,0.10500356879004784,-253.8749822885909,3759.4720940328534,15.590484553362916,-3.330130157703967,-1327.304177245343
0.6997974493623406,3434.0951860392383,-931388.1560467192,15518562.370964749,0.10522363455130239,-252.6327345313232,3686.7279205705618,15.3938982070626,-3.331523747435529,-1321.3803166466168
0.6997711927981995,3371.1549626176648,-912589.9586376096,15015045.616532147,0.10544410497437108,-251.8851387520133,3623.0401013696783,15.256240296679918,-3.3382734868740163,-1317.893775236962
0.6997449362340585,3315.1141039851923,-896864.9933269955,14577441.495749526,0.10566517933123383,-251.46373729634752,3566.57784128154,15.095665015640236,-3.34969758018768,-1316.333278480648
0.6997186796699174,3258.891254833715,-880721.0065593297,14143256.237068983,0.10588692523101031,-250.93041456709784,3509.8216694008124,14.961825904017822,-3.3591898779924603,-1314.0092705006584
