u,x,M11_1,M13_1,M33_1,M12_0,M23_0,M22_0,Mcal1,Mcal2,cond55,cond56,disc,cV,cminus,cplus
0.61,1.639344262295082,1133.5921431399054,-15039.462844521622,143210.42471820532,-644.5358772062694,-678.7321795079788,-42.63137617446628,4959.939857774529,-18.08332611789572,-4936.304144653479,-26929.60004480071,24474817.00870232,1.0000000000000004,-4941.753546326862,5.449401673383363
0.610026256564141,1.6392737021391723,1139.4871326309008,-17212.004563056384,176358.30987209998,-763.7894383368496,231.49648787948263,-42.94644164033822,5697.762539543632,-25.611247257582296,-5666.5691949501115,-30794.758411531533,32233185.47480368,0.9999999999999998,-5671.998455668749,5.4292607186366695
0.610052513128282,1.6392031480570586,1145.6727901681952,-19503.609049129624,211344.25857745498,-907.5799610352889,1327.5681196949372,-43.45218303493953,6472.252898628279,-34.622474866770716,-6431.99400830055,-34862.77125872045,41509998.00784907,1.0,-6437.40966041806,5.415652117510035
0.6100787696924231,1.6391326000479565,1152.2092306048837,-21979.37734250921,249167.66721474915,-1047.0430894657734,2388.4279608519846,-44.1736090684953,7305.416527613444,-43.27266336721762,-7256.425437511446,-39442.60605570997,52813480.55438602,1.0000000000000002,-7261.85691413266,5.431476621213733
0.6101050262565642,1.6390620581110824,1159.0644458159272,-23392.823144199327,270743.64783821633,-1139.9091694103186,3091.33210485995,-45.066261094855754,7771.043269142738,-48.910070116251134,-7716.310982482557,-42369.63624548662,59710933.72336287,1.0000000000000002,-7721.797999398667,5.487016916110406
0.6101312828207052,1.638991522245652,1165.9559499765937,-22269.22787790464,253455.1833235099,-1068.7191851546165,2536.8676231351974,-46.00648492476631,7369.93687458982,-44.21608613273059,-7319.7890805017,-41270.28796210468,53744393.33488034,1.0000000000000002,-7325.422924224991,5.633843723292102
0.6101575393848462,1.6389209924508816,1172.6335653139408,-20236.073288213418,222218.49838302887,-937.3489915497894,1523.9739094713768,-46.74145488840682,6662.23676263684,-35.81837096130666,-6620.4040559106,-38318.90644558115,43983025.48929984,1.0,-6626.187005654228,5.782949743628251
0.6101837959489872,1.6388504687259875,1179.087233588172,-18833.108815741183,200638.85841430817,-861.1246506101141,935.1943201083177,-47.350429346508676,6172.015158382791,-30.924685168859767,-6135.010031070555,-36130.24333488235,37782869.054675855,1.0000000000000002,-6140.893579265702,5.883548195147341
0.6102100525131283,1.638779951070186,1185.3863925614937,-17325.306727071777,177430.12254626933,-765.6893992104104,200.35122559303454,-47.82663736012619,5649.079717228811,-24.889750745505637,-5618.0607058956075,-33610.513843146524,31697048.150500838,1.0000000000000004,-5624.03693155916,5.976225663551759
0.6102363090772693,1.638709439482694,1191.4918443800548,-15693.723000795857,152306.06142424108,-667.7225505523718,-552.6322113194028,-48.161051801555445,5087.395061105628,-18.75607573442095,-5062.479242737487,-30654.501653859203,25751314.089763355,0.9999999999999998,-5068.527252371749,6.048009634261234
0.6102625656414103,1.638638933962728,1197.3891836403184,-14248.729082773081,130042.83110511494,-584.7982429871488,-1188.1008905612016,-48.356217866997916,4591.609966832606,-13.606170130493062,-4571.831471200078,-27890.266414994217,21013204.06671545,1.0000000000000004,-4577.923810777538,6.09233957745937
0.6102888222055514,1.638568434509505,1203.089440179328,-12364.095663661701,100975.07674764472,-468.63335463974613,-2079.138798174621,-48.4230403315931,3951.0566321771335,-6.469282212210915,-3938.4188422031457,-24171.723626166553,15607829.871125434,1.0,-3944.5467259134266,6.127883710280912
0.6103150787696924,1.6384979411222422,1208.5513854120932,-10709.980646375072,75457.29107164334,-374.31205219931564,-2799.051209290463,-48.302780636104124,3391.298019866195,-0.7354812013266893,-3384.4216162887715,-20765.825333919518,11537372.978138378,1.0000000000000002,-3390.546241601097,6.124625312325179
0.6103413353338334,1.6384274538001562,1213.9385752019116,-11318.045176018642,84923.1512246007,-407.61196442324217,-2531.9244015994445,-48.14580630559052,3589.877416878757,-2.805107047215786,-3580.963517624437,-21826.507413479565,12910605.744211098,1.0000000000000002,-3587.04832759078,6.0848099663433
0.6103675918979745,1.6383569725424645,1219.5430282968546,-13386.396044605675,116996.9415886385,-535.7269858087673,-1531.8277604935774,-48.108649559364665,4273.4735846007825,-10.590699208639919,-4256.790920341439,-25703.031581573134,18223081.06582761,1.0000000000000004,-4262.820503702795,6.02958336135589
