u,x,R,K11,K13,K33,K12,K23,K22,M11,M13,M33,eq46_11,eq46_13,eq46_33,kinetic_residual,kinetic_scaled,projected_residual,projected_scaled,literal_residual,literal_scaled,predicted_residual,prediction_scaled,rank1_scaled,null_quadratic_B1,null_quadratic_B2,alpha7_scaled,m5_minus_shortcut_B1,m5_minus_shortcut_B2,projected_eq47_m5_minus_B1,projected_eq47_m5_minus_B2,m5_plus_shortcut_B1,m5_plus_shortcut_B2,projected_eq47_m5_plus_B1,projected_eq47_m5_plus_B2,leading_eps_power,action_root0,action_root1,action_root2,action_B1,action_B2,vector_factor_remainder,literal_shortcut_B1,literal_shortcut_B2
0.6310052513128281,1.5847728650743644,-0.14663080778450172,2.3412068430822615,25.434293017773157,276.31187873271324,14.741836066437909,567.8185001280283,71.8243548773796,-0.3432930505942702,-3.7294509306096524,-40.51583397903101,7.326229658540535e-12,3.790793942209633e-12,3.507481722468513e-16,-1.0913936421275139e-11,1.0525830429278418e-15,-8.025608622119762e-09,5.278708738461163e-12,11889.091144787559,1.1466308077837277,11889.091144795584,6.750205840551072e-13,3.5148018110375057e-16,-139.21425875152258,-102472.96746625021,4.91294454570956e-13,702.7721194029253,40283.421190861474,2998.9546540392066,126746.41928173674,678.0405969987777,14185.036371491848,3963.8648097850473,86128.32644358317,3,-397.2015736604829,1.0000000000005935,257.98731490889116,-139.21425875159113,-102472.96746625417,6.076081149331003e-08,702.7721198912309,40283.42117063117
0.6310315078769693,1.584706924325192,-0.14663310889297484,2.340928477838382,25.432666576640173,276.3093940383114,14.73414283506076,567.6633698896326,71.80056394367075,-0.3432576203683674,-3.729270967751643,-40.51610546417161,9.664450722857659e-11,4.838553524156365e-11,0.0,-1.8189894035458565e-12,1.7547631193192358e-16,1.0243115866614971e-07,6.738890067860377e-11,11886.011575501396,1.1466331089028563,11886.011575398965,8.617771456961867e-12,3.515251374673618e-16,1853.5301688477587,39041.34604055813,7.537235626301529e-14,2712.962909154065,187345.09120533027,2982.941837717266,121622.41527265607,2688.1884587821655,60998.13995087758,3948.785720714376,86761.66875228468,3,0.9999999999312525,21.308196622738397,1832.2219722259842,1853.530168848654,39041.34604056547,2.556637127781869e-06,2712.962908849247,187345.09118170768
0.6310577644411103,1.584640989063243,-0.14663540828243107,2.3406501327389124,25.431040152246272,276.3069089989889,14.72645328885977,567.508291766555,71.7767825919396,-0.34322218787640346,-3.7290909556853595,-40.51637641232326,4.634477144464591e-11,2.310767616347079e-11,0.0,-9.094947017729282e-12,8.776106364354435e-16,-4.890125637757592e-08,3.2179765069878e-11,11882.932879318276,1.1466354082777124,11882.932879367178,4.1152896865921755e-12,3.5157010199397885e-16,-338.54770754930894,-125131.9084570279,1.3791118020036992e-13,536.6769209329659,28280.117514407913,2968.7309023031826,116955.87232524736,511.85644083158166,10364.796539553656,3935.550640645041,87261.21560114497,3,-561.4288563297932,1.000000000005373,222.8811487800527,-338.54770754973555,-125131.90845705742,6.705112696181459e-07,536.6769208089341,28280.117535038607
0.6310840210052513,1.5845750592878327,-0.14663770595261924,2.3403718044794983,25.429413448582203,276.3044175721261,14.718767236117483,567.3532522850211,71.75300983425815,-0.343186752490782,-3.728910851789725,-40.51664593735114,1.6656899749199996e-11,8.327735181121993e-12,1.753705716062422e-16,3.637978807091713e-12,3.5113591893857455e-16,-1.761827661539428e-08,1.1596658256363532e-11,11879.854633702189,1.1466377059509187,11879.854633719808,1.4830763427640028e-12,3.516150828714419e-16,1778.93044568511,26833.350432014944,2.284635386693367e-13,2666.9357252945424,184440.49338075198,2957.675311488755,113212.6133817904,2642.0675145006767,59997.701979377234,3925.5151386275306,87621.68955572012,3,1.0000000000152067,15.214096326627702,1763.7163493583137,1778.9304456849566,26833.35043201259,-3.8101256905065384e-07,2666.935725460893,184440.49337966266
0.6311102775693923,1.5845091349982765,-0.14664000190328844,2.340093489762575,25.427786169221804,276.30191370399837,14.711084485328612,567.1982379565983,71.7292446806053,-0.3431513137953115,-3.7287306122366717,-40.51691315143656,7.736104066804486e-12,3.868583497814335e-12,1.753694150154939e-16,-5.4569682106375694e-12,5.268414442435805e-16,-8.181359589798376e-09,5.386436340904572e-12,11876.77641498223,1.1466400019024985,11876.776414990412,6.88891838261979e-13,5.274901324581131e-16,293.8534658327744,-85989.61641179543,1.3095587600104665e-12,1197.7068789970585,76893.80132200543,2943.5570704610896,108408.0707410591,1172.782069405809,25802.352778811928,3912.193490643647,87995.84313697631,3,-181.06272005016174,1.0000000000004543,474.91618588286445,293.853465832703,-85989.61641179939,3.9196947909658775e-08,1197.7068792569676,76893.80131300451
0.6311365341335333,1.5844432161938895,-0.14664229613418833,2.339815184990213,25.426157993556114,276.2993908495305,14.7034048291504,567.0432342161937,71.70548606529745,-0.3431158712391836,-3.72855019014038,-40.51717709465272,5.07755505286575e-11,2.5389150119857798e-11,7.014730903884954e-16,-1.0913936421275139e-11,1.05395819942418e-15,5.367928679334e-08,3.5350002765171335e-11,11873.697766047218,1.1466422961393723,11873.697765993536,4.521086550724643e-12,1.7585256358842602e-16,1133.9487223985561,-26815.290244175987,1.3611376222584335e-12,2047.796779208689,139440.17574706348,2935.5052602894557,105515.57956925005,2022.8188085653137,45630.18712882219,3905.2046167555286,88212.49840489135,3,-23.17410868054503,1.0000000000168816,1157.1228310795534,1133.9487223990257,-26815.2902441584,4.718056061392417e-07,2047.796778352888,139440.17576659867
0.6311627906976744,1.5843773028739867,-0.1466445886450689,2.3395368874718097,25.42452867733623,276.2968440148097,14.695728110786803,566.8882299658052,71.68173317210078,-0.3430804244724344,-3.7283695494420774,-40.51743703448254,3.1578440736362256e-11,1.5917971976046036e-11,0.0,-5.4569682106375694e-12,5.271168603743409e-16,3.364471012901049e-08,2.2161861336932072e-11,11870.618338236814,1.1466445886483188,11870.618338203169,2.834380319432058e-12,5.276253093910191e-16,877.5263877135525,-52098.251981652786,1.7660481911859678e-12,1816.077260683374,122625.42938014916,2912.4640497834503,97558.97724710195,1791.0312494188581,40268.16546001779,3882.7383555854226,88542.5629813487,3,-55.81884409549581,1.0000000000016653,933.3452318093392,877.526387713846,-52098.25198163846,8.821723440632923e-08,1816.0772613929948,122625.42933765939
0.6311890472618155,1.5843113950378844,-0.1466468794356803,2.339258591411629,25.422897705924594,276.2942626945239,14.6880539967547,566.733201827629,71.65798429333039,-0.3430449726476311,-3.728188614656124,-40.51769143013399,6.999265033619308e-11,3.4932019553651925e-11,8.768302322768217e-16,1.8189894035458565e-12,1.757515863066083e-16,-7.380594979622401e-08,4.862813705773372e-11,11867.537398215962,1.1466468794285491,11867.537398289769,6.219261129011739e-12,8.794883495503705e-16,1400.591809819324,-19530.99486676204,1.1284338578235387e-12,2361.3793689182153,162988.8197269183,2892.09639678961,90303.69955087919,2336.258592247467,53014.938209686195,3862.9595197678304,88683.18501063928,3,-13.808673776112734,0.9999999999643985,1414.4004835948267,1400.5918098186773,-19530.99486678687,-7.451596957253059e-07,2361.3793688339247,162988.81975668226
0.6312153038259565,1.584245492684898,-0.14664916850577334,2.3389802923683236,25.42126468249484,276.29163878209147,14.680382230320962,566.5781317996084,71.63423811451584,-0.34300951501695454,-3.728007328108758,-40.5179390924912,2.98847240336825e-11,1.4942953100436177e-11,1.7536497454575084e-16,-1.0913936421275139e-11,1.0547856412139048e-15,3.156424099870492e-08,2.0801685948266095e-11,11864.454381660882,1.146649168508824,11864.454381629317,2.6604614173005513e-12,1.759202694342035e-16,202.69359020148678,-102934.8244837344,1.4472797317902529e-12,1146.2094743314476,73529.06039543879,2912.2514430145043,96858.92776920657,1121.028531681872,24662.979889365797,3884.3007377527456,88708.17989126731,3,-235.11419425885765,0.9999999999971745,437.8077844606238,202.69359020176344,-102934.8244837158,-2.914224808137078e-07,1146.2094740713685,73529.06039671355
0.6312415603900975,1.5841795958143432,-0.14665145585509906,2.338701994432407,25.419629960277707,276.28897946626483,14.672713043877724,566.423036023148,71.61049581204925,-0.34297405231366274,-3.727825740869995,-40.51818107544728,5.5183391785676983e-11,2.7529338181316223e-11,7.01455708919437e-16,1.8189894035458565e-12,1.7584367438362153e-16,-5.812762537971139e-08,3.831711336132387e-11,11861.369793720054,1.1466514558494798,11861.369793778184,4.900736203301445e-12,1.7594289683046515e-16,1916.4126307297765,32125.619472674745,1.0025433205321606e-12,2828.0966350304443,197675.58763985516,2947.179992168229,108224.65491418754,2802.848526640549,63860.27876586274,3919.866950617977,88425.3115843807,3,1.000000000043824,16.91267184414103,1899.4999588850808,1916.4126307292654,32125.61947266669,-1.3239414329291321e-06,2828.0966353764907,197675.58764597218
0.6312678169542385,1.584113704425536,-0.1466537414834088,2.3384237058297606,25.417994267964556,276.28629961097124,14.6650469133862,566.267947770948,71.58675982061752,-0.34293858564403873,-3.7276439603427214,-40.518419558555024,3.092751458714323e-11,1.5591307455567127e-11,5.260886852212454e-16,3.637978807091713e-12,3.5177954689038644e-16,-3.291279426775873e-08,2.1701113988130827e-11,11858.284677014812,1.1466537414802263,11858.284677047724,2.7755105535173235e-12,1.7596554202431556e-16,-60.11847040173198,-106467.60750579931,1.1160514844174096e-12,823.1130996068514,49606.29137399585,2978.466216961009,118121.62845624417,797.8057865381379,17056.768016217964,3951.828972616819,87885.02188768167,3,-357.73463117496374,1.0000000000027915,297.6161607729425,-60.11847040201844,-106467.60750581739,2.970396693058319e-07,823.1130996836895,49606.29138090693
0.6312940735183796,1.5840478185177922,-0.14665602539045428,2.3381454340484913,25.416358266651358,276.2836127007914,14.657384270177072,566.1128971963129,71.56303234442832,-0.34290311611929974,-3.7274620834123997,-40.51865651921372,6.733834835979777e-11,3.366784452595985e-11,5.260856085565162e-16,-1.4551915228366852e-11,1.4074871205282306e-15,7.104586075001862e-08,4.6855776866962576e-11,11855.199976121738,1.1466560253973261,11855.199976050691,5.992820725655595e-12,7.039527834780936e-16,1165.7712268707292,-8892.085298005899,2.93532370372747e-13,2021.3259798347344,138216.52273764386,3008.799365919629,127476.65673101142,1995.9811347675216,44993.41164330393,3983.4470575162377,87073.64742369048,3,-7.578376701225405,1.000000000099812,1173.349603572482,1165.7712268713558,-8892.085297989503,1.0037956599262543e-06,2021.3259795891915,138216.52272384416
