A0,A1,A2,A3,vend,vend_err,minK,uK,minA7,maxA6,minOdd,minCrT,max_df4,f4min,f4max,f2Y_needed_maxabs
-4.75,0,0,0,-0.2693640765041516,-20.94834327652308,-43.467336838926485,0.6615416354088521,2.0015301172172646,-0.33302686564613804,0.2980723225106551,1.005069401853415,4.75,-5.848013548922468,-0.8432335872625503,68.83599101128965
-4.5,0,0,0,-0.12269264011189793,-20.801671840130826,-40.72516833176732,0.6615153788447111,2.0015301172172646,-0.33302686564613804,0.30060427544023666,1.005069401853415,4.5,-5.5980411327247905,-0.8432335872625503,65.50374987919172
-4.25,0,0,0,0.023978796279584144,-20.655000403739344,-37.98305282512842,0.6614891222805701,2.0015301172172646,-0.33302686564613804,0.3054585809560564,1.005069401853415,4.25,-5.348073873081397,-0.8432335872625503,62.17154150983178
-4.0,0,0,0,0.17065023266839513,-20.508328967350533,-35.24100504303679,0.6614628657164291,2.0015301172172646,-0.33302686564613804,0.31262790595069284,1.005069401853415,4.0,-5.09810955779732,-0.8432335872625503,58.83935598129441
-3.75,0,0,0,0.3173216690602279,-20.361657530958702,-32.49903991723475,0.6614366091522881,2.0015301172172646,-0.33302686564613804,0.32210417991476775,1.005069401853415,3.75,-4.848149839310169,-0.8432335872625503,55.50719528151099
-3.5,0,0,0,0.46399310544845124,-20.214986094570477,-29.757176580402696,0.6613840960240059,2.0015301172172646,-0.33302686564613804,0.33388059732429404,1.005069401853415,3.5,-4.598196455048777,-0.8432335872625503,52.175073444118404
-3.25,0,0,0,0.610664541839964,-20.068314658178966,-27.015448669725266,0.6613578394598649,2.0015301172172646,-0.33302686564613804,0.34793187991189245,1.005069401853415,3.25,-4.34825081775458,-0.8432335872625503,48.84299979560951
-3.0,0,0,0,0.7573359782292844,-19.921643221789644,-26.076040982079398,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.36424042514358684,1.005069401853415,3.0,-4.098314825433572,-0.8432335872625503,45.51097313629593
-2.75,0,0,0,0.9040074146202263,-19.7749717853987,-25.213811107070367,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.38278360996757327,1.005069401853415,2.75,-3.848390091903072,-0.8432335872625503,42.179018514555246
-2.5,0,0,0,1.0506788510093281,-19.628300349009603,-24.35158123207215,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.4035328796052858,1.005069401853415,2.5,-3.5984814460577184,-0.8432335872625503,38.84715798127463
-2.25,0,0,0,1.1973502874010677,-19.48162891261786,-23.489351357058432,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.4264349994868861,1.005069401853415,2.25,-3.348593279218077,-0.8432335872625503,35.51541543815676
-2.0,0,0,0,1.3440217237919978,-19.334957476226933,-22.627121482049468,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.45142812186693015,1.005069401853415,2.0,-3.3438549658915457,-0.8432335872625503,32.183841781516264
-1.75,0,0,0,1.490693160182388,-19.18828603983654,-21.76489160704368,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.47842894453910234,1.005069401853415,1.7500000000000002,-3.3438549658915457,-0.8432335872625503,28.852511776595325
-1.5,0,0,0,1.6373645965743837,-19.041614603444547,-20.902661732028456,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.5073015779033707,1.005069401853415,1.5000000000000002,-3.3438549658915457,-0.8432335872625503,25.521558920497707
-1.25,0,0,0,1.7840360329625677,-18.89494316705636,-20.040431857035635,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.5378396305665987,1.005069401853415,1.2500000000000002,-3.3438549658915457,-0.8432335872625503,22.19121195188813
-1.0,0,0,0,1.930707469352185,-18.748271730666744,-19.178201982034395,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.569699879364552,1.005069401853415,1.0000000000000002,-3.3438549658915457,-0.8432335872625503,18.86196482217344
-0.75,0,0,0,2.077378905744983,-18.601600294273947,-18.31597210701445,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.6022183489708087,1.005069401853415,0.75,-3.3438549658915457,-0.8432335872625503,15.535068300617516
-0.5,0,0,0,2.2240503421345523,-18.454928857884376,-17.453742232013486,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.633930057576339,1.005069401853415,0.5,-3.3438549658915457,-0.8432335872625503,12.214339465513063
-0.25,0,0,0,2.370721778524012,-18.30825742149492,-16.59151235701317,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.6577709353847372,1.005069401853415,0.25,-3.3438549658915457,-0.8432335872625503,9.477339970230352
0.0,0,0,0,2.5173932149150704,-18.16158598510386,-15.729282482003452,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.657044426489707,1.005069401853415,0.0,-3.3438549658915457,-0.8432335872625503,9.355125048601879
0.25,0,0,0,2.6640646513052477,-18.014914548713683,-14.867052606998918,0.7099849962490622,2.0015301172172646,-0.33302686564613804,0.6366323540844538,1.005069401853415,0.25,-3.3438549658915457,-0.8403228964320365,9.234155993639975
0.5,0,0,0,2.810736087696789,-17.86824311232214,-14.004822731986362,0.7099849962490622,2.0015301172172646,-0.25335309826715774,0.6161742826428559,1.005069401853415,0.5,-3.3438549658915457,-0.5934772654661592,9.114675159529726
0.75,0,0,0,2.9574075240861135,-17.721571675932815,-13.142592856986838,0.7099849962490622,1.3276523372511364,-0.1676091391871902,0.5958427133850085,1.005069401853415,0.75,-3.3438549658915457,-0.3447018871050511,8.997176313880782
1.0,0,0,0,3.1040789604764587,-17.574900239542472,-12.280362981981316,0.7099849962490622,0.5972257664785997,-0.08185347422690527,0.5756409993675509,1.005069401853415,1.0,-3.3438549658915457,-0.09535378045955023,8.88119665802388
1.25,0,0,0,3.2507503968679594,-17.42822880315097,-11.418133106969002,0.7099849962490622,-0.1357671420702905,0.003907668973874931,0.5555675111048151,-92.1148434790958,1.25,-3.3438549658915457,0.1542383528321034,11.155546059145696
1.5,0,0,0,3.39742183325808,-17.28155736676085,-10.555903231964798,0.7099849962490622,-0.8701260914947281,0.08967168404654126,0.5356198992580821,-133.90608942255957,1.5,-3.3438549658915457,0.4039610999042258,14.486242475427616
1.75,0,0,0,3.5440932696479983,-17.13488593037093,-9.693673356961781,0.7099849962490622,-1.605294280811449,0.17543741805262875,0.515795851200432,-26.726506240050593,1.75,-3.3438549658915457,0.6537617687521895,17.817408607754018
