c,minK,uK,minA4,uA4,minA7,minOdd,uOdd,minCrT,minCrV,maxv,v_start,v_end
-335.0,-2815.5973921082964,0.6959377344336084,406.3291834518678,0.7099849962490622,2.0015301172172646,6045.670800100239,0.6186121530382596,1.005069401853415,185.64449729161365,467.47735176076486,-335.0,-467.47735176076486
-332.5,-2794.753407894384,0.6959639909977494,403.4373771029843,0.7099849962490622,2.0015301172172646,5955.8175278781,0.6186121530382596,1.005069401853415,184.2434582851837,464.00328465441936,-332.5,-464.00328465441936
-330.0,-2773.9095400445917,0.6959639909977494,400.545570754101,0.7099849962490622,2.0015301172172646,5866.6370002773365,0.6186121530382596,1.005069401853415,182.8424224544685,460.5292175480739,-330.0,-460.5292175480739
-327.5,-2753.0656721947985,0.6959639909977494,397.65376440521743,0.7099849962490622,2.0015301172172646,5778.129217297944,0.6186121530382596,1.005069401853415,181.44138987133024,457.0551504417285,-327.5,-457.0551504417285
-325.0,-2732.2218205275226,0.6959902475618904,394.7619580563341,0.7099849962490622,2.0015301172172646,5690.294178939924,0.6186121530382596,1.005069401853415,180.04036060981596,453.581083335383,-325.0,-453.581083335383
-322.5,-2711.3780725908637,0.6959902475618904,391.8701517074506,0.7099849962490622,2.0015301172172646,5603.131885203279,0.6186121530382596,1.005069401853415,178.63933474624082,450.1070162290376,-322.5,-450.1070162290376
-320.0,-2690.534324654205,0.6959902475618904,388.9783453585672,0.7099849962490622,2.0015301172172646,5516.642336088005,0.6186121530382596,1.005069401853415,177.23831235927588,446.63294912269214,-320.0,-446.63294912269214
-317.5,-2669.690619232331,0.6960165041260314,386.0865390096838,0.7099849962490622,2.0015301172172646,5430.825531594104,0.6186121530382596,1.005069401853415,175.8372935300399,443.1588820163467,-317.5,-443.1588820163467
-315.0,-2648.846993998247,0.6960165041260314,383.19473266080036,0.7099849962490622,2.0015301172172646,5345.681471721578,0.6186121530382596,1.005069401853415,174.43627834219473,439.68481491000125,-315.0,-439.68481491000125
-312.5,-2628.003368764163,0.6960165041260314,380.30292631191696,0.7099849962490622,2.0015301172172646,5261.2101564704235,0.6186121530382596,1.005069401853415,173.0352668820462,436.2107478036558,-312.5,-436.2107478036558
-310.0,-2607.159818125694,0.6960427606901725,377.4111199630334,0.7099849962490622,2.0015301172172646,5177.411585840642,0.6186121530382596,1.005069401853415,171.63425923864946,432.73668069731036,-310.0,-432.73668069731036
-307.5,-2586.3163183827983,0.6960427606901725,374.51931361415006,0.7099849962490622,2.0015301172172646,5094.285759832234,0.6186121530382596,1.005069401853415,170.23325550391885,429.2626135909649,-307.5,-429.2626135909649
-305.0,-2565.472818639902,0.6960427606901725,371.6275072652666,0.7099849962490622,2.0015301172172646,5011.832678445198,0.6186121530382596,1.005069401853415,168.83225577274405,425.7885464846195,-305.0,-425.7885464846195
-302.5,-2544.6294418700936,0.6960690172543136,368.73570091638334,0.7099849962490622,2.0015301172172646,4930.052341679535,0.6186121530382596,1.005069401853415,167.4312601431113,422.31447937827403,-302.5,-422.31447937827403
-300.0,-2523.786070406173,0.6960690172543136,365.8438945674999,0.7099849962490622,2.0015301172172646,4848.944749535246,0.6186121530382596,1.005069401853415,166.03026871623055,418.8404122719286,-300.0,-418.8404122719286
-297.5,-2502.942769880317,0.6960952738184546,362.9520882186165,0.7099849962490622,2.0015301172172646,4768.509902012329,0.6186121530382596,1.005069401853415,164.6292815966696,415.36634516558314,-297.5,-415.36634516558314
-295.0,-2482.0995294823183,0.6960952738184546,360.06028186973305,0.7099849962490622,2.0015301172172646,4688.747799110785,0.6186121530382596,1.005069401853415,163.22829889249405,411.8922780592377,-295.0,-411.8922780592377
-292.5,-2461.256333612501,0.6961215303825956,357.1684755208497,0.7099849962490622,2.0015301172172646,4609.658440830615,0.6186121530382596,1.005069401853415,161.82732071541497,408.41821095289225,-292.5,-408.41821095289225
-290.0,-2440.4132270665327,0.6961215303825956,354.27666917196615,0.7099849962490622,2.0015301172172646,4531.241827171817,0.6186121530382596,1.005069401853415,160.42634718094402,404.9441438465468,-290.0,-404.9441438465468
-287.5,-2419.57016419385,0.6961477869467366,351.38486282308264,0.7099849962490622,2.0015301172172646,4453.497958134391,0.6186121530382596,1.005069401853415,159.02537840855626,401.47007674020136,-287.5,-401.47007674020136
-285.0,-2398.727194285167,0.6961477869467366,348.4930564741994,0.7099849962490622,2.0015301172172646,4376.42683371834,0.6186121530382596,1.005069401853415,157.6244145218618,397.9960096338559,-285.0,-397.9960096338559
-282.5,-2377.8842932489442,0.6961740435108776,345.60125012531586,0.7099849962490622,2.0015301172172646,4300.028453923661,0.6186121530382596,1.005069401853415,156.2234556487862,394.5219425275105,-282.5,-394.5219425275105
-280.0,-2357.0414627619493,0.6961740435108776,342.7094437764324,0.7099849962490622,2.0015301172172646,4224.302818750354,0.6186121530382596,1.005069401853415,154.82250192176036,391.047875421165,-280.0,-391.047875421165
-277.5,-2336.1987472355186,0.6962003000750188,339.81763742754896,0.7099849962490622,2.0015301172172646,4149.249928198423,0.6186121530382596,1.005069401853415,153.42155347792072,387.57380831481953,-277.5,-387.57380831481953
-275.0,-2315.3560790139936,0.6962265566391598,336.92583107866557,0.7099849962490622,2.0015301172172646,4074.8697822678623,0.6186121530382596,1.005069401853415,152.0206104593201,384.0997412084741,-275.0,-384.0997412084741
-272.5,-2294.513535720126,0.6962265566391598,334.0340247297822,0.7099849962490622,2.0015301172172646,4001.162380958674,0.6186121530382596,1.005069401853415,150.61967301315008,380.62567410212864,-272.5,-380.62567410212864
-270.0,-2273.671062027043,0.6962528132033008,331.14221838089867,0.7099849962490622,2.0015301172172646,3928.1277242708597,0.6186121530382596,1.005069401853415,149.2187412919752,377.1516069957832,-270.0,-377.1516069957832
-267.5,-2252.8286665028704,0.6962528132033008,328.2504120320153,0.7099849962490622,2.0015301172172646,3855.765812204419,0.6186121530382596,1.005069401853415,147.81781545398093,373.67753988943775,-267.5,-373.67753988943775
-265.0,-2231.9863934479417,0.6962790697674418,325.3586056831318,0.7099849962490622,2.0015301172172646,3784.0766447593496,0.6186121530382596,1.005069401853415,146.4168956632343,370.2034727830923,-265.0,-370.2034727830923
-262.5,-2211.144173796693,0.6963053263315828,322.4667993342484,0.7099849962490622,2.0015301172172646,3713.060221935654,0.6186121530382596,1.005069401853415,145.0159820899604,366.72940567674686,-262.5,-366.72940567674686
-260.0,-2190.3020821537766,0.6963053263315828,319.574992985365,0.7099849962490622,2.0015301172172646,3642.7165437333324,0.6186121530382596,1.005069401853415,143.61507491083353,363.2553385704014,-260.0,-363.2553385704014
-257.5,-2169.460071938911,0.6963315828957239,316.68318663648154,0.7099849962490622,2.0015301172172646,3573.045610152382,0.6186121530382596,1.005069401853415,142.2141743092859,359.781271464056,-257.5,-359.781271464056
-255.0,-2148.6181364057743,0.6963315828957239,313.7913802875982,0.7099849962490622,2.0015301172172646,3504.047421192806,0.6186121530382596,1.005069401853415,140.81328047583378,356.30720435771053,-255.0,-356.30720435771053
-252.5,-2127.7763456630432,0.696357839459865,310.8995739387148,0.7099849962490622,2.0015301172172646,3435.721976854602,0.6186121530382596,1.005069401853415,139.41239360842266,352.8331372513651,-252.5,-352.8331372513651
-250.0,-2106.9346337423017,0.696384096024006,308.00776758983136,0.7099849962490622,2.0015301172172646,3368.0692771377703,0.6186121530382596,1.005069401853415,138.01151391279325,349.35907014501964,-250.0,-349.35907014501964
-247.5,-2086.0930187625277,0.696384096024006,305.11596124094797,0.7099849962490622,2.0015301172172646,3301.089322042313,0.6186121530382596,1.005069401853415,136.61064160286858,345.8850030386742,-247.5,-345.8850030386742
-245.0,-2065.251561357171,0.696410352588147,302.22415489206446,0.7099849962490622,2.0015301172172646,3234.782111568228,0.6186121530382596,1.005069401853415,135.20977690116538,342.41093593232875,-245.0,-342.41093593232875
-242.5,-2044.410205046652,0.696436609152288,299.33234854318107,0.7099849962490622,2.0015301172172646,3169.147645715516,0.6186121530382596,1.005069401853415,133.80892003922955,338.9368688259833,-242.5,-338.9368688259833
-240.0,-2023.5689584899997,0.6964628657164291,296.4405421942977,0.7099849962490622,2.0015301172172646,3104.185924484177,0.6186121530382596,1.005069401853415,132.40807125809906,335.46280171963787,-240.0,-335.46280171963787
