u,x,M11_1,M13_1,M33_1,M12_0,M23_0,M22_0,Mcal1,Mcal2,cond55,cond56,disc,cV,cminus,cplus
0.6154088522130533,1.6249360021454518,-68.08405318692311,17665.22279386784,-384281.81722778734,-2531.885482049729,28692.038201685347,-1367.9782126555053,-2594.6881725209696,-83.11546959436134,2929.6022298896646,577577.6373919507,6272258.675806693,0.5632612415319532,212.57722563762331,2717.025004252041
0.6153825956489122,1.6250053333820955,-69.1715958123229,17381.718814162283,-375190.0528819618,-2525.2414126512717,28544.878230150975,-1385.1341192436141,-2554.574533754113,-83.15604915550897,2892.2779218344217,573182.8306951586,6072540.254350207,0.5644048090662842,214.0127240455372,2678.2651977888845
0.6153563390847712,1.6250746705353116,-70.2627865334371,16582.81022766772,-352494.83257977944,-2483.892507345134,27937.355206705288,-1402.0335811371388,-2431.7348067642115,-82.04290766665794,2771.0163350059856,547716.2981734349,5487666.336176265,0.5655564059249261,214.2197384454587,2556.796596560527
0.6153300825206302,1.6251440136058568,-71.35578405648158,16017.131851571165,-336084.7297410885,-2458.0102036331045,27535.819838150375,-1418.6567559525456,-2345.801830435214,-81.43806435068795,2687.1089853464455,530805.6493188873,5097332.101854054,0.566715829235281,214.6908935331346,2472.4180918133106
0.6153038259564891,1.6252133625944891,-72.4533922519255,15436.116500806562,-319358.48512290476,-2431.1450380616216,27122.249982878515,-1435.0902807773848,-2257.015802491062,-80.79688417612488,2600.267575328847,512618.2349493537,4710918.523509148,0.5678829426276114,214.90126378887794,2385.3663115399695
0.6152775693923481,1.625282717501966,-73.55434936573424,14817.050200992555,-301715.9439305317,-2401.4973156330707,26672.551350743932,-1451.2632334966122,-2161.6651674020754,-80.05794057273293,2506.706398517563,492169.06669873954,4314900.701573933,0.5690575900459582,214.73624609776016,2291.9701524198026
0.615251312828207,1.6253520783290456,-74.65824889030247,14265.555840511368,-285943.1009783719,-2376.2585577853592,26281.75819201465,-1467.2150116338669,-2076.8173586993307,-79.46208878453415,2423.741216160183,473884.70315640204,3978982.670288034,0.5702396123505478,214.50123439148228,2209.2399817687005
0.615225056264066,1.6254214450764852,-75.76506902751134,13514.25153842456,-265022.9997789211,-2336.9854728835785,25707.69940633105,-1482.8998399354746,-1959.1338577333297,-78.39039675594945,2307.4064999672796,446449.48467874894,3538326.817376256,0.5714288647346639,213.18121178141666,2094.225288185863
0.615198799699925,1.6254908177450431,-76.87277936263558,12998.2547199603,-250369.6377462461,-2313.3176524895302,25338.844399952726,-1498.246298877559,-1879.210338997064,-77.83671128721946,2229.279101518291,428363.1049448319,3256232.892686872,0.5726251571758186,212.3877992109882,2016.8913023073028
0.615172543135784,1.6255601963354775,-77.9916501869593,13587.47471578603,-264623.1270607302,-2364.926451324564,25953.766885503486,-1513.6910672775598,-1979.3813641128445,-79.82201935202166,2333.794138691847,458106.9651237149,3614167.2212975603,0.5738283681707892,216.34890890144072,2117.4452297904063
