u,x,cminus,cplus,c55,c56,disc,cV,delta_a9
0.696436609152288,1.4358808638983145,-248.47820766444715,320.39049356624173,71.91228590179458,-79610.05559406732,323611.59923989075,0.13528239522675245,-0.25528938637611714
0.696410352588147,1.4359350005116798,-253.55352058928457,317.10602636343395,63.55250577414935,-80403.34938452717,325652.318528282,0.1355299126337265,-0.26121877428301987
0.696384096024006,1.4359891412073944,-268.9740932483262,313.1370509880369,44.162957739710635,-84225.75435196212,338853.38424416794,0.13577761190620402,-0.2668541568773522
0.696357839459865,1.4360432859859198,-235.41913092691163,312.66586837793375,77.24673745102211,-73607.5270040413,300397.1664629924,0.13602548824696864,-0.27226805417755673
0.6963315828957239,1.4360974348477176,-168.5594889444574,316.08121898887,147.52173004441255,-53278.48873770505,234876.61578611672,0.13627358086030125,-0.27752433126150383
0.6963053263315828,1.4361515877932505,-204.67648683904883,310.49373959372554,105.81725275467673,-63550.767805562224,265400.36220279604,0.13652199138832624,-0.2826754509667361
0.6962790697674418,1.4362057448229797,-305.0253079255573,300.68434480133067,-4.3409631242266755,-91716.33486142034,366884.18340652727,0.1367706605299417,-0.287760919975513
0.6962528132033008,1.436259905937367,-390.8594540742152,293.16518235813027,-97.69427171608493,-114586.38313006653,467889.7032464024,0.13701946074699162,-0.29280735397034646
0.6962265566391598,1.4363140711368754,-471.98123371576145,286.43589884399825,-185.5453348717632,-135192.36891687335,575196.5469601682,0.13726827196975774,-0.2978302395497813
0.6962003000750188,1.4363682404219669,-586.8417020323996,279.0495204900063,-307.79218154239334,-163757.89555568024,749767.6092413466,0.13751697281144837,-0.3028369449028931
0.6961740435108776,1.4364224137931036,-664.9208033806063,272.72749076092,-392.1933126196863,-181342.1822607278,879184.3235065142,0.13776542393623226,-0.30783005398172414
0.6961477869467366,1.4364765912507478,-565.4826370214197,270.5552158372062,-294.9274211842135,-152994.27691152276,698959.2914124614,0.1380135104470035,-0.31281002480245207
0.6961215303825956,1.4365307727953618,-387.0984081337386,272.73900545399687,-114.35940267974169,-105576.83484722125,435385.4123701523,0.13826137042777417,-0.317776674950634
0.6960952738184546,1.4365849584274084,-239.37407788226741,277.9360095504055,38.56193166813813,-66530.67599640539,267609.72655959975,0.1385092218656948,-0.32272971589396077
0.6960690172543136,1.4366391481473495,-81.7539524553083,292.4427988872215,210.68884643191322,-23908.354676123192,140023.20871530307,0.13875727774685115,-0.32766886081148855
0.6960427606901725,1.4366933419556491,48.91799093306415,325.6620468634046,374.5800377964688,15930.733055707142,76587.27249277543,0.13900575469216406,-0.3325938343348366
0.6960165041260314,1.4367475398527685,41.41437454165751,322.2358595608911,363.65023410254855,13345.196578607693,78860.70644840761,0.13925486353843394,-0.33750437252412396
0.6959902475618904,1.436801741839171,-62.32562548430849,293.44040159972474,231.11477611541625,-18288.856572069522,126569.46602715706,0.1395045982438759,-0.34240022253544367
0.6959639909977494,1.4368559479153191,-132.58092173595713,281.834999382855,149.25407764689785,-37365.943995631824,171740.55567675352,0.1397547906058529,-0.34728114229469664
0.6959377344336084,1.4369101580816763,-191.3400542901947,274.11037473114243,82.77032044094776,-52448.293982562405,216644.1018761468,0.14000534948620943,-0.35214690017992156
0.6959114778694674,1.436964372338705,-272.89758791829,265.9861929170323,-6.911395001257745,-72586.99046662709,290395.7292473718,0.14025617117624278,-0.3569972747118338
0.6958852213053263,1.437018590686869,-345.06221160233565,259.5727013769441,-85.48951022539157,-89568.73040872098,365583.37799346127,0.14050715566190675,-0.36183205425246756
0.6958589647411852,1.4370728131266306,-322.12417152907756,257.96597126047504,-64.15820026860251,-83097.07477497435,336504.5737616035,0.14075819937440773,-0.36665103671163235
0.6958327081770442,1.4371270396584532,-256.68918268115885,259.2885360282612,2.599353347102351,-66556.5623916886,266233.00620457745,0.1410093295684595,-0.3714540292613373
0.6958064516129032,1.4371812702828002,-256.79538795550604,257.0921529731287,0.2967650176225902,-66020.0791630509,264080.4047216793,0.14126063130157693,-0.37624084805760677
0.6957801950487622,1.4372355050001346,-257.72597898696677,254.8093028674258,-2.9166761195409947,-65670.97703649384,262692.4151455617,0.14151210022634145,-0.38101131796984133
0.6957539384846211,1.4372897438109205,-259.98866392835987,252.5065178458983,-7.482146082461611,-65648.83220795765,262651.3113418299,0.14176373762370742,-0.3857652723174556
0.6957276819204801,1.4373439867156206,-260.32207784098057,250.29306833774234,-10.029009503238257,-65156.811618875625,260727.82750711855,0.14201554522360535,-0.39050255261353634
0.695701425356339,1.4373982337146989,-185.43350126345717,253.77527254974524,68.34177128628804,-47058.437322987375,192904.3469944968,0.14226751745708519,-0.39522300831565926
0.695675168792198,1.4374524848086183,-157.24235748396282,254.79399922729172,97.5516417433289,-40064.40911126635,169773.9592518842,0.14251975411839776,-0.3999264965833065
0.695648912228057,1.4375067399978432,-240.9876568666555,246.1732764236618,5.185619557006305,-59324.721068525745,237325.774924293,0.14277229180019338,-0.40461288204203255
0.695622655663916,1.437560999282837,-339.1705610058503,238.58583841638864,-100.58472258946165,-80921.2926637377,333802.45707334974,0.14302500922490732,-0.40928203655409345
0.6955963990997749,1.437615262664064,-417.32792009805235,232.96322533961757,-184.3646947584348,-97222.05829031649,422878.57383463683,0.14327778544838166,-0.41393383899543584
0.6955701425356339,1.4376695301419875,-515.0666973549836,227.22400565947385,-287.84269169550976,-117035.51815479533,550995.4877816975,0.14353049396718143,-0.418568175038766
0.6955438859714929,1.4377238017170717,-638.6613972768057,221.27954764296015,-417.3818496338455,-141322.7050864324,739498.4287494996,0.1437830156752373,-0.42318493694285114
0.6955176294073518,1.43777807738978,-629.610790339769,217.85497206384562,-411.75581827592333,-137163.84114056613,718198.2184463397,0.1440351821861998,-0.4277840233475071
0.6954913728432108,1.4378323571605776,-465.8656554561589,218.36465021443763,-247.50100524172126,-101728.59090060384,468171.1111980779,0.14428700821184706,-0.4323653390744226
0.6954651162790697,1.4378866410299282,-300.02886158668514,222.00832515611566,-78.0205364305695,-66608.90505935601,272522.82434233784,0.1445387010300866,-0.4369287949335792
0.6954388597149287,1.4379409289982956,-150.85008276537366,230.57010687661216,79.72002411123852,-34781.51970555799,145481.36106652842,0.14479047724581695,-0.44147430753502526
0.6954126031507877,1.4379952210661446,10.167333777922025,259.3637907774443,269.5311245553663,2637.038230741411,62098.87418111475,0.14504255378210282,-0.4460017991061622
0.6953863465866467,1.4380495172339394,69.42194235686405,289.5319887397153,358.95393109657937,20099.87303275673,48448.432518660935,0.14529516047516727,-0.45051119731401246
0.6953600900225057,1.438103817502144,1.5547879414621946,256.13899577421296,257.6937837156752,398.2418219679821,64813.118877829256,0.145548428602159,-0.4550024350926271
0.6953338334583645,1.438158121871224,-89.2736833290665,235.6113311581875,146.337647829121,-21033.89136655585,105550.27263838325,0.14580222037604224,-0.4594754504754111
0.6953075768942235,1.438212430341643,-148.23238985907986,227.24276015877317,79.01037029969332,-33684.73741650865,140981.58828092925,0.14605641347878032,-0.46393018643213435
0.6952813203300825,1.4382667429138658,-220.30908288012137,219.76956174273118,-0.53952113739021,-48417.230592507316,193669.21345308697,0.1463109081377694,-0.4683665907107925
0.6952550637659415,1.4383210595883575,-306.8024250708115,213.08910567361875,-93.71331939719278,-65376.25437683667,270287.2037397869,0.14656560278001668,-0.47278461568381164
0.6952288072018005,1.4383753803655823,-336.8749891585389,209.71484018619373,-127.16014897234516,-70647.68451410873,298760.4415431039,0.14682038680455842,-0.4771842181987643
0.6952025506376593,1.4384297052460062,-273.47826806613887,210.71836659113873,-62.759901475000106,-57626.89394507036,234446.38101343316,0.14707520919776362,-0.48156535943337747
0.6951762940735183,1.4384840342300929,-241.40184090683584,210.84898261281268,-30.552858294023196,-50899.33255606641,204530.8073742003,0.14733015844184355,-0.4859280047546341
0.6951500375093773,1.4385383673183076,-249.50855422124005,208.7055281197857,-40.80302610145435,-52073.81457914809,209960.14525562833,0.14758526659404994,-0.49027212358212047
0.6951237809452363,1.438592704511116,-246.8602094455616,207.20917779872158,-39.65103164684001,-51151.70103043502,206179.00843239878,0.14784052950737828,-0.4945976892551513
0.6950975243810953,1.4386470458089826,-256.7457458006086,205.00469865224244,-51.741047148366164,-52634.084248098996,213213.47295240543,0.14809594821922867,-0.4989046789038326
0.6950712678169542,1.4387013912123732,-216.49253448627906,205.8536929060299,-10.638841580249135,-44565.78771058657,178376.33579251592,0.14835151730653795,-0.5031930733238731
0.6950450112528131,1.4387557407217526,-145.33604948260694,210.3696102617257,65.03356077911874,-30574.288086634908,126526.51637415096,0.14860727856468667,-0.5074628568549394
0.6950187546886721,1.438810094337586,-182.71799883439917,205.8403587658584,23.122359931459272,-37610.73843305242,150977.59726100965,0.14886333601758464,-0.511714017262741
0.6949924981245311,1.4388644520603395,-286.48583977502153,197.88334630406504,-88.60249347095646,-56690.776643411475,234613.50842291678,0.14911962566771358,-0.5159465456243724
0.6949662415603901,1.438918813890478,-374.98751444870413,192.49057663061183,-182.49693781809228,-72181.56288551095,322031.38385502447,0.14937601589605137,-0.5201604362170952
0.694939984996249,1.4389731798284675,-460.23527417902733,187.91354938794757,-272.32172479107976,-86484.44392451625,420096.89749125356,0.1496323823377261,-0.5243556864103758
0.694913728432108,1.439027549874773,-580.9869551605951,183.00444482928438,-397.9825103313107,-106323.19518222105,583682.8592584961,0.14988860000963056,-0.5285322965609953
0.694887471867967,1.4390819240298611,-657.2656483659584,179.0507217867543,-478.2149265792042,-117683.88874556393,699425.0709854094,0.15014452287336036,-0.5326902699114188
0.6948612153038259,1.439136302294197,-549.5115156328595,178.03971913331856,-371.47179649954103,-97834.8759037985,529330.7992097904,0.15040003965574056,-0.5368296124909709
0.6948349587396849,1.4391906846682463,-365.4560683226402,180.3303598372667,-185.1257084853735,-65902.82430533443,297882.8251635492,0.1506552994940915,-0.5409503330200081
0.6948087021755438,1.439245071152476,-213.31569587501673,185.63455154822816,-27.68114432678857,-39598.763541956956,159161.29991906832,0.15091052716956688,-0.5450524428169172
0.6947824456114028,1.439299461747351,-50.95703622185276,202.8065194487233,151.84948322687055,-10334.419157576482,64395.942186573564,0.15116594244560977,-0.5491359557077673
0.6947561890472618,1.4393538564533372,63.285067994887584,251.83685453811262,315.1219225330002,15937.512463063069,35551.7762086419,0.15142176940549973,-0.5532008879388086
0.6947299324831208,1.439408255270901,51.653463824334125,242.29377541697605,293.94723924131017,12515.31276336211,36343.7284041396,0.15167822040363302,-0.5572472580913824
0.6947036759189797,1.4394626582005097,-44.55255273820815,203.55998870289199,159.00743596468385,-9069.11713207465,61559.83322036164,0.1519352738606021,-0.5612750869994413
0.6946774193548387,1.439517065242628,-113.86078460379493,191.81432495012808,77.95354034633314,-21840.12953706886,93437.27260080283,0.152192759462729,-0.5652843976694989
0.6946511627906976,1.4395714763977236,-175.182779289387,184.90933033072812,9.72655104134111,-32392.930403876304,129666.32741066504,0.15245058374919152,-0.5692752152029696
0.6946249062265566,1.439625891666262,-260.68837178660897,178.30833584102675,-82.38003594558222,-46482.90974637712,192718.10930790388,0.15270864025354103,-0.5732475667207413
0.6945986496624156,1.4396803110487093,-331.5891430663611,173.79161982509132,-157.7975232412698,-57627.414289916844,255409.71550074645,0.1529668254979799,-0.5772014812901523
0.6945723930982746,1.4397347345455331,-301.425721537457,173.35166582291953,-128.07405571453745,-52252.65095039364,225413.567548745,0.1532250370102566,-0.5811369898539859
