u,x,phi,f,h,phiprime,A0prime,X,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13
0.7099849962490622,1.4084804682959815,0.848315490505384,0.2927168974869094,0.3890455746686341,-1.2776736986610973,1.4084804682959815,-0.3175487397944234,0.0,-3.2058425707120923,-0.2376539132031055,0.1687307126740818,-2619.011040650977,-6.716038577369924,-639.0594389743969,-0.216852116641857,0.5552292798450656,0.2882148487543799,0.0,21.90404857550556,1.6237799405736986,-0.5764296975087599,0.0,-314.17529383858846,2609.530334814101,19.07622699356254,2.183337093441849,217.8719903589653,0.2882148487543799,13.592876162755031,-38.9530300283422,3.273601269666936,-28.55250791884222,-230.91184671371903,-1167.192148630009,528.0197659293866,642.059766876808,904.3286411246552,-907.8743455142744,2.557953848736361e-13,-3727.658624083988,2.517396917764154,318.4323069861807,-21.89590668683073,15.106515787217464,-2.2703568487551657,-1.258698458882077,-3.2353496372607804,-973.7957789647102
0.7099587396849212,1.4085325584467046,0.8482489320102832,0.2927379803038977,0.3889372893563906,-1.277837955033739,1.4085325584467048,-0.317541984589398,0.0,-3.2055211622858115,-0.2376381825251213,0.1687133045665504,-2606.683043344284,-6.697700042347829,-636.5201098588129,-0.2168901120868809,0.5558333700839518,0.2881643584331037,0.0,21.9002751809498,1.6235555241477309,-0.5763287168662073,0.0,-313.91011598698225,2597.356433831172,18.990573014445587,2.1502118011915243,216.6972050648453,0.2881643584331037,13.52479283585665,-38.82111190484476,3.2664755276989035,-28.406624033252925,-230.74913667253415,-1215.7099117231774,526.5036373529974,639.4510480694242,900.687620738653,-904.234527284366,-5.684341886080801e-13,-3710.05602346521,2.518157300974241,317.16195970007254,-21.85210207099693,15.135946235821734,-2.265919565302956,-1.2590786504871203,-3.237227915509544,-970.506490376479
0.7099324831207802,1.4085846524504937,0.8481823600437772,0.292759069666533,0.388829091974931,-1.2780018795219297,1.4085846524504937,-0.3175351013080434,0.0,-3.2051982661851444,-0.2376224729123163,0.168695912239941,-2594.431145159979,-6.67943519659215,-633.996063084153,-0.2169280999308783,0.5564370391342774,0.288113895894146,0.0,21.896491677175938,1.6233312476568535,-0.576227791788292,0.0,-313.6459572997508,2585.258276281472,18.90526378885707,2.1172253557154512,215.5296868038492,0.288113895894146,13.457008213969797,-38.690235323870255,3.259378797807641,-28.2613626326244,-230.58700208789145,-1186.390156975575,524.3066925206302,636.8581162222133,897.0685682991425,-900.6166739905088,5.115907697472721e-13,-3692.562568466218,2.518915483846923,315.89925437547737,-21.808473637272808,15.165109273397466,-2.261500295441969,-1.2594577419234616,-3.2391036779847293,-966.0560749895956
0.7099062265566392,1.408636750307776,0.8481157746213464,0.2927801655716225,0.3887209825767979,-1.2781654720782858,1.408636750307776,-0.3175280900904711,0.0,-3.204873890140272,-0.2376067843922563,0.1686785357121636,-2582.2544178826984,-6.661242757639631,-631.4870459333899,-0.2169660801354331,0.5570402897407436,0.2880634611686152,0.0,21.89269811965269,1.6231071112918736,-0.5761269223372305,0.0,-313.382924736958,2573.2362216117804,18.82029281141074,2.084375248922165,214.36927660800688,0.2880634611686152,13.389517147307624,-38.56018580559606,3.252310592433871,-28.11671361930684,-230.42553194266293,-1160.1615943044835,522.448368788567,634.2807131653364,893.471122576118,-897.0204244150467,6.536993168992923e-13,-3675.176900856503,2.519671475384793,314.6440646498658,-21.76501816290153,15.194069447670929,-2.2570987057134047,-1.2598357376923968,-3.240976932454364,-962.1785614649224
0.7098799699924981,1.4086888520189798,0.8480491757584799,0.2928012680159687,0.3886129612144156,-1.2783287325483692,1.4086888520189798,-0.3175209510235603,0.0,-3.204548042004608,-0.237591116992487,0.1686611750011108,-2570.1477360931926,-6.643115283581816,-628.9918529613064,-0.2170040526621199,0.557643124404162,0.2880130542875799,0.0,21.88889456468651,1.622883115243404,-0.5760261085751598,0.0,-313.1208756679557,2561.284978590621,18.73562199637683,2.0516470856753486,213.2154272742987,0.2880130542875799,13.322290815122402,-38.43097303939503,3.245268120556899,-27.972620541525053,-230.2646460324327,-1133.5266917698027,520.6975342873965,631.7176205893136,889.8935697481215,-893.444064748198,-8.242295734817162e-13,-3657.891744963631,2.5204252841123886,313.3957877968883,-21.72171655049081,15.222813321378904,-2.2527128128474194,-1.2602126420561943,-3.2428476860834223,-958.4762316957288
0.709853713428357,1.4087409575845324,0.8479825634706782,0.2928223769963696,0.3885050279400895,-1.2784916608291013,1.4087409575845324,-0.3175136842196828,0.0,-3.2042207290406344,-0.2375754707405339,0.1686438301246579,-2558.110436724576,-6.625052175509833,-626.5103456741294,-0.2170420174725051,0.5582455454333228,0.2879626752820683,0.0,21.8850810645528,1.6226592597018592,-0.5759253505641367,0.0,-312.859706557485,2549.4040440069098,18.651248208234318,2.0190396155588566,212.06810334212665,0.2879626752820683,13.25532661692013,-38.302580762479856,3.2382511523963258,-27.82907848763692,-230.10426587787816,-1105.5561137075938,518.9322366945048,629.1686958021812,886.3357110065762,-889.8873961922632,-4.831690603168681e-13,-3640.706163053525,2.521176917988203,312.15435456619286,-21.678567331562878,15.251325173828294,-2.248342465481356,-1.2605884589941014,-3.244715945319745,-954.75630413447
0.709827456864216,1.4087930670048616,0.84791593777345,0.2928434925096192,0.3883971828060049,-1.278654256823212,1.4087930670048618,-0.3175062897940591,0.0,-3.2038919582401526,-0.2375598456639016,0.1686265011006629,-2546.1420385317338,-6.607053138038505,-624.0424331970144,-0.2170799745281466,0.5588475550244898,0.2879123241830684,0.0,21.88125766963616,1.622435544857452,-0.5758246483661369,0.0,-312.59952770553684,2537.592872527353,18.567170271808937,1.986552375578233,210.92722426733675,0.2879123241830684,13.188623435230484,-38.17501095996858,3.231259571695356,-27.686084835534658,-229.94447864048232,-1078.8372262229177,517.1854704934942,626.6338441398988,882.7974151748946,-886.3502875810955,-8.242295734817162e-13,-3623.6194598645097,2.521926384656215,310.919719517051,-21.63556981872968,15.279612070472076,-2.2439875934083675,-1.2609631923281075,-3.246581716216846,-951.0725899844832
0.709801200300075,1.4088451802803952,0.8478492986823121,0.292864614552507,0.3882894258642252,-1.2788165204409654,1.4088451802803952,-0.3174987678656124,0.0,-3.203561736785363,-0.2375442417900736,0.1686091879469655,-2534.2420405989824,-6.589117822484542,-621.588016942594,-0.217117923790595,0.5594491554484353,0.2878620010215265,0.0,21.87742443162893,1.6222119709001914,-0.5757240020430531,0.0,-312.34028317622455,2525.8509433266,18.48338639860405,1.9541846301451795,209.7927589698105,0.2878620010215265,13.122179684086326,-38.04825479537162,3.224293242553152,-27.54363656298969,-229.78524196121495,-1052.8075662095507,515.4352458812554,624.1129631941103,879.278540146538,-882.8325968189224,-8.526512829121202e-14,-3606.630909981302,2.522673691992946,309.691833352358,-21.592723187364182,15.307671951376598,-2.2396481121587177,-1.261336845996473,-3.248445005137817,-947.3888467626258
0.709774943735934,1.4088972974115608,0.8477826462127904,0.2928857431218189,0.3881817571666935,-1.278978451551982,1.4088972974115608,-0.3174911185330459,0.0,-3.203230071815637,-0.237528659146513,0.1685918906813881,-2522.410205598748,-6.571246309544266,-619.1470647515332,-0.2171558652213931,0.5600503489472812,0.287811705828348,0.0,21.87358140190148,1.6219885380198829,-0.5756234116566961,0.0,-312.08193578163895,2514.177965127657,18.399897321059623,1.921936635356975,208.66470290305256,0.287811705828348,13.0559956813267,-37.92230497419203,3.217352188677016,-27.40173388146943,-229.62652607229185,-1025.9762013245354,513.6905390175853,621.606017516481,875.7790381337334,-879.3342761285616,1.7053025658242404e-13,-3589.74016855674,2.5234188477470925,308.4706799890783,-21.55002771825956,15.335519694816911,-2.235324052146456,-1.2617094238735462,-3.250305818291562,-943.7173473466084
0.709748687171793,1.4089494183987863,0.847715980380422,0.2929068782143356,0.3880741767652355,-1.279140050047434,1.4089494183987863,-0.3174833419057353,0.0,-3.2028969703088177,-0.2375130977606622,0.1685746093217357,-2510.644680070157,-6.553436086587038,-616.7191468991265,-0.2171937987820748,0.560651137717673,0.2877614386343989,0.0,21.869728630715915,1.6217652464061376,-0.5755228772687978,0.0,-311.8245295904255,2502.57226516601,18.31668992642168,1.8898033480542795,207.54283049118305,0.2877614386343989,12.990061334216945,-37.79715283272033,3.210435469261524,-27.26035749907664,-229.46837620925984,-997.8743996304928,512.1625091231488,619.1125711269202,872.2982970126515,-875.8547133966025,2.8421709430404014e-14,-3572.9446029122328,2.524161859545479,307.25604456155673,-21.507477007925708,15.36313079338795,-2.2310147489876657,-1.2620809297727396,-3.252164161740224,-940.402199229158
