u,x,slot,radial_order,inner_value,neighbor_value,abs_error,relative_error,scaled_error,finite
0.715,1.3986013986013988,a1,2,19.653564453124993,19.907861621727047,0.2542971686020543,0.012773705857213685,0.012773705857213685,True
0.715,1.3986013986013988,a2,2,-85.71450805664058,-165.17077054639844,79.45626248975786,0.48105522682318447,0.48105522682318447,True
0.715,1.3986013986013988,a3,2,-4.341632843017574,-4.434269563933413,0.09263672091583963,0.020891089181701968,0.020891089181701968,True
0.715,1.3986013986013988,a4,2,5.069850921630859,5.14063805715062,0.0707871355197609,0.01377010688805373,0.01377010688805373,True
0.715,1.3986013986013988,a5,2,4054295.523445112,773551.8586977312,3280743.664747381,4.24114250112525,4.24114250112525,True
0.715,1.3986013986013988,a6,2,1.4185356542739662e-06,1.0807288831380165e-06,3.378067711359497e-07,0.3125730943315683,3.378067711359497e-07,True
0.715,1.3986013986013988,a7,2,-180.20968627929685,-190.4326073932829,10.222921113986047,0.0536826190321156,0.0536826190321156,True
0.715,1.3986013986013988,a8,2,1.1979331970214842,1.2789838811178,0.08105068409631588,0.0633711536891924,0.0633711536891924,True
0.715,1.3986013986013988,a9,2,145.37661743164054,141.9861766092685,3.390440822372028,0.02387866835587929,0.02387866835587929,True
0.715,1.3986013986013988,b1,2,9.45166778564453,9.563662964909353,0.11199517926482372,0.011710489973951653,0.011710489973951653,True
0.715,1.3986013986013988,b2,2,-144.07659912109366,-145.41458339775048,1.3379842766568117,0.009201169823504168,0.009201169823504168,True
0.715,1.3986013986013988,b3,2,487.7287597656248,688.9572746195395,201.2285148539147,0.29207691429782556,0.29207691429782556,True
0.715,1.3986013986013988,b4,2,31.204803466796864,31.777087514190494,0.5722840473936301,0.018009329745467356,0.018009329745467356,True
0.715,1.3986013986013988,b5,2,-18.90327453613281,-19.127325929840453,0.2240513937076436,0.01171368096771447,0.01171368096771447,True
0.715,1.3986013986013988,c1,2,-30.643081665039052,-90.94495018539378,60.30186852035473,0.6630590087457051,0.6630590087457051,True
0.715,1.3986013986013988,c2,2,116.98665618896479,117.29771103588348,0.3110548469186938,0.0026518407236739384,0.0026518407236739384,True
0.715,1.3986013986013988,c3,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,c4,2,-410.29448699951155,-405.5793763555425,4.715110643969069,0.011625617373196187,0.011625617373196187,True
0.715,1.3986013986013988,c5,2,-204.30066680908192,-203.21348766027916,1.0871791488027611,0.005349935977774496,0.005349935977774496,True
0.715,1.3986013986013988,c6,2,186.0032444000243,187.9641179291681,1.9608735291438109,0.010432169452058616,0.010432169452058616,True
0.715,1.3986013986013988,d1,2,9.45166778564453,9.563662964909353,0.11199517926482372,0.011710489973951653,0.011710489973951653,True
0.715,1.3986013986013988,d2,2,-296.7380924224853,-311.39208176167017,14.653989339184875,0.0470596081193888,0.0470596081193888,True
0.715,1.3986013986013988,d3,2,-190.79357910156241,-220.98976923965748,30.196190138095062,0.1366406700273446,0.1366406700273446,True
0.715,1.3986013986013988,d4,2,3.437267303466795,3.469944255636538,0.03267695216974298,0.009417140381048747,0.009417140381048747,True
0.715,1.3986013986013988,e1,2,-511.6622314453123,-659.7313667537853,148.06913530847305,0.2244385256942514,0.2244385256942514,True
0.715,1.3986013986013988,e2,2,-300.1621999740598,-258.70258049730904,41.45961947675073,0.16025978325014034,0.16025978325014034,True
0.715,1.3986013986013988,e3,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,e4,2,164988.9509544372,126182.86270442216,38806.08825001503,0.307538499430914,0.307538499430914,True
0.715,1.3986013986013988,v1,2,26.121185302734357,26.583865385569297,0.46268008283493955,0.017404545054839893,0.017404545054839893,True
0.715,1.3986013986013988,v2,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v3,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v4,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v5,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v6,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v7,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v8,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v9,2,-27.734466552734364,-28.339326874642605,0.6048603219082409,0.021343496427554755,0.021343496427554755,True
0.715,1.3986013986013988,v10,2,-5.069610595703124,-5.140638060271317,0.07102746456819276,0.013816857700431843,0.013816857700431843,True
0.715,1.3986013986013988,v11,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v12,2,0.0,0.0,0.0,0.0,0.0,True
0.715,1.3986013986013988,v13,2,0.0,0.0,0.0,0.0,0.0,True
