u,x,phi,T_H,S_SVT,f,h,phiprime,A0prime,X,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,alpha1,alpha2,alpha4,alpha5,alpha6,alpha7,f3phi_holonomic,f3phiX_holonomic,f4phi_holonomic,f4phiX_holonomic
0.5517888912840118,1.8122873000813804,0.5103237886991945,1.0,0.0,0.4383892279628915,0.4946284698972605,-0.4477024005333689,0.0,-0.0495710319909923,0.0,-0.1125250026960841,-0.42195539445488234,0.23283029927756738,-2.0607825613872395,-2.699285239771143e-12,-0.45780022750734406,-0.23535877274303343,0.18359166062036458,0.2655520305089201,0.0,0.513356604216603,1.9250262896085566,-0.5311040610178402,0.0,0.0,0.0,-0.0,-0.19749059204999084,0.24149454221896755,0.2655520305089201,-0.0,-0.06852119581328475,0.07089006952149611,1.1590992500887953,0.0,0.0,-0.15471285667893386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26555203050892007,0.0,0.0,-0.0,-0.035445034760748055,0.16346185477639744,-0.0,-0.0,-0.0,-0.0
0.5518154716989506,1.8122000039635744,0.5103628748087645,1.0,0.0,0.4383665384524746,0.4946080211800575,-0.4477802786632004,0.0,-0.0495862292615208,0.0,-0.11234668807184552,-0.42191542858892533,0.23281946124386274,-2.0293324968487623,3.2744917888294367e-12,-0.45783829210896204,-0.2353575470616023,0.1836178226008804,0.265553413435437,0.0,0.5125696339344367,1.9249435875209586,-0.531106826870874,0.0,0.0,0.0,-0.0,-0.1974978113380621,0.24149580386770209,0.265553413435437,-0.0,-0.06841920377065225,0.0708935992417976,1.1571689204222098,0.0,0.0,-0.15446208839230458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.265553413435437,0.0,0.0,-0.0,-0.0354467996208988,0.16348521359614335,-0.0,-0.0,-0.0,-0.0
0.5518420521138894,1.812112716255302,0.5104019638800106,1.0,0.0,0.4383438489645294,0.494587564802207,-0.44785770847317724,0.0,-0.0496013280323133,0.0,-0.11216947819270133,-0.42187546330518116,0.23280862140682904,-2.0401571449663742,-1.687983086640088e-12,-0.4578759967003479,-0.235356323101181,0.18364382894528786,0.265554794434526,0.0,0.5117876226969849,1.924860879429469,-0.531109588869052,0.0,0.0,0.0,-0.0,-0.1975049880814541,0.24149698972284028,0.265554794434526,-0.0,-0.06831786397737916,0.07089712810604765,1.1552514872711874,0.0,0.0,-0.15421301826785594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.265554794434526,0.0,0.0,-0.0,-0.03544856405302382,0.1635085766159774,-0.0,-0.0,-0.0,-0.0
0.5518686325288282,1.8120254369553477,0.5104410560138318,1.0,0.0,0.4383211594664432,0.4945671006190058,-0.44793600536572287,0.0,-0.0496166196549752,0.0,-0.11199029934726737,-0.42183549852621066,0.23279777972377638,-2.0591405748684535,2.1059820554114594e-12,-0.4579143786010496,-0.23535510088762884,0.183670135384637,0.26555617347694893,0.0,0.5109965463843462,1.924778165123034,-0.5311123469538979,0.0,0.0,0.0,-0.0,-0.19751223889614294,0.24149831112792425,0.26555617347694893,-0.0,-0.0682153043735596,0.07090065610103999,1.1533119010448722,0.0,0.0,-0.15396096685062788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26555617347694893,0.0,0.0,-0.0,-0.035450328050519994,0.16353194386701725,-0.0,-0.0,-0.0,-0.0
0.551895212943767,1.811938166062496,0.5104801511937794,1.0,0.0,0.4382984699633985,0.4945466286529849,-0.4480142370999307,0.0,-0.0496318976562835,0.0,-0.11181131152264695,-0.42179553426409294,0.23278693620141158,-2.0354211798651383,-3.673727988484643e-12,-0.4579527052405231,-0.23535388041716315,0.1836964208288835,0.265557550566913,0.0,0.5102062598210033,1.9246954446330433,-0.531115101133826,0.0,0.0,0.0,-0.0,-0.197519480680525,0.24149961748518128,0.265557550566913,-0.0,-0.0681128404248037,0.0709041832286091,1.1513748165889308,0.0,0.0,-0.15370922579587087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.265557550566913,0.0,0.0,-0.0,-0.03545209161430455,0.16355531534569798,-0.0,-0.0,-0.0,-0.0
0.5519217933587058,1.8118509035755332,0.5105192494275016,1.0,0.0,0.4382757804528984,0.494526148891263,-0.44809161293482547,0.0,-0.0496469868051455,0.0,-0.1116343266669731,-0.42175557051210927,0.23277609083606748,-2.036131826107914,2.7530200341630007e-12,-0.45799037551285154,-0.2353526616923654,0.18372241950701956,0.26555892570144424,0.0,0.5094250316620927,1.9246127179388388,-0.5311178514028885,0.0,0.0,0.0,-0.0,-0.19752664738089476,0.24150078911928619,0.26555892570144424,-0.0,-0.06801157606604213,0.07090770948742997,1.1494609180051556,0.0,0.0,-0.1534605559855654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26555892570144424,0.0,0.0,-0.0,-0.035453854743714985,0.1635786910557413,-0.0,-0.0,-0.0,-0.0
0.5519483737736447,1.8117636494932448,0.510558350633126,1.0,0.0,0.4382530909610672,0.4945056614513747,-0.4481699781669231,0.0,-0.0496622959960481,0.0,-0.11145511871576057,-0.4217156073329219,0.23276524366237114,-2.0663095039499395,-2.898237205783971e-12,-0.45802880604916035,-0.2353514446924681,0.18374875521420753,0.2655602989039148,0.0,0.5086335773301452,1.9245299852106945,-0.5311205978078296,0.0,0.0,0.0,-0.0,-0.19753389714972797,0.24150211256742882,0.2655602989039148,-0.0,-0.06790893673257992,0.07091123488784343,1.1475219513337305,0.0,0.0,-0.1532085161953387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655602989039148,0.0,0.0,-0.0,-0.035455617443921714,0.16360207097395585,-0.0,-0.0,-0.0,-0.0
0.5519749541885834,1.811676403814416,0.5105974549890175,1.0,0.0,0.438230401430501,0.4944851660759979,-0.448248612699558,0.0,-0.0496776656785252,0.0,-0.11127532343282323,-0.4216756445891631,0.23275439460454475,-2.0427098770600396,3.741784659894165e-12,-0.45806744243818054,-0.2353502294634785,0.18377518494651476,0.2655616701223515,0.0,0.5078393606175695,1.9244472460728477,-0.531123340244703,0.0,0.0,0.0,-0.0,-0.19754116689793672,0.24150347354868498,0.2655616701223515,-0.0,-0.06780591878862297,0.07091475940655664,1.145576617658864,0.0,0.0,-0.15295560185181978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655616701223515,0.0,0.0,-0.0,-0.03545737970327832,0.1636254551547465,-0.0,-0.0,-0.0,-0.0
0.5520015346035223,1.8115891665378332,0.5106365623407305,1.0,0.0,0.4382077119107761,0.4944646629851438,-0.4483260551723827,0.0,-0.0496927719405379,0.0,-0.11109829385126899,-0.42163568239847443,0.23274354372756126,-2.033273737622348,-1.5543122344752192e-12,-0.45810516863578393,-0.2353490159665404,0.1838012157399529,0.26556303940053705,0.0,0.5070576844338596,1.9243645008434906,-0.5311260788010741,0.0,0.0,0.0,-0.0,-0.1975483336682301,0.24150464927718607,0.26556303940053705,-0.0,-0.06770456550580495,0.0709182830631554,1.1436631653059914,0.0,0.0,-0.15270692091820715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26556303940053705,0.0,0.0,-0.0,-0.0354591415315777,0.16364884355359283,-0.0,-0.0,-0.0,-0.0
0.552028115018461,1.8115019376622836,0.510675672733149,1.0,0.0,0.4381850223872736,0.4944441521145409,-0.44840428251540554,0.0,-0.0497080529762944,0.0,-0.11091953964149015,-0.4215957207263918,0.23273269101243954,-2.059394129486529,-3.5560443478743764e-13,-0.45814348397120686,-0.23534780421321036,0.18382750877504195,0.2655644067253711,0.0,0.5062680556135396,1.9242817494285784,-0.5311288134507423,0.0,0.0,0.0,-0.0,-0.19755556380940525,0.2415059411304828,0.2655644067253711,-0.0,-0.06760214064802439,0.07092180585164926,1.141730316538532,0.0,0.0,-0.15245562616103858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655644067253711,0.0,0.0,-0.0,-0.03546090292582463,0.1636722361849818,-0.0,-0.0,-0.0,-0.0
0.5520546954333999,1.811414717186552,0.5107147861842175,1.0,0.0,0.4381623328542119,0.4944236334362069,-0.44848277565605443,0.0,-0.0497233937517378,0.0,-0.11074015100998905,-0.42155575955817903,0.23272183645108604,-2.047462255149805,-9.385825450181073e-13,-0.45818202620506554,-0.23534659420878293,0.18385390468416296,0.26556577209081855,0.0,0.5054754491953793,1.9241989917852738,-0.5311315441816371,0.0,0.0,0.0,-0.0,-0.19756281679331905,0.24150727568270558,0.26556577209081855,-0.0,-0.06749930842233753,0.07092532776936389,1.1397906265688578,0.0,0.0,-0.15220339423437224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26556577209081855,0.0,0.0,-0.0,-0.035462663884681944,0.16369563305575316,-0.0,-0.0,-0.0,-0.0
0.5520812758483387,1.811327505109426,0.5107539027073902,1.0,0.0,0.4381396433070907,0.4944031069307267,-0.44856055370399506,0.0,-0.0497385767552967,0.0,-0.1105625252396306,-0.42151579888337215,0.2327109800377638,-2.0309659026572113,3.1321611970724916e-12,-0.4582199904933078,-0.23534538595685858,0.18388004788502632,0.2655671354927559,0.0,0.5046908077301632,1.9241162278846018,-0.5311342709855118,0.0,0.0,0.0,-0.0,-0.1975700038421872,0.24150849212504671,0.2655671354927559,-0.0,-0.0673975300691102,0.07092884881434207,1.137871260822402,0.0,0.0,-0.151953852344207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655671354927559,0.0,0.0,-0.0,-0.035464424407171034,0.1637190341710929,-0.0,-0.0,-0.0,-0.0
0.5521078562632775,1.8112403014296925,0.510793022216223,1.0,0.0,0.438116953773609,0.4943825727209127,-0.4486384681954383,0.0,-0.049753790805129,0.0,-0.1103845399095788,-0.4214758387676236,0.23270012180875946,-2.0615672962779557,-1.0619283230539622e-12,-0.45825808781097965,-0.235344179435834,0.18390625298345706,0.2655684969555003,0.0,0.5039044435911901,1.9240334579036427,-0.5311369939110006,0.0,0.0,0.0,-0.0,-0.19757720290082975,0.24150973163335465,0.2655684969555003,-0.0,-0.06729551197152583,0.07093236899743575,1.1359482062943944,0.0,0.0,-0.1517037944561963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655684969555003,0.0,0.0,-0.0,-0.03546618449871788,0.16374243950662035,-0.0,-0.0,-0.0,-0.0
0.5521344366782163,1.8111531061461388,0.5108321448254358,1.0,0.0,0.4380942642168305,0.4943620306405079,-0.4487175779837056,0.0,-0.0497692707793376,0.0,-0.1102039241846996,-0.42143587912227026,0.23268926171516355,-2.060317222360379,-1.5122347818419257e-12,-0.45829708081959913,-0.2353429746755485,0.18393285507036983,0.26556985644532,0.0,0.5031059896742005,1.923950681598902,-0.53113971289064,0.0,0.0,0.0,-0.0,-0.19758449991968258,0.24151114989828282,0.26556985644532,-0.0,-0.06719186952551137,0.07093588830352887,1.1339954233560892,0.0,0.0,-0.1514497424091653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26556985644532,0.0,0.0,-0.0,-0.035467944151764436,0.16376584909789643,-0.0,-0.0,-0.0,-0.0
0.5521610170931551,1.811065919257552,0.5108712705267902,1.0,0.0,0.4380715746392149,0.4943414807014009,-0.4487954863289548,0.0,-0.0497844850472211,0.0,-0.11002605273762137,-0.421395919953544,0.23267839976045465,-2.0319784824342064,1.867950238931826e-12,-0.45833516941152874,-0.2353417716740226,0.18395906083645583,0.26557121396438804,0.0,0.5023199819720608,1.9238678989870337,-0.5311424279287761,0.0,0.0,0.0,-0.0,-0.19759169433716745,0.241512383662172,0.26557121396438804,-0.0,-0.0670898795459145,0.07093940673347177,1.1320742817512566,0.0,0.0,-0.15119989228633623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.265571213964388,0.0,0.0,-0.0,-0.03546970336673588,0.16378926294363125,-0.0,-0.0,-0.0,-0.0
0.5521875975080939,1.810978740762721,0.5109103992223252,1.0,0.0,0.4380488850721997,0.4943209230424764,-0.4488734040464165,0.0,-0.0497997021804147,0.0,-0.10984823864683989,-0.4213559613357377,0.23266753598569428,-2.0507260512135206,-8.737455203799982e-13,-0.4583732456158815,-0.23534057040683007,0.18398526448847677,0.2655725695402076,0.0,0.5015341547039188,1.923785110268181,-0.5311451390804152,0.0,0.0,0.0,-0.0,-0.197598884488744,0.24151361101469682,0.2655725695402076,-0.0,-0.06698790396992482,0.07094292429957452,1.1301540642185894,0.0,0.0,-0.15095014216184566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655725695402076,0.0,0.0,-0.0,-0.03547146214978726,0.16381268101607238,-0.0,-0.0,-0.0,-0.0
0.5522141779230327,1.810891570660432,0.5109495309956588,1.0,0.0,0.4380261954888197,0.4943003575424485,-0.448952045436677,0.0,-0.0498150806817635,0.0,-0.10966876214958973,-0.4213160032041635,0.23265667035520496,-2.0607996560889497,5.114797474448096e-13,-0.4584118995070991,-0.23533937089578713,0.184011724697446,0.2655739231481001,0.0,0.5007406556003062,1.9237023152644637,-0.5311478462962002,0.0,0.0,0.0,-0.0,-0.19760613749522582,0.2415149535232683,0.2655739231481001,-0.0,-0.06688489395550712,0.07094644099075142,1.1282152838569826,0.0,0.0,-0.15069788874466805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26557392314810013,0.0,0.0,-0.0,-0.03547322049537571,0.1638361033414858,-0.0,-0.0,-0.0,-0.0
0.5522407583379715,1.8108044089494744,0.5109886658381539,1.0,0.0,0.4380035058916655,0.4942797842137612,-0.44903041581245273,0.0,-0.0498303998478996,0.0,-0.10948999880079639,-0.4212760455653495,0.23264580287263043,-2.0360024458024446,-5.442313266712517e-13,-0.45845032368906946,-0.23533817313881697,0.18403808645185438,0.26557527479034876,0.0,0.49995033066186156,1.9236195139933272,-0.5311505495806975,0.0,0.0,0.0,-0.0,-0.19761336256844675,0.2415162467699592,0.26557527479034876,-0.0,-0.06678229815361869,0.07094995680790417,1.1262848860630508,0.0,0.0,-0.15044673135216013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26557527479034876,0.0,0.0,-0.0,-0.035474978403952084,0.16385952991846128,-0.0,-0.0,-0.0,-0.0
0.5522673387529103,1.810717255628636,0.511027803726858,1.0,0.0,0.4379808162881062,0.4942592030870872,-0.4491081124806601,0.0,-0.0498455702685591,0.0,-0.10931275925522771,-0.42123608843588806,0.2326349335471735,-2.048502674509548,2.1186385978921862e-12,-0.45848824894063267,-0.2353369771307868,0.18406423115235582,0.26557662447268576,0.0,0.4991668821555014,1.9235367064971933,-0.5311532489453715,0.0,0.0,0.0,-0.0,-0.19762052958184778,0.24151743620673433,0.26557662447268576,-0.0,-0.0666806111864916,0.07095347175363044,1.1243722113000658,0.0,0.0,-0.15019791753115697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26557662447268576,0.0,0.0,-0.0,-0.03547673587681522,0.16388296074167122,-0.0,-0.0,-0.0,-0.0
0.5522939191678491,1.810630110696705,0.5110669446343582,1.0,0.0,0.4379581266867813,0.4942386142016775,-0.44918709414486785,0.0,-0.0498610267298018,0.0,-0.10913267619104088,-0.4211961318366342,0.23262406239039282,-2.070604698322713,-4.259148589369488e-12,-0.4585271460601377,-0.2353357828648623,0.18409080620236,0.2655779722027636,0.0,0.49837036712457367,1.923453892832385,-0.5311559444055272,0.0,0.0,0.0,-0.0,-0.19762780346323844,0.24151882046619366,0.2655779722027636,-0.0,-0.06657716900514099,0.07095698583124758,1.122427433223914,0.0,0.0,-0.14994479190594645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655779722027636,0.0,0.0,-0.0,-0.03547849291562379,0.16390639580412353,-0.0,-0.0,-0.0,-0.0
0.552320499582788,1.810542974152472,0.5111060887058119,1.0,0.0,0.4379354370409207,0.4942180173481043,-0.4492657163688015,0.0,-0.0498764042006935,0.0,-0.10895340964864617,-0.4211561756558377,0.23261318934060865,-2.0405607123520886,3.1900038166554623e-12,-0.4585657792939041,-0.2353345903785279,0.18411726822134017,0.2655793179382207,0.0,0.49757749856842737,1.9233710726930044,-0.5311586358764414,0.0,0.0,0.0,-0.0,-0.19763504502444842,0.24152014754501824,0.2655793179382207,-0.0,-0.06647420415586414,0.07096049902173221,1.1204923196525545,0.0,0.0,-0.1496929329829283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.2655793179382207,0.0,0.0,-0.0,-0.035480249510866105,0.16392983515043352,-0.0,-0.0,-0.0,-0.0
0.5523470799977268,1.810455845994724,0.511145235765394,1.0,0.0,0.4379127474070129,0.4941974127768956,-0.4493434879508634,0.0,-0.0498915935949343,0.0,-0.10877614851658805,-0.4211162200273885,0.2326023144718083,-2.0425430001573552,-1.883715405881503e-12,-0.45860375142083587,-0.23533339962750485,0.18414344110900482,0.26558066172896627,0.0,0.4967937067860111,1.923288246441417,-0.5311613234579325,0.0,0.0,0.0,-0.0,-0.19764221107071145,0.24152133921238855,0.26558066172896627,-0.0,-0.06637244221056982,0.0709640113474442,1.118580310366217,0.0,0.0,-0.14944413754561603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.26558066172896627,0.0,0.0,-0.0,-0.0354820056737221,0.16395327872962343,-0.0,-0.0,-0.0,-0.0
