x,u,a5_unsmoothed_identity,a5_selected,rel_scaled_difference
0.010644440436002,93.94575562823997,-5.8305169346786645,-5.830259026275911,4.423422582300228e-05
0.0106690901696956,93.72870451881568,-5.260803736307118,-5.2609195195848875,2.2008667035185486e-05
0.0106937969857106,93.51215488158532,-4.617187296516775,-4.617297764227807,2.3925325947963128e-05
0.0107185610162349,93.29610555795196,-5.745642751775133,-5.745285229754035,6.222489572418424e-05
0.0107433823937621,93.080555391999,-5.368658132781846,-5.369224044290133,0.00010541023367308493
0.010768261251093,92.86550323047724,-4.682289927096904,-4.681589507041062,0.00014958921099447644
0.0107931977213356,92.6509479228048,-5.195183903047665,-5.195918921014807,0.00014148064454676243
0.0108181919379064,92.4368883210558,-5.720120411143206,-5.719474042967653,0.000112999050560839
0.0108432440345308,92.22332327995709,-5.315753021369104,-5.316183517083324,8.098489762220265e-05
0.0108683541452438,92.01025165688212,-4.86751285188076,-4.867367223118332,2.991851626490507e-05
0.0108935224043907,91.79767231184506,-5.482407576561199,-5.482309602374007,1.7870650042594944e-05
0.0109187489466282,91.5855841074914,-4.8994895974637585,-4.899723287598758,4.769683256812931e-05
0.0109440339069245,91.37398590909709,-5.223645261540101,-5.223349686952655,5.658397012956819e-05
0.0109693774205606,91.16287658455772,-5.984310805198411,-5.984649996858712,5.668015438078982e-05
0.0109947796231308,90.95225500438424,-4.408109591262599,-4.407735231432934,8.49252546732322e-05
0.011020240650543,90.74212004170045,-5.112462475472707,-5.112853234759996,7.643269543066109e-05
0.0110457606390204,90.53247057222902,-5.929978745172775,-5.929581664620146,6.696154736679802e-05
0.0110713397251012,90.32330547429385,-5.263665713925603,-5.264070089833952,7.682401017214817e-05
0.01109697804564,90.11462362880852,-5.022472583444925,-5.022061016453966,8.194509459651339e-05
0.0111226757378083,89.90642391927248,-4.429402937688258,-4.429811011159777,9.21283245754584e-05
0.0111484329390952,89.698705231765,-6.20810464034614,-6.207716261436709,6.255998117476045e-05
0.0111742497873083,89.4914664549381,-5.408067233964314,-5.408415817652118,6.445624152291173e-05
0.0112001264205741,89.28470648001326,-4.053384909117641,-4.053093951567929,7.178137685804596e-05
0.0112260629773392,89.07842420077176,-6.203417236877193,-6.203648015507579,3.720185529571202e-05
0.0112520595963707,88.87261851355154,-5.208390502761141,-5.208204260852542,3.575805395168407e-05
0.0112781164167571,88.66728831724005,-4.696647862713544,-4.6967966367630405,3.167664552368681e-05
0.0113042335779089,88.4624325132694,-5.586882719462767,-5.58680305838698,1.425859102232184e-05
0.0113304112195596,88.25805000560861,-5.320226042561773,-5.320172250940569,1.0110777394273417e-05
0.011356649481766,88.05413970076114,-5.371906621310491,-5.372132735405133,4.2091962981037956e-05
0.0113829485049095,87.85070050775482,-4.836425500858517,-4.8360658048794996,7.437227740884936e-05
0.0114093084296966,87.64773133813794,-5.023562973363393,-5.023948409409547,7.672563242425455e-05
0.0114357293971594,87.44523110597537,-5.530031547318609,-5.529734365781664,5.3739573527269034e-05
0.0114622115486568,87.24319872783931,-5.403715481662221,-5.403849553559393,2.4811057803992434e-05
0.011488755025875,87.04163312280554,-5.097273245072831,-5.097326336773021,1.0415706130976326e-05
0.0115153599708283,86.8405332124472,-5.09681163203882,-5.096598347983007,4.184656432511604e-05
0.0115420265258598,86.63989792082954,-5.506068633544132,-5.506353296736919,5.169989909920451e-05
0.0115687548336424,86.43972617450238,-5.182198133113717,-5.1819846569157,4.119414050429725e-05
0.0115955450371791,86.24001690249779,-4.991335320120544,-4.991339557507177,8.489485001128312e-07
0.0116223972798044,86.04076903631965,-5.450076897996595,-5.450323840784324,4.5309963942010376e-05
0.0116493117051845,85.8419815099421,-5.119668854408853,-5.1192668937985655,7.851300967273662e-05
0.0116762884573184,85.64365325980154,-4.939657448895805,-4.940032174637921,7.586067373959715e-05
0.0117033276805385,85.44578322479197,-5.729302195536036,-5.7291034281900295,3.4693116058933515e-05
0.0117304295195114,85.24837034625926,-5.378972101472568,-5.378966280218185,1.0822243123043032e-06
0.0117575941192389,85.05141356799385,-4.6007294846534545,-4.600854990456158,2.72795440640612e-05
0.0117848216250583,84.85491183622841,-5.56125449884108,-5.561126094068771,2.3089173914966567e-05
0.0118121121826438,84.65886409962785,-5.371502603541873,-5.371564372715225,1.1499421653725214e-05
0.0118394659380066,84.46326930928855,-4.7332264062122675,-4.733226487489706,1.7171677654479518e-08
0.0118668830374963,84.26812641872824,-5.68745347384152,-5.68743903781023,2.5382240675483025e-06
