u,x,phi,f,h,phiprime,A0prime,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,mu,P1,selected_crS2,photon_factor,G3X_selected
0.7091440017096616,1.410150826333043,0.8461770128767669,0.2933954143037854,0.385621162849229,-1.2827693762839163,0.0,-0.0870873446066808,-2.381719565959149,-0.2930171554054949,0.16818106376644862,8.960428791098582,0.0,-0.5633354395601163,-0.2180651374574642,-0.32131145486645085,0.28661160939671637,0.5936517093379615,8.546841553284478,1.9974215077683604,-0.5732232187934327,0.7697343487993017,0.2234394814014338,0.0,-0.1135698510598491,-0.2922997539202552,0.2976293752813321,0.28661160939671637,-0.0875898760606255,-1.2610370366795056,0.08457577043816146,0.1293085739982174,0.03072579416093289,0.0,-0.02161424914153187,1.1398689035034575,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.486493154468166,-0.16818106376644865,0.0,0.0,0.0,3.4845439652160235,0.5052733253956034,1.0,-0.011848706293593803,-0.410382463592082
0.7091032913672684,1.410231784528647,0.846073152544112,0.2934284281661781,0.3854577129392519,-1.283007349877464,0.0,-0.0871786327006925,-2.380349818875946,-0.29306276572879314,0.16815487714625954,8.963615750556455,0.0,-0.563426726959277,-0.21812363782270552,-0.3208245291480286,0.2865347406813425,0.5942071342270926,8.5409345672313,1.9975076550035031,-0.573069481362685,0.7707812222721557,0.22370947551290696,0.0,-0.11372404943491692,-0.2923472565667031,0.2977937917700485,0.2865347406813425,-0.087671624002747,-1.2601625946216348,0.08455289275991291,0.12977757621533306,0.030774299245506856,0.0,-0.021649375852502928,1.1396940434485048,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4867246448198606,-0.16815487714625957,0.0,0.0,0.0,3.4856290903045277,0.5053122691431703,1.0,-0.011677991202362459,-0.4108511990704643
0.7090625856987829,1.4103127427242512,0.8459692729792554,0.2934614537159817,0.3852944971089589,-1.2832444906571332,0.0,-0.0872698686172634,-2.3789792092262942,-0.2931083833991319,0.16812873284358862,8.96689867491741,0.0,-0.5635169506891629,-0.218182110184723,-0.3203368957942247,0.28645794995329643,0.5947620548607044,8.535026908282747,1.9975937533711565,-0.5729158999065929,0.77182786066694,0.22397801529970535,0.0,-0.11387821625969628,-0.29239467813549425,0.29795765553972847,0.28645794995329643,-0.08775330013088989,-1.2592880998138956,0.08453004105320198,0.1302562837939088,0.030821774902061082,0.0,-0.021685924344145846,1.1395194309276986,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4869558330197898,-0.16812873284358865,0.0,0.0,0.0,3.486713763218721,0.5053529094774994,1.0,-0.011507573684903294,-0.4113200684137868
0.7090218847034004,1.4103937009198555,0.8458653742496218,0.2934944909361062,0.3851315154618709,-1.2834807985880683,0.0,-0.08736105230391841,-2.377607627022021,-0.29315400833018695,0.16810263090886837,8.969953519405353,0.0,-0.563606075728814,-0.21824055440810972,-0.3198485567041099,0.28638123729801856,0.5953164710198048,8.52911838554436,1.997679802405604,-0.5727624745960371,0.7728742612843155,0.22424504636285272,0.0,-0.11403235114383518,-0.29244201857828933,0.2981209485581323,0.28638123729801856,-0.0878349044154109,-1.25841352391833,0.08450721533488949,0.1307450693558036,0.03086817960426177,0.0,-0.02172394989021953,1.1393450663817646,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.48718671830621,-0.16810263090886837,0.0,0.0,0.0,3.4877979808550563,0.5053953125377311,1.0,-0.011337453992370183,-0.41178907150763056
0.7089811883803162,1.4104746591154598,0.8457614564226392,0.2935275398094488,0.3849687681006998,-1.2837162736195808,0.0,-0.0874521837012328,-2.3762350768633693,-0.29319964043038466,0.16807657139238102,8.97297097653291,0.0,-0.5636940673769134,-0.21829897035753262,-0.3193595137724789,0.2863046028006306,0.5958703824384227,8.523209196997321,1.9977658016056892,-0.5726092056012612,0.7739204213607213,0.22451051481249173,0.0,-0.11418645368745801,-0.29248927784367346,0.29828365294092873,0.2863046028006306,-0.08791643681969664,-1.257538895963604,0.08448441562175191,0.13124430253799044,0.030913472259712027,0.0,-0.021763507293524498,1.1391709502503302,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4874172999184143,-0.168076571392381,0.0,0.0,0.0,3.4888817400481016,0.5054395437511802,1.0,-0.011167632365223223,-0.41225820821335496
0.7089404967287256,1.410555617311064,0.8456575195657401,0.2935606003188932,0.3848062551273514,-1.283950915686628,0.0,-0.0875432627542023,-2.374861633713819,-0.29324527961025876,0.16805055434425858,8.97633896418183,0.0,-0.5637809826416948,-0.21835735789773267,-0.3188697688984447,0.28622804654593675,0.5964237888811001,8.517299293388078,1.9978517504849636,-0.5724560930918735,0.7749663381689497,0.2247745096788893,0.0,-0.11434052349600445,-0.29253645587723676,0.2984457966655858,0.28622804654593675,-0.08799789731159681,-1.2566642085101396,0.0844616419304815,0.1317533676833255,0.03095772310973922,0.0,-0.021804506018161973,1.1389970829719271,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4876475770967381,-0.1680505543442586,0.0,0.0,0.0,3.4899650376580555,0.5054854901308279,1.0,-0.010998109069266238,-0.4127274784207957
0.7088998097478246,1.4106365755066683,0.8455535637463619,0.2935936724473089,0.3846439766429241,-1.2841847247462588,0.0,-0.0876342894107989,-2.3734872556160846,-0.2932909257831182,0.16802457981448204,8.979240385226186,0.0,-0.563866807082347,-0.2184157168935262,-0.3183793239807546,0.2861515686184234,0.5969766901330381,8.51138860649598,1.9979376485762308,-0.5723031372368468,0.7760120090054451,0.22503700863613244,0.0,-0.1144945601783549,-0.292583552630701,0.29860737198897547,0.2861515686184234,-0.08807928586197002,-1.255789451323233,0.08443889427768593,0.1322724165687189,0.031000915619833945,0.0,-0.021846968764780428,1.1388234649839892,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4878775490825689,-0.16802457981448207,0.0,0.0,0.0,3.491047870578748,0.5055331777340523,1.0,-0.010828884353999757,-0.41319688201807264
0.7088591274368089,1.4107175337022726,0.8454495890319448,0.2936267561775527,0.3844819327477123,-1.2844177007555635,0.0,-0.0877252636144948,-2.3721119324004096,-0.293336578859287,0.1679986478528821,8.982907287796428,0.0,-0.5639515386518561,-0.21847404720980573,-0.31788818092833687,0.28607516910225866,0.5975290859491589,8.505477110876674,1.9980234953922917,-0.5721503382045173,0.7770574311241342,0.22529800865429245,0.0,-0.11464856333706824,-0.29263056805374527,0.29876837735833944,0.28607516910225866,-0.08816060243716901,-1.254914620462774,0.08441617267988868,0.1328014683573671,0.031043048293527643,0.0,-0.02189089861383131,1.1386500967228503,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4881072151183454,-0.16799864785288207,0.0,0.0,0.0,3.492130235669092,0.5055826085031272,1.0,-0.010659958464347086,-0.4136664188704868
0.7088184497948745,1.410798491897877,0.8453455954899325,0.2936598514924678,0.3843201235411997,-1.2846498436840612,0.0,-0.0878161853115651,-2.370735653486682,-0.2933822387513333,0.16797275850913712,8.985900339840596,0.0,-0.564035169001088,-0.21853234871154253,-0.3173963416612956,0.2859988480812903,0.5980809761038616,8.49956481290113,1.9981092904615758,-0.5719976961625806,0.7781026018011081,0.22555749689722054,0.0,-0.11480253257792482,-0.29267750209740484,0.29892880807499855,0.2859988480812903,-0.08824184700638134,-1.2540397167075525,0.08439347715352809,0.13334060935163083,0.031084111993333493,0.0,-0.02193630862826268,1.1384769786237359,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.4883365744475816,-0.16797275850913712,0.0,0.0,0.0,3.493212129815375,0.5056337966170115,1.0,-0.010491331649805424,-0.41413608884698777
0.7087777768212178,1.4108794500934814,0.8452415831877712,0.2936929583748845,0.3841585491220647,-1.2848811534914557,0.0,-0.0879070544439846,-2.3693584120724553,-0.29342790536853447,0.16794691183277424,8.989110328512897,0.0,-0.5641176930361973,-0.2185906212637869,-0.3169038080858571,0.2859226056390469,0.5986323603426378,8.493651714801953,1.9981950332904357,-0.5718452112780938,0.7791475182717137,0.22581546557654347,0.0,-0.11495646750064469,-0.292724354711291,0.2990886610582663,0.2859226056390469,-0.0883230195344909,-1.2531647402033705,0.084370807714958,0.13388989152365416,0.031124101519303903,0.0,-0.021983206737614225,1.1383041111207644,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,1.488565626314859,-0.16794691183277424,0.0,0.0,0.0,3.4942935498653576,0.5056867499276455,1.0,-0.010323004150723958,-0.4146058918010012
