u,x,phi,f,h,phi_r,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,K_scalar,mu,crS2,photon_factor
0.71,1.4084507042253522,0.8483535178768147,0.2927048531030057,0.3891074914487804,-1.2775796889114128,-0.0851583397718576,-2.410270402794776,-0.2920611942261446,0.1687406672425132,8.89973383121767,3.7279955620347317e-10,-0.5611624658671086,-0.21683040156106212,-0.33137012642267966,0.2882437128282456,0.5818717309882768,8.670741781576648,1.9956019938170648,-0.5764874256564912,0.7477004989312455,0.217417228050405,,-0.1103250901676464,-0.29128356490471863,0.3755073996597944,0.2882437128282456,-0.08585663815798679,-1.28923621864815,0.08506217035695089,0.12181799774470883,0.029454949620989986,,-0.03112528059691977,1.1435973530182335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4815634196865022,-0.16874066724251324,0.0,0.0,0.0,1.0,1.0,1.0,0.0097422716087141,3.461657453412433,0.9999999999999998,-0.015501998770276137
0.7099591913192917,1.4085316624209565,0.8482500769847284,0.292737617606872,0.3889391512092136,-1.2778351324921335,-0.0852507107687106,-2.408920074826753,-0.29210662956403455,0.1687136038607001,8.903605585407862,-4.620065505956887e-07,-0.56127673078286,-0.21688945859033315,-0.33089872002038623,0.2881652266625872,0.5824376891882538,8.664847657605907,1.995689053918005,-0.5763304533251744,0.7487516843926002,0.2177200818114588,,-0.1104798608493242,-0.29133275760998895,0.37570600723684616,0.2881652266625872,-0.08593988660889636,-1.2882319026300357,0.08503875131612652,0.12206845710870977,0.029527098098525245,,-0.03099921078599177,1.1434173984665852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4818010775066668,-0.16871360386689638,0.0,0.0,0.0,0.9999999999632734,0.9999999999632734,0.9999999999632734,0.0097422717422559,3.4627513474789864,1.0,-0.015325095486498297
0.7099183873294364,1.4086126206165608,0.8481466154460245,0.2927703941537707,0.3887710426887766,-1.2780897451814108,-0.0853430307590149,-2.407568717869963,-0.2921520740813752,0.1686865816660583,8.906512282479664,-1.846352417467235e-06,-0.5613892360090703,-0.21694849042691844,-0.33042702557237374,0.28808681655403257,0.5830031482909471,8.658952622289107,1.9957760751446014,-0.5761736331080651,0.7498026913975424,0.2180228653362333,,-0.1106346081575851,-0.2913818703361465,0.3759044829660146,0.28808681655403257,-0.08602306394177717,-1.287228125157068,0.08501535785478496,0.122322313698632,0.02959928007598879,,-0.03087421008035296,1.1432376819452896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4820384493978445,-0.16868658171559286,0.0,0.0,0.0,0.9999999997063516,0.9999999997063516,0.9999999997063516,0.0097422716184227,3.4638448548784257,0.9999999999999964,-0.015148484236268467
0.7098775880296249,1.408693578812165,0.8480431333279725,0.2928031827269134,0.3886031660079583,-1.2783435269032275,-0.0854352996839225,-2.406216482678784,-0.2921975276359644,0.1686596006750555,8.908843106316048,-4.151574572610475e-06,-0.5614999911447713,-0.21700749688642718,-0.32995504342312904,0.2880084825313494,0.583568108025689,8.653057139082094,1.9958630566422915,-0.5760169650626988,0.7508535172533026,0.2183255778089281,,-0.1107893317040403,-0.29143090299225755,0.37610282622490293,0.2880084825313494,-0.08610617012019187,-1.2862249520282343,0.0849919899728687,0.12257948228189672,0.029671495238605277,,-0.030750260548261465,1.1430582039174926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4822755345782546,-0.1686596008421143,0.0,0.0,0.0,0.9999999990094912,0.9999999990094912,0.9999999990094912,0.0097422715624668,3.4649379718321627,1.0000000000000029,-0.014972165202747578
0.7098367934190487,1.4087745370077691,0.8479396306978527,0.2928359833094964,0.3884355212864436,-1.2785964774970993,-0.0855275174904529,-2.404863341602862,-0.29224299008577603,0.1686326609041228,8.911777371201,-7.375610893881686e-06,-0.5616089739265019,-0.21706647778456928,-0.32948277409289717,0.2879302246232084,0.5841325681622906,8.647161238685316,1.9959499975582329,-0.5758604492464168,0.7519041593154586,0.2186282185763756,,-0.1109440311073881,-0.2914798554611001,0.37630103639689005,0.2879302246232084,-0.08618920511363543,-1.2852223865585777,0.08496864767030085,0.12284023683589734,0.029743743401888817,,-0.03062740250348739,1.1428789648453048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4825123322669893,-0.16863266129982984,0.0,0.0,0.0,0.9999999976534378,0.9999999976534378,0.9999999976534378,0.0097422714945653,3.4660306945637465,1.0,-0.01479613869866081
0.7097960034968995,1.4088554952033738,0.8478361076229552,0.2928687958847011,0.3882681086431061,-1.2788485968736854,-0.0856196841185856,-2.403509246439552,-0.2922884612873521,0.1686057623696541,8.91454398003863,-1.1516664940015104e-05,-0.5617162172564523,-0.21712543293716094,-0.3290102180845925,0.2878520428581817,0.5846965284228712,8.641264585332461,1.9960368970303173,-0.5757040857163634,0.7529546148745389,0.2189307869352589,,-0.1110987059766824,-0.29152872763504206,0.37649911286881765,0.2878520428581817,-0.08627216888452605,-1.284220377583736,0.08494533094698457,0.12310425366364272,0.029816024348008514,,-0.030505586570556353,1.1426999651897887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4827488416840322,-0.1686057631419644,0.0,0.0,0.0,0.9999999954194314,0.9999999954194314,0.9999999954194314,0.0097422714246233,3.467123019298949,0.9999999999999968,-0.01462040498298045
0.7097552182623691,1.408936453398978,0.8477325641705784,0.2929016204356944,0.3881009281960095,-1.2790998849264408,-0.0857117995156304,-2.40215429756853,-0.29233394110121635,0.1685789050880044,8.916898545796489,-1.657288203218111e-05,-0.5618217062954369,-0.2171843621601235,-0.32853737591505167,0.28777393726474,0.5852599885800096,8.635367605893048,1.996123754224141,-0.57554787452948,0.7540048812823572,0.2192332822050413,,-0.1112533559299734,-0.29157751940838295,0.37669705503460693,0.28777393726474,-0.0863550614026874,-1.2832189866046875,0.08492203980280273,0.12337172307396128,0.029888337866343533,,-0.03038483970414685,1.1425212054109526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4829850620502645,-0.1685789064215985,0.0,0.0,0.0,0.9999999920891992,0.9999999920891992,0.9999999920891992,0.0097422713563091,3.468214942265756,1.000000000000002,-0.014444964325041831
0.7097144377146496,1.4090174115945824,0.847629000408031,0.2929344569456282,0.3879339800624122,-1.27935034150076,-0.0858038636245029,-2.4007984150317148,-0.2923794293830537,0.1685520890754908,8.920068176078924,-2.254242533720783e-05,-0.5619254357466992,-0.21724326526948418,-0.32806424808281104,0.28769590787125443,0.5858229483766673,8.629470060735272,1.996210568272769,-0.5753918157425089,0.755054955848954,0.2195357036877836,,-0.1114079805791009,-0.2916262306649303,0.3768948622658431,0.28769590787125443,-0.08643788263353307,-1.2822181767416023,0.08489877423761812,0.1236427332202443,0.029960683743555774,,-0.030265173622415098,1.142342685967763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4832209925874633,-0.16855209119166903,0.0,0.0,0.0,0.99999998744496,0.99999998744496,0.99999998744496,0.0097422712895953,3.469306459694373,1.0000000000000004,-0.014269817021869247
0.7096736618529329,1.4090983697901869,0.8475254164026309,0.2929673053976391,0.387767264358763,-1.2795999665344056,-0.0858958763886461,-2.3994415678140344,-0.2924249259928736,0.1685253143483907,8.922744281159979,-2.9423464653324253e-05,-0.5620274225482808,-0.2173021420813784,-0.32759083513393517,0.2876179547059942,0.5863854075598041,8.623571758407309,1.9962973383393119,-0.5752359094119884,0.7561048358858874,0.2198380506970078,,-0.1115625795360819,-0.29167486130222003,0.37709253396193343,0.2876179547059942,-0.08652063254302679,-1.281217918229085,0.08487553425127235,0.12391713225812172,0.030033061768788047,,-0.030146564708115164,1.1421644073181314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.483456632518319,-0.16852531750496777,0.0,0.0,0.0,0.9999999812694192,0.9999999812694192,0.9999999812694192,0.0097422712183311,3.4703975678172734,1.0000000000000004,-0.014094963324796317
0.7096328906764117,1.409179327985791,0.8474218122217024,0.2930001657748503,0.3876007812006986,-1.2798487599075918,-0.0859878377506074,-2.3980838627666916,-0.2924704307876746,0.1684985809229411,8.925227780564605,-3.721416463972025e-05,-0.562127652947508,-0.2173609924120522,-0.32711713759264177,0.28754007779712354,0.586947365870659,8.617673142199807,1.9963840635668257,-0.5750801555942471,0.7571545186937322,0.2201403225315493,,-0.1117171524112659,-0.29172341120962586,0.3772900695029994,0.28754007779712354,-0.08660331109624833,-1.2802182749497728,0.08485231984358606,0.12419509912445785,0.03010547172483722,,-0.03002903809140367,1.1419863699189052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4836919810664433,-0.16849858541414092,0.0,0.0,0.0,0.9999999733457718,0.9999999733457718,0.9999999733457718,0.0097422711527288,3.4714882628692245,0.9999999999999978,-0.013920403510452317
