u,best_A_grid,best_min_eig_grid,eig_L6_at_best,eig_L42_at_best,eig_L1000_at_best
0.6913165791447862,60.0,-0.7568095199073539,-0.7568095199073539,0.003457687440761094,1.0964021041958098e-05
0.6913428357089272,60.0,-0.7583009944737272,-0.7583009944737272,0.0034580326467876987,1.0973469143016303e-05
0.6913690922730682,60.0,-0.7591432631680769,-0.7591432631680769,0.003460297980504434,1.0983057446019002e-05
0.6913953488372093,60.0,-0.7604194404533957,-0.7604194404533957,0.003461288615508222,1.0992586631870118e-05
0.6914216054013503,60.0,-0.7622293437989659,-0.7622293437989659,0.0034607138274234043,1.1002042522756874e-05
0.6914478619654914,60.0,-0.7639904004975806,-0.7639904004975806,0.003460291036228387,1.1011532133682421e-05
0.6914741185296324,60.0,-0.7657951397406288,-0.7657951397406288,0.0034597485750609185,1.1021037236335733e-05
0.6915003750937734,60.0,-0.767550897095661,-0.767550897095661,0.00345935877413494,1.1030575749927742e-05
0.6915266316579145,60.0,-0.7694318222913089,-0.7694318222913089,0.003458609851244421,1.1040116374055442e-05
0.6915528882220555,60.0,-0.7718974687080293,-0.7718974687080293,0.0034561550691417833,1.1049577022443157e-05
0.6915791447861965,60.0,-0.7743479606971745,-0.7743479606971745,0.0034537583981149493,1.1059069934501824e-05
0.6916054013503375,60.0,-0.7760980734313068,-0.7760980734313068,0.0034534246103336418,1.1068715668452641e-05
0.6916316579144786,60.0,-0.7771798269682735,-0.7771798269682735,0.003455054349252809,1.1078505198923756e-05
0.6916579144786197,60.0,-0.7776816470350238,-0.7776816470350238,0.0034583846107271014,1.1088421843402935e-05
0.6916841710427607,60.0,-0.7773969139528296,-0.7773969139528296,0.003464018859551113,1.1098496624058791e-05
0.6917104276069017,60.0,-0.7761036305794513,-0.7761036305794513,0.0034726061191378142,1.1108766267935606e-05
0.6917366841710427,60.0,-0.7751878200529103,-0.7751878200529103,0.0034800897768627152,1.1118976021854831e-05
0.6917629407351837,60.0,-0.7758039584951482,-0.7758039584951482,0.0034830890755995153,1.112892292142132e-05
0.6917891972993249,60.0,-0.7778461969031334,-0.7778461969031334,0.0034819203574968857,1.1138632049956622e-05
0.6918154538634659,60.0,-0.781322786645861,-0.781322786645861,0.003476572757662898,1.114810937844634e-05
0.6918417104276069,60.0,-0.7863276171843107,-0.7863276171843107,0.003466792470759447,1.1157348094300055e-05
0.6918679669917479,60.0,-0.7917757239603241,-0.7917757239603241,0.0034557658306016733,1.1166550935694412e-05
0.6918942235558889,60.0,-0.7962871391673206,-0.7962871391673206,0.0034475038554786864,1.1175965494340863e-05
0.6919204801200299,60.0,-0.7998890920925393,-0.7998890920925393,0.0034419112942913844,1.1185580105827541e-05
0.6919467366841711,60.0,-0.8027283759048053,-0.8027283759048053,0.00343854796084405,1.1195367144229698e-05
0.6919729932483121,60.0,-0.8047276687453739,-0.8047276687453739,0.0034376293165911433,1.1205333014129939e-05
0.6919992498124531,60.0,-0.805855499306862,-0.805855499306862,0.0034392394607065486,1.1215479085281131e-05
0.6920255063765941,60.0,-0.8070499107082111,-0.8070499107082111,0.0034406619049195076,1.1225634676917194e-05
0.6920517629407351,60.0,-0.8089693456220107,-0.8089693456220107,0.0034399980427283153,1.1235683992440625e-05
0.6920780195048762,60.0,-0.8110029025225411,-0.8110029025225411,0.003439015240175128,1.1245739576812713e-05
0.6921042760690173,60.0,-0.8129904069051023,-0.8129904069051023,0.0034381762190020797,1.1255828902978926e-05
0.6921305326331583,60.0,-0.8150132056873328,-0.8150132056873328,0.003437246515045252,1.1265937302163926e-05
0.6921567891972993,60.0,-0.8170134641558964,-0.8170134641558964,0.0034363921881622964,1.1276076391835596e-05
0.6921830457614403,60.0,-0.8195370431162241,-0.8195370431162241,0.0034340456267912245,1.1286149038123975e-05
0.6922093023255813,60.0,-0.8224056074756276,-0.8224056074756276,0.0034307242188973634,1.129619043798911e-05
0.6922355588897224,60.0,-0.8246448912328515,-0.8246448912328515,0.00342922222174221,1.1306374243217933e-05
0.6922618154538634,60.0,-0.8261385385381372,-0.8261385385381372,0.0034298686235919034,1.1316714943781348e-05
0.6922880720180045,60.0,-0.8269466915617683,-0.8269466915617683,0.003432481660866079,1.1327202660040932e-05
0.6923143285821455,60.0,-0.8270928317507137,-0.8270928317507137,0.0034369930772021697,1.1337826839806892e-05
0.6923405851462865,60.0,-0.8260851353281567,-0.8260851353281567,0.0034448091679530205,1.134867101240207e-05
0.6923668417104276,60.0,-0.8248026207651482,-0.8248026207651482,0.003453412993066031,1.1359573844232997e-05
0.6923930982745686,60.0,-0.8249805383050662,-0.8249805383050662,0.0034578358335076503,1.1370228778504394e-05
0.6924193548387096,60.0,-0.8267761508153773,-0.8267761508153773,0.003457631875499771,1.1380616383250153e-05
0.6924456114028507,60.0,-0.8300665901934412,-0.8300665901934412,0.0034531689367358564,1.139076380205783e-05
0.6924718679669917,60.0,-0.8350274152707009,-0.8350274152707009,0.0034439644440260675,1.1400651723103306e-05
0.6924981245311328,60.0,-0.8410749626171728,-0.8410749626171728,0.003431713348686106,1.1410391779474738e-05
0.6925243810952738,60.0,-0.8464512028329535,-0.8464512028329535,0.003421423768531403,1.1420298859849878e-05
0.6925506376594148,60.0,-0.8507110538436303,-0.8507110538436303,0.003414342919538383,1.1430443557374482e-05
0.6925768942235558,60.0,-0.8541660519824988,-0.8541660519824988,0.0034095662628880305,1.144076930677076e-05
0.6926031507876969,60.0,-0.8567787564352012,-0.8567787564352012,0.00340718941472103,1.1451276203596074e-05
0.692629407351838,60.0,-0.8583033147451894,-0.8583033147451894,0.0034079001350223273,1.146200034587929e-05
0.692655663915979,60.0,-0.8597995495006622,-0.8597995495006622,0.0034086956506353227,1.147275409635413e-05
0.69268192048012,60.0,-0.8626482172402877,-0.8626482172402877,0.003405692903039569,1.1483296200255017e-05
0.692708177044261,60.0,-0.8654014940000225,-0.8654014940000225,0.003402973621665343,1.1493888837815754e-05
0.692734433608402,60.0,-0.8672174023672863,-0.8672174023672863,0.0034029074850519428,1.1504671397270852e-05
0.6927606901725432,60.0,-0.8683267019229589,-0.8683267019229589,0.003404832846128503,1.1515603522025779e-05
0.6927869467366842,60.0,-0.8687902653552673,-0.8687902653552673,0.0034085723558995385,1.1526671281468723e-05
0.6928132033008252,60.0,-0.8681151960031606,-0.8681151960031606,0.0034155122147131152,1.1537954502376335e-05
0.6928394598649662,60.0,-0.8666635779143961,-0.8666635779143961,0.003424631669111729,1.1549385458620211e-05
0.6928657164291072,60.0,-0.866407048562503,-0.866407048562503,0.0034303976697351336,1.1560617401611379e-05
0.6928919729932483,60.0,-0.8679264039294441,-0.8679264039294441,0.0034311804123472256,1.1571557929784626e-05
0.6929182295573894,60.0,-0.8710274139160294,-0.8710274139160294,0.003427544479120426,1.158224610351699e-05
0.6929444861215304,60.0,-0.875859833339875,-0.875859833339875,0.0034190885136696505,1.1592667434708643e-05
0.6929707426856714,60.0,-0.8822206179503549,-0.8822206179503549,0.003406413485584377,1.1602866966851693e-05
0.6929969992498124,60.0,-0.8883258571389512,-0.8883258571389512,0.00339451387194412,1.1613162072477655e-05
