u,x,phi,A0prime,f3,f4,N4,tilde_f3,f3X_integrated,f2,f2X,Ephi_residual,alpha4,alpha6,alpha7,Codd,K_even_corrected,odd_tensor_cr2,odd_vector_cr2,odd_tensor_cOmega2,odd_vector_angular_margin_lb,v1,v4,c2,even_scalar_cr2,even_vector_cOmega2,even_angular_cond55,even_angular_cond56,even_angular_discriminant,even_cOmega_minus2,even_cOmega_plus2,HXX,HXF,HXY,HFF,HFY,HYY,H_norm,control_sigma_min,v13,e4,M22_0,repair_norm
0.57,1.7543859649122808,0.5378890941575232,0.046727513636137454,0.2338084696644026,-0.6419854598260109,-0.016093485488587148,0.0,29.286835635105028,-0.10433976350606944,0.13637955173100008,0.0,1.8192436549026985,-0.03677207784688584,0.1817000357517612,0.08160476260167784,0.03688248807192718,0.9999951318112824,0.833271801646643,1.0063425009485603,0.7268001430070448,2.2332798605461672,0.0,-0.013002502340088932,1.0,1.0,657.2017386921806,-11229.403905304798,476831.74096124445,-16.664152398527108,673.8658910907077,0.20370506931505786,15.35269900394271,-3.779530880006779,442.7586035022812,-218.03709478490146,26.84316994779929,494.51586745675877,0.00451839303704919,14.986336602421499,1.9052630934352537,-28.95755096903892,4.441357696100843e-05
0.5700181900864029,1.7543299799755878,0.5379174942124291,0.04696592707024561,0.23378361830033229,-0.6419203227838638,-0.01609412156697956,0.0,28.917467538179995,-0.10441178477716713,0.13698869056681734,-1.7763568394002505e-15,1.8194678374339734,-0.03677539811070409,0.181730028605761,0.08160407898736653,0.036935733596164866,0.9999950810319076,0.8332247567527074,1.0064067302214126,0.726920114423044,2.233202046084745,0.0,-0.013194376954948708,1.0000000000000002,1.0000000000000002,635.8876686959095,-10391.074254120907,445917.4242160024,-15.941409491901993,651.8290781878115,0.205763531828553,15.161817932938526,-3.733308509232642,438.24904292752495,-215.86402897021725,26.581508287428775,489.4996832144723,0.004564525604165823,14.767316216432853,1.8993886873513195,-28.064215577994027,2.009466288169628e-08
0.5700363801728058,1.7542739986118978,0.537945896166031,0.04720508242543902,0.23375860745000687,-0.6418552550643247,-0.01609475420732519,0.0,28.552025554931912,-0.10448393123942279,0.13759853042661685,0.0,1.8196920014233993,-0.03677873725222005,0.1817601205977152,0.08160342188084457,0.036988833765827955,0.9999950298263821,0.8331780205526573,1.0064714804005748,0.7270404823908608,2.233124978242929,0.0,-0.013387891268151215,1.0000000000000002,0.9999999999999999,615.1210892317229,-9609.762315437045,416813.00367936934,-15.24473867399172,630.3658279057146,0.20781432399871322,14.97294915854514,-3.687560712012278,433.79426653240705,-213.71698638935536,26.32293535621537,484.54426358260275,0.004611036512019125,14.550320404478539,1.893661499596569,-27.192229364167662,3.7182339291759864e-08
0.5700545702592087,1.7542180208208689,0.5379743000188675,0.04744499473673816,0.2337334326894369,-0.6417902585740821,-0.01609538328743528,0.0,28.19043449800112,-0.10455620435092089,0.13820908066956253,0.0,1.8199161333114322,-0.036782095532604725,0.18179031304252904,0.08160279176393119,0.0370417864024124,0.9999949781890829,0.833131604125456,1.006536758595335,0.7271612521701162,2.2330486701495698,0.0,-0.013583068413090572,1.0,1.0,594.9106012065479,-8883.439541921281,389452.38159562135,-14.575299496949128,609.485900703497,0.2098573509397766,14.786054065726702,-3.6422782901616797,429.39324804204455,-211.59547886803847,26.067393097832564,479.64846997618326,0.004657930893497265,14.335523543617263,1.887996399987928,-26.341994378849208,1.4300216078396837e-08
0.5700727603456116,1.7541620466021588,0.5380027057714772,0.04768565098335401,0.23370809558960298,-0.6417253325572957,-0.01609600880671807,0.0,27.832672402718362,-0.10462860396118678,0.1388203403476848,0.0,1.8201402509723301,-0.036785472931486735,0.18182060586285967,0.08160218853393253,0.03709459180258201,0.9999949261202098,0.833085498190039,1.0066025642100904,0.7272824234514387,2.2329731189374677,0.0,-0.013779905315735343,1.0000000000000002,1.0,575.2528320729151,-8209.203766420682,363752.6358735922,-13.933128611689938,589.1859606846051,0.21189263093657573,14.601121778785563,-3.5974588771555296,425.0454859706596,-209.4992764957746,25.81485523251209,474.81175018424045,0.004705208411230368,14.122996343812146,1.8823548206455856,-25.51342589364492,4.183534685983354e-08
0.5700909504320145,1.7541060759554254,0.538031113424399,0.04792705015153664,0.23368260340842728,-0.6416604740824109,-0.01609663110652136,0.0,27.478695163408638,-0.10470113060641292,0.13943231256729854,0.0,1.8203643342126374,-0.03678886954747932,0.1818509995699732,0.08160161197406317,0.03714724921124657,0.9999948736173523,0.8330397097273962,1.0066688999051518,0.7274039982798928,2.2328983186178295,0.0,-0.01397840997240072,0.9999999999999999,1.0,556.1148009396172,-7582.738774896289,339594.62692369526,-13.316340163975724,569.431141103593,0.21392013135667054,14.418129831180096,-3.553097245575628,420.75026434226766,-207.4280433903691,25.565282393228756,470.03331214114854,0.004752871064405875,13.912532140845354,1.876808678967832,-24.705257042048256,1.7519048516097311e-09
0.5701091405184174,1.7540501088803275,0.538059522978172,0.04816920174581121,0.23365694439544168,-0.6415956874897241,-0.016097250338833972,0.0,27.128440051483317,-0.10477378543360917,0.14004500452955965,0.0,1.8205883877367979,-0.03679228558957397,0.18188149522134386,0.08160106280713716,0.03719975691576849,0.9999948206759051,0.8329942439121896,1.0067357713608196,0.7275259808853755,2.232824288912494,0.0,-0.014178600858256799,1.0,1.0000000000000002,537.4892927575585,-7001.531921425854,316900.8675147238,-12.725097783325964,550.2143905408844,0.21593977699379793,14.237046114078613,-3.509185784507794,416.5066998732569,-205.38136085277438,25.318624966416394,465.31217659991523,0.004800922951525102,13.704161984291668,1.871344012676738,-23.917253234112284,3.509518381042656e-08
0.5701273306048203,1.7539941453765227,0.5380879344333349,0.048412103436718465,0.23363115109591404,-0.641530960844175,-0.016097866567437346,0.0,26.781868207799068,-0.1048465689096958,0.1406584199012998,0.0,1.8208124168060447,-0.03679572114122015,0.181912093253649,0.08160053974028388,0.03725211423997843,0.9999947672937838,0.8329490850891993,1.0068031808217408,0.727648373014596,2.2327509943881583,0.0,-0.014380483645020078,0.9999999999999999,1.0,519.3614055813077,-6462.640927907789,295586.8333190228,-12.158787220925774,531.5201928022335,0.21795155036586497,14.057850760143852,-3.4657198965713336,412.3141220291933,-203.3589147491207,25.074846188478837,460.64760200102506,0.004849365845062729,13.497812558218648,1.8659151901842124,-23.148821311319388,1.1952833237467369e-08
0.5701455206912233,1.753938185443669,0.538116347790427,0.04865575560119829,0.2336052616247996,-0.6414662773470671,-0.016098479967120934,0.0,26.4389367779057,-0.10491948166229627,0.14127256383585557,0.0,1.8210364669889778,-0.03679917631157185,0.18194279423090276,0.08160004114905073,0.037304320265758584,0.9999947134682837,0.8329041957872679,1.0068711312356597,0.727771176923611,2.232678390542803,0.0,-0.01458406617328829,1.0,1.0,501.71761111441305,-5963.445212644213,275574.3421529303,-11.617070549975125,513.3346816643882,0.21995542792859907,13.880521776791513,-3.422694455587862,408.1718204765636,-201.36037102201084,24.833906804689164,456.0388021637857,0.004898202059901263,13.29346883551489,1.8605688012203707,-22.399508494437015,2.1119183699030497e-08
0.5701637107776262,1.753882229081425,0.5381447630499877,0.04890015902185512,0.23357927609803358,-0.6414016376113363,-0.01609909056118588,0.0,26.09960095704358,-0.10499252434992566,0.14188744009422577,0.0,1.8212605188810402,-0.03680265122102657,0.18197359877289615,0.08159956718225986,0.03735637405789949,0.9999946591966539,0.832859586364557,1.0069396258576633,0.7278943950915846,2.2326064813968602,0.0,-0.014789358602469133,1.0000000000000002,1.0,484.5578085440615,-5501.643414583177,256802.8434793561,-11.099687700217402,495.65749624427895,0.2219513676872113,13.705036329317055,-3.3801041230227526,404.07909878594234,-199.38540217802145,24.595768335194087,451.48500626757163,0.004947434001341626,13.09120969808996,1.8552275250227712,-21.66933123615003,1.2018638365832346e-08
