u,x,T_H,S_SVT,K11,K12,K13,K21,K22,K23,K31,K32,K33,R11,R12,R13,R21,R22,R23,R31,R32,R33,G11,G12,G13,G21,G22,G23,G31,G32,G33,S11,S12,S13,S21,S22,S23,S31,S32,S33,M11,M12,M13,M21,M22,M23,M31,M32,M33
0.5515230871346237,1.813160724051259,1.0,0.0,0.03212300329704787,-0.04502760423167729,-0.0,-0.019288318889626344,0.3095387400518594,-0.0,-0.0,-0.0,2.1810529001465557,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01763716715595711,-0.00039738454364801254,0.0,-0.00039738454364801254,0.06995984702532983,0.0,0.0,0.0,0.4733790487764159,-7.807088309164101e-13,-0.09170122722891635,0.0,0.09170122722895603,1.523281500936946e-12,0.0,0.0,0.0,1.3642420526593924e-11,-4.076260421515691,-461.5518227625388,-0.0,-461.55182276253527,21.20509587313644,-0.0,-0.0,-0.0,1.8601563055901575
0.5515496675495626,1.8130733437712376,1.0,0.0,0.04068749150953077,-0.022498059191008224,-0.0,-0.024376608722658538,0.4875690345263842,-0.0,-0.0,-0.0,2.180756817788769,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.017633105967373656,-0.000404226855141929,0.0,-0.000404226855141929,0.06992870650489386,0.0,0.0,0.0,0.47327081790786774,3.971267759084185e-13,-0.05491767762690103,0.0,0.054917677626991186,-7.673861546209082e-13,0.0,0.0,0.0,1.0800249583553523e-12,-1.1520203159151312,-41.37342258675811,-0.0,-41.37342258675862,2.408292422593111,-0.0,-0.0,-0.0,1.667179538170729
0.5515762479645013,1.8129859719129144,1.0,0.0,0.04088959408177928,-0.035791619647568496,-0.0,-0.03546658343047848,0.6153963067384475,-0.0,-0.0,-0.0,2.1804607856895437,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01762903803233635,-0.00041038584514428776,0.0,-0.00041038584514428776,0.06990145012033441,0.0,0.0,0.0,0.4731626044620023,-5.6066262743570405e-15,-0.056375394064065054,0.0,0.056375394064101275,2.6489921367556235e-13,0.0,0.0,0.0,1.6697754290362354e-12,-1.5176113482907125,22.624773045821826,-0.0,22.6247730458228,-0.46636576904910704,-0.0,-0.0,-0.0,1.6746201664020925
0.5516028283794402,1.81289860847507,1.0,0.0,0.04142356724940233,-0.04498352008121742,-0.0,-0.04507088119474534,0.7523743306798213,-0.0,-0.0,-0.0,2.1801648039108246,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01762504390705217,-0.00041710649718287884,0.0,-0.00041710649718287884,0.06987766224240449,0.0,0.0,0.0,0.473054408621003,5.612177389480166e-14,-0.05748827964182229,0.0,0.0574882796418255,1.0663692151524629e-13,0.0,0.0,0.0,-4.511946372076636e-13,-1.385560112757832,-10.455606087293432,-0.0,-10.455606087293015,1.1820781815039167,-0.0,-0.0,-0.0,1.6878009998861265
0.5516294087943789,1.8128112534564889,1.0,0.0,0.042288944098144654,-0.05519144129644005,-0.0,-0.055155158164160334,0.8844094994430053,-0.0,-0.0,-0.0,2.1798688723151454,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.017621106156024677,-0.00042405623290960926,0.0,-0.00042405623290960926,0.06985732875095332,0.0,0.0,0.0,0.47294623007911585,3.710920459809586e-14,-0.05468784090684389,0.0,0.05468784090685499,2.0616841567289157e-13,0.0,0.0,0.0,-6.750155989720952e-14,-1.480890383386943,-14.842591233204871,-0.0,-14.842591233205487,1.4862975742105726,-0.0,-0.0,-0.0,1.6782275210722273
0.5516559892093178,1.812723906855953,1.0,0.0,0.04313436130465864,-0.06543224494080305,-0.0,-0.06557111754733069,1.0269541989449071,-0.0,-0.0,-0.0,2.179572990953387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.017617212793721825,-0.0004311515887140383,0.0,-0.0004311515887140383,0.06984080051859168,0.0,0.0,0.0,0.47283806899161385,3.144706717250756e-14,-0.053524769269192224,0.0,0.05352476926917918,1.9234613901630837e-14,0.0,0.0,0.0,-3.019806626980426e-13,-1.4413233804022991,0.13615755463900142,-0.0,0.1361575546390859,0.864056090356658,-0.0,-0.0,-0.0,1.67706344811943
0.5516825696242565,1.8126365686722463,1.0,0.0,0.04368421064800598,-0.07480512226217684,-0.0,-0.07476869354832794,1.1521678851962451,-0.0,-0.0,-0.0,2.1792771598356024,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.017613381442090306,-0.00043859114891498115,0.0,-0.00043859114891498115,0.06982796284924558,0.0,0.0,0.0,0.47272992541471515,-7.058242879054433e-14,-0.053705133855448256,0.0,0.05370513385544049,-1.2351231148954867e-13,0.0,0.0,0.0,1.1119993814645568e-12,-1.3056592072988946,-2.0018530436017117,-0.0,-2.001853043601709,1.057744518679989,-0.0,-0.0,-0.0,1.681617573799554
0.5517091500391954,1.8125492389041515,1.0,0.0,0.044376970708428054,-0.08456220464772457,-0.0,-0.08444976847435498,1.2820700363966064,-0.0,-0.0,-0.0,2.178981378903262,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0176095990514818,-0.00044628037156330125,0.0,-0.00044628037156330125,0.0698181654344649,0.0,0.0,0.0,0.4726217992396344,-7.244205235679146e-14,-0.052373900251019,0.0,0.0523739002510258,2.566002965664893e-14,0.0,0.0,0.0,9.947598300641403e-14,-1.4911161696908726,-11.915746246970127,-0.0,-11.915746246970023,1.6514301723688691,-0.0,-0.0,-0.0,1.681763809009499
0.5517357304541342,1.8124619175504533,1.0,0.0,0.045293388555482705,-0.09485199611906836,-0.0,-0.0950249544283,1.4256541954467636,-0.0,-0.0,-0.0,2.1786856481444667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01760587391804687,-0.0004541885460342908,0.0,-0.0004541885460342908,0.06981232515432506,0.0,0.0,0.0,0.4725136904612981,2.914335439641036e-14,-0.050624066693529965,0.0,0.05062406669353796,1.0533240946131173e-14,0.0,0.0,0.0,-2.533084852984757e-12,-1.466447428967044,-4.016981740267387,-0.0,-4.01698174026688,1.3499690980564212,-0.0,-0.0,-0.0,1.6771143870642167
0.551762310869073,1.8123746046099345,1.0,0.0,0.04585007251420192,-0.10467791166256646,-0.0,-0.10454818437055441,1.5553945129719722,-0.0,-0.0,-0.0,2.1783899675840077,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.017602198166960972,-0.0004623499129826706,0.0,-0.0004623499129826706,0.06981005010421462,0.0,0.0,0.0,0.47240559917826436,-1.8207657603852567e-14,-0.05083356671433846,0.0,0.050833566714344705,-3.6953079485257945e-14,0.0,0.0,0.0,7.389644451905042e-13,-1.379877380166315,1.1107100733172857,-0.0,1.1107100733174766,1.1788148138518402,-0.0,-0.0,-0.0,1.6743383907240077
