u,x,T_H,S_SVT,K11,K12,K13,K21,K22,K23,K31,K32,K33,R11,R12,R13,R21,R22,R23,R31,R32,R33,G11,G12,G13,G21,G22,G23,G31,G32,G33,S11,S12,S13,S21,S22,S23,S31,S32,S33,M11,M12,M13,M21,M22,M23,M31,M32,M33
0.5515230871346237,1.813160724051259,1.0,0.0,1.7777210556133363e-06,-0.00013261140328262353,-0.0,-0.00013175519585194247,0.32921165019151344,-0.0,-0.0,-0.0,0.013086317400879333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.664670978959396e-07,-2.848998114905497e-05,0.0,-2.848998114905497e-05,0.07145174446628683,0.0,0.0,0.0,0.0028402742926584962,5.85697872037931e-17,0.0001559951828695779,0.0,-0.00015599518286730192,1.4027667916138853e-12,0.0,0.0,0.0,-2.9043434324194095e-13,0.00013580236953844252,-0.029160862437593714,-0.0,-0.029160862437603723,45.42064570714903,-0.0,-0.0,-0.0,1.7466257800082061
0.5515496675495626,1.8130733437712376,1.0,0.0,1.8068678205903754e-06,-0.00020128784203567472,-0.0,-0.00020135033295569507,0.5030981895724096,-0.0,-0.0,-0.0,0.013084540906732606,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.663285874594187e-07,-2.8476562146479576e-05,0.0,-2.8476562146479576e-05,0.07141928322638089,0.0,0.0,0.0,0.0028396249074472057,1.1456967644561666e-17,0.00015728399650157194,0.0,-0.00015728399650359032,4.936051567483446e-13,0.0,0.0,0.0,8.992806499463768e-15,0.0001922582803726911,-0.025783610043513067,-0.0,-0.02578361004351186,67.27071479003794,-0.0,-0.0,-0.0,1.745309816291337
0.5515762479645013,1.8129859719129144,1.0,0.0,1.8281801877179874e-06,-0.00025533011088006436,-0.0,-0.000255319298028901,0.6374619781746762,-0.0,-0.0,-0.0,0.01308276471413726,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.661880087464645e-07,-2.846523356383218e-05,0.0,-2.846523356383218e-05,0.07139093904356726,0.0,0.0,0.0,0.002838975626772014,1.5572700735270312e-18,0.00015711300386563894,0.0,-0.00015711300386538022,6.20725693067925e-13,0.0,0.0,0.0,-7.216449660063518e-15,0.00018445214231531273,-0.03024243543889312,-0.0,-0.030242435438892948,84.99447747374336,-0.0,-0.0,-0.0,1.7451963654786022
0.5516028283794402,1.81289860847507,1.0,0.0,1.8507866725380557e-06,-0.00031230166167053864,-0.0,-0.0003123045680432127,0.779473563780295,-0.0,-0.0,-0.0,0.013080988823464947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.66050463211497e-07,-2.845603766162175e-05,0.0,-2.845603766162175e-05,0.07136622824647376,0.0,0.0,0.0,0.002838326451726018,3.78962540601574e-18,0.00015695499505995604,0.0,-0.0001569549950600178,-1.9417800700693988e-13,0.0,0.0,0.0,8.604228440844963e-16,0.0001955287362637366,-0.03919489612225427,-0.0,-0.039194896122254005,104.05587344399844,-0.0,-0.0,-0.0,1.7451173668307944
0.5516294087943789,1.8128112534564889,1.0,0.0,1.8727425664440828e-06,-0.00036751530964081517,-0.0,-0.00036751410243482494,0.9169542725828308,-0.0,-0.0,-0.0,0.013079213233890876,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.659148641013839e-07,-2.844895325668997e-05,0.0,-2.844895325668997e-05,0.0713451524678134,0.0,0.0,0.0,0.0028376773804746945,6.763558083825588e-19,0.00015694136093112257,0.0,-0.0001569413609311029,-8.004708007547379e-14,0.0,0.0,0.0,2.373101715136272e-15,0.0001928090837404911,-0.04672113786688836,-0.0,-0.04672113786688866,122.42194046287996,-0.0,-0.0,-0.0,1.744901851725983
0.5516559892093178,1.812723906855953,1.0,0.0,1.8964003242862362e-06,-0.0004269650011230015,-0.0,-0.0004269696210515355,1.06502242497952,-0.0,-0.0,-0.0,0.013077437945720326,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.657807846863726e-07,-2.8443995858137468e-05,0.0,-2.8443995858137468e-05,0.07132806878691623,0.0,0.0,0.0,0.002837028413949683,7.932463551036523e-19,0.00015688804496505587,0.0,-0.000156888044964919,4.746203430272544e-14,0.0,0.0,0.0,-1.5126788710517758e-15,0.0001967580672505234,-0.0541605536490888,-0.0,-0.05416055364908902,142.1415079733415,-0.0,-0.0,-0.0,1.744736803022911
0.5516825696242565,1.8126365686722463,1.0,0.0,1.9171475280769287e-06,-0.00047924558758955855,-0.0,-0.00047924437557134224,1.1951686945446738,-0.0,-0.0,-0.0,0.013075662959013613,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.656488625965473e-07,-2.8441256785765775e-05,0.0,-2.8441256785765775e-05,0.07131485919532243,0.0,0.0,0.0,0.0028363795524882903,4.923802522389248e-18,0.00015675678382142186,0.0,-0.00015675678382144308,-1.4316325902541394e-13,0.0,0.0,0.0,-2.7200464103316335e-15,0.00020597767941948103,-0.06133643230375788,-0.0,-0.061336432303757626,159.52614706873146,-0.0,-0.0,-0.0,1.744606073390371
0.5517091500391954,1.8125492389041515,1.0,0.0,1.9387180101140865e-06,-0.0005335130497574945,-0.0,-0.0005335093094842988,1.330228832896607,-0.0,-0.0,-0.0,0.013073888273419569,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.655188253758038e-07,-2.844036209526866e-05,0.0,-2.844036209526866e-05,0.0713048422899154,0.0,0.0,0.0,0.0028357307954378066,-4.777265822514254e-19,0.00015669037661703502,0.0,-0.00015669037661711262,1.2448375663609568e-13,0.0,0.0,0.0,1.0685896612017132e-15,0.0002018609304588988,-0.0688450653787643,-0.0,-0.06884506537876421,177.594929709307,-0.0,-0.0,-0.0,1.744448905839407
0.5517357304541342,1.8124619175504533,1.0,0.0,1.9625963696527637e-06,-0.000593424271903811,-0.0,-0.0005934300256697465,1.4793521941030972,-0.0,-0.0,-0.0,0.013072113888866801,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.653906802717448e-07,-2.844175858272879e-05,0.0,-2.844175858272879e-05,0.07129897878763056,0.0,0.0,0.0,0.002835082142767789,-5.535360310306853e-19,0.0001566652552807283,0.0,-0.00015666525528070814,9.825473767932635e-15,0.0,0.0,0.0,3.2751579226442118e-15,0.00020462501011288747,-0.07661646292073804,-0.0,-0.07661646292073798,197.4852490230219,-0.0,-0.0,-0.0,1.74426297419626
0.551762310869073,1.8123746046099345,1.0,0.0,1.9841299969021453e-06,-0.0006476262840897902,-0.0,-0.0006476219684157334,1.6141852288770882,-0.0,-0.0,-0.0,0.013070339805504053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.652643165273438e-07,-2.8445231369599084e-05,0.0,-2.8445231369599084e-05,0.07129685421156207,0.0,0.0,0.0,0.0028344335950695864,2.6503660919587058e-18,0.00015654718843639744,0.0,-0.00015654718843624555,-9.523284938417476e-14,0.0,0.0,0.0,-1.0949574580365606e-14,0.00021215533129800938,-0.08373599183678015,-0.0,-0.08373599183678025,215.47986578830287,-0.0,-0.0,-0.0,1.7440882924044447
