u,x,phi,T_H,S_SVT,f,h,X,A0prime,G4,G4X,G4XX,G4phi,G4phiX,G3,G3X,G3phi,G2,G2X,G2phi,f2,f2X,f2F,f2phi,f3,f3X,f4,N4,JA,metric_residual_14,metric_residual_15
0.5520015346035223,1.8115891665378334,0.5106365623407305,1.0,0.0,0.4382077119107761,0.4944646629851438,-0.04969277194053798,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791608886800555,-0.0009069854682943809,0.0,-0.02430853689991803,0.32505942884028693,1.1191846624312838,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.552028115018461,1.8115019376622834,0.510675672733149,1.0,0.0,0.43818502238727364,0.4944441521145409,-0.04970805297629442,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791607350716052,-0.001105576537789961,0.0,-0.024269745852018965,0.32467189995276985,1.1248492437990854,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5520546954333999,1.8114147171865516,0.5107147861842175,1.0,0.0,0.4381623328542119,0.49442363343620693,-0.04972339375173783,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791605494067892,-0.0013195511191441424,0.0,-0.024230519963798935,0.32428517306308735,1.1281323173783693,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5520812758483387,1.811327505109426,0.5107539027073902,1.0,0.0,0.43813964330709076,0.4944031069307267,-0.04973857675529676,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791603314709169,-0.0015488762231359644,0.0,-0.024192181865839164,0.32391198746603084,1.07073247146493,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5521078562632775,1.8112403014296923,0.510793022216223,1.0,0.0,0.43811695377360904,0.4943825727209127,-0.04975379080512906,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791600762558487,-0.0017935191435480453,0.0,-0.024155946227596765,0.32356500972027863,1.0631780157659845,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5521344366782163,1.8111531061461388,0.5108321448254358,1.0,0.0,0.4380942642168305,0.49436203064050793,-0.049769270779337696,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791597802684123,-0.0020534473826856717,0.0,-0.02411831358601957,0.32320967371600473,1.1027440915799365,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5521610170931551,1.8110659192575522,0.5108712705267902,1.0,0.0,0.4380715746392149,0.4943414807014009,-0.04978448504722112,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791594459107825,-0.002328628666271311,0.0,-0.024080853286894077,0.3228603680729855,1.044608945641689,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5521875975080939,1.810978740762721,0.5109103992223252,1.0,0.0,0.43804888507219975,0.49432092304247643,-0.04979970218041478,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791590690336985,-0.002619030724883578,0.0,-0.02404625971883087,0.3225448237315464,0.9967424980339633,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5522141779230327,1.810891570660432,0.5109495309956588,1.0,0.0,0.43802619548881977,0.4943003575424485,-0.04981508068176354,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791586433871955,-0.0029246222451138402,0.0,-0.024011387252305207,0.3222318597227493,1.0507637042300604,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5522407583379715,1.8108044089494744,0.5109886658381539,1.0,0.0,0.4380035058916655,0.4942797842137612,-0.04983039984789961,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791581716907505,-0.0032453786196986268,0.0,-0.023975043253848055,0.32190892402294463,1.0180468441305623,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5522673387529103,1.810717255628636,0.511027803726858,1.0,0.0,0.4379808162881062,0.49425920308708726,-0.04984557026855913,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791576512037227,-0.0035812687174829206,0.0,-0.02394229923721145,0.32162665720746475,0.9253709351519407,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5522939191678491,1.8106301106967055,0.5110669446343582,1.0,0.0,0.4379581266867813,0.4942386142016775,-0.04986102672980184,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791570726694073,-0.003932259570371778,0.0,-0.023910179400812498,0.3213563320662827,1.0072528457583176,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.552320499582788,1.810542974152472,0.5111060887058119,1.0,0.0,0.43793543704092075,0.49421801734810433,-0.049876404200693523,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791564406236538,-0.00429831840542256,0.0,-0.02387438139819653,0.3210538314452091,1.0104756111976612,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5523470799977268,1.810455845994724,0.511145235765394,1.0,0.0,0.4379127474070129,0.4941974127768956,-0.04989159359493433,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791557560710672,-0.004679412662521442,0.0,-0.023842694715699417,0.32079696277704933,0.8747747312717798,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5523736604126656,1.8103687262222519,0.5111843859046469,1.0,0.0,0.43789005775542844,0.49417680035686745,-0.04990698672658256,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791550065856078,-0.005075509935302021,0.0,-0.02381317762735441,0.32056726834755317,0.9323592020345686,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5524002408276044,1.8102816148338439,0.5112235391141323,1.0,0.0,0.4378673680891517,0.49415618009983536,-0.0499223972406225,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791541944734983,-0.005486577953490114,0.0,-0.02377952044928089,0.32030102294630164,0.9931560500084756,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5524268212425432,1.810194511828291,0.5112626954121865,1.0,0.0,0.43784467840220176,0.49413555197820286,-0.049937619179113595,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791533243335388,-0.005912584606951082,0.0,-0.023748265519529497,0.32006322097959644,0.8202956568914268,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.552453401657482,1.8101074172043823,0.5113018547005624,1.0,0.0,0.437821988725984,0.49411491613310143,-0.04995298317464542,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791523810721007,-0.006353497875560639,0.0,-0.02372247657768936,0.31988537949011336,0.8459831046189337,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5524799820724208,1.8100203309609089,0.5113410171466946,1.0,0.0,0.4377992990066461,0.49409427232192715,-0.049968513686513165,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879151364193087,-0.006809285820955466,0.0,-0.023690368703331688,0.3196495819060771,0.9881492166478199,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5525065624873596,1.8099332530966603,0.511380182648994,1.0,0.0,0.4377766092767022,0.4940736206901598,-0.04998375649453905,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791502854826284,-0.007279916653387606,0.0,-0.023658999907891165,0.3194252680778314,0.8173026673951872,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5525331429022984,1.809846183610428,0.5114193511928617,1.0,0.0,0.43775391954071374,0.49405296125814696,-0.04999911086140638,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791491310815487,-0.007765358612263957,0.0,-0.023634595461239333,0.31927574314453716,0.7632247554225033,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5525597233172372,1.8097591225010026,0.5114585228253936,1.0,0.0,0.4377312297835199,0.49403229395609655,-0.050014572122352594,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791478939332925,-0.008265580185227552,0.0,-0.023606046770352468,0.3190898771843198,0.938952917956107,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.552586303732176,1.8096720697671755,0.5114976975511879,1.0,0.0,0.43770854000343845,0.49401161877772354,-0.05002990674620195,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791465870956454,-0.008780553739091231,0.0,-0.023575051683936782,0.31888403938376775,0.793564095100006,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5526128841471148,1.8095850254077377,0.5115368753056747,1.0,0.0,0.4376858502211791,0.4939909358141035,-0.05004519816515838,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879145197823172,-0.009310249177926045,0.0,-0.023553617798585613,0.31877842905444126,0.6495417459083481,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5526394645620536,1.8094979894214813,0.5115760561509037,1.0,0.0,0.43766316041670694,0.49397024497481945,-0.05006078639432627,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791437124251648,-0.00985463453419885,0.0,-0.023528713915874265,0.31864373599384344,0.9101352536549656,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5526660449769925,1.8094109618071978,0.5116152401438825,1.0,0.0,0.4376404705715228,0.4939495461778192,-0.050076159730347375,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791421515848427,-0.010413677967976074,0.0,-0.023496426749475413,0.31843950909052476,0.8440982590413846,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5526926253919312,1.80932394256368,0.5116544271426762,1.0,0.0,0.43761778073121793,0.4939288396252907,-0.050091461353921535,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791405107000574,-0.010987347737287108,0.0,-0.02347489605344533,0.31834726229092714,0.58158528618542,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5527192058068701,1.8092369316897192,0.5116936172462568,1.0,0.0,0.4375950908638417,0.49390812517433486,-0.050106952082752995,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879138765980374,-0.011575612178274438,0.0,-0.023454359252878337,0.3182701970814657,0.800383180510211,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5527457862218088,1.8091499291841089,0.5117328104392265,1.0,0.0,0.437572400974212,0.4938874028464762,-0.050122415581501475,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791369333031948,-0.012178439686248696,0.0,-0.023424138256291333,0.3181011735297904,0.8563345790634863,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5527723666367477,1.809062935045641,0.5117720067212993,1.0,0.0,0.4375497110623978,0.4938666726400463,-0.050137695279868784,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879135016389791,-0.012795798806436534,0.0,-0.023402451532468033,0.3180215288714448,0.4959089968687147,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5527989470516865,1.8089759492731095,0.5118112060237099,1.0,0.0,0.43752702115030245,0.4938459346543197,-0.050153224141257904,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879132984715718,-0.013427658066199204,0.0,-0.023387625465826012,0.31801569369126254,0.7044180214585252,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5528255274666253,1.8088889718653074,0.5118504085208085,1.0,0.0,0.43750433118182896,0.49382518863672903,-0.05016876732244057,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791308534533332,-0.014073986077056613,0.0,-0.023357239549548714,0.3178594863422846,0.9026166471109606,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5528521078815641,1.8088020028210277,0.5118896140440596,1.0,0.0,0.4374816412110783,0.4938044348284231,-0.05018406517916946,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791286395177571,-0.014734751598628195,0.0,-0.023334583776499718,0.31778437721890074,0.4941965410455553,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5528786882965029,1.8087150421390645,0.5119288226589036,1.0,0.0,0.4374589512168224,0.4937836731354417,-0.05019955529495303,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791263088907497,-0.01540992334511771,0.0,-0.02332181517111992,0.31781298527207874,0.579833438124478,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5529052687114417,1.8086280898182119,0.5119680343718129,1.0,0.0,0.4374362611969628,0.49376290354633284,-0.05021509055989412,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879123865889387,-0.016099470114838546,0.0,-0.023296106377509087,0.3177175038051692,0.8847812023156352,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5529318491263805,1.808541145857264,0.5120072491998767,1.0,0.0,0.43741357114586604,0.49374212603599765,-0.05023045068362814,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791213343249372,-0.016803362200600597,0.0,-0.023271615728494767,0.31763837118730753,0.47252747984787935,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5529584295413194,1.808454210255015,0.5120464670482154,1.0,0.0,0.43739088109389623,0.4937213407404915,-0.05024588510036391,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791186788370438,-0.01752157098785378,0.0,-0.023264392158669545,0.3177359629530417,0.3995317138239612,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5529850099562581,1.80836728301026,0.5120856880561836,1.0,0.0,0.4373681909962356,0.49370054745709707,-0.05026155611448191,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791158917147444,-0.018254065271178645,0.0,-0.023242750929280416,0.3176953745778464,0.893251190387033,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.553011590371197,1.8082803641217933,0.5121249121782311,1.0,0.0,0.4373455008673446,0.493679746251467,-0.050276944146323374,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791130140813963,-0.019000813796010478,0.0,-0.023214631481755045,0.31759423227752726,0.588185531416592,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5530381707861357,1.8081934535884105,0.512164139347168,1.0,0.0,0.4373228107287331,0.49365893721918613,-0.050292377440755175,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791100218268975,-0.019761785447769704,0.0,-0.02320620518474195,0.31769369297034256,0.2977570876681082,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5530647512010746,1.8081065514089067,0.5122033696336722,1.0,0.0,0.4373001205576383,0.4936381202566914,-0.05030795625393943,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791068882020812,-0.02053694912226949,0.0,-0.023191130536671822,0.31773205967930546,0.7714492657601654,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5530913316160133,1.8080196575820782,0.5122426030345287,1.0,0.0,0.4372774303548926,0.49361729536895727,-0.050323443316353175,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791036496811942,-0.021326273800938187,0.0,-0.023163823481485546,0.3176532313934262,0.6120758182754898,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5531179120309522,1.8079327721067195,0.512281839508205,1.0,0.0,0.4372547401338239,0.4935964626137565,-0.05033882427747107,0.0,0.5,0.0,0.0,0.0,0.0,-0.08791002914761126,-0.02212972851748815,0.0,-0.02315704791437915,0.3177826988870509,0.1361009185104955,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5531444924458909,1.8078458949816278,0.5123210790660387,1.0,0.0,0.4372320498906534,0.4935756219742153,-0.05035450573358831,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790967739907392,-0.022947282312680825,0.0,-0.023149381060898866,0.31790871248519914,0.7024319115369234,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5531710728608298,1.807759026205599,0.5123603218178323,1.0,0.0,0.43720935958996127,0.49355477329143627,-0.05037004063376192,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790931432195165,-0.023778904368296997,0.0,-0.02311846792011157,0.3178080855334198,0.7622554974050685,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5531976532757686,1.807672165777429,0.5123995675966235,1.0,0.0,0.43718666928537064,0.49353391680426106,-0.05038543778092703,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790894050194815,-0.02462456384846081,0.0,-0.023108815302876062,0.31792271373176945,0.10111128407104178,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5532242336907074,1.807585313695916,0.5124388165030714,1.0,0.0,0.4371639789443594,0.49351305236753523,-0.050401038820641134,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790855034307278,-0.02548422998446521,0.0,-0.023106419632204032,0.3181144539273194,0.5075862411438462,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5532508141056462,1.8074984699598555,0.5124780685218343,1.0,0.0,0.4371412885717746,0.4934921800021474,-0.050416635841310044,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790814691375214,-0.026357872061199477,0.0,-0.02308031059918017,0.3180754848954087,0.805702614843157,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.553277394520585,1.8074116345680458,0.5125173236651789,1.0,0.0,0.4371185981636257,0.4934712996886989,-0.05043203816884107,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790773246327677,-0.02724545948197,0.0,-0.02306707974891517,0.3181682580884226,0.02983385956467246,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5533039749355239,1.8073248075192834,0.5125565818435974,1.0,0.0,0.43709590774847623,0.4934504115567067,-0.050447644680842334,0.0,0.5,0.0,0.0,0.0,0.0,-0.0879073005597795,-0.028146963507909132,0.0,-0.023074008077594108,0.31846595785810783,0.31060982648604313,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5533305553504626,1.8072379888123666,0.5125958432367008,1.0,0.0,0.43707321726857895,0.493429515345032,-0.05046334062872986,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790685337238292,-0.029062354446377416,0.0,-0.023048598262887854,0.31844790129099154,0.9016441232782383,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5533571357654015,1.8071511784460932,0.5126351076998377,1.0,0.0,0.4370505267703128,0.4934086112614842,-0.05047876078431972,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790639583281809,-0.02999160162168565,0.0,-0.023030854685302752,0.3185095860993369,0.13720371443909424,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5533837161803402,1.8070643764192613,0.5126743752653227,1.0,0.0,0.4370278362431226,0.49338769925940656,-0.05049434531423249,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790592174710112,-0.030934674419632522,0.0,-0.0230377098939909,0.31881986398504025,0.13601439547028915,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5534102965952791,1.806977582730669,0.5127136459576008,1.0,0.0,0.4370051456791455,0.4933667793012647,-0.05051000266726779,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790543077894707,-0.031891542253611974,0.0,-0.023020866261227374,0.3189001395988017,0.8426827673809462,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
0.5534368770102178,1.8068907973791155,0.5127529197885136,1.0,0.0,0.43698245507439876,0.49334585137003384,-0.050525501108560446,0.0,0.5,0.0,0.0,0.0,0.0,-0.08790492847035412,-0.03286217456982281,0.0,-0.022999542254356214,0.3189401440891743,0.16785851214611783,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
