L,min_eig1,min_eig2,min_eig3,bad_fraction
6,0.019742767428673806,10.538990740903566,41.64220855026822,0.0
12,0.019269388951305755,6.831851095992682,43.754196875362894,0.0
20,0.016533248421407434,4.743197056777095,45.40791048162821,0.0
42,0.004347089481679518,2.691496018817634,46.41374871052142,0.0
110,0.0006690436459886383,1.171728452779945,49.29502595773215,0.0
420,4.6632704594207615e-05,0.3287806602656308,51.486919967397824,0.0
1000,8.24707178360253e-06,0.14016620640961522,52.02258619112398,0.0
