L,min_eig_K,negative_K_rows,min_radial_c2,negative_c2_rows,min_abs_Dh1,min_abs_DeltaV,min_abs_2Lv9,max_h0_quadratic,max_P20_asym,max_P02_asym,max_P11_asym,max_time_first_sym_res,max_radial_first_sym_res,higher_operator_keys,max_high_order,max_S_sym,max_R_abs,max_v12_identity,max_h0_quad
6,-2116.8492799527817,2113,0.10482369444103412,0,3.38739737174636,0.1871260537203668,12.878931511934432,0.0,1.4299184294956149,1.7763568394002505e-15,0.0,0.0,4.8603396862745285e-09,[],0.0,4.8603396862745285e-09,0.0,0.0,0.0
12,-668.8484547402447,2065,0.11555414796345632,0,14.110184728212767,0.1871260537203668,25.757863023868865,0.0,0.5205303614404073,8.881784197001252e-16,0.0,0.0,1.4319084584712982e-08,[],0.0,1.4319084584712982e-08,0.0,0.0,0.0
20,-236.37169787475446,2025,0.08749601527310866,0,39.817841179687065,0.1871260537203668,42.92977170644811,0.0,0.22920894522843582,8.881784197001252e-16,0.0,0.0,8.149072527885437e-09,[],0.0,8.149072527885437e-09,0.0,0.0,0.0
42,-12.864353553792842,1903,0.003406767894480891,0,177.75497128155956,0.1871260537203668,90.15252058354102,0.0,0.06302571756728348,4.440892098500626e-16,0.0,0.0,4.307366907596588e-09,[],0.0,4.307366907596588e-09,0.0,0.0,0.0
110,-1.8845837145582827,1576,0.0012377105156198777,0,1227.6142493879506,0.1871260537203668,236.1137443854646,0.0,0.010435092879471863,2.220446049250313e-16,0.0,0.0,2.2671883925795555e-08,[],0.0,2.2671883925795555e-08,0.0,0.0,0.0
420,-0.2505590113751347,1061,0.00033253453625165555,0,17952.08462912025,0.1871260537203668,901.5252058354102,0.0,0.0007629883422109185,5.551115123125783e-17,0.0,0.0,3.296008799225092e-09,[],0.0,3.296008799225092e-09,0.0,0.0,0.0
1000,-0.1064798939167513,629,0.0001405900259600091,0,101833.70018434206,0.1871260537203668,2146.4885853224055,0.0,0.00013644293470831126,2.7755575615628914e-17,0.0,0.0,1.0972144082188606e-08,[],0.0,1.0972144082188606e-08,0.0,0.0,0.0
