u,x,phi,f,h,phi_r,a1,a2,a3,a4,a5,a6,a7,a8,a9,b1,b2,b3,b4,b5,c1,c2,c3,c4,c5,c6,d1,d2,d3,d4,e1,e2,e3,e4,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,F_tensor,G_tensor,H_tensor,K_scalar,mu,crS2,photon_factor,selected_member,construction
0.5515230871346237,1.813160724051259,0.5099330950260903,0.4386161228671588,0.4948325295064817,-0.4469239958831211,-7.388658831153903e-11,-0.1692703813509019,-0.3314755920226336,0.1828164418130057,-1.740609474659163,4.5359915634956286e-11,-0.3767735261941452,-0.1847255696743872,0.1438825757649567,0.2084014155908882,3.3647081926973446e-10,0.4090725450769104,1.511461046419517,-0.4168028311817764,3.39984539421157e-10,-0.0101554326503534,0.0,-4.5359802393302456e-11,-0.1549391936956211,0.1883867630769095,0.2084014155908882,-4.4891011512384036e-11,0.0565350768284947,0.0556086876525711,0.1046940298321663,-0.0227229525537606,0.0,0.2372441719645834,1.745940484148201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0732442926612684,-0.2329385785784967,0.0,0.0,0.0,0.7848268111217971,0.7848268111217971,0.7848268111217971,0.0097422818783438,2.846034298358454,1.0,-0.4064426471335001,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5515477139132186,1.8130797658556548,0.5099692801003121,0.4385951010265181,0.4948136559337802,-0.4469959866774304,6.434907978683754e-06,-0.1689848114206772,-0.3314450890802993,0.1828085743998804,-1.7406776877382335,-3.15029772889727e-07,-0.3767743689461139,-0.1847246657480541,0.1439014643060537,0.2084024353806308,-2.934327382517811e-05,0.408449557410995,1.5113943968118315,-0.4168048707612617,-2.965083266528224e-05,-0.0101622752764245,0.0,3.956096238673645e-06,-0.1549435720138888,0.1883857243582535,0.2084024353806308,3.9150608861679656e-06,0.0566183349557899,0.0556112605704385,0.1046639089934742,-0.0227144590476473,0.0,0.2372264926722955,1.7457931168370855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073290481185415,-0.232928554182166,0.0,0.0,0.0,0.7848268111298696,0.7848268111298696,0.7848268111298696,0.009742281863298,2.8458948731642986,1.0,-0.4063796419535282,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5515723428911966,1.8129988076600505,0.5100054710038562,0.4385740773109331,0.4947947740292835,-0.4470680040916697,1.2858133564689083e-05,-0.1686981089220779,-0.3314145860900673,0.1828007050638319,-1.7407411718827488,-1.2596930469297971e-06,-0.3767747094637437,-0.1847237629201528,0.1439202224041756,0.2084034539668344,-5.863608602385683e-05,0.407826487502677,1.511327747057455,-0.4168069079336689,-5.925293586506894e-05,-0.0101691026501695,0.0,7.906017932036517e-06,-0.1549479518967931,0.1883846892585498,0.2084034539668344,7.823712712306943e-06,0.0567014485465282,0.0556138331411006,0.1046337880181659,-0.0227059670161695,0.0,0.2372080760648973,1.7456457447728744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073336685042214,-0.2329185273213386,0.0,0.0,0.0,0.7848268111863712,0.7848268111863712,0.7848268111863712,0.0097422818710689,2.845755465668403,1.0,-0.4063166218504812,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5515969740688526,1.8129178494644465,0.5100416677388777,0.4385530517197376,0.4947758837886933,-0.4471400481277555,1.9269511645035348e-05,-0.1684102750964761,-0.3313840830925919,0.1827928338152173,-1.7408028732802476,-2.8334715246758286e-06,-0.3767745479623977,-0.1847228612028346,0.1439388501071268,0.2084044713614639,-8.787767712872985e-05,0.407203336550855,1.5112610973432097,-0.4168089427229278,-8.880553803048762e-05,-0.0101759146150627,0.0,1.1849661309386222e-05,-0.1549523333659413,0.188383657820902,0.2084044713614639,1.1725853293896506e-05,0.0567844176395077,0.0556164053675846,0.1046036720899462,-0.0226974764017576,0.0,0.237188922840529,1.745498367950944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0733829042404956,-0.2329084979948465,0.0,0.0,0.0,0.7848268113397132,0.7848268113397132,0.7848268113397132,0.0097422818747436,2.8456160762320013,1.0,-0.4062535868281993,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.551621607446481,1.8128368912688413,0.510077870307533,0.4385320242522649,0.494756985207709,-0.4472121188072288,2.5668951105695103e-05,-0.1681213118086391,-0.3313535801284981,0.1827849606643874,-1.7408623404917254,-5.035776152764861e-06,-0.376773884858338,-0.1847219606082474,0.1439573475126444,0.2084054875764792,-0.0001170676246332,0.4065801051886104,1.5111944478558192,-0.4168109751529585,-0.0001183082080024,-0.0101827110472784,0.0,1.5786968007038277e-05,-0.1549567164442934,0.1883826300871731,0.2084054875764792,1.5621425393465623e-05,0.0568672423418779,0.0556189772529174,0.1045735595477877,-0.0226889872186858,0.0,0.2371690342052037,1.7453509863666634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0734291387890946,-0.2328984662015212,0.0,0.0,0.0,0.7848268116382877,0.7848268116382877,0.7848268116382877,0.0097422818790707,2.8454767052161363,1.0,-0.4061905368786974,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5516462430243767,1.8127559330732368,0.5101140787119793,0.4385109949078485,0.494738078282028,-0.4472842161422554,3.2056360969695906e-05,-0.1678312208156171,-0.3313230772383796,0.1827770856216856,-1.7409193613402645,-7.866052410336639e-06,-0.3767727205309029,-0.1847210611485342,0.1439757147076045,0.2084065026238344,-0.0001462055065359,0.4059567942782522,1.511127798781903,-0.4168130052476689,-0.0001477605150624,-0.0101894918185276,0.0,1.9717879710581312e-05,-0.1549611011554383,0.1883816061009009,0.2084065026238344,1.9510371831618377e-05,0.0569499227347097,0.0556215488001242,0.1045434502374787,-0.0226804994713895,0.0,0.2371484112678743,1.7452036000154068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0734753886968524,-0.2328884319401938,0.0,0.0,0.0,0.7848268121304676,0.7848268121304676,0.7848268121304676,0.0097422818841683,2.845337352981657,1.0,-0.4061274719884516,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5516708808028347,1.8126749748776327,0.5101502929543752,0.4384899636858208,0.4947191630073461,-0.447356340148587,3.8431650385698096e-05,-0.167540003914124,-0.3312925744628,0.1827692086974488,-1.740973994646999,-1.1323733399110222e-05,-0.3767710553473389,-0.1847201628358338,0.1439939517709476,0.2084075165154788,-0.0001752909013441,0.4053334047061825,1.5110611503079785,-0.4168150330309576,-0.0001771620289363,-0.0101962567972475,0.0,2.3642338155386794e-05,-0.1549654875219678,0.188380585904184,0.2084075165154788,2.33926354875392e-05,0.0570324588829121,0.0556241200122296,0.1045133439294159,-0.0226720131564726,0.0,0.2371270551173161,1.7450562088925436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0735216539726165,-0.2328783952096946,0.0,0.0,0.0,0.7848268128646065,0.7848268128646065,0.7848268128646065,0.0097422818869433,2.8451980198892115,1.0,-0.4060643921525486,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5516955207821495,1.812594016682029,0.5101865130368805,0.4384689305855145,0.4947002393793582,-0.4474284908387583,4.479472863354343e-05,-0.1672476628907736,-0.331262071842292,0.1827613299020072,-1.741026373686835,-1.5408255204252508e-05,-0.3767688896920959,-0.1847192656822808,0.1440120587938689,0.2084085292633559,-0.0002043233880686,0.4047099373327155,1.510994502620459,-0.4168170585267119,-0.0002065123197887,-0.0102030058568734,0.0,2.7560285125897173e-05,-0.1549698755662938,0.1883795695382555,0.2084085292633559,2.72681592982894e-05,0.0571148508709373,0.0556266908922571,0.1044832403223051,-0.0226635282815499,0.0,0.2371049668644804,1.7449088129934427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0735679346252385,-0.2328683560088538,0.0,0.0,0.0,0.7848268138890389,0.7848268138890389,0.7848268138890389,0.0097422818888885,2.845058706299256,1.0,-0.4060012973675783,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5517201629626162,1.8125130584864249,0.5102227389616557,0.4384478956062617,0.4946813073937571,-0.4475006682209255,5.114550511894221e-05,-0.1669541994558298,-0.3312315694173576,0.1827534492456838,-1.7410767501920603,-2.011905534988929e-05,-0.37676622392799,-0.1847183697000051,0.144030035859044,0.2084095408794041,-0.0002333025462243,0.4040863928935806,1.5109278559056547,-0.4168190817588082,-0.0002358109582243,-0.0102097388759397,0.0,3.1471662455775745e-05,-0.1549742653099777,0.1883785570422592,0.2084095408794041,3.1136886258956334e-05,0.0571970987918964,0.0556292614432295,0.1044531393096884,-0.022655044865522,0.0,0.2370821476000468,1.7447614123134692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073614230663577,-0.2328583143365011,0.0,0.0,0.0,0.7848268152520796,0.7848268152520796,0.7848268152520796,0.0097422818961592,2.8449194125720454,1.0,-0.405938187637462,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
0.5517448073445297,1.8124321002908204,0.5102589707308632,0.4384268587473945,0.4946623670462344,-0.4475728723220336,5.748388937516323e-05,-0.1666596154031678,-0.3312010672284697,0.1827455667387954,-1.7411244176968217,-2.5455567946750684e-05,-0.3767630584470696,-0.1847174749011327,0.1440478830527291,0.2084105513755564,-0.0002622279558137,0.4034627721970171,1.5108612103497776,-0.4168211027511129,-0.00026505751527,-0.0102164557188824,0.0,3.537641202559875e-05,-0.1549786567776068,0.1883775484623637,0.2084105513755564,3.49987594203711e-05,0.0572792027249015,0.0556318316681682,0.1044230403065125,-0.0226465628945106,0.0,0.2370585984514797,1.744614006847988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0736605420964942,-0.2328482701914656,0.0,0.0,0.0,0.7848268170020246,0.7848268170020246,0.7848268170020246,0.009742281901635,2.844780139067649,1.0,-0.4058750629397458,v5=c3=e3=0; a5 holonomic; v12=+v6/(2h),pure Horndeski carrier selected member
