u,x,f3_delta,f3X_delta,f3XX_delta,f4_delta,f4X_delta,f4XX_delta,f4XXX_delta,tf4_delta,f2XX_delta,f2XF_delta,f2FF_delta,f2XY_delta,f2FY_delta,f2YY_delta,G3XX_tubular_q
0.7147,1.3991884706870017,5138689.068362888,2569728.8523779875,2.4646951146678475e-14,-8422119.676864019,-6124316.924766366,-467673.0752210813,-2.8033131371785203e-15,-3734283.6403341237,-0.44140625,-1753996.4897626406,145768737.55784613,2221188.7416929477,-369191021.20093477,233764132.86370754,-0.109375
0.7146964285714286,1.3991954626089995,7065088.980741583,3539005.8194410554,4.3298697960381105e-14,-11576767.551343933,-8421906.709829114,-644057.3482719176,-7.993605777301127e-15,-5117349.009216177,-0.173828125,-2395638.881093487,119746632.47430031,3033761.377818105,-303286704.2730096,192036350.1840545,-0.35546875
0.7146928571428571,1.3992024546008774,8945701.348522455,4462011.541886269,4.218847493575595e-15,-14681864.391419226,-10657178.589507712,-812006.6400213287,1.6653345369377348e-16,-6528639.367810359,-0.373046875,-3079077.7049697735,98818647.73625606,3899276.593664694,-250283535.4381595,158476789.41785723,-0.291015625
0.7146892857142857,1.3992094466626357,10088582.65563546,5024967.361727611,6.861178292183467e-14,-16567385.407304209,-12016045.77585674,-914427.5597984468,-9.353628982466944e-15,-7380022.73672128,-0.505859375,-3488428.6651255894,81907459.3271304,4417702.808459688,-207453194.2100416,131358084.29872136,-0.30078125
0.7146857142857143,1.3992164387942752,9726460.922482502,4854241.260354729,2.9753977059954195e-14,-15977014.499447811,-11587537.035802845,-883337.2779780945,-5.398459457239824e-15,-7088032.923657897,-0.25244140625,-3337693.083797261,68179246.22034071,4226845.527733187,-172684022.18148026,109343286.88675575,-0.58447265625
0.7146821428571428,1.3992234309957974,7983629.450909966,4000376.3772914098,1.4660495040175192e-13,-13077995.141992878,-9516168.65531092,-727940.1909633598,-2.843558721821182e-14,-5774436.430232616,-0.42413330078125,-2698753.6195483366,56985339.61049622,3417720.4226327054,-144333260.00192523,91392321.62681636,-0.501953125
0.7146785714285714,1.399230423267203,5807161.548494572,2903564.848884465,2.476817579158408e-13,-9510690.63989572,-6919690.896895909,-528338.0014776426,-3.841455690871409e-14,-4215911.32914349,-0.4252743721008301,-1977561.3020389185,47818630.10801579,2504416.4826286323,-121116620.72894876,76692053.82747371,-0.5076556205749512
0.714675,1.3992374156084937,4177977.256533128,2069277.2259479158,2.855552166253217e-13,-6884505.735453032,-4971804.052240403,-376514.4805861979,-4.7891947569170257e-14,-3084783.323581069,-0.39194416999816895,-1470968.3864792446,40280754.54622904,1862873.1683301562,-102025216.91447552,64603710.90181232,-0.5312626361846924
0.7146714285714285,1.3992444080196695,3217315.8508326295,1598965.7784309986,4.1308579820653613e-13,-5298618.4028274175,-3830284.6438086866,-290933.08710296167,-7.615956476580976e-14,-2360434.5909028454,-0.3976001739501953,-1118607.2921590859,34057307.25645489,1416644.468195463,-86262797.90021822,54623155.06581594,-0.5286617279052734
0.7146678571428571,1.3992514005007322,2460513.302116045,1239653.8103060017,5.673508537973326e-13,-4020129.3673074963,-2934716.3516035257,-225553.13247454952,-1.0404138217189746e-13,-1760216.3345025706,-0.39578354358673096,-813360.3624025888,28899036.078061443,1030076.6761371684,-73198111.90571496,46350711.94147047,-0.5311601161956787
