u,x,phi,f,h,phiprime,A0prime,X,f2,f2X,f2F,f2phi,f2Y,f3,f3X,f3XX,tf3,f4,f4X,f4XX,f4XXX,tf4,f2XX,f2XF,f2XY,f2FF,f2FY,f2YY,tf4phi,tf4phiphi,f2phiX,f2phiF,f2phiY,f2phiphi,f3phi,f3phiX,f3phiphi,f4phi,f4phiX,f4phiXX,f4phiphi,f4phiphiX,Fbg_action,Ybg_action
0.7123464285714285,1.4038113478093024,0.8542445506892611,0.2908479300305308,0.3991370593310806,-1.2615590756258062,0.7880302691079201,-0.3176195617158954,-793.8919064753366,-57306.199180991935,-125206.12234709784,-29870701.21930915,0.0,-36916.47642517819,-22960.675468929454,3147.688332044257,0.0,24316.091337666658,12771.394311127195,1374.999529166651,-564.5242797731504,18734.41482342057,-5148.71623167181,5842.7788694464925,-24974.081732665305,6989.051430509602,-7800.346280114253,-16327.901218600533,-340887.54494612047,18765889736.441288,34881153.88996408,-1277872.4498875383,3129529.6594379283,4716790220.801124,-1917795.1629939124,-6167476.812983223,8465696238.472157,847370.5668581455,2366553.685415268,590596.1118446493,35049079589.275246,-84329138447.59624,0.42610033873847714,-0.5413512113484387
0.712342857142857,1.4038183860099471,0.8542356714904694,0.2908507155478322,0.3991212810090271,-1.2615854673436353,0.7900318005110225,-0.3176202946359433,-797.0683316422994,-57535.589734484194,-125162.78572775345,-29923356.96638024,0.0,-36900.218141303376,-22905.807663604835,3142.124691472968,0.0,24309.801285341262,12747.078324148875,1369.443079392076,-563.5131513143809,18739.25095196605,-5113.978400950954,5824.511900923782,-24920.281875762805,7005.305845817842,-7823.064686197713,-16374.423194312956,-790800.8592251132,26491603699.061626,34287744.50764372,-471508.6540394591,3145436.6896830653,5434068452.985892,-1622710.6802250731,-6146179.813485027,-44702678294.88274,751242.8859773373,2767961.252262746,634953.4728364283,-30953365573.0607,19556634852.806736,0.4282465751958688,-0.544079213562182
0.7123392857142857,1.403825424281166,0.8542267920169796,0.2908535011913286,0.3991055042148908,-1.2616118358502475,0.7920329795089287,-0.3176210163120384,-800.251022699571,-57752.59403538761,-125120.23199915478,-29986266.10010389,0.0,-36887.17840908662,-22852.197674475585,3136.674406901713,0.0,24301.244241523375,12724.727149571441,1364.0175407528372,-562.5223899295627,18746.399615428403,-5079.712393129962,5807.115556177551,-24868.221108841808,7022.454792527057,-7846.257168650006,-16422.242404470966,-541238.4824870386,-57775961919.55048,33227320.89364328,-1264392.7950899801,3161549.028504118,5706339563.048499,-1480690.6157704596,-5898663.9941260135,22181300125.03098,1161678.5026265413,2330990.3031519265,580259.0435647266,-18054746441.727924,16547083239.375925,0.43039771481734335,-0.5468134383946538
0.7123357142857143,1.4038324626229606,0.8542179122689261,0.2908562869609823,0.3990897289495913,-1.2616381854558647,0.7940337970537791,-0.3176217289159113,-803.3814360456734,-57971.63513660396,-125069.34090139245,-30042167.283799488,0.0,-36872.47035220254,-22799.932616124683,3131.1311853962657,0.0,24291.13715930853,12703.41107557717,1358.9115736532021,-561.515001024059,18748.82895059605,-5045.580061339977,5786.28579509825,-24811.27648787301,7036.5337878703795,-7868.187550277692,-16466.16953808096,-276342.88677498145,31707494134.67773,34558702.24037567,-1318609.659568453,3176816.271744301,4339572067.349683,-1813755.8917745755,-6022974.045477653,20633428397.16587,904322.0259669794,2670210.993306487,602521.7392172258,52189735022.98045,-51479224743.248405,0.4325537441180401,-0.5495538722232903
0.7123321428571429,1.4038395010353315,0.8542090322464444,0.2908590728567549,0.3990739552140497,-1.261664514304331,0.796034244058555,-0.3176224315143771,-806.5632263214806,-58200.955527267724,-125026.30097582843,-30093064.27085801,0.0,-36856.27838594833,-22744.870081579513,3125.642845480465,0.0,24285.038805468772,12677.934443695649,1353.258288722959,-560.5174931011197,18753.731090379893,-5011.817741750614,5767.885099497694,-24757.723904730323,7052.5923716552015,-7890.8724496349005,-16512.507585804706,-836017.52204342,30944750205.63194,34463451.87066731,-337289.62964542647,3192665.863585946,5434292532.822013,-1695253.8943485734,-6278166.280472328,-31934182418.962612,685713.4881156464,2787305.613517244,644843.2529045526,-29438265268.856457,35828431296.01255,0.4347146494741669,-0.5523004959236201
0.7123285714285714,1.4038465395182802,0.8542001519496698,0.2908618588786082,0.3990581830091869,-1.2616908255405253,0.7980343113964784,-0.3176231256922824,-809.7455427119718,-58418.67521578368,-124983.16720470421,-30157375.36539447,0.0,-36842.31514486437,-22689.937851418083,3119.995019178547,0.0,24276.72409598843,12655.710093198019,1347.769284807667,-559.4914254790273,18761.11870259853,-4978.07919175128,5750.692461154494,-24704.813767089625,7069.240546883874,-7913.4578679016295,-16559.05096062226,-531939.1976353019,-70206476424.52538,33047622.571999144,-1469775.762425107,3208592.289195334,5905912927.275805,-1579684.5397599177,-6023008.800149384,27461392192.15476,1213653.7986228247,2298529.372112585,582751.4251734631,-39787861804.45604,32021887698.70155,0.43688041712188147,-0.5550532945600005
0.712325,1.403853578071807,0.8541912713787376,0.2908646450265043,0.3990424123359234,-1.2617171085392185,0.8000339899001015,-0.3176238061014006,-812.8502578614313,-58634.52144282614,-124927.93597867142,-30214213.332515385,0.0,-36826.48293201406,-22636.405410034884,3114.1421259001468,0.0,24265.46959738324,12635.513171633038,1342.710065098326,-558.4286220035887,18763.13180318886,-4944.292992535542,5729.518445955103,-24645.70129354677,7082.540562124217,-7934.485359997392,-16601.064660840657,-206600.6836150639,37318450993.8747,34220671.20796523,-1941603.4069660474,3223544.4395798794,3891758023.9026246,-2039201.828109156,-6267069.139130505,38845234987.888916,1069995.85589341,2355710.5461416095,587804.610409768,58448230163.34142,-17199580229.555252,0.43905103315582933,-0.557812240894827
0.7123214285714285,1.4038606166959138,0.8541823905337783,0.2908674313004063,0.3990266431951445,-1.2617434043366897,0.8020332703604627,-0.3176244934038565,-816.0009949248861,-58863.49686032796,-124879.69525910397,-30259978.858213503,0.0,-36807.53043982471,-22578.04931291162,3107.8011928062147,0.0,24258.477482285678,12614.107482719837,1337.203776555659,-557.2783619349934,18767.823732595807,-4910.013865435714,5711.055607583731,-24587.310406582652,7097.543800067916,-7955.22598425589,-16643.677701232908,-907497.394022864,48676497603.06924,34741403.094544865,-520143.9773246345,3238937.7896535266,4746749955.326195,-2006871.878567775,-6711402.969546111,-38451815107.83157,665229.2892092027,2326727.9038170124,635300.8962296373,-7682975965.440801,28170353780.43538,0.4412264835276985,-0.5605773532274011
0.7123178571428571,1.403867655390601,0.8541735094144921,0.2908702177004134,0.3990108755844086,-1.2617697449800318,0.8040321435262395,-0.3176252037318899,-819.1889363135822,-59084.42386537516,-124837.01954202817,-30321626.26063028,0.0,-36791.58665404703,-22519.82699810882,3101.46952700342,0.0,24250.968893229656,12594.73285381459,1331.7162473491974,-556.1298385621584,18776.369741967683,-4876.0320154568935,5694.775052280202,-24531.740088714458,7114.028578419828,-7976.452824780942,-16687.96867530932,-639994.9738783527,-85678493482.40059,33198971.234600164,-1352770.10421406,3254705.5167382695,6019553314.484728,-1710997.9310275514,-6273395.409075376,4018489496.437937,1155565.1434212148,2106481.199123538,584965.024006626,-56704116291.54395,-11393680834.610926,0.4434067540409383,-0.5633486423533961
0.7123142857142857,1.4038746941558702,0.8541646280207289,0.2908730042265778,0.3989951095024293,-1.2617960809394746,0.8060306001029066,-0.3176259121475474,-822.2825982693704,-59298.172192369195,-124779.88560963326,-30380776.414124094,0.0,-36775.30752788208,-22465.62795649675,3095.498020007928,0.0,24239.18824067866,12574.710926843485,1326.6455003464428,-555.0459473220359,18778.32770313357,-4842.893498019467,5673.476109729087,-24471.80236094138,7126.772390181084,-7996.953984058377,-16728.796079588523,-80639.68113961151,13788836373.14757,33664136.59579875,-2352818.563832752,3269434.596355306,3844069341.378033,-2024819.9789792474,-6173274.144980403,28227041879.63232,1223795.2136387075,2551391.080097843,591454.9599277361,44816030671.440735,-59733453393.5396,0.4455918303545217,-0.5661260462474006
