u,x,phi,f,h,phiprime,A0prime,X,f2,f2X,f2F,f2phi,f2Y,f2XX,f2XF,f2XY,f2FF,f2FY,f2YY,f3,f3X,f3XX,tf3,f4,f4X,f4XX,f4XXX,tf4,f2phiX,f2phiF,f2phiY,f2phiphi,f3phi,f3phiX,f3phiphi,f4phi,f4phiX,f4phiXX,f4phiphi,f4phiphiX,tf4phi,tf4phiphi,Fbg_action,Ybg_action
0.7148785714285714,1.398838963660162,0.8604686782490941,0.2889051437471197,0.4106990377598003,-1.2414124023980606,0.0,-0.3164651195367007,0.0,0.0,0.0,1.279280165014434e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.5036443013400544e-13,-0.0,-5.584937564986313e-38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
0.7148749999999999,1.3988459520895262,0.8604600026199122,0.2889078381772462,0.4106822170183428,-1.241442820719281,0.0,-0.3164676665153574,0.0,0.0,0.0,8.692582850098667e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.416709430477734e-12,-0.0,7.710143263623923e-37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
0.7148714285714285,1.3988529405887171,0.8604513266915482,0.2889105327379865,0.4106653976864347,-1.241473210672676,0.0,-0.3164701992270848,0.0,0.0,0.0,7.864682442377802e-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-5.2860245233367065e-12,-0.0,-3.323345507128262e-36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
0.7148678571428572,1.3988599291577364,0.8604426504641131,0.2889132274293108,0.4106485797648265,-1.2415036225411527,1.5530465015764343e-16,-0.3164727433086054,1.9030581235929657e-48,0.0,1.1102230246251563e-16,2.526194333533206e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.83714144795787e-11,-0.0,1.8874800810214505e-35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.7141223712555354e-32,-2.1698920367915644e-32
0.7148642857142857,1.398866917796585,0.8604339739372455,0.2889159222513366,0.4106317632508043,-1.2415340777574433,4.659162781572585e-16,-0.3164753096840819,5.138049930524928e-47,0.0,3.3306690738754696e-16,1.0904680977938339e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.7715943381909176e-11,-0.0,-8.388553198176184e-35,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.5426479835015379e-31,-1.9528399932486945e-31
0.7148607142857143,1.398873906505263,0.8604252971108696,0.2889186172040923,0.4106149481437459,-1.2415645203975,1.0871434136846369e-15,-0.3164778698417015,6.5269634424734244e-46,0.0,7.771561172376097e-16,1.79527920341852e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-6.068570044669043e-11,-0.0,-1.4425987468084454e-34,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,8.398522893538331e-31,-1.0631786540655098e-30
0.7148571428571429,1.398880895283773,0.8604166199851168,0.2889213122875414,0.410598134444555,-1.2415949415692207,2.329604667978445e-15,-0.3164804192494264,6.422044964128911e-45,0.0,1.6653345369377348e-15,1.0610798178905958e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.8163673933310586e-10,-0.0,-3.277840428843026e-33,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,3.856309240987672e-30,-4.8817854613728626e-30
0.7148535714285714,1.398887884132115,0.8604079425601192,0.2889240075016474,0.4105813221541357,-1.2416253432897517,5.90169464376404e-15,-0.3164829589369239,1.0440777960242579e-43,0.0,4.218847493575595e-15,8.283429152789301e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-4.039157981796319e-10,-0.0,-2.2076704307254973e-32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.474793880589819e-29,-3.132920360352233e-29
0.71485,1.3988948730502904,0.8603992648360081,0.2889267028463739,0.4105645112733918,-1.2416557264107306,1.3045916495560351e-14,-0.3164854893396407,1.1277229899047682e-42,0.0,9.325873406851317e-15,4.862960186718031e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-8.543608959177102e-10,-0.0,-1.4292631277955132e-31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.209241151693394e-28,-1.5308291104932579e-28
0.7148464285714285,1.3989018620383,0.8603905868129154,0.2889293983216843,0.4105477018032274,-1.2416860857732002,2.8576912238237026e-14,-0.3164880078289667,1.185224312147277e-41,0.0,2.042810365310288e-14,2.5611781564947985e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.7886687643736627e-09,-0.0,-8.660373933454025e-31,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,5.801930185366226e-28,-7.344965303717218e-28
0.7148428571428571,1.3989088510961452,0.8603819084909724,0.2889320939275424,0.4105308937445461,-1.2417164409035673,5.97943814097963e-14,-0.3164905243601499,1.0857048504717526e-40,0.0,4.2743586448068527e-14,1.0688257445594186e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.552145243845811e-09,-0.0,-3.9831917754558544e-30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.540041537672169e-27,-3.2155963126177048e-27
0.7148392857142857,1.3989158402238266,0.8603732298700261,0.2889347896640005,0.4105140870961579,-1.2417468413070167,1.2114246887568845e-13,-0.3164930641679863,9.028090530509651e-40,0.0,8.659739592076222e-14,2.781294491991276e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-6.893139017716945e-09,-0.0,-1.9383112265586137e-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0425360294633427e-26,-1.3198216898815175e-26
0.7148357142857142,1.3989228294213456,0.8603645509497763,0.288937485531157,0.4104972818557933,-1.2417772547182504,2.382480457732533e-13,-0.3164956108025869,6.867057510068163e-39,0.0,1.7030821197749901e-13,-4.7933778364124605e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.299388892110641e-08,-0.0,-6.903565379990541e-29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,4.0321352859810626e-26,-5.10461248070096e-26
0.7148321428571428,1.3989298186887031,0.8603558717303502,0.288940181528977,0.4104804780243239,-1.2418076401964309,4.556866093388851e-13,-0.3164981433953171,4.804602281919671e-38,0.0,3.2573943542502093e-13,-1.4506758524676828e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.38321657780171e-08,-0.0,-2.22543363764666e-28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.4749833024210543e-25,-1.867317907021429e-25
0.7148285714285714,1.3989368080259004,0.8603471922118798,0.288942877657424,0.4104636756026539,-1.24183800834545,8.484759319855033e-13,-0.3165006673528057,3.1013674598621933e-37,0.0,6.06514838352723e-13,-1.3178183104759596e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-4.250883100641244e-08,-0.0,-3.688556727979637e-28,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,5.113423883058523e-25,-6.473608285783191e-25
0.7148249999999999,1.3989437974329382,0.8603385123944965,0.2889455739164613,0.4104468745916872,-1.2418683560016635,1.5396272994242197e-12,-0.3165031810637235,1.8529233454174894e-36,0.0,1.1005640843109177e-12,-9.182079219509214e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-7.402529204581546e-08,-0.0,1.1306396544776113e-27,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.6836124055216983e-24,-2.1314747281038604e-24
0.7148214285714285,1.398950786909818,0.8603298322783323,0.2889482703060527,0.410430074992328,-1.2418986851008194,2.728569306546156e-12,-0.316505685516073,1.0313156634581041e-35,0.0,1.950439809661475e-12,-5.465352541376368e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.2600478451458642e-07,-0.0,1.694614709446174e-26,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,5.287605689493709e-24,-6.694229053967576e-24
0.7148178571428571,1.39895777645654,0.8603211518635184,0.2889509668261615,0.4104132768054805,-1.2419289913037164,4.728270174133182e-12,-0.3165081784994242,5.366232683471853e-35,0.0,3.379851953866364e-12,-2.921773651764155e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2.0987774476991e-07,-0.0,1.1556316152835135e-25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.587712348564019e-23,-2.0100957737001623e-23
