x,G3_tubular,G3X_tubular,G3phi_tubular,G3XX_tubular,G3phiX_tubular,G3phiphi_tubular
1.3986013986013988,0.0,0.0,0.0,-0.3154954313378428,0.09584162322347847,-0.0291148962226174
1.398608384657266,0.0,0.0,0.0,-0.3116784054105088,0.09464760143094157,-0.02874170395228906
1.398615370782925,0.0,0.0,0.0,-0.4049160769704803,0.12288973999394112,-0.03729634127834205
1.3986223569783764,0.0,0.0,0.0,-0.41157616800743585,0.12484313991656608,-0.037868591030629624
1.3986293432436214,0.0,0.0,0.0,-0.3596349790215661,0.10902877518857,-0.03305371977848377
1.398636329578661,0.0,0.0,0.0,-0.36849218540274764,0.11166503942087895,-0.0338381152241756
1.398643315983496,0.0,0.0,0.0,-0.41294376970930385,0.12496745356953283,-0.03781838012145576
1.398650302458128,0.0,0.0,0.0,-0.36287501387042065,0.11014110335698928,-0.03343041594213176
1.3986572890025577,0.0,0.0,0.0,-0.34681688725656085,0.10586921619290654,-0.032317604329944155
1.398664275616786,0.0,0.0,0.0,-0.33821536287675186,0.10303045558892236,-0.03138614014623927
1.3986712623008142,0.0,0.0,0.0,-0.31203430537804683,0.09459541816375022,-0.02867727356687084
1.3986782490546434,0.0,0.0,0.0,-0.26578189383568596,0.08029080631469089,-0.024255277459376858
1.3986852358782744,0.0,0.0,0.0,-0.4655393563582397,0.14018613506614236,-0.042213729508316956
1.3986922227717085,0.0,0.0,0.0,-0.16396705417022522,0.04910090160194391,-0.014703554627631852
1.3986992097349469,0.0,0.0,0.0,-0.49610325526544413,0.1483654853979729,-0.0443704350329212
1.3987061967679897,0.0,0.0,0.0,-0.23437436030272688,0.07076854633107854,-0.021368323494708397
1.3987131838708389,0.0,0.0,0.0,0.12109372893784728,-0.036667976314413465,0.01110330401737391
1.398720171043495,0.0,0.0,0.0,-0.3671875,0.11062381738811218,-0.033328010821496896
1.39872715828596,0.0,0.0,0.0,-0.265625,0.07972602347366622,-0.0239293696712417
1.3987341455982336,0.0,0.0,0.0,-0.4765625,0.14255111272057772,-0.04264040863029478
1.398741132980318,0.0,0.0,0.0,-0.265625,0.07909637387981497,-0.023552889829404147
1.3987481204322134,0.0,0.0,0.0,-0.265625,0.0787789983420557,-0.023364256300339257
1.398755107953921,0.0,0.0,0.0,-0.37109375,0.11071831959708847,-0.033033556330180784
1.3987620955454425,0.0,0.0,0.0,-0.015625,0.0046967208237682105,-0.001411787935770748
1.398769083206778,0.0,0.0,0.0,-0.21484375,0.06437008358472811,-0.01928614474800818
1.398776070937929,0.0,0.0,0.0,0.02734375,-0.00815183048951431,0.0024302570177746324
1.3987830587388972,0.0,0.0,0.0,-0.09765625,0.029017137299706085,-0.00862202119239674
1.3987900466096828,0.0,0.0,0.0,-0.46875,0.13878069384133515,-0.041088172763909116
1.3987970345502867,0.0,0.0,0.0,-0.265625,0.07821072092150759,-0.02302839291129203
1.3988040225607106,0.0,0.0,0.0,-0.25390625,0.07488359858812449,-0.02208513314464437
1.3988110106409553,0.0,0.0,0.0,-0.078125,0.023277362333543536,-0.006935495644250513
1.3988179987910216,0.0,0.0,0.0,-0.1640625,0.04886701551283896,-0.01455533839318579
1.3988249870109108,0.0,0.0,0.0,-0.1015625,0.030080333560849253,-0.008909060599453084
1.3988319753006242,0.0,0.0,0.0,-0.08203125,0.024213634874878133,-0.007147277578409625
1.398838963660162,0.0,0.0,0.0,-0.26953125,0.07929507450880259,-0.023328311063583736
1.3988459520895262,0.0,0.0,0.0,-0.125,0.03656966439266269,-0.010698722830335851
1.3988529405887171,0.0,0.0,0.0,-0.1640625,0.04790886323661816,-0.013990151171809422
1.3988599291577364,0.0,0.0,0.0,-0.44921875,0.13242509340939126,-0.03903756324616014
1.398866917796585,0.0,0.0,0.0,-0.33203125,0.09823322554236567,-0.029062826467259585
1.398873906505263,0.0,0.0,0.0,-0.26171875,0.07704570856685142,-0.022680993274529253
1.398880895283773,0.0,0.0,0.0,-0.2734375,0.08017451284331632,-0.023507940606767884
1.398887884132115,0.0,0.0,0.0,-0.26953125,0.07875453431855914,-0.023011345347647483
1.3988948730502904,0.0,0.0,0.0,-0.0703125,0.020454113065369303,-0.005950161653915181
1.3989018620383,0.0,0.0,0.0,-0.5,0.14480529104162265,-0.041937144627298084
1.3989088510961452,0.0,0.0,0.0,-0.26953125,0.07847968951166417,-0.02285101139792589
1.3989158402238266,0.0,0.0,0.0,-0.00390625,0.0011468488070092984,-0.0003367071196514946
1.3989228294213456,0.0,0.0,0.0,-0.4609375,0.1349333196748325,-0.03949993384888524
1.3989298186887031,0.0,0.0,0.0,-0.11328125,0.03298695738195119,-0.009605643981847519
1.3989368080259004,0.0,0.0,0.0,-0.4921875,0.1428393146620335,-0.041453856128242636
1.3989437974329382,0.0,0.0,0.0,-0.16796875,0.04857157255828267,-0.01404545584094969
1.398950786909818,0.0,0.0,0.0,-0.08203125,0.023586006351204683,-0.006781558193969586
1.39895777645654,0.0,0.0,0.0,-0.41015625,0.11805281623424031,-0.033978434854608
1.398964766073106,0.0,0.0,0.0,0.1328125,-0.038632063836853185,0.01123716785916009
1.3989717557595167,0.0,0.0,0.0,-0.42578125,0.12388103860766476,-0.03604318350447261
1.3989787455157734,0.0,0.0,0.0,-0.26953125,0.07796835861303024,-0.022554211969150473
1.398985735341877,0.0,0.0,0.0,-0.390625,0.1126008545799144,-0.032458118277445186
1.3989927252378287,0.0,0.0,0.0,-0.19140625,0.05498827817873846,-0.01579734589159092
1.3989997152036295,0.0,0.0,0.0,-0.3828125,0.1093632815309225,-0.031243304090675755
1.39900670523928,0.0,0.0,0.0,-0.20703125,0.05900431106606067,-0.016816344027196135
1.399013695344782,0.0,0.0,0.0,-0.375,0.10786633356228427,-0.031027055776453264
1.399020685520136,0.0,0.0,0.0,-0.15234375,0.04401378517085091,-0.012716066691714071
1.3990276757653433,0.0,0.0,0.0,-0.421875,0.12129471376346068,-0.03487385502094189
1.3990346660804047,0.0,0.0,0.0,-0.16015625,0.04585259978160086,-0.013127560783495263
1.3990416564653214,0.0,0.0,0.0,-0.453125,0.12926502029388662,-0.03687601759245003
1.3990486469200945,0.0,0.0,0.0,-0.28125,0.07988702484152806,-0.02269133062410994
1.399055637444725,0.0,0.0,0.0,-0.33984375,0.09606347047510212,-0.027154215311362407
1.399062628039214,0.0,0.0,0.0,-0.265625,0.0754412437936095,-0.02142637652753628
1.399069618703562,0.0,0.0,0.0,-0.21875,0.06269350388907988,-0.01796788767949748
1.3990766094377711,0.0,0.0,0.0,-0.26171875,0.07481922882123636,-0.02138905600536654
1.3990836002418416,0.0,0.0,0.0,-0.390625,0.11105038302133294,-0.03157040017711296
1.3990905911157747,0.0,0.0,0.0,-0.2734375,0.07746765302145638,-0.021947381996444373
1.3990975820595717,0.0,0.0,0.0,-0.1796875,0.05072441465145497,-0.01431911647573003
1.3991045730732332,0.0,0.0,0.0,-0.0546875,0.015346874832881175,-0.004306771513346224
1.3991115641567604,0.0,0.0,0.0,-0.265625,0.0745756918927901,-0.020937539091909117
1.3991185553101546,0.0,0.0,0.0,-0.375,0.10642714185809078,-0.030204630730885806
1.3991255465334167,0.0,0.0,0.0,-0.24609375,0.06990408609240632,-0.01985658413679565
1.3991325378265476,0.0,0.0,0.0,-0.30859375,0.08714624135269858,-0.024609919617305246
1.3991395291895483,0.0,0.0,0.0,-0.67578125,0.19013975188604293,-0.053498266261879805
1.3991465206224205,0.0,0.0,0.0,-0.34765625,0.09747885926981775,-0.027331963698466327
1.3991535121251644,0.0,0.0,0.0,-0.1796875,0.05010250241972442,-0.013970146775476821
1.3991605036977814,0.0,0.0,0.0,-0.05859375,0.016290368947123605,-0.00452908578873018
1.3991674953402724,0.0,0.0,0.0,-0.25,0.07012528838527993,-0.019670224284474704
1.3991744870526388,0.0,0.0,0.0,-0.29296875,0.0826126484899061,-0.023295486943630626
1.3991814788348815,0.0,0.0,0.0,-0.3515625,0.09867188765834048,-0.027693913355548907
1.3991884706870017,0.0,0.0,0.0,-0.109375,0.030559411550991122,-0.008538309799706054
1.3991954626089995,0.0,0.0,0.0,-0.35546875,0.09895480624370646,-0.02754687628301922
1.3992024546008774,0.0,0.0,0.0,-0.291015625,0.08066912272260059,-0.022361367575483255
1.3992094466626357,0.0,0.0,0.0,-0.30078125,0.08294215363092805,-0.022871774251009565
1.3992164387942752,0.0,0.0,0.0,-0.58447265625,0.16183239540728034,-0.04480915218736262
1.3992234309957974,0.0,0.0,0.0,-0.501953125,0.14035242075099394,-0.03924430595120617
1.399230423267203,0.0,0.0,0.0,-0.5076556205749512,0.1416477518519024,-0.039523024648036614
1.3992374156084937,0.0,0.0,0.0,-0.5312626361846924,0.14737472967686321,-0.04088243642223285
1.3992444080196695,0.0,0.0,0.0,-0.5286617279052734,0.14613880020707581,-0.0403973804016135
1.3992514005007322,0.0,0.0,0.0,-0.5311601161956787,0.14629469640186768,-0.04029319510772551
1.3992583930516826,0.0,0.0,0.0,-0.5303970575332642,0.14519875912432154,-0.039748862388665374
1.399265385672522,0.0,0.0,0.0,-0.5300723314285278,0.1450933263169316,-0.03971547295248732
1.399272378363251,0.0,0.0,0.0,-0.5298361480236053,0.14662976974928554,-0.04057912895699711
1.3992793711238711,0.0,0.0,0.0,-0.53106988966465,0.14719545223809807,-0.04079783392212231
1.399286363954383,0.0,0.0,0.0,-0.5306571777909994,0.14621972119864468,-0.04029005497750946
1.3992933568547885,0.0,0.0,0.0,-0.5310111790895462,0.14575445276706117,-0.04000736959596656
1.3993003498250876,0.0,0.0,0.0,-0.5311048701405525,0.14526040375428909,-0.03972960160066878
1.3993073428652818,0.0,0.0,0.0,-0.5312860012054443,0.14451268841533665,-0.03930823900054638
1.399314335975372,0.0,0.0,0.0,-0.5313584106042981,0.14403704834890152,-0.03904459002252213
1.3993213291553597,0.0,0.0,0.0,-0.531126357614994,0.1451912374435752,-0.0396901700097467
1.3993283224052455,0.0,0.0,0.0,-0.5309222359210253,0.14603906957252719,-0.04017049654100735
1.3993353157250308,0.0,0.0,0.0,-0.5310796778649092,0.14543302816864845,-0.03982597445139487
1.399342309114716,0.0,0.0,0.0,-0.5312646264210343,0.14477841254455975,-0.039454516066934654
1.3993493025743031,0.0,0.0,0.0,-0.5314086694270372,0.14428175495955187,-0.03917366428487744
1.3993562961037924,0.0,0.0,0.0,-0.5315776001662016,0.14372201810663116,-0.03885795504209462
1.3993632897031851,0.0,0.0,0.0,-0.5317968246527016,0.1429798395372418,-0.03844181380256679
1.3993702833724826,0.0,0.0,0.0,-0.5317544834688306,0.14346449236422412,-0.03870594646435354
1.3993772771116852,0.0,0.0,0.0,-0.5314912998583168,0.14490166623715053,-0.039504866559245184
1.3993842709207949,0.0,0.0,0.0,-0.5316127000842243,0.14469774067085742,-0.03938475539040649
1.399391264799812,0.0,0.0,0.0,-0.531901101116091,0.1439013650448072,-0.03893130286496489
1.399398258748738,0.0,0.0,0.0,-0.5321133909747005,0.1434401467598017,-0.03866671286882105
1.3994052527675738,0.0,0.0,0.0,-0.5323211285285652,0.14296896361979647,-0.03839810870370486
1.3994122468563204,0.0,0.0,0.0,-0.532639946177369,0.14216603211337372,-0.0379452965026594
1.3994192410149788,0.0,0.0,0.0,-0.5328256472203066,0.14211352398065008,-0.03790405699042541
1.3994262352435505,0.0,0.0,0.0,-0.5326433247591922,0.1436489921472035,-0.038740808315276314
1.3994332295420355,0.0,0.0,0.0,-0.5327317110641161,0.1439957609259453,-0.03892161614187539
1.399440223910436,0.0,0.0,0.0,-0.5331198722451518,0.14325561874924891,-0.03849448008157003
1.3994472183487523,0.0,0.0,0.0,-0.5334799400204702,0.1427742180479077,-0.03821039145053762
1.3994542128569858,0.0,0.0,0.0,-0.5338136772088546,0.14233351099224617,-0.03795112267880989
1.3994612074351376,0.0,0.0,0.0,-0.5342146172215507,0.14167495950481332,-0.03757252891185168
1.3994682020832083,0.0,0.0,0.0,-0.5346396770783031,0.1412285072585539,-0.03730641798131679
1.3994751968011998,0.0,0.0,0.0,-0.5347416913009511,0.1423686702582118,-0.03790397981085076
1.399482191589112,0.0,0.0,0.0,-0.5348328157633659,0.14342214181270557,-0.038460449987131835
1.3994891864469468,0.0,0.0,0.0,-0.5353035142070439,0.14294766632541614,-0.038172802467310286
1.399496181374705,0.0,0.0,0.0,-0.5359055113658542,0.14236558475104616,-0.037820024783568024
1.3995031763723875,0.0,0.0,0.0,-0.5364672145551594,0.14197766635002798,-0.03757481761287998
1.399510171439996,0.0,0.0,0.0,-0.5369974883178656,0.141527225366503,-0.03729990541051577
1.3995171665775308,0.0,0.0,0.0,-0.5376801456658313,0.14087098093497588,-0.036907878093597676
1.3995241617849932,0.0,0.0,0.0,-0.5382051217311528,0.14140371165600477,-0.037151280920144344
1.399531157062384,0.0,0.0,0.0,-0.5384306846908657,0.14303866538508234,-0.037999431267355194
1.3995381524097048,0.0,0.0,0.0,-0.5390388679441003,0.14303980473266775,-0.03795716219128287
1.3995451478269565,0.0,0.0,0.0,-0.5399375330200655,0.14238213956550094,-0.037546331617025044
1.3995521433141396,0.0,0.0,0.0,-0.5408001179118855,0.14207900841833135,-0.03732699747011763
1.3995591388712556,0.0,0.0,0.0,-0.5416546726316369,0.14177415814745753,-0.03710835137960611
1.3995661344983057,0.0,0.0,0.0,-0.5426352616796066,0.14113314967690926,-0.036707098385149885
1.3995731301952905,0.0,0.0,0.0,-0.5435605486673012,0.14118528352364323,-0.03667169063782102
1.3995801259622116,0.0,0.0,0.0,-0.5442326251826444,0.14293894493691334,-0.03754192790779701
1.3995871217990692,0.0,0.0,0.0,-0.5451224277785514,0.1436063583778038,-0.03783147622557909
1.3995941177058653,0.0,0.0,0.0,-0.5462524844720065,0.1430625844627058,-0.03746784436675215
1.3996011136826003,0.0,0.0,0.0,-0.5475969904636031,0.1428081709881612,-0.037243034669927434
1.399608109729276,0.0,0.0,0.0,-0.549022348769995,0.14262800266141495,-0.03705267588607198
1.3996151058458923,0.0,0.0,0.0,-0.5502761165242873,0.14220300583176065,-0.03674826920585647
1.3996221020324513,0.0,0.0,0.0,-0.5517487808319288,0.14194800639025526,-0.036518860064877465
1.3996290982889534,0.0,0.0,0.0,-0.5531855665379908,0.1433415243400259,-0.037142676604363566
1.3996360946154,0.0,0.0,0.0,-0.5543404799018958,0.14483210472613572,-0.03784017101387693
1.399643091011792,0.0,0.0,0.0,-0.5559568422186922,0.14469290853849387,-0.037657667271038836
1.3996500874781306,0.0,0.0,0.0,-0.5580206155290313,0.14442088641168035,-0.03737745855887714
1.399657084014417,0.0,0.0,0.0,-0.5598875758903432,0.14435146966706186,-0.037217019438062646
1.399664080620651,0.0,0.0,0.0,-0.5618586972506314,0.14425697686281597,-0.03703791625088283
1.3996710772968357,0.0,0.0,0.0,-0.5642035270590355,0.14396094335480045,-0.036732760817065085
1.3996780740429702,0.0,0.0,0.0,-0.5661257615088928,0.14475843483544873,-0.03701475163426156
1.3996850708590567,0.0,0.0,0.0,-0.568076102451549,0.1469562830451014,-0.03801629576254509
1.399692067745096,0.0,0.0,0.0,-0.5707369450914825,0.1475649531978161,-0.03815315549404868
1.3996990647010892,0.0,0.0,0.0,-0.5730884724122234,0.14721522535875767,-0.03781671351058143
1.3997060617270374,0.0,0.0,0.0,-0.575866238436916,0.14736034418208202,-0.03770853296835613
1.3997130588229414,0.0,0.0,0.0,-0.5793410940605099,0.14768832043137287,-0.037649392068779625
1.3997200559888023,0.0,0.0,0.0,-0.5820288136232961,0.14742320386444724,-0.037341108427880874
1.399727053224621,0.0,0.0,0.0,-0.5849966377673415,0.1478874700741309,-0.03738603334268246
1.3997340505303992,0.0,0.0,0.0,-0.588746479762662,0.15048314832605744,-0.038463377206520245
1.3997410479061374,0.0,0.0,0.0,-0.5917044518467018,0.15182797776307164,-0.03895819062993293
1.3997480453518367,0.0,0.0,0.0,-0.5951376106311734,0.15182675840710644,-0.03873283112449023
1.3997550428674983,0.0,0.0,0.0,-0.600055161647127,0.15239259077389877,-0.03870227806895855
1.399762040453123,0.0,0.0,0.0,-0.6039020857472792,0.15276002795568483,-0.03864140676405463
1.3997690381087122,0.0,0.0,0.0,-0.6079290817999699,0.15298982900233354,-0.038501016777915266
1.3997760358342666,0.0,0.0,0.0,-0.6137002906827078,0.1536746743515213,-0.03848117052506969
1.3997830336297876,0.0,0.0,0.0,-0.6177707296785506,0.1557008636530361,-0.03924232369331541
1.3997900314952756,0.0,0.0,0.0,-0.6220571698884481,0.15823966637173745,-0.040253200550568524
1.3997970294307325,0.0,0.0,0.0,-0.6290264782289947,0.15945408274534506,-0.04042056317842832
1.399804027436159,0.0,0.0,0.0,-0.6341197569819101,0.15978772494061044,-0.04026387249502549
1.399811025511556,0.0,0.0,0.0,-0.6394459745121508,0.1605052673448589,-0.04028790839616913
1.3998180236569246,0.0,0.0,0.0,-0.6480361036144089,0.16198757724993892,-0.04049153285897495
1.399825021872266,0.0,0.0,0.0,-0.6541333598071946,0.16244636527254722,-0.04034165387626756
1.3998320201575811,0.0,0.0,0.0,-0.6598860223196468,0.16411746174941202,-0.04081695980828445
1.399839018512871,0.0,0.0,0.0,-0.6696579540828642,0.16857201333906785,-0.04243438535737989
1.3998460169381368,0.0,0.0,0.0,-0.67693593611859,0.17041677661203422,-0.042901958961369474
1.3998530154333797,0.0,0.0,0.0,-0.6837549803635721,0.17100072933645397,-0.04276568401454389
1.3998600139986002,0.0,0.0,0.0,-0.6960469180424562,0.1733742006688184,-0.043184751887254604
