u,L,scaled_sorted,scaled_identity,finite_all_positive
0.7079894973743436,420.0,0.9818315705661395,2.616250861951227,False
0.7079894973743436,1000.0,0.5819930207362403,0.5819930207362403,False
0.7079894973743436,4200.0,0.07609744628705613,0.07609744628705613,False
0.7063353338334584,420.0,1.0170713794072823,3.4445994205147263,False
0.7063353338334584,1000.0,0.7577725323818797,0.7577725323818797,False
0.7063353338334584,4200.0,0.09716701374500737,0.09716701374500737,False
0.7002175543885971,420.0,0.9764566610072414,0.9764566610072414,False
0.7002175543885971,1000.0,0.2673008382124836,0.2673008382124836,False
0.7002175543885971,4200.0,0.048252230741804694,0.048252230741804694,False
