u,x,f,R,rank1_scaled,eq46_11,eq46_13,eq46_33,eq46_vec,ks,kg,ksg,ms,mg,msg,q2,B1,B2,disc,cminus,cV,cplus,root_min,alpha7_scaled,trusted
0.6992198049512378,1.4301654399931334,0.3018688087817043,-0.016256869913174554,6.416811324896613e-16,5.257118449899734e-12,2.610137183422919e-12,0.0,0.0,3.489324081853273,16.844285617101477,2.3156902708912988,3677.652187384601,-11170.106842455,4035.8361516328723,53.41275001466629,80.12708611224011,-1074045.8278135632,4302603.661183091,-997.0723763371738,0.1101517110656207,1077.1994624494139,-997.0723763371738,7.693786134276598e-14,False
0.6991935483870968,1.430219146482122,0.301892265271685,-0.016290168701256772,9.017943613249432e-16,2.1951825804098783e-11,1.0959584244362295e-11,3.142735731903675e-16,2.514614800545415e-16,3.5283687343622705,16.840478910634406,2.341274296053008,3642.664037298393,-8430.033112130353,2038.8727095403572,53.93785393061112,408.85610927344356,-646387.9786791751,2752715.2328069187,-625.1373787087917,0.11037704705153564,1033.9934879822354,-625.1373787087917,1.9965685663865338e-12,False
0.6991672918229557,1.4302728570049037,0.3019157267051619,-0.016323476372023953,1.2932030962448112e-16,1.6057798709735896e-11,8.023628696261e-12,9.44991310372381e-16,8.783216137213825e-16,3.567281356751919,16.8366734332836,2.366763489237144,3617.6404264253983,-6379.950412767833,378.6676099465431,54.459581834286936,667.6055474934693,-426440.2132448916,2151458.020023621,-399.5896894037298,0.11060244122094093,1067.195236897199,-399.5896894037298,7.850620507897539e-13,False
0.6991410352588147,1.4303265715619318,0.3019391930776927,-0.01635682133741911,5.192572365472293e-16,2.5623210911224052e-11,1.2840829249417981e-11,9.471644812421816e-16,1.1269714626362414e-15,3.606095548908933,16.832869191609152,2.39218017734685,3601.841800935697,-3793.0250461496926,-1477.0434848418336,54.97840866633686,982.5317019826914,-288177.37733163376,2118078.0547275394,-236.4150637521185,0.11082808607962487,1218.94676573481,-236.4150637521185,3.387039869919045e-13,False
0.6991147786946736,1.4303802901536613,0.3019626643848342,-0.016390232474179398,1.0424818125015138e-15,5.275964580934878e-11,2.6410462938003483e-11,4.746711554159615e-16,4.9985648978313715e-16,3.6448449871929367,16.82906618882319,2.4175467253146756,3596.504181602505,-1669.6522808416753,-3319.1780855049365,55.49480536839064,1270.1859017102538,-306728.79128360655,2840287.3900379166,-207.5646590372179,0.11105417728064573,1477.7505607474718,-207.5646590372179,2.0860487676437208e-13,False
0.6990885221305326,1.430434012780547,0.3019861406221405,-0.01642373854690525,7.848511534182226e-16,1.3148771594401517e-11,6.541885079883348e-12,6.343512469333116e-16,6.235475538135766e-16,3.683562754990614,16.825264424528633,2.4428850923964713,3597.1743361613912,-1152.6699774088522,-3318.36433598043,56.009229802409344,1294.255303638538,-270632.12225163734,2757625.2800030336,-183.17730420638213,0.1112809097152158,1477.43260784492,-183.17730420638213,8.621742477459895e-14,False
0.6990622655663916,1.4304877394430433,0.3020096217851652,-0.0164573408504221,9.191646434093504e-16,3.853497817646857e-11,1.922215821064745e-11,1.589530423563319e-16,1.2445520902917465e-16,3.722249973037401,16.821463904965267,2.4681960318463005,3592.5873023125014,-3738.721255336673,-1898.3422033942632,56.521701915084755,988.7721358848145,-301395.48266945756,2183252.2673800485,-244.4055581911137,0.11150829214839246,1233.1776940759282,-244.4055581911137,1.4646196159813022e-13,False
0.6990360090022505,1.4305414701416057,0.3020331078694595,-0.0164910165352547,0.0,8.742885703495675e-12,4.348057433044102e-12,1.5931913639887487e-16,1.2420139188971487e-16,3.760880190071116,16.817664645061242,2.4934620169398976,3581.611297715405,-4180.4501771057285,-1007.2737866951313,57.03186897694823,868.5558474836738,-280323.0606327023,1875681.502728892,-250.49968664143415,0.1117361697535346,1119.055534125108,-250.49968664143415,9.570269404386644e-13,False
0.6990097524381095,1.4305952048766877,0.3020565988705729,-0.016524753288768453,3.969498631139609e-16,1.8810233356211157e-12,9.53156160165568e-13,6.387437852891841e-16,4.957926084594371e-16,3.799439342147767,16.81386665835803,2.5186737421541654,3567.0817097183754,-5718.8811810841735,-352.7029893889894,57.539549055975236,695.6012385770188,-356695.8065635129,1910644.3093639342,-343.32967041161913,0.11196445909862617,1038.9309089886378,-343.32967041161913,2.453832725474242e-13,False
0.6989834958739685,1.430648943648745,0.3020800947840539,-0.01655853716714084,3.9846866502696764e-16,1.3774822451015975e-11,6.900382626838402e-12,0.0,0.0,3.8379117084882486,16.81006996036242,2.543820809177131,3548.2730632651815,-6171.683603237024,574.6649988986788,58.04454001217893,569.1603740518689,-382965.53888886765,1855805.6869463339,-396.55960900464805,0.1121930657003496,965.7199830565169,-396.55960900464805,9.110823001585486e-13,False
