,u,x,phi,f,h,phiprime,A0,A0prime,X,Fbg_action,Ybg_action,f2,f2X,f2F,f2Y,f2phi,f2phiphi,f3,f3X,f3phi,f3phiX,f4,f4X,f4XX,f4phi,f4phiX,tf4,tf4phi,G2XX_lift,G2Xphi_lift,G2phiphi_lift
1202,6.41560390097524413e-01,1.55869971936389140e+00,6.70962226617099589e-01,3.58151467600822282e-01,3.71537599086099013e-01,-9.30283051534262828e-01,-1.26908714184927218e-01,1.55869971936389118e+00,-1.60769252395575490e-01,1.26017527379944805e+00,-8.10389746624507690e-01,3.37015448138183515e+00,3.07019916081681288e+01,2.50112828861874625e+00,0.00000000000000000e+00,3.26804637380719214e+01,4.35875105687532368e+02,3.88255220308020566e-01,2.16809657106358493e+01,1.55267494903774192e+01,-3.03484648932900960e+01,-1.05536680667545291e+00,2.76821490907312284e-01,-0.00000000000000000e+00,-3.39358845723214564e-01,1.56739985621878164e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17089126396991105e+02,-3.06356766575601114e+02,-2.95987659662453666e+02
1203,6.41586646661665427e-01,1.55863593047524951e+00,6.71021575523953140e-01,3.58126027449799211e-01,3.71490175720882110e-01,-9.30508332276922645e-01,-1.27008139873240722e-01,1.55863593047524951e+00,-1.60826596102939701e-01,1.26000079552115496e+00,-8.10566556122654047e-01,3.36989734730449175e+00,3.07020444073628624e+01,2.50129725267153002e+00,0.00000000000000000e+00,3.26898518798029230e+01,4.06680092842412535e+02,3.87933771854946319e-01,2.16823059289471871e+01,1.55386904680830558e+01,-3.03827397812687074e+01,-1.05540287281269873e+00,2.76914625469097675e-01,-0.00000000000000000e+00,-3.40938596999282417e-01,1.57093536504854780e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17176894907437770e+02,-3.06479558838746129e+02,-2.96143008819744296e+02
1204,6.41612903225806441e-01,1.55857214680744094e+00,6.71080933943991709e-01,3.58100585932056292e-01,3.71442757489075015e-01,-9.30733656715663549e-01,-1.27107553355486513e-01,1.55857214680744094e+00,-1.60883956111457088e-01,1.25982635366637896e+00,-8.10743391165274940e-01,3.36964056997051919e+00,3.07020930680172768e+01,2.50146668562442809e+00,0.00000000000000000e+00,3.26970120180120034e+01,3.71511015533959494e+02,3.87612710598062293e-01,2.16836428440911426e+01,1.55493821694030068e+01,-3.04059692069573018e+01,-1.05543903434035502e+00,2.77007951253809892e-01,1.59687222151111640e-14,-3.42151469375785777e-01,1.57341908996757152e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17265102794301413e+02,-3.06602746693860695e+02,-2.96298721328856459e+02
1205,6.41639159789947455e-01,1.55850836835982487e+00,6.71140301878243806e-01,3.58075143048071420e-01,3.71395344416174000e-01,-9.30959024776140787e-01,-1.27206954633662356e-01,1.55850836835982487e+00,-1.60941332407665699e-01,1.25965194831448324e+00,-8.10920251726579888e-01,3.36938403849668422e+00,3.07021385046997324e+01,2.50163649976806957e+00,0.00000000000000000e+00,3.27026040538513953e+01,3.48144904694617253e+02,3.87291974908995751e-01,2.16849769976395983e+01,1.55592065249634821e+01,-3.04214523018878467e+01,-1.05547527287054921e+00,2.77101418300514490e-01,-0.00000000000000000e+00,-3.43105040836275132e-01,1.57523221560494009e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17353752139813253e+02,-3.06726328899920134e+02,-2.96454792817365728e+02
1206,6.41665416354088469e-01,1.55844459513176070e+00,6.71199679327734167e-01,3.58049698798323379e-01,3.71347936527704203e-01,-9.31184436430573026e-01,-1.27306343709765374e-01,1.55844459513176070e+00,-1.60998724994226100e-01,1.25947757954492490e+00,-8.11097137862187512e-01,3.36912766820965359e+00,3.07021814388724579e+01,2.50180662816693289e+00,0.00000000000000000e+00,3.27067192873219028e+01,3.22788622679463458e+02,3.86971518102506629e-01,2.16863088272825024e+01,1.55682150269595851e+01,-3.04293757281693864e+01,-1.05551157431836673e+00,2.77194990474729008e-01,-1.59536866011685078e-14,-3.43813724154236167e-01,1.57641258531404538e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17442845034864035e+02,-3.06850346788963861e+02,-2.96611301206572534e+02
1207,6.41691672918229594e-01,1.55838082712260695e+00,6.71259066293485418e-01,3.58024253183292895e-01,3.71300533849220404e-01,-9.31409891625610831e-01,-1.27405720585793858e-01,1.55838082712260695e+00,-1.61056133864986295e-01,1.25930324743725142e+00,-8.11274049583463719e-01,3.36887136569766987e+00,3.07022226546201864e+01,2.50197699689717235e+00,0.00000000000000000e+00,3.27093193663858770e+01,2.97002863829720013e+02,3.86651288536875581e-01,2.16876388042568564e+01,1.55763850306992317e+01,-3.04297140698739632e+01,-1.05554792315596302e+00,2.77288627098984386e-01,-6.37847002493646057e-14,-3.44271778764328074e-01,1.57693794757548966e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17532383579027794e+02,-3.06974764604144752e+02,-2.96768175395619551e+02
1208,6.41717929482370608e-01,1.55831706433172390e+00,6.71318462776515412e-01,3.57998806203462083e-01,3.71253136406305695e-01,-9.31635390317172352e-01,-1.27505085263743073e-01,1.55831706433172390e+00,-1.61113559017023900e-01,1.25912895207110287e+00,-8.11450986918204387e-01,3.36861504367709808e+00,3.07022628859319582e+01,2.50214753685820934e+00,0.00000000000000000e+00,3.27102977634354488e+01,2.66482787318978581e+02,3.86331238024867296e-01,2.16889673706144812e+01,1.55836583056194620e+01,-3.04219729668259724e+01,-1.05558430486354449e+00,2.77382290446711088e-01,-1.59386676994032736e-14,-3.44460924205662156e-01,1.57676108810074300e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17622369880583335e+02,-3.07099611556392006e+02,-2.96925469870225811e+02
1209,6.41744186046511622e-01,1.55825330675847074e+00,6.71377868777840003e-01,3.57973357859314500e-01,3.71205744224572309e-01,-9.31860932464178449e-01,-1.27604437745609783e-01,1.55825330675847096e+00,-1.61171000448481899e-01,1.25895469352620948e+00,-8.11627949899724421e-01,3.36835860116233610e+00,3.07023029757105945e+01,2.50231816804004881e+00,0.00000000000000000e+00,3.27096911869825391e+01,2.51325534939896897e+02,3.86011310743161862e-01,2.16902950318694430e+01,1.55900559743225884e+01,-3.04061657015175655e+01,-1.05562070264806840e+00,2.77475936495317710e-01,-1.59311645099205726e-14,-3.44387162787300749e-01,1.57589998489202165e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17712806056540103e+02,-3.07224887276305765e+02,-2.97083181926074644e+02
1210,6.41770442610652636e-01,1.55818955440220708e+00,6.71437284298471382e-01,3.57947908151334981e-01,3.71158357329661681e-01,-9.32086518016603582e-01,-1.27703778033389809e-01,1.55818955440220708e+00,-1.61228458154435594e-01,1.25878047188239472e+00,-8.11804938546045518e-01,3.36810198697793783e+00,3.07023433678982656e+01,2.50248884995570631e+00,0.00000000000000000e+00,3.27092921751572518e+01,2.72667781715786816e+02,3.85691478673388710e-01,2.16916220603737600e+01,1.55965762122839848e+01,-3.03913130058351761e+01,-1.05565710797599710e+00,2.77569543879999714e-01,3.18473309838255042e-14,-3.44348903842440879e-01,1.57516212183539461e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17803694232659552e+02,-3.07350542036735760e+02,-2.97241213379726389e+02
1211,6.41796699174793650e-01,1.55812580726229233e+00,6.71496709339417963e-01,3.57922457080010303e-01,3.71110975747244998e-01,-9.32312146909321626e-01,-1.27803106129079053e-01,1.55812580726229233e+00,-1.61285932124761305e-01,1.25860628721957513e+00,-8.11981952849176958e-01,3.36784526919785199e+00,3.07023834862789471e+01,2.50265963684093418e+00,0.00000000000000000e+00,3.27104782146152075e+01,2.93438771594437810e+02,3.85371780086794402e-01,2.16929481083172000e+01,1.56039815050842225e+01,-3.03846915927806585e+01,-1.05569353213040085e+00,2.77663143915669208e-01,4.77485119325012631e-14,-3.44574165013711409e-01,1.57512958458155250e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17895036543478511e+02,-3.07476659953773265e+02,-2.97399724903845083e+02
1212,6.41822955738934664e-01,1.55806206533808678e+00,6.71556143901685165e-01,3.57897004645828576e-01,3.71063599503021813e-01,-9.32537819138395840e-01,-1.27902422034671837e-01,1.55806206533808655e+00,-1.61343422370532202e-01,1.25843213961775779e+00,-8.12158992908001753e-01,3.36758851798146530e+00,3.07024227363088471e+01,2.50283058459962549e+00,0.00000000000000000e+00,3.27121073888722336e+01,2.91737924975937801e+02,3.85052254002052785e-01,2.16942728109560719e+01,1.56116307190458787e+01,-3.03804424701125591e+01,-1.05572998678878793e+00,2.77756766539897892e-01,-1.59086799623313329e-14,-3.44874481745825967e-01,1.57526167278203033e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.17986835132332203e+02,-3.07603222279258659e+02,-2.97558678230205487e+02
1213,6.41849212303075789e-01,1.55799832862894982e+00,6.71615587986276297e-01,3.57871550849278908e-01,3.71016228622719102e-01,-9.32763534625800417e-01,-1.28001725752163564e-01,1.55799832862895005e+00,-1.61400928877213412e-01,1.25825802915703799e+00,-8.12336058692631258e-01,3.36733172681972848e+00,3.07024611789228175e+01,2.50300168827079661e+00,0.00000000000000000e+00,3.27135703807898821e+01,2.91080658466004309e+02,3.84732896671302227e-01,2.16955962000880298e+01,1.56191838270816312e+01,-3.03754321836373826e+01,-1.05576647092374309e+00,2.77850406625647806e-01,-3.18023868916868799e-14,-3.45149904448681433e-01,1.57528718829108239e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18079092151377267e+02,-3.07730164240939644e+02,-2.97717946009126536e+02
1214,6.41875468867216803e-01,1.55793459713424176e+00,6.71675041594189115e-01,3.57846095690852795e-01,3.70968863132097093e-01,-9.32989293325388380e-01,-1.28101017283548030e-01,1.55793459713424176e+00,-1.61458451641326911e-01,1.25808395591761157e+00,-8.12513150229011827e-01,3.36707490311045232e+00,3.07024987537846812e+01,2.50317295392943429e+00,0.00000000000000000e+00,3.27152011089273813e+01,2.94888568875495650e+02,3.84413712084238968e-01,2.16969182331591668e+01,1.56268273824699513e+01,-3.03714820968172923e+01,-1.05580298581094456e+00,2.77944065346072577e-01,-4.76811332775059843e-14,-3.45454835742640021e-01,1.57535550385224532e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18171809761613190e+02,-3.07857541388251889e+02,-2.97877633661603568e+02
1215,6.41901725431357817e-01,1.55787087085332288e+00,6.71734504726419268e-01,3.57820639171042787e-01,3.70921503056942214e-01,-9.33215095190518040e-01,-1.28200296630818805e-01,1.55787087085332310e+00,-1.61515990659249098e-01,1.25790991997976231e+00,-8.12690267542512279e-01,3.36681805151525770e+00,3.07025354210229011e+01,2.50334438546250881e+00,0.00000000000000000e+00,3.27169060107775564e+01,2.92587617837776179e+02,3.84094702699437407e-01,2.16982388792444425e+01,1.56345097530396480e+01,-3.03678650397994687e+01,-1.05583953226851590e+00,2.78037742677954780e-01,-0.00000000000000000e+00,-3.45773256296399489e-01,1.57542419391120481e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18264990132906973e+02,-3.07985383095426641e+02,-2.98037795991401310e+02
1216,6.41927981995498831e-01,1.55780714978555324e+00,6.71793977383958851e-01,3.57795181290343212e-01,3.70874148423070704e-01,-9.33440940198935976e-01,-1.28299563795969546e-01,1.55780714978555368e+00,-1.61573545935825902e-01,1.25773592142386414e+00,-8.12867410701268112e-01,3.36656117535759947e+00,3.07025711660847236e+01,2.50351598570915757e+00,0.00000000000000000e+00,3.27185190940637654e+01,2.96347981999321746e+02,3.83775870212427928e-01,2.16995581262105404e+01,1.56421361575169691e+01,-3.03641301014813578e+01,-1.05587611089581102e+00,2.78131437845172524e-01,-4.76362765958529717e-14,-3.46078276003125240e-01,1.57540564814043127e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18358635444014567e+02,-3.08113671742966687e+02,-2.98198396856828424e+02
1217,6.41954238559639845e-01,1.55774343393029313e+00,6.71853459567798184e-01,3.57769722049248784e-01,3.70826799256327111e-01,-9.33666828283438055e-01,-1.28398818780993323e-01,1.55774343393029313e+00,-1.61631117460370094e-01,1.25756196033038425e+00,-8.13044579695414438e-01,3.36630428264356585e+00,3.07026058979086542e+01,2.50368776123818604e+00,0.00000000000000000e+00,3.27209257809423306e+01,3.18688112300521141e+02,3.83457218992866722e-01,2.17008759061629704e+01,1.56502090866796628e+01,-3.03644955664258944e+01,-1.05591272306713502e+00,2.78225152532612985e-01,-3.17425779736739338e-14,-3.46516863644985407e-01,1.57576498183107905e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18452747882603148e+02,-3.08242340485149725e+02,-2.98359304793279421e+02
1218,6.41980495123780970e-01,1.55767972328690285e+00,6.71912951278921700e-01,3.57744261448257383e-01,3.70779455582587292e-01,-9.33892759380628767e-01,-1.28498061587882961e-01,1.55767972328690285e+00,-1.61688705223537704e-01,1.25738803677988598e+00,-8.13221774522023044e-01,3.36604745081822632e+00,3.07026389923011607e+01,2.50385977385154668e+00,0.00000000000000000e+00,3.27245276209100311e+01,3.26186821449984507e+02,3.83138792997945787e-01,2.17021918575046300e+01,1.56589636085936750e+01,-3.03704154690320465e+01,-1.05594938156978202e+00,2.78318925359222924e-01,-4.75914697903236013e-14,-3.47152998930037260e-01,1.57674762568888371e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18547329645274317e+02,-3.08371462346737871e+02,-2.98520659067393581e+02
1219,6.42006751687921984e-01,1.55761601785474335e+00,6.71972452518310837e-01,3.57718799487867722e-01,3.70732117427755803e-01,-9.34118733466150042e-01,-1.28597292218630005e-01,1.55761601785474313e+00,-1.61746309229527402e-01,1.25721415085302368e+00,-8.13398995246443546e-01,3.36579070149679671e+00,3.07026702715432691e+01,2.50403204094933240e+00,0.00000000000000000e+00,3.27275305517978268e+01,3.03856888646735626e+02,3.82820604940034226e-01,2.17035058783834565e+01,1.56673868846152811e+01,-3.03735871019167014e+01,-1.05598608992623122e+00,2.78412769040515096e-01,-0.00000000000000000e+00,-3.47690088769044114e-01,1.57745856128484507e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18642382937584443e+02,-3.08501065753181251e+02,-2.98682512644562735e+02
1220,6.42033008252062998e-01,1.55755231763317492e+00,6.72031963286945366e-01,3.57693336168579901e-01,3.70684784817764401e-01,-9.34344750494331966e-01,-1.28696510675226777e-01,1.55755231763317492e+00,-1.61803929475186292e-01,1.25704030263053879e+00,-8.13576241897194130e-01,3.36553396067827659e+00,3.07027003436746071e+01,2.50420450390102234e+00,0.00000000000000000e+00,3.27290643489801667e+01,2.80866475891851280e+02,3.82502613350104492e-01,2.17048183217539759e+01,1.56749842546472706e+01,-3.03696360800670995e+01,-1.05602283591028900e+00,2.78506647339516078e-01,-3.16978085390691632e-14,-3.47986193587305537e-01,1.57744948782504779e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18737909974069225e+02,-3.08631078553026100e+02,-2.98844723731022214e+02
1221,6.42059264816204012e-01,1.55748862262155829e+00,6.72091483585800398e-01,3.57667871490895406e-01,3.70637457778576485e-01,-9.34570810397464813e-01,-1.28795716959664686e-01,1.55748862262155829e+00,-1.61861565949755010e-01,1.25686649219327307e+00,-8.13753514464714889e-01,3.36527715167913133e+00,3.07027298574850818e+01,2.50437710191283713e+00,0.00000000000000000e+00,3.27293883238068233e+01,2.58981386934557747e+02,3.82184775255036357e-01,2.17061295703925197e+01,1.56819028109832885e+01,-3.03597415398580175e+01,-1.05605960685213707e+00,2.78600522636699821e-01,-3.16829019912568639e-14,-3.48083413919467455e-01,1.57684982315795796e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18833912978264266e+02,-3.08761530826400929e+02,-2.99007348458448519e+02
1222,6.42085521380345026e-01,1.55742493281925465e+00,6.72151013415847709e-01,3.57642405455318113e-01,3.70590136336183984e-01,-9.34796913147566855e-01,-1.28894911073934165e-01,1.55742493281925443e+00,-1.61919218656260189e-01,1.25669271962215512e+00,-8.13930813008920007e-01,3.36502020054374640e+00,3.07027594288637005e+01,2.50454977630205544e+00,0.00000000000000000e+00,3.27283541446974695e+01,2.40093785213129337e+02,3.81867049198245490e-01,2.17074399843239902e+01,1.56880612180176815e+01,-3.03431923278934796e+01,-1.05609639052239590e+00,2.78694358616051574e-01,-3.16680037337472632e-14,-3.47955837560010139e-01,1.57559051591427468e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.18930394182727241e+02,-3.08892490895390154e+02,-2.99170517052984451e+02
1223,6.42111777944486151e-01,1.55736124822562449e+00,6.72210552778057302e-01,3.57616938062351508e-01,3.70542820516606586e-01,-9.35023058711425215e-01,-1.28994093020026485e-01,1.55736124822562449e+00,-1.61976887595945696e-01,1.25651898499820902e+00,-8.14108137580906721e-01,3.36476302883006628e+00,3.07027897166091464e+01,2.50472246480830130e+00,0.00000000000000000e+00,3.27263205035528273e+01,2.19659105457543973e+02,3.81549391261636728e-01,2.17087499512008080e+01,1.56936570499294703e+01,-3.03218957194293317e+01,-1.05613317394712714e+00,2.78788116994074020e-01,-1.58265568803667118e-14,-3.47664999337611524e-01,1.57382892876402103e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19027355829059957e+02,-3.09023861355999259e+02,-2.99334038735349168e+02
1224,6.42138034508627165e-01,1.55729756884002968e+00,6.72270101673394183e-01,3.57591469312502686e-01,3.70495510345896284e-01,-9.35249247001699979e-01,-1.29093262799930608e-01,1.55729756884002968e+00,-1.62034572751330402e-01,1.25634528840255344e+00,-8.14285488137818869e-01,3.36450557306358489e+00,3.07028212405389240e+01,2.50489511704995271e+00,0.00000000000000000e+00,3.27224796772527142e+01,1.78602986904998318e+02,3.81231765817639512e-01,2.17100597710254348e+01,1.56982428709524502e+01,-3.02918158143603691e+01,-1.05616994664889141e+00,2.78881765860674924e-01,-4.74573481078420425e-14,-3.47076166871621183e-01,1.57121394030312578e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19124800167928697e+02,-3.09155647864747039e+02,-2.99497922306186126e+02
1225,6.42164291072768179e-01,1.55723389466183049e+00,6.72329660102819804e-01,3.57565999206279406e-01,3.70448205850132384e-01,-9.35475477985370785e-01,-1.29192420415637610e-01,1.55723389466183049e+00,-1.62092274123776803e-01,1.25617162991639542e+00,-8.14462864731679503e-01,3.36424769190119788e+00,3.07028551830622121e+01,2.50506762060934207e+00,0.00000000000000000e+00,3.27164690598681247e+01,1.62075665124883471e+02,3.80914094299643347e-01,2.17113701500664504e+01,1.57016295282568947e+01,-3.02507653934191971e+01,-1.05620668514055294e+00,2.78975240805288127e-01,3.16233586613800015e-14,-3.46125894108171905e-01,1.56764677911207162e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19222729459087930e+02,-3.09287938723735863e+02,-2.99662336707879035e+02
1226,6.42190547636909193e-01,1.55717022569038832e+00,6.72389228067292954e-01,3.57540527744190872e-01,3.70400907055423612e-01,-9.35701751629671619e-01,-1.29291565869136649e-01,1.55717022569038832e+00,-1.62149991714765601e-01,1.25599800962103636e+00,-8.14640267415252528e-01,3.36398933559071978e+00,3.07028919632716395e+01,2.50523993594099448e+00,0.00000000000000000e+00,3.27112777201750475e+01,2.00654996559325468e+02,3.80596349722565452e-01,2.17126813449890719e+01,1.57054842757422506e+01,-3.02137868175959525e+01,-1.05624338107774962e+00,2.79068522222711779e-01,7.90212338082657217e-14,-3.45311142563197282e-01,1.56449756645682880e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19321145971400313e+02,-3.09420698133549877e+02,-2.99827210447341884e+02
1227,6.42216804201050206e-01,1.55710656192506502e+00,6.72448805567769647e-01,3.57515054926747677e-01,3.70353613987908781e-01,-9.35928067880289039e-01,-1.29390699162415912e-01,1.55710656192506480e+00,-1.62207725518337786e-01,1.25582442759787360e+00,-8.14817696204078179e-01,3.36373063482796697e+00,3.07029304849210405e+01,2.50541216716812265e+00,0.00000000000000000e+00,3.27090307519080383e+01,2.53059848543023492e+02,3.80278605366338451e-01,2.17139926987405616e+01,1.57109834593817705e+01,-3.01916708123959054e+01,-1.05628005613593001e+00,2.79161670701639775e-01,-0.00000000000000000e+00,-3.44986909052125090e-01,1.56269297768657189e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19420051982858070e+02,-3.09553876546598872e+02,-2.99992445340186237e+02
1228,6.42243060765191331e-01,1.55704290336522178e+00,6.72508392605201344e-01,3.57489580754462299e-01,3.70306326673755515e-01,-9.36154426669878026e-01,-1.29489820297464420e-01,1.55704290336522178e+00,-1.62265475524042913e-01,1.25565088392839375e+00,-8.14995151091302494e-01,3.36347176516102930e+00,3.07029692821506188e+01,2.50558445419298303e+00,0.00000000000000000e+00,3.27096452273932243e+01,2.98275144541531347e+02,3.79960959275345567e-01,2.17153033313752388e+01,1.57180805232267655e+01,-3.01838527490449025e+01,-1.05631673947817584e+00,2.79254765904825175e-01,1.57893940254795541e-14,-3.45138780469629036e-01,1.56219159233873572e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19519449780604987e+02,-3.09687528775107182e+02,-3.00158145442119519e+02
1229,6.42269317329332345e-01,1.55697925001022019e+00,6.72567989180536063e-01,3.57464105227848994e-01,3.70259045139161691e-01,-9.36380827971921570e-01,-1.29588929276270221e-01,1.55697925001022019e+00,-1.62323241735609997e-01,1.25547737869417841e+00,-8.15172632141460407e-01,3.36321289044553851e+00,3.07030069948310711e+01,2.50575692767888247e+00,0.00000000000000000e+00,3.27129442083434725e+01,3.43288830034393300e+02,3.79643503013317118e-01,2.17166124288481086e+01,1.57266766444310448e+01,-3.01894487828598947e+01,-1.05635345832045124e+00,2.79347882601412578e-01,-1.57819738538695864e-14,-3.45737484131412864e-01,1.56291659355111490e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19619341660955570e+02,-3.09821654152751364e+02,-3.00324307293550305e+02
1230,6.42295573893473359e-01,1.55691560185942190e+00,6.72627595294719050e-01,3.57438628347423015e-01,3.70211769410353775e-01,-9.36607271724181012e-01,-1.29688026100821141e-01,1.55691560185942190e+00,-1.62381024144412411e-01,1.25530391197690139e+00,-8.15350139357186254e-01,3.36295417535078567e+00,3.07030422536131766e+01,2.50592971900127059e+00,0.00000000000000000e+00,3.27190755977266008e+01,3.94482683859582721e+02,3.79326328550063985e-01,2.17179191704821797e+01,1.57368539567121299e+01,-3.02091060357356760e+01,-1.05639024002369220e+00,2.79441095730779798e-01,-3.15491156213663136e-14,-3.46807919742247117e-01,1.56493829170773502e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19719729929418406e+02,-3.09956247774994324e+02,-3.00490919205901946e+02
1231,6.42321830457614373e-01,1.55685195891218919e+00,6.72687210948692105e-01,3.57413150113701172e-01,3.70164499513587875e-01,-9.36833757895758623e-01,-1.29787110773103703e-01,1.55685195891218897e+00,-1.62438822752716788e-01,1.25513048385833148e+00,-8.15527672795980707e-01,3.36269579294749299e+00,3.07030736264957795e+01,2.50610296632065932e+00,0.00000000000000000e+00,3.27281437095090482e+01,4.35545738256287450e+02,3.79009532579594521e-01,2.17192227005001186e+01,1.57486700006154638e+01,-3.02435791030772521e+01,-1.05642711334818817e+00,2.79534484462534816e-01,-3.15342917857210334e-14,-3.48367544191489908e-01,1.56830404855727745e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19820616900715208e+02,-3.10091320024925153e+02,-3.00657999120335887e+02
1232,6.42348087021755387e-01,1.55678832116788324e+00,6.72746836143393701e-01,3.57387670527201995e-01,3.70117235475150186e-01,-9.37060286423294420e-01,-1.29886183295105928e-01,1.55678832116788324e+00,-1.62496637551561601e-01,1.25495709442033032e+00,-8.15705232459125185e-01,3.36243788251049924e+00,3.07030999422846520e+01,2.50627678093045914e+00,0.00000000000000000e+00,3.27383594715260244e+01,4.25708656013214124e+02,3.78693192754510022e-01,2.17205223105121874e+01,1.57611201497327826e+01,-3.02838521367924045e+01,-1.05646410146823211e+00,2.79628111403139479e-01,1.57597380989769519e-14,-3.50120582436403371e-01,1.57215980599579797e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19922004898802300e+02,-3.10226841275445395e+02,-3.00825487381473636e+02
1233,6.42374343585896401e-01,1.55672468862586633e+00,6.72806470879758423e-01,3.57362189588445678e-01,3.70069977321355215e-01,-9.37286857257919159e-01,-1.29985243668813866e-01,1.55672468862586677e+00,-1.62554468537036395e-01,1.25478374374484969e+00,-8.15882818373427576e-01,3.36218041835436399e+00,3.07031214391237626e+01,2.50645114271572833e+00,0.00000000000000000e+00,3.27466762198842503e+01,3.85024217863205138e+02,3.78377294454879443e-01,2.17218181408893294e+01,1.57725070919399055e+01,-3.03146991187743389e+01,-1.05650120019176263e+00,2.79721961922019480e-01,-1.57523344268698726e-14,-3.51560428341254450e-01,1.57511507463448130e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.20023896256890396e+02,-3.10362835317267809e+02,-3.00993427905931071e+02
1234,6.42400600150037526e-01,1.55666106128550075e+00,6.72866115158717637e-01,3.57336707297953804e-01,3.70022725078547887e-01,-9.37513470351783007e-01,-1.30084291896213344e-01,1.55666106128550075e+00,-1.62612315705611410e-01,1.25461043191393662e+00,-8.16060430567770223e-01,3.36192325982633333e+00,3.07031392813170783e+01,2.50662593993515204e+00,0.00000000000000000e+00,3.27529685450513668e+01,3.58845786770556572e+02,3.78061759405655617e-01,2.17231108819046241e+01,1.57827714144522595e+01,-3.03355486170055819e+01,-1.05653838616978923e+00,2.79815971347478210e-01,-0.00000000000000000e+00,-3.52664131653219137e-01,1.57717031522438766e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.20126293317465922e+02,-3.10499340835991461e+02,-3.01161893515496331e+02
1235,6.42426856714178540e-01,1.55659743914614856e+00,6.72925768981199046e-01,3.57311223656249399e-01,3.69975478773102773e-01,-9.37740125675123770e-01,-1.30183327979290248e-01,1.55659743914614856e+00,-1.62670179060060510e-01,1.25443715900973518e+00,-8.16238069102828923e-01,3.36166632453011216e+00,3.07031541651841877e+01,2.50680110719820082e+00,0.00000000000000000e+00,3.27579398282280110e+01,3.35055827938811206e+02,3.77746542216697179e-01,2.17244009547642527e+01,1.57923073876060975e+01,-3.03497453843186484e+01,-1.05657564566605200e+00,2.79910104224774525e-01,3.14750788763836830e-14,-3.53549165091070816e-01,1.57866492130703695e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.20229198432309317e+02,-3.10636299262081934e+02,-3.01330768373512399e+02
1236,6.42453113278319554e-01,1.55653382220717207e+00,6.72985432348128132e-01,3.57285738663857100e-01,3.69928238431422307e-01,-9.37966823146244799e-01,-1.30282351920029904e-01,1.55653382220717207e+00,-1.62728058585166591e-01,1.25426392511447538e+00,-8.16415733949157452e-01,3.36140951835738200e+00,3.07031668714178636e+01,2.50697656977211603e+00,0.00000000000000000e+00,3.27612937484060680e+01,3.09197296338546835e+02,3.77431590956110341e-01,2.17256888270314441e+01,1.58009490428594077e+01,-3.03559903201910259e+01,-1.05661296301002694e+00,2.80004319370267596e-01,-0.00000000000000000e+00,-3.54166034294878695e-01,1.57945329471165286e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.20332613962517655e+02,-3.10773734074797915e+02,-3.01500095778864818e+02
