,u,x,phi,f,h,phiprime,A0,A0prime,X,Fbg_action,Ybg_action,f2,f2X,f2F,f2Y,f2phi,f2phiphi,f3,f3X,f3phi,f3phiX,f4,f4X,f4XX,f4phi,f4phiX,tf4,tf4phi,G2XX_lift,G2Xphi_lift,G2phiphi_lift
2107,6.65322580645161255e-01,1.50303030303030316e+00,7.28569443309398102e-01,3.34677361881470126e-01,3.34734010707518126e-01,-1.14298243500836794e+00,-2.12131075843781797e-01,1.50303030303030316e+00,-2.18649736446139803e-01,1.12974123806275317e+00,-9.88070495819026617e-01,3.25454736301348779e+00,2.97126610895946328e+01,2.85905430770321844e+00,0.00000000000000000e+00,3.77698891055216066e+01,4.52756808714314445e+02,2.58742353274671599e-01,2.15187419700072589e+01,2.45533159025487642e+01,-7.60730233875752617e+01,-1.12247296357072512e+00,3.76475079413417402e-01,-2.12344910749493408e-14,-1.77485568412063777e+00,2.04221588892447503e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.20486845964092026e+02,-8.41731045976497626e+02,-8.63525304818471227e+02
2108,6.65348837209302268e-01,1.50297098916462790e+00,7.28637244846991883e-01,3.34651108606193015e-01,3.34705587796902904e-01,-1.14321276229647784e+00,-2.12220224622214237e-01,1.50297098916462768e+00,-2.18719293961352590e-01,1.12964476658624502e+00,-9.88300423099521819e-01,3.25476665639016360e+00,2.97094396536767889e+01,2.85990149101301405e+00,0.00000000000000000e+00,3.77989740586436085e+01,6.38513779307412392e+02,2.58911077512897714e-01,2.15158661055820097e+01,2.45737378846869703e+01,-7.62588532606519038e+01,-1.12261970015407120e+00,3.76613677099191912e-01,-0.00000000000000000e+00,-1.78131136157067305e+00,2.04649592348520049e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.21186881028935431e+02,-8.42459973117787058e+02,-8.64284151028240672e+02
2109,6.65375093773443282e-01,1.50291167998015673e+00,7.28705054692453391e-01,3.34624855203592086e-01,3.34677206262930294e-01,-1.14344303618432686e+00,-2.12309362847075744e-01,1.50291167998015629e+00,-2.18788860878421393e-01,1.12954844574953372e+00,-9.88530471010127365e-01,3.25498892073647639e+00,2.97062010352058863e+01,2.86075168835555571e+00,0.00000000000000000e+00,3.78395018566231158e+01,7.52805112201439215e+02,2.59081573252291808e-01,2.15129749244644799e+01,2.45995577138730646e+01,-7.64921131428586563e+01,-1.12276697361399558e+00,3.76752657979549321e-01,2.12160405314438314e-14,-1.78985229576381077e+00,2.05297873924377239e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.21885120402182338e+02,-8.43186917885118987e+02,-8.65040819992826073e+02
2110,6.65401350337584407e-01,1.50285237547633543e+00,7.28772872841088604e-01,3.34598601676134977e-01,3.34648866159945990e-01,-1.14367325650225715e+00,-2.12398490520032124e-01,1.50285237547633566e+00,-2.18858437188972493e-01,1.12945227572563889e+00,-9.88760639779367123e-01,3.25521470170870142e+00,2.97029417856912303e+01,2.86160538326383662e+00,0.00000000000000000e+00,3.78815559451218249e+01,6.82119036189427902e+02,2.59254097084550328e-01,2.15100661832308049e+01,2.46260540305125737e+01,-7.67320193181041503e+01,-1.12291488324912092e+00,3.76892121154234483e-01,-2.12068221945548432e-14,-1.79867822847547254e+00,2.05958450124521342e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.22581561393949983e+02,-8.43911950842098122e+02,-8.65795459318636404e+02
2111,6.65427606901725421e-01,1.50279307565261022e+00,7.28840699288192839e-01,3.34572348026292821e-01,3.34620567542320002e-01,-1.14390342305567327e+00,-2.12487607642748350e-01,1.50279307565261000e+00,-2.18928022875134798e-01,1.12935625668765338e+00,-9.88990929593164703e-01,3.25544367272756086e+00,2.96996639928179604e+01,2.86246228709733685e+00,0.00000000000000000e+00,3.79154868576916826e+01,5.53904504761724866e+02,2.59428492196108695e-01,2.15071412051542801e+01,2.46486866171749561e+01,-7.69384808680490124e+01,-1.12306336977060117e+00,3.77031991915673825e-01,-2.11976084768061251e-14,-1.80603029868889986e+00,2.06455839650176021e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.23276201377649613e+02,-8.44635021657610309e+02,-8.66547968490711014e+02
2112,6.65453863465866435e-01,1.50273378050842688e+00,7.28908534029052535e-01,3.34546094256538695e-01,3.34592310464447595e-01,-1.14413353567288500e+00,-2.12576714216889839e-01,1.50273378050842688e+00,-2.18997617927849303e-01,1.12926038880876334e+00,-9.89221340677584382e-01,3.25567531071013239e+00,2.96963710331234836e+01,2.86332193713107852e+00,0.00000000000000000e+00,3.79424138887334692e+01,4.61769009445485608e+02,2.59604512031954116e-01,2.15042021903884013e+01,2.46680268522293495e+01,-7.71154880590195262e+01,-1.12321233769291307e+00,3.77172173676497302e-01,-0.00000000000000000e+00,-1.81210530748586485e+00,2.06831963217080173e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.23969037789804702e+02,-8.45356236448593563e+02,-8.67298567940646876e+02
2113,6.65480120030007449e-01,1.50267449004323161e+00,7.28976377058943803e-01,3.34519840369349508e-01,3.34564094980750681e-01,-1.14436359418138034e+00,-2.12665810244121178e-01,1.50267449004323161e+00,-2.19067222337791800e-01,1.12916467226223571e+00,-9.89451873257804038e-01,3.25590918882927571e+00,2.96930656361100844e+01,2.86418395568407869e+00,0.00000000000000000e+00,3.79631062102557166e+01,3.72023401555892576e+02,2.59781956492636246e-01,2.15012509230200415e+01,2.46844385503051171e+01,-7.72668532694016506e+01,-1.12336170890579279e+00,3.77312593063924506e-01,-0.00000000000000000e+00,-1.81704353244637673e+00,2.07101191392213657e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.24660068129836304e+02,-8.46075512785695196e+02,-8.68047091159594061e+02
2114,6.65506376594148463e-01,1.50261520425647044e+00,7.29044228373135317e-01,3.34493586367203277e-01,3.34535921145672877e-01,-1.14459359838301822e+00,-2.12754895726107091e-01,1.50261520425647044e+00,-2.19136836085870201e-01,1.12906910722141718e+00,-9.89682527515198029e-01,3.25614486212804977e+00,2.96897506309932595e+01,2.86504794891935255e+00,0.00000000000000000e+00,3.79773089489346418e+01,2.61289026043730019e+02,2.59960616867204786e-01,2.14982892468887776e+01,2.46977996288573607e+01,-7.73909906617320900e+01,-1.12351140202755539e+00,3.77453172516325708e-01,-0.00000000000000000e+00,-1.82079986890517809e+00,2.07257531416482443e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.25349289959859902e+02,-8.46792678873389718e+02,-8.68793188188779027e+02
2115,6.65532633158289588e-01,1.50255592314758979e+00,7.29112087966881206e-01,3.34467332252583016e-01,3.34507789013687384e-01,-1.14482354807215470e+00,-2.12843970664511412e-01,1.50255592314758979e+00,-2.19206459150164901e-01,1.12897369385974544e+00,-9.89913303618708218e-01,3.25638188563618591e+00,2.96864289006522739e+01,2.86591352284948631e+00,0.00000000000000000e+00,3.79841194333668781e+01,1.74337154428280030e+02,2.60140284559587320e-01,2.14953190529996228e+01,2.47076929985489748e+01,-7.74842594019111885e+01,-1.12366133566433080e+00,3.77593834658427996e-01,-0.00000000000000000e+00,-1.82320659533320106e+00,2.07285700104437876e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.26036700904478721e+02,-8.47508043684956192e+02,-8.69537495518326637e+02
2116,6.65558889722430602e-01,1.50249664671603611e+00,7.29179955835429605e-01,3.34441078027973016e-01,3.34479698639288892e-01,-1.14505344312111257e+00,-2.12933035060997783e-01,1.50249664671603611e+00,-2.19276091538657292e-01,1.12887843235073504e+00,-9.90144201872622864e-01,3.25661985647774710e+00,2.96831029893548717e+01,2.86678032061166066e+00,0.00000000000000000e+00,3.79891520571446577e+01,2.24351992900095382e+02,2.60320770769579879e-01,2.14923419951291201e+01,2.47167513367701268e+01,-7.75705485582390111e+01,-1.12381143609315304e+00,3.77734509418439224e-01,-0.00000000000000000e+00,-1.82528892906065643e+00,2.07283357237951549e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.26722298650559082e+02,-8.48221505759289812e+02,-8.70279807387496817e+02
2117,6.65585146286571616e-01,1.50243737496125562e+00,7.29247831974017990e-01,3.34414823695860897e-01,3.34451650076998397e-01,-1.14528328330641505e+00,-2.13022088917229985e-01,1.50243737496125562e+00,-2.19345733222689798e-01,1.12878332286798599e+00,-9.90375222416090328e-01,3.25685899086733777e+00,2.96797715291870361e+01,2.86764853371109618e+00,0.00000000000000000e+00,3.80004136861569179e+01,3.08211323743465073e+02,2.60502176925339668e-01,2.14893571770144476e+01,2.47287237334456691e+01,-7.76824742557912202e+01,-1.12396174261125381e+00,3.77875234261715098e-01,-2.11424229693874238e-14,-1.82851004754068391e+00,2.07388770242691178e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.27406080947031569e+02,-8.48932908590257853e+02,-8.71019805006305774e+02
2118,6.65611402850712630e-01,1.50237810788269521e+00,7.29315716377873957e-01,3.34388569258736779e-01,3.34423643381361602e-01,-1.14551306846264045e+00,-2.13111132234870604e-01,1.50237810788269477e+00,-2.19415384195883301e-01,1.12868836558518093e+00,-9.90606365489184237e-01,3.25709965129884171e+00,2.96764322460705898e+01,2.86851848330081616e+00,0.00000000000000000e+00,3.80140842224788855e+01,3.04324045304136121e+02,2.60684672734235734e-01,2.14863631124660088e+01,2.47418172476388172e+01,-7.78045761820133350e+01,-1.12411232124394100e+00,3.78016070931221027e-01,-2.11332414861673689e-14,-1.83217188109489970e+00,2.07534031487092419e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.28088045604660124e+02,-8.49642439688981199e+02,-8.71757875448529944e+02
2119,6.65637659414853644e-01,1.50231884547980110e+00,7.29383609042215220e-01,3.34362314719093778e-01,3.34395678606949021e-01,-1.14574279840201143e+00,-2.13200165015583032e-01,1.50231884547980088e+00,-2.19485044443342686e-01,1.12859356067608663e+00,-9.90837631293844945e-01,3.25734181479039142e+00,2.96730852674945069e+01,2.86939014908540635e+00,0.00000000000000000e+00,3.80268687296884025e+01,3.01502398762965811e+02,2.60868247134582565e-01,2.14833598730238258e+01,2.47544857972534125e+01,-7.79232612926049200e+01,-1.12426316766221990e+00,3.78157013736665326e-01,-0.00000000000000000e+00,-1.83567389529695735e+00,2.07661565950537108e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.28768190495821955e+02,-8.50349978876981254e+02,-8.72493774336924048e+02
2120,6.65663915978994769e-01,1.50225958775201995e+00,7.29451509962250277e-01,3.34336060079427400e-01,3.34367755808355316e-01,-1.14597247294068727e+00,-2.13289187261029800e-01,1.50225958775201995e+00,-2.19554713951725600e-01,1.12849890831454958e+00,-9.91069020039342163e-01,3.25758549917660289e+00,2.96697304989824886e+01,2.87026354692927033e+00,0.00000000000000000e+00,3.80403342567445151e+01,3.03550915882339666e+02,2.61052908178632193e-01,2.14803473931273388e+01,2.47674662918016892e+01,-7.80448182027332109e+01,-1.12441428498966722e+00,3.78298064026252712e-01,-0.00000000000000000e+00,-1.83930148864092380e+00,2.07799677841956498e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.29446513554285048e+02,-8.51055579331462809e+02,-8.73227612962663443e+02
2121,6.65690172543135783e-01,1.50220033469879910e+00,7.29519419133176528e-01,3.34309805342236810e-01,3.34339875040200685e-01,-1.14620209189521183e+00,-2.13378198972872246e-01,1.50220033469879910e+00,-2.19624392707882393e-01,1.12840440867449932e+00,-9.91300531936136209e-01,3.25783071951242009e+00,2.96663678436855918e+01,2.87113869024324098e+00,0.00000000000000000e+00,3.80531550880510707e+01,2.96412239522125162e+02,2.61238662678135281e-01,2.14773256020747070e+01,2.47801311356643126e+01,-7.81638326979147848e+01,-1.12456567583478440e+00,3.78439222999662706e-01,2.11057245703914920e-14,-1.84281403105318087e+00,2.07922291758239419e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.30123012774967492e+02,-8.51759165351635716e+02,-8.73959238083650575e+02
2122,6.65716429107276797e-01,1.50214108631958543e+00,7.29587336550182264e-01,3.34283550510023619e-01,3.34312036357130027e-01,-1.14643165507343969e+00,-2.13467200152772180e-01,1.50214108631958565e+00,-2.19694080695379490e-01,1.12831006192994954e+00,-9.91532167180187884e-01,3.25807745513824321e+00,2.96629974571898032e+01,2.87201556078999998e+00,0.00000000000000000e+00,3.80674434344744981e+01,3.57383540406335271e+02,2.61425500468416505e-01,2.14742945968148504e+01,2.47934835550302033e+01,-7.82887978165126981e+01,-1.12471733632077742e+00,3.78580484343234214e-01,2.10965614322075850e-14,-1.84659418163200484e+00,2.08072539619550589e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.30797686213722614e+02,-8.52460892199950081e+02,-8.74688970358295137e+02
2123,6.65742685671417811e-01,1.50208184261382538e+00,7.29655262208446898e-01,3.34257295585291492e-01,3.34284239813813278e-01,-1.14666116231989923e+00,-2.13556190802391826e-01,1.50208184261382538e+00,-2.19763777911884312e-01,1.12821586825499742e+00,-9.91763926031419940e-01,3.25832596100635108e+00,2.96596177223395685e+01,2.87289438459947100e+00,0.00000000000000000e+00,3.80867748280211202e+01,4.07208482012406137e+02,2.61613542240187125e-01,2.14712533314749798e+01,2.48092207479945976e+01,-7.84346463245350947e+01,-1.12486931262732770e+00,3.78721898969460791e-01,2.10874028705461763e-14,-1.85129254125227138e+00,2.08325874155576285e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.31470531987092727e+02,-8.53160570248731233e+02,-8.75416422621264473e+02
2124,6.65768942235558825e-01,1.50202260358096651e+00,7.29723196103138294e-01,3.34231040570547977e-01,3.34256485464943909e-01,-1.14689061340644649e+00,-2.13645170923391636e-01,1.50202260358096651e+00,-2.19833484327254414e-01,1.12812182782381853e+00,-9.91995808624564046e-01,3.25857646232543363e+00,2.96562272041563020e+01,2.87377536140632017e+00,0.00000000000000000e+00,3.81056070357829100e+01,3.47032658574576260e+02,2.61802894778082051e-01,2.14682008791545833e+01,2.48247156088790000e+01,-7.85784954265006235e+01,-1.12502164549463357e+00,3.78863512940029290e-01,4.21564977688757831e-14,-1.85590129006267968e+00,2.08569339906655227e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.32141548272074033e+02,-8.53858308748697141e+02,-8.76141820983574121e+02
2125,6.65795198799699950e-01,1.50196336922045504e+00,7.29791138229415659e-01,3.34204785468302401e-01,3.34228773365239817e-01,-1.14712000819796844e+00,-2.13734140517433807e-01,1.50196336922045526e+00,-2.19903199947053291e-01,1.12802794081066948e+00,-9.92227815255805834e-01,3.25882867314035884e+00,2.96528277416551589e+01,2.87465823788546970e+00,0.00000000000000000e+00,3.81186262614298883e+01,2.56480189649795250e+02,2.61993422363267392e-01,2.14651384211584109e+01,2.48374475853252363e+01,-7.86985297910599684e+01,-1.12517428279251286e+00,3.79005267203765484e-01,-0.00000000000000000e+00,-1.85945472247364685e+00,2.08693188782299455e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.32810733305878671e+02,-8.54554126485619349e+02,-8.76865205849100676e+02
2126,6.65821455363840964e-01,1.50190413953173940e+00,7.29859088582428206e-01,3.34178530281068087e-01,3.34201103569445379e-01,-1.14734934647014430e+00,-2.13823099586177012e-01,1.50190413953173940e+00,-2.19972924742692894e-01,1.12793420738989392e+00,-9.92459946067544396e-01,3.25908222777425660e+00,2.96494216696478219e+01,2.87554268992241191e+00,0.00000000000000000e+00,3.81263223338919559e+01,1.81194571960797333e+02,2.62184951493815377e-01,2.14620674555607671e+01,2.48476497710920121e+01,-7.87968427750393232e+01,-1.12532715790463511e+00,3.79147086207865303e-01,-4.21199092387230916e-14,-1.86204235860011047e+00,2.08707769861063808e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.33478085385679265e+02,-8.55247883230603065e+02,-8.77586291224394358e+02
2127,6.65847711927981978e-01,1.50184491451426649e+00,7.29927047157314268e-01,3.34152275011360189e-01,3.34173476132326897e-01,-1.14757862806085309e+00,-2.13912048131282062e-01,1.50184491451426649e+00,-2.20042658709474287e-01,1.12784062773591165e+00,-9.92692201310289790e-01,3.25933677071064487e+00,2.96460112558987987e+01,2.87642840229896368e+00,0.00000000000000000e+00,3.81289894002565077e+01,1.16320203924143286e+02,2.62377313557535685e-01,2.14589894363482969e+01,2.48554640738050026e+01,-7.88748956578990033e+01,-1.12548020605578070e+00,3.79288896551217891e-01,4.21016286691366363e-14,-1.86371639640812936e+00,2.08618553843275034e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.34143602868379958e+02,-8.55939746804311426e+02,-8.78305423239014431e+02
2128,6.65873968492122992e-01,1.50178569416748364e+00,7.29995013949204297e-01,3.34126019661696916e-01,3.34145891108676207e-01,-1.14780785277686448e+00,-2.14000986154408934e-01,1.50178569416748342e+00,-2.20112401830816901e-01,1.12774720202322465e+00,-9.92924581181261923e-01,3.25959195881170682e+00,2.96425986719520154e+01,2.87731507069915260e+00,0.00000000000000000e+00,3.81264919566099891e+01,2.63026014458893131e+00,2.62570345817105810e-01,2.14559057511458064e+01,2.48608248593426815e+01,-7.89316717324696668e+01,-1.12563336473774100e+00,3.79430626974691598e-01,6.31250358314186723e-14,-1.86445300425470384e+00,2.08421917277141455e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.34807284170355615e+02,-8.56629591905729171e+02,-8.79022346406395172e+02
2129,6.65900225056264006e-01,1.50172647849083818e+00,7.30062988953217085e-01,3.34099764234599306e-01,3.34118348553310573e-01,-1.14803702043680911e+00,-2.14089913657217357e-01,1.50172647849083840e+00,-2.20182154094734212e-01,1.12765393042642237e+00,-9.93157085898732861e-01,3.25984735205896570e+00,2.96391867550733465e+01,2.87820230474783889e+00,0.00000000000000000e+00,3.81149248495697108e+01,-1.10998164649807592e+02,2.62763840220649136e-01,2.14528182330578687e+01,2.48619137364323919e+01,-7.89512835389494114e+01,-1.12578655374404768e+00,3.79572189309030583e-01,-4.20650948869871213e-14,-1.86353719884022540e+00,2.08053443711307162e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.35469127767202167e+02,-8.57317502001707112e+02,-8.79737233621932319e+02
2130,6.65926481620405131e-01,1.50166726748377810e+00,7.30130972164462766e-01,3.34073508732591173e-01,3.34090848521069073e-01,-1.14826613085795737e+00,-2.14178830641365919e-01,1.50166726748377810e+00,-2.20251915488760691e-01,1.12756081312016398e+00,-9.93389715679122598e-01,3.26010241555956704e+00,2.96357788575338716e+01,2.87908962982587191e+00,0.00000000000000000e+00,3.81014844711238325e+01,-2.93626749921131136e+01,2.62957545837653794e-01,2.14497290489813892e+01,2.48621384759276793e+01,-7.89633862238605957e+01,-1.12593967534659645e+00,3.79713486376895726e-01,-0.00000000000000000e+00,-1.86227769077510263e+00,2.07658196011287677e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.36129132193485020e+02,-8.58003389773568756e+02,-8.80449907219092893e+02
2131,6.65952738184546145e-01,1.50160806114575029e+00,7.30198963578040483e-01,3.34047253158199497e-01,3.34063391066817927e-01,-1.14849518383893123e+00,-2.14267737108514628e-01,1.50160806114575074e+00,-2.20321685993323690e-01,1.12746785027920060e+00,-9.93622470707126837e-01,3.26035756572833524e+00,2.96323723556585463e+01,2.87997741490979831e+00,0.00000000000000000e+00,3.80992474102462566e+01,1.68771164038616206e+02,2.63151659745135047e-01,2.14466365077560255e+01,2.48676426049380019e+01,-7.90214058278790361e+01,-1.12609280511283938e+00,3.79854600732896897e-01,-0.00000000000000000e+00,-1.86305879985084433e+00,2.07476811378554382e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.36787296042470643e+02,-8.58687233122782459e+02,-8.81160323316663039e+02
2132,6.65978994748687159e-01,1.50154885947620409e+00,7.30266963189039497e-01,3.34020997513953699e-01,3.34035976245445787e-01,-1.14872417919875969e+00,-2.14356633060319657e-01,1.50154885947620409e+00,-2.20391465596721209e-01,1.12737504207835837e+00,-9.93855351203258630e-01,3.26061363748059163e+00,2.96289619505259054e+01,2.88086640029265473e+00,0.00000000000000000e+00,3.81093426921792400e+01,3.35578607348960702e+02,2.63346575091522983e-01,2.14435371708186615e+01,2.48789504444462573e+01,-7.91301673735109290e+01,-1.12624609497094541e+00,3.79995689550383209e-01,2.10051812530695320e-14,-1.86608625443291976e+00,2.07527835316594578e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.37443617965883277e+02,-8.59369238150989190e+02,-8.81868906319969142e+02
2133,6.66005251312828173e-01,1.50148966247458571e+00,7.30334970992540189e-01,3.33994741802385919e-01,3.34008604111865393e-01,-1.14895311678010481e+00,-2.14445518498441651e-01,1.50148966247458571e+00,-2.20461254296366288e-01,1.12728238869254294e+00,-9.94088357429447678e-01,3.26087141819769633e+00,2.96255426627336931e+01,2.88175728436541823e+00,0.00000000000000000e+00,3.81305874182512596e+01,5.02556954004799763e+02,2.63542662647290371e-01,2.14404278119568446e+01,2.48955008065025751e+01,-7.92849165811753522e+01,-1.12639968817552982e+00,3.80136901797859306e-01,-4.19921365617003043e-14,-1.87114648073727974e+00,2.07789519675241063e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.38098096673631176e+02,-8.60049203311002998e+02,-8.82575243938223707e+02
2134,6.66031507876969187e-01,1.50143047014034381e+00,7.30402986983612723e-01,3.33968486026031519e-01,3.33981274721014076e-01,-1.14918199636300677e+00,-2.14534393424537395e-01,1.50143047014034403e+00,-2.20531052065686489e-01,1.12718989029674233e+00,-9.94321489539785275e-01,3.26113169910702050e+00,2.96221094635050051e+01,2.88265076915439700e+00,0.00000000000000000e+00,3.81640877076014391e+01,6.95953145241671791e+02,2.63740294759887972e-01,2.14373051669699066e+01,2.49178169127863818e+01,-7.94900690108598127e+01,-1.12655372869275072e+00,3.80278386636924703e-01,-2.09869598496972673e-14,-1.87844027006200265e+00,2.08285720151026776e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.38750730933544446e+02,-8.60727192361080142e+02,-8.83279468317371311e+02
2135,6.66057764441110312e-01,1.50137128247292617e+00,7.30471011157317496e-01,3.33942230187427580e-01,3.33953988127853818e-01,-1.14941081779377763e+00,-2.14623257840264786e-01,1.50137128247292639e+00,-2.20600858903587188e-01,1.12709754706602916e+00,-9.94554747803569228e-01,3.26139529889388058e+00,2.96186571909277561e+01,2.88354758125714916e+00,0.00000000000000000e+00,3.82084127547444368e+01,7.74169949589342650e+02,2.63939856770996017e-01,2.14341658965396213e+01,2.49452053222171095e+01,-7.97395609672972654e+01,-1.12670836545467434e+00,3.80420299679912199e-01,-0.00000000000000000e+00,-1.88771010806578743e+00,2.08981146192000633e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.39401519571110498e+02,-8.61403179880544030e+02,-8.83981528515034483e+02
2136,6.66084021005251325e-01,1.50131209947178168e+00,7.30539043508704466e-01,3.33915974289115680e-01,3.33926744387368579e-01,-1.14963958084629314e+00,-2.14712111747279888e-01,1.50131209947178101e+00,-2.20670674781213799e-01,1.12700535917554356e+00,-9.94788132365245659e-01,3.26166262093623427e+00,2.96151833073593167e+01,2.88444807901743649e+00,0.00000000000000000e+00,3.82509768335180027e+01,6.64953716597055404e+02,2.64141536347269279e-01,2.14310083360532673e+01,2.49717154833481096e+01,-7.99825152053070951e+01,-1.12686367203956750e+00,3.80562707073954010e-01,-2.09687565940134807e-14,-1.89666748579264732e+00,2.09624642053218668e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.40050461469193124e+02,-8.62077113743926020e+02,-8.84681318716604665e+02
2137,6.66110277569392339e-01,1.50125292113635722e+00,7.30607084032812937e-01,3.33889718333639118e-01,3.33899543554568523e-01,-1.14986828536276642e+00,-2.14800955147241540e-01,1.50125292113635700e+00,-2.20740499695987996e-01,1.12691332680051870e+00,-9.95021643488058882e-01,3.26193314890771902e+00,2.96116910817788224e+01,2.88535180478116349e+00,0.00000000000000000e+00,3.82844762340554752e+01,5.40627958867611255e+02,2.64345088604352685e-01,2.14278345787556255e+01,2.49939509262851480e+01,-8.01881192079702600e+01,-1.12701955442853152e+00,3.80705502499003423e-01,-0.00000000000000000e+00,-1.90397455270676796e+00,2.10097505064570989e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.40697555567776817e+02,-8.62749177919392878e+02,-8.85379217616364372e+02
2138,6.66136534133533353e-01,1.50119374746610190e+00,7.30675132724674437e-01,3.33863462323544191e-01,3.33872385684487405e-01,-1.15009693115510503e+00,-2.14889788041805085e-01,1.50119374746610235e+00,-2.20810333633743500e-01,1.12682145011626411e+00,-9.95255281383323753e-01,3.26220639707438442e+00,2.96081836405676029e+01,2.88625832784298453e+00,0.00000000000000000e+00,3.83113792086686402e+01,4.50240565658914250e+02,2.64550286363593790e-01,2.14246466737707593e+01,2.50131043292233102e+01,-8.03661085119816079e+01,-1.12717592369866892e+00,3.80848602305547290e-01,-0.00000000000000000e+00,-1.91007737885161211e+00,2.10462282794221700e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.41342800863680964e+02,-8.63419206572726580e+02,-8.86074885900717959e+02
2139,6.66162790697674367e-01,1.50113457846046439e+00,7.30743189579308949e-01,3.33837206261379582e-01,3.33845270832181185e-01,-1.15032551803260819e+00,-2.14978610432626310e-01,1.50113457846046394e+00,-2.20880176579354687e-01,1.12672972929816240e+00,-9.95489046258346444e-01,3.26248190131379978e+00,2.96046639207967601e+01,2.88716723657410990e+00,0.00000000000000000e+00,3.83315762428621980e+01,3.50440506159494703e+02,2.64756912900636077e-01,2.14214465381923880e+01,2.50291200525184365e+01,-8.05167143940747252e+01,-1.12733269484855314e+00,3.80991927904456185e-01,-0.00000000000000000e+00,-1.91495645731938180e+00,2.10713392927828425e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.41986196410286766e+02,-8.64087234365924360e+02,-8.86768395702205225e+02
2140,6.66189047261815381e-01,1.50107541411889245e+00,7.30811254591727355e-01,3.33810950149697805e-01,3.33818199052731579e-01,-1.15055404580179177e+00,-2.15067422321362139e-01,1.50107541411889223e+00,-2.20950028516671504e-01,1.12663816452168430e+00,-9.95722938316146333e-01,3.26275920343685044e+00,2.96011348224673085e+01,2.88807812446668333e+00,0.00000000000000000e+00,3.83446865956293408e+01,2.31099803061048760e+02,2.64964754348347709e-01,2.14182360650425707e+01,2.50418226654322318e+01,-8.06378495936039315e+01,-1.12748978395569743e+00,3.81135401717851097e-01,2.09324044185497722e-14,-1.91854215182267218e+00,2.10844941376729356e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.42627741317257232e+02,-8.64753171718874796e+02,-8.87459564087981562e+02
2141,6.66215303825956506e-01,1.50101625444083475e+00,7.30879327756929209e-01,3.33784693991053427e-01,3.33791170401242510e-01,-1.15078251426310785e+00,-2.15156223709667971e-01,1.50101625444083475e+00,-2.21019889427256089e-01,1.12654675596237230e+00,-9.95956957749750349e-01,3.26303781205460330e+00,2.95975994907818603e+01,2.88899055538785010e+00,0.00000000000000000e+00,3.83506032470579257e+01,1.72439803644562744e+02,2.65173581417149473e-01,2.14150173151278800e+01,2.50511667260562660e+01,-8.07290424804085092e+01,-1.12764710102581178e+00,3.81278940476490191e-01,-0.00000000000000000e+00,-1.92081295550235764e+00,2.10854982666734303e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.43267434750259099e+02,-8.65417243638422178e+02,-8.88148853760173097e+02
