u,component,eq83_from_laurent,action_minus,action_plus,scaled_err_minus,scaled_err_plus
0.6205551387846961,M11_0,-0.3564125526230658,-0.356412552623105,-0.356412552623105,3.9190872769268026e-14,3.9190872769268026e-14
0.6205813953488372,M11_0,-0.35638987439820985,-0.35638987439828856,-0.35638987439828856,7.87148124459236e-14,7.87148124459236e-14
0.6206076519129782,M11_0,-0.35636704792895435,-0.3563670479281127,-0.3563670479281127,8.416600749683312e-13,8.416600749683312e-13
0.6206339084771193,M11_0,-0.3563440781402287,-0.3563440781446464,-0.3563440781446464,4.41768843728596e-12,4.41768843728596e-12
0.6206601650412603,M11_0,-0.35632097024397014,-0.3563209702263038,-0.3563209702263038,1.766631285704534e-11,1.766631285704534e-11
0.6206864216054013,M11_0,-0.3562977292463355,-0.3562977292463605,-0.3562977292463605,2.4980018054066022e-14,2.4980018054066022e-14
0.6207126781695423,M11_0,-0.35627436028239023,-0.3562743603000475,-0.3562743603000475,1.7657264539394646e-11,1.7657264539394646e-11
0.6207389347336834,M11_0,-0.35625086839727427,-0.3562508683928612,-0.3562508683928612,4.413081011733766e-12,4.413081011733766e-12
0.6207651912978245,M11_0,-0.3562272587192334,-0.35622725872003397,-0.35622725872003397,8.005818230572004e-13,8.005818230572004e-13
0.6207914478619655,M11_0,-0.35620353256494547,-0.35620353256529,-0.35620353256529,3.4455771569241733e-13,3.4455771569241733e-13
0.6208177044261065,M11_0,-0.35617968733247923,-0.35617968733025784,-0.35617968733025784,2.2213897388212445e-12,2.2213897388212445e-12
0.6208439609902475,M11_0,-0.3561557199298686,-0.35615571993883083,-0.35615571993883083,8.962219855135345e-12,8.962219855135345e-12
0.6208702175543885,M11_0,-0.35613162741492077,-0.3561316274140598,-0.3561316274140598,8.609779555968089e-13,8.609779555968089e-13
0.6208964741185297,M11_0,-0.3561074067010385,-0.35610740669661295,-0.35610740669661295,4.425571020760799e-12,4.425571020760799e-12
0.6209227306826707,M11_0,-0.35608305511766775,-0.3560830551020406,-0.3560830551020406,1.5627166227716316e-11,1.5627166227716316e-11
0.6209489872468117,M11_0,-0.3560585686167079,-0.3560585686167357,-0.3560585686167357,2.7755575615628914e-14,2.7755575615628914e-14
0.6209752438109527,M11_0,-0.3560339469580022,-0.35603394697360763,-0.35603394697360763,1.5605405856433663e-11,1.5605405856433663e-11
0.6210015003750937,M11_0,-0.35600919660410946,-0.3560091966086644,-0.3560091966086644,4.554967514280861e-12,4.554967514280861e-12
0.6210277569392348,M11_0,-0.3559843241369094,-0.3559843241369714,-0.3559843241369714,6.200595592531499e-14,6.200595592531499e-14
0.6210540135033759,M11_0,-0.355959329078192,-0.3559593290728136,-0.3559593290728136,5.37841993164534e-12,5.37841993164534e-12
