L,max_scaled_K,max_abs_K,max_scaled_M,max_abs_M
1000.0,1.5216989394998073e-14,4.121147867408581e-13,4.93718764787987e-07,0.01935887336730957
10000.0,6.606893648307768e-16,4.263256414560601e-14,1.1944555029415268e-07,0.00033772666938602924
