u,x,region,f,h,cT2,cS2,cV2,K11,R11,G11,K12,R12,G12,K13,R13,G13,K21,R21,G21,K22,R22,G22,K23,R23,G23,K31,R31,G31,K32,R32,G32,K33,R33,G33
0.0262180016904248,38.14173222687734,weak_exterior_H,0.973780376382548,0.973776106642806,1.0,1.0,1.0,1.0,0.0,0.9482440636389639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9482440636389639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9482440636389639
0.0263396784963236,37.96553553755702,weak_exterior_H,0.973658669650688,0.9736543214066004,1.0,1.0,1.0,1.0,0.0,0.9480069712803939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9480069712803939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9480069712803939
0.0264613320839741,37.79099241211801,weak_exterior_H,0.9735369857344502,0.9735325579363066,1.0,1.0,1.0,1.0,0.0,0.9477699519676609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9477699519676609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9477699519676609
0.0265765614359431,37.627140080189754,weak_exterior_H,0.9734217272756768,0.973417223134374,1.0,1.0,1.0,1.0,0.0,0.9475454747033552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9475454747033552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9475454747033552
0.0266981698157748,37.45575097095768,weak_exterior_H,0.973300087773496,0.9732955020090308,1.0,1.0,1.0,1.0,0.0,0.9473085975349385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9473085975349385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9473085975349385
0.02681975498418,37.28594838356516,weak_exterior_H,0.9731784710701344,0.9731738026071416,1.0,1.0,1.0,1.0,0.0,0.9470717933067269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9470717933067269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9470717933067269
0.0269413169434496,37.117710396229754,weak_exterior_H,0.973056877159895,0.9730521249142566,1.0,1.0,1.0,1.0,0.0,0.9468350619828666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9468350619828666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9468350619828666
0.0270564594979477,36.959750778768836,weak_exterior_H,0.9729417039492148,0.9729368713225592,1.0,1.0,1.0,1.0,0.0,0.9466108574195887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9466108574195887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9466108574195887
0.0271779762670099,36.7944982428237,weak_exterior_H,0.9728201544092384,0.9728152358635518,1.0,1.0,1.0,1.0,0.0,0.9463742679644401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9463742679644401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9463742679644401
0.0272994698336202,36.630747999672394,weak_exterior_H,0.9726986276456028,0.9726936220708304,1.0,1.0,1.0,1.0,0.0,0.9461377513079273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9461377513079273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9461377513079273
0.0274209402000231,36.468479662092605,weak_exterior_H,0.972577123652618,0.972572029929858,1.0,1.0,1.0,1.0,0.0,0.9459013074141692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9459013074141692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9459013074141692
0.0275359959905253,36.31610058136572,weak_exterior_H,0.9724620356059828,0.9724568573344476,1.0,1.0,1.0,1.0,0.0,0.9456773750224537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9456773750224537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9456773750224537
0.0276574211839742,36.15666093191073,weak_exterior_H,0.9723405759395208,0.9723353073156064,1.0,1.0,1.0,1.0,0.0,0.9454410727215876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9454410727215876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9454410727215876
0.0277788231837634,35.99864520482983,weak_exterior_H,0.9722191390269485,0.972213778905541,1.0,1.0,1.0,1.0,0.0,0.945204843077681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.945204843077681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.945204843077681
0.0279002019920915,35.84203441550196,weak_exterior_H,0.9720977248625826,0.9720922720896288,1.0,1.0,1.0,1.0,0.0,0.9449686860548268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9449686860548268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9449686860548268
0.0280215576111456,35.68680991531495,weak_exterior_H,0.971976333440742,0.9719707868532256,1.0,1.0,1.0,1.0,0.0,0.9447326016171111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9447326016171111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9447326016171111
0.0281365047036668,35.54101728455554,weak_exterior_H,0.9718613520145186,0.9718557154690952,1.0,1.0,1.0,1.0,0.0,0.9445090095988322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9445090095988322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9445090095988322
0.0282578151708948,35.38844011655889,weak_exterior_H,0.971740004864456,0.9717342722138416,1.0,1.0,1.0,1.0,0.0,0.944273066408037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.944273066408037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.944273066408037
0.0283791024552289,35.23719615789851,weak_exterior_H,0.9716186804401836,0.9716128504948128,1.0,1.0,1.0,1.0,0.0,0.9440371956964955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9440371956964955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9440371956964955
0.0285003665588113,35.08726801588577,weak_exterior_H,0.971497378736027,0.971491450297282,1.0,1.0,1.0,1.0,0.0,0.9438013974282707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9438013974282707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9438013974282707
0.0286152269602854,34.94642909482715,weak_exterior_H,0.9713824822848396,0.9713764594227072,1.0,1.0,1.0,1.0,0.0,0.9435780763870881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9435780763870881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9435780763870881
0.0287364459285096,34.799014550643996,weak_exterior_H,0.9712612248088422,0.9712551010931204,1.0,1.0,1.0,1.0,0.0,0.94334241908954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.94334241908954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.94334241908954
0.0288576417222309,34.65286628843394,weak_exterior_H,0.9711399900362464,0.9711337642415052,1.0,1.0,1.0,1.0,0.0,0.9431068341293578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9431068341293578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9431068341293578
0.0289788143435474,34.507968067460496,weak_exterior_H,0.9710187779613846,0.9710124488530536,1.0,1.0,1.0,1.0,0.0,0.9428713214705836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9428713214705836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9428713214705836
0.0290935880852711,34.37183468292312,weak_exterior_H,0.9709039664015212,0.9708975382700402,1.0,1.0,1.0,1.0,0.0,0.9426482708758548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9426482708758548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9426482708758548
