u,x,T_H,S_SVT,metric_residual_14_x,metric_residual_15_x,E00_H,E11_H,E00_SVTg,E11_SVTg,E00_total_standard_assembled,E11_total_standard_assembled,metric_residual_14_y,metric_residual_15_y,JA
0.71,1.4084507042253522,0.0,1.0,0.0,-2.0816681711721685e-17,1.785303259041763,0.0739594010674606,-1.785303259040378,-0.0739594010721347,1.3848922009174205e-12,-4.674011178096293e-12,0.0,-2.0816681711721685e-17,-1.0817401916138436e-15
0.7114464285714286,1.4055872091563966,0.1140771448054879,0.885922855194512,-1.1102230246251563e-16,-2.3314683517128287e-15,-8.510146317326923,-2.2372023065672804,-1.390600326370284,-1.4959748066480565,-9.900746643697207,-3.733177113215337,-1.1102230246251563e-16,-2.3314683517128287e-15,-1.609601410001573e-16
0.7124999999999999,1.4035087719298247,0.4999999999999787,0.5000000000000213,-5.551115123125783e-17,0.0,-2.457444905502183,0.7605097648622445,-0.4467669516943244,-1.8286004908749716,-2.904211857196508,-1.0680907260127268,-5.551115123125783e-17,0.0,2.740965690591959e-16
0.715,1.3986013986013988,1.0,0.0,6.272140851165256e-17,-1.8816422553495768e-16,-2.017925419059935,-0.7039454561353297,4.440892098500626e-16,0.0,-2.0179254190599347,-0.7039454561353297,6.272140851165256e-17,-1.8816422553495768e-16,0.0
