x,u,S_SVT,T_H,v5_target,c3_target,e3_target
1.408124880560836,0.7101642857142857,0.9999999999998296,1.7036908950634277e-13,-3986.1725365885745,346.7294228691161,323.0873587660742
1.40811779911188,0.7101678571428571,0.999999999999674,3.257987868196446e-13,-3988.6268740289925,346.9364396047557,323.08735876602395
1.4081107177341488,0.7101714285714286,0.9999999999993936,6.064441793652824e-13,-3991.081186783404,347.143454258196,323.08735876593335
1.4081036364276411,0.710175,0.9999999999988994,1.1006071417209214e-12,-3993.5354748517616,347.35046682943204,323.08735876577373
1.408096555192356,0.7101785714285714,0.9999999999980496,1.950446172805812e-12,-3995.989738233881,347.5574773184468,323.0873587654991
1.4080894740282923,0.7101821428571429,0.99999999999662,3.379901293076956e-12,-3998.4439769293253,347.7644857252012,323.08735876503727
1.4080823929354496,0.7101857142857142,0.9999999999942654,5.734610663565915e-12,-4000.898190936786,347.971492049581,323.0873587642765
1.4080753119138258,0.7101892857142856,0.999999999990462,9.537901308691723e-12,-4003.352380254852,348.17849629146184,323.0873587630477
1.4080682309634205,0.7101928571428571,0.999999999984432,1.5567946061122225e-11,-4005.8065448806287,348.38549845059134,323.08735876109944
1.4080611500842324,0.7101964285714285,0.9999999999750376,2.4962329155260335e-11,-4008.260684809922,348.5924985266039,323.0873587580643
1.4080540692762604,0.7101999999999999,0.9999999999606424,3.9357548356482435e-11,-4010.71480003653,348.7994965189591,323.08735875341335
1.4080469885395033,0.7102035714285714,0.9999999999389276,6.107239113467575e-11,-4013.168890551572,349.0064924268835,323.08735874639757
1.4080399078739605,0.7102071428571428,0.9999999999066544,9.334563947782317e-11,-4015.622956342142,349.2134862492544,323.0873587359705
1.4080328272796303,0.7102107142857143,0.9999999998593598,1.4064016028475034e-10,-4018.076997390845,349.4204779845579,323.08735872069025
1.4080257467565125,0.7102142857142857,0.9999999997909728,2.0902709857010158e-10,-4020.5310136732387,349.62746763066855,323.0873586985952
1.4080186663046048,0.7102178571428571,0.9999999996933344,3.066655772290194e-10,-4022.9850051571143,349.83445518478374,323.0873586670495
1.408011585923907,0.7102214285714286,0.999999999555605,4.443949845605619e-10,-4025.438971798699,350.0414406430976,323.0873586225509
1.408004505614418,0.710225,0.9999999993635414,6.364585613313502e-10,-4027.8929135407893,350.24842400063545,323.0873585604976
1.4079974253761365,0.7102285714285714,0.9999999990986216,9.013785436822708e-10,-4030.346830308643,350.4554052508984,323.08735847490533
1.4079903452090614,0.7102321428571429,0.9999999987369954,1.2630045372529918e-09,-4032.800722006002,350.6623843855169,323.08735835806846
1.4079832651131918,0.7102357142857143,0.999999998248242,1.7517580531260582e-09,-4035.254588509708,350.869361393783,323.0873582001584
1.4079761850885266,0.7102392857142856,0.9999999975939028,2.4060971912867277e-09,-4037.708429663923,351.07633626214835,323.0873579887497
1.407969105135065,0.7102428571428571,0.9999999967257736,3.274226279371185e-09,-4040.1622452729853,351.28330897360274,323.0873577082681
1.407962025252805,0.7102464285714285,0.9999999955839242,4.416075833753526e-09,-4042.616035093661,351.4902795070006,323.087357339351
1.407954945441746,0.7102499999999999,0.9999999940944216,5.905578484121804e-09,-4045.069798825103,351.6972478361894,323.08735685811155
1.4079478657018871,0.7102535714285714,0.9999999921667336,7.833266470335427e-09,-4047.523536098627,351.90421392912043,323.0873562352999
1.4079407860332276,0.7102571428571428,0.999999989690784,1.0309215971146762e-08,-4049.9772464655107,352.1111777467886,323.0873554353519
1.4079337064357655,0.7102607142857142,0.9999999865336372,1.3466362849871645e-08,-4052.430929383622,352.31813924206995,323.0873544153177
1.4079266269095003,0.7102642857142857,0.9999999825357866,1.746421340222752e-08,-4054.884584201395,352.52509835833087,323.0873531236627
1.4079195474544313,0.7102678571428571,0.9999999775070276,2.249297237137525e-08,-4057.33821014115,352.7320550279776,323.08735149893425
1.4079124680705566,0.7102714285714286,0.9999999712218912,2.8778108865600104e-08,-4059.7918062805556,352.9390091708452,323.0873494682861
1.4079053887578754,0.710275,0.9999999634146212,3.658537889120676e-08,-4062.2453715311067,353.14596069232897,323.08734694585587
1.4078983095163868,0.7102785714285714,0.999999953773679,4.622632101799066e-08,-4064.698904615596,353.3529094814267,323.0873438309893
1.4078912303460898,0.7102821428571429,0.9999999419357608,5.806423925214594e-08,-4067.1524040433,353.55985540858296,323.0873400063076
1.407884151246983,0.7102857142857143,0.9999999274793154,7.252068453024917e-08,-4069.6058680828864,353.76679832333537,323.08733533561286
1.4078770722190657,0.7102892857142857,0.9999999099175566,9.008244339940305e-08,-4072.0592947332443,353.9737380517812,323.0873296616306
1.4078699932623366,0.7102928571428571,0.9999998886909606,1.1130903944549066e-07,-4074.5126816920388,354.1806743938462,323.0873228035857
1.4078629143767944,0.7102964285714285,0.99999986315925,1.368407499150442e-07,-4076.966026322447,354.38760712039414,323.0873145546128
1.4078558355624389,0.7102999999999999,0.9999998325928632,1.6740713675719904e-07,-4079.419325616671,354.59453597006046,323.0873046789996
1.4078487568192677,0.7103035714285714,0.999999796163912,2.038360880831409e-07,-4081.872576159092,354.8014606460486,323.087292909266
1.4078416781472805,0.7103071428571428,0.9999997529366372,2.470633627530921e-07,-4084.3257740847703,355.00838081252977,323.08727894308
1.4078345995464765,0.7103107142857142,0.9999997018573724,2.981426275711176e-07,-4086.778915037801,355.2152960910248,323.0872624400152
1.4078275210168538,0.7103142857142857,0.9999996417440268,3.582559733751466e-07,-4089.2319941272435,355.4222060565763,323.0872430181531
1.407820442558412,0.7103178571428571,0.9999995712751067,4.287248932066742e-07,-4091.6850058796285,355.62911023362767,323.0872202505359
1.40781336417115,0.7103214285714285,0.9999994889782972,5.110217027546454e-07,-4094.137944191188,355.83600809187357,323.08719366147704
1.4078062858550664,0.710325,0.9999993932186196,6.067813804174579e-07,-4096.590802277652,356.0428990419012,323.08716272273574
1.4077992076101602,0.7103285714285714,0.9999992821861984,7.178138016390739e-07,-4099.043572621408,356.24978243060485,323.087126849564
1.4077921294364306,0.7103321428571429,0.9999991538836605,8.461163396700995e-07,-4101.496246918146,356.4566575365528,323.0870853966359
1.4077850513338763,0.7103357142857143,0.9999990061131974,9.938868025997456e-07,-4103.948816021535,356.6635235651853,323.0870376538673
1.4077779733024962,0.7103392857142857,0.9999988364633255,1.163536674414036e-06,-4106.4012698861625,356.8703796438629,323.0869828421383
1.4077708953422896,0.710342857142857,0.999998642295374,1.3577046259644631e-06,-4108.853597509327,357.0772248168138,323.0869201089277
1.407763817453255,0.7103464285714285,0.99999842072974,1.5792702601449332e-06,-4111.305786872194,357.2840580400274,323.0868485238722
1.4077567396353912,0.7103499999999999,0.999998168631946,1.831368054053987e-06,-4113.757824879034,357.4908781759816,323.0867670742618
1.407749661888697,0.7103535714285714,0.99999788259854,2.117401459983888e-06,-4116.2096972962045,357.6976839883487,323.08667466048416
1.4077425842131726,0.7103571428571428,0.999997558942874,2.441057125964669e-06,-4118.661388689972,357.90447413660115,323.08657009142985
1.4077355066088155,0.7103607142857142,0.999997193680804,2.806319196050371e-06,-4121.112882365039,358.1112471706758,323.0864520798724
1.4077284290756251,0.7103642857142857,0.99999678251635,3.217483650068158e-06,-4123.564160300749,358.3180015254435,323.08631923783497
1.407721351613601,0.7103678571428571,0.9999963208273576,3.679172642361314e-06,-4126.015203088342,358.5247355152648,323.0861700719578
1.4077142742227406,0.7103714285714285,0.9999958036512008,4.196348799085494e-06,-4128.465989868703,358.7314473285896,323.08600297887926
1.407707196903044,0.710375,0.999995225670566,4.77432943386037e-06,-4130.916498268221,358.9381350223978,323.08581624064254
1.4077001196545105,0.7103785714285714,0.999994581199358,5.418800642025032e-06,-4133.36670433673,359.14479651681626,323.08560802014216
1.4076930424771377,0.7103821428571429,0.9999938641687656,6.135831234384825e-06,-4135.816582486276,359.351429589808,323.0853763566219
1.4076859653709253,0.7103857142857143,0.9999930681135278,6.931886472155454e-06,-4138.266105427899,359.55803187169556,323.08511916123774
1.4076788883358722,0.7103892857142857,0.9999921861584342,7.813841565796069e-06,-4140.71524411203,359.7646008399916,323.08483421269597
1.4076718113719773,0.7103928571428572,0.9999912110050984,8.788994901561151e-06,-4143.163967668352,359.9711338141876,323.0845191529803
1.4076647344792397,0.7103964285714285,0.9999901349190392,9.865080960843913e-06,-4145.612243346986,360.177627950657,323.08417148317767
1.4076576576576578,0.7103999999999999,0.999988949717101,1.1050282899028325e-05,-4148.060036461263,360.3840802376963,323.0837885594138
1.407650580907231,0.7104035714285714,0.9999876467552486,1.2353244751364238e-05,-4150.507310331031,360.59048749061486,323.0833675889104
1.407643504227958,0.7104071428571428,0.9999862169167638,1.3783083236167269e-05,-4152.954026228522,360.796846347045,323.0829056261708
1.4076364276198376,0.7104107142857142,0.9999846506008738,1.5349399126177084e-05,-4155.400143324995,361.003153262322,323.082399569307
1.4076293510828692,0.7104142857142857,0.9999829377118388,1.706228816135678e-05,-4157.845618639357,361.20940450503514,323.08184615651277
1.4076222746170517,0.7104178571428571,0.999981067648522,1.8932351478009326e-05,-4160.2904069890055,361.41559615277293,323.081241962695
1.4076151982223832,0.7104214285714285,0.999979029294469,2.097070553097968e-05,-4162.734460942414,361.6217240880187,323.0805833962678
1.4076081218988634,0.710425,0.9999768110085124,2.318899148760509e-05,-4165.177730772989,361.82778399416037,323.0798666961171
1.4076010456464911,0.7104285714285714,0.999974400615926,2.5599384073989907e-05,-4167.620164416465,362.0337713518034,323.0790879287428
1.407593969465265,0.7104321428571428,0.999971785400144,2.821459985610174e-05,-4170.061707429674,362.2396814352068,323.07824298558313
1.4075868933551845,0.7104357142857143,0.99996895209506,3.104790494010923e-05,-4172.5023029514705,362.4455093089055,323.07732758052697
1.407579817316248,0.7104392857142857,0.9999658868779218,3.411312207829009e-05,-4174.941891666863,362.651249824611,323.07633724761774
1.407572741348455,0.7104428571428572,0.9999625753628312,3.7424637168730605e-05,-4177.380411772346,362.85689761821857,323.0752673389536
1.4075656654518034,0.7104464285714286,0.9999590025948611,4.099740513890102e-05,-4179.817798945334,363.06244710716726,323.0741130227867
1.4075585896262934,0.7104499999999999,0.9999551530447952,4.4846955204896e-05,-4182.253986313951,363.26789248783683,323.07286928182344
1.407551513871923,0.7104535714285714,0.9999510106044992,4.898939550077651e-05,-4184.688904432008,363.47322773338817,323.0715309117294
1.4075444381886917,0.7104571428571428,0.9999465585829284,5.344141707163912e-05,-4187.122481253963,363.6784465916092,323.0700925198389
1.407537362576598,0.7104607142857142,0.99994177970277,5.822029722993238e-05,-4189.554642114629,363.88354258316843,323.06854852407065
1.4075302870356408,0.7104642857142857,0.999936656097728,6.334390227200855e-05,-4191.985309709992,364.0885089999681,323.0668931520503
1.4075232115658194,0.7104678571428571,0.999931169310444,6.883068955594016e-05,-4194.414404081503,364.2933389037978,323.0651204404386
1.407516136167133,0.7104714285714285,0.9999253002910576,7.469970894232066e-05,-4196.841842602796,364.4980251251985,323.0632242344665
1.4075090608395793,0.710475,0.9999190293963988,8.097060360132096e-05,-4199.267539969414,364.7025602625882,323.06119818767405
1.4075019855831583,0.7104785714285714,0.9999123363898094,8.766361019064365e-05,-4201.6914081897985,364.90693668149925,323.0590357618529
1.407494910397869,0.7104821428571428,0.9999052004415896,9.479955841031256e-05,-4204.1133565808095,365.1111465142057,323.05673022719026
1.4074878352837092,0.7104857142857143,0.9998976001300586,0.0001023998699414,-4206.5332917648475,365.31518165949177,323.05427466261193
1.4074807602406791,0.7104892857142857,0.9998895134432224,0.0001104865567774,-4208.951117668854,365.51903378258453,323.05166195632086
1.4074736852687773,0.7104928571428571,0.9998809177810434,0.0001190822189566,-4211.366735527558,365.72269431545215,323.04888480653057
1.4074666103680022,0.7104964285714286,0.9998717899582926,0.0001282100417074,-4213.780043887914,365.9261544572075,323.04593572238673
1.4074595355383537,0.7104999999999999,0.999862106207984,0.0001378937920161,-4216.190938616095,366.1294051747351,323.04280702507657
1.407452460779829,0.7105035714285713,0.9998518421853676,0.0001481578146324,-4218.599312908224,366.3324372036374,323.03949084911915
1.4074453860924292,0.7105071428571428,0.99984097297248,0.0001590270275201,-4221.0050573007375,366.5352410491569,323.0359791438354
1.4074383114761515,0.7105107142857142,0.9998294730832268,0.0001705269167732,-4223.408059686983,366.73780698762965,323.0322636749905
1.4074312369309958,0.7105142857142857,0.9998173164689927,0.0001826835310072,-4225.808205332122,366.9401250678014,323.0283360266061
1.4074241624569606,0.7105178571428571,0.9998044765247572,0.0001955234752426,-4228.205376893345,367.1421851125962,323.0241876029363
1.4074170880540449,0.7105214285714285,0.9997909260957047,0.000209073904295,-4230.599454440324,367.34397672091205,323.0198096306036
1.4074100137222476,0.710525,0.9997766374843112,0.0002233625156888,-4232.9903154788,367.54548926968386,323.01519316088803
1.407402939461568,0.7105285714285714,0.9997615824578908,0.0002384175421091,-4235.377834975745,367.7467119160857,323.0103290721657
1.4073958652720044,0.7105321428571428,0.999745732256589,0.0002542677434109,-4237.761885386926,367.94763359993965,323.0052080724912
1.4073887911535563,0.7105357142857143,0.9997290576017994,0.0002709423982005,-4240.142336685842,368.1482430462445,322.9998207023169
1.4073817171062222,0.7105392857142857,0.9997115287049936,0.0002884712950064,-4242.519056395138,368.3485287679194,322.9941573373458
1.4073746431300012,0.7105428571428571,0.9996931152769412,0.0003068847230586,-4244.891909619223,368.5484790686503,322.9882081915105
1.4073675692248924,0.7105464285714286,0.9996737865373077,0.0003262134626923,-4247.260759079056,368.74808204592637,322.98196332007404
1.4073604953908945,0.71055,0.9996535112246068,0.0003464887753931,-4249.625465148601,368.9473255942187,322.9754126228454
1.4073534216280066,0.7105535714285713,0.9996322576064968,0.0003677423935031,-4251.985885892425,369.1461974082598,322.968545847506
1.4073463479362274,0.7105571428571428,0.9996099934903936,0.0003900065096064,-4254.341877105414,369.34468498650506,322.96135259303895
1.4073392743155555,0.7105607142857142,0.9995866862343964,0.0004133137656035,-4256.6932923535,369.5427756346834,322.95382231325874
1.407332200765991,0.7105642857142856,0.9995623027584952,0.0004376972415049,-4259.039983015467,369.7404564694402,322.94594432043226
1.4073251272875318,0.7105678571428571,0.9995368095560492,0.0004631904439508,-4261.381798327673,369.9377144222307,322.9377077889875
1.407318053880177,0.7105714285714285,0.9995101727055208,0.0004898272944792,-4263.718585427809,370.1345362431341,322.92910175930444
1.4073109805439257,0.710575,0.9994823578824432,0.0005176421175567,-4266.05018940136,370.3309085048982,322.92011514158173
1.407303907278777,0.7105785714285714,0.9994533303716086,0.0005466696283915,-4268.376453328497,370.5268176070229,322.9107367197746
1.4072968340847294,0.7105821428571428,0.9994230550794572,0.0005769449205427,-4270.697218332704,370.72224977999116,322.90095515559756
1.407289760961782,0.7105857142857143,0.999391496546656,0.000608503453344,-4273.012323629384,370.91719108950196,322.8907589925883
1.4072826879099338,0.7105892857142857,0.9993586189608432,0.0006413810391566,-4275.321606576219,371.11162744085095,322.88013666022545
1.4072756149291838,0.7105928571428571,0.9993243861695316,0.0006756138304684,-4277.624902723927,371.30554458334814,322.8690764780974
1.4072685420195308,0.7105964285714286,0.9992887616931472,0.0007112383068529,-4279.922045868183,371.49892811483346,322.8575666601149
1.4072614691809735,0.7106,0.9992517087381942,0.0007482912618057,-4282.212868101795,371.6917634862169,322.8455953187647
1.4072543964135116,0.7106035714285714,0.9992131902105288,0.0007868097894713,-4284.497199867641,371.884036006082,322.8331504693977
1.4072473237171437,0.7106071428571428,0.9991731687287264,0.0008268312712735,-4286.77487001287,372.0757308453988,322.82022003454824
1.4072402510918678,0.7106107142857142,0.9991316066375276,0.0008683933624725,-4289.045705843043,372.26683304223127,322.80679184827807
1.407233178537684,0.7106142857142856,0.999088466021358,0.0009115339786421,-4291.309533175922,372.4573275064171,322.79285366054427
1.4072261060545903,0.7106178571428571,0.9990437087178936,0.0009562912821064,-4293.566176397908,372.6471990244695,322.77839314158246
1.4072190336425865,0.7106214285714285,0.9989972963316706,0.0010027036683293,-4295.815458518468,372.8364322643117,322.7633978863036
1.4072119613016711,0.710625,0.9989491902477216,0.0010508097522783,-4298.057201226727,373.0250117801935,322.74785541869994
1.4072048890318432,0.7106285714285714,0.9988993516452288,0.0011006483547712,-4300.291224947179,373.2129220175336,322.73175319625597
1.4071978168331014,0.7106321428571428,0.9988477415111792,0.0011522584888207,-4302.517348896071,373.4001473178192,322.7150786143603
1.4071907447054448,0.7106357142857143,0.9987943206540142,0.0012056793459857,-4304.7353911378905,373.58667192351345,322.6978190107159
1.4071836726488725,0.7106392857142857,0.9987390497172588,0.001260950282741,-4306.945168641875,373.772479982966,322.679961669743
1.4071766006633832,0.7106428571428571,0.9986818891931228,0.0013181108068771,-4309.146497338851,373.95755555534896,322.66149382697427
1.407169528748976,0.7106464285714286,0.9986227994360612,0.0013772005639388,-4311.3391921778475,374.1418826155755,322.6424026734351
1.4071624569056498,0.71065,0.998561740676286,0.0014382593237138,-4313.523067182795,374.3254450592237,322.6226753600098
1.407155385133403,0.7106535714285714,0.9984986730332202,0.0015013269667798,-4315.697935509231,374.50822670746095,322.602299001788
1.4071483134322358,0.7106571428571429,0.99843355652888,0.0015664434711198,-4317.863609500369,374.69021131191425,322.5812606823887
1.407141241802146,0.7106607142857142,0.998366351101188,0.0016336488988119,-4320.0199007444435,374.8713825596462,322.5595474582609
1.4071341702431328,0.7106642857142856,0.9982970166171856,0.0017029833828144,-4322.166620130123,375.05172407796846,322.5371463629532
1.4071270987551951,0.7106678571428571,0.998225512886176,0.0017744871138239,-4324.303577902742,375.23121943932256,322.51404441135935
1.4071200273383322,0.7106714285714285,0.9981517996727464,0.0018482003272536,-4326.430583720124,375.4098521661251,322.4902286039262
1.4071129559925424,0.710675,0.99807583670969,0.00192416329031,-4328.547446708314,375.5876057356047,322.4656859308283
1.407105884717825,0.7106785714285714,0.9979975837108136,0.0020024162891865,-4330.6539755162385,375.76446358454683,322.4404033761058
1.407098813514179,0.7106821428571428,0.9979170003836224,0.0020829996163775,-4332.74997837102,375.9404091140925,322.414367921763
1.4070917423816034,0.7106857142857143,0.9978340464418788,0.0021659535581213,-4334.8352631323105,376.1154256944536,322.3875665518258
1.4070846713200966,0.7106892857142857,0.9977486816180248,0.0022513183819752,-4336.9096373464545,376.28949666961165,322.3599862563553
1.407077600329658,0.7106928571428571,0.9976608656754692,0.0023391343245309,-4338.972908299934,376.4626053619547,322.33161403541743
1.4070705294102868,0.7106964285714286,0.997570558420727,0.002429441579273,-4341.0248830725905,376.63473507689383,322.30243690300534
1.4070634585619812,0.7107,0.9974777197154124,0.0025222802845877,-4343.065368591059,376.80586910749713,322.272441890914
1.4070563877847404,0.7107035714285714,0.9973823094880752,0.0026176905119248,-4345.094171680112,376.97599073894344,322.2416160525643
1.4070493170785636,0.7107071428571429,0.9972842877458816,0.0027157122541184,-4347.1110991147,377.14508325303586,322.20994646677735
1.4070422464434496,0.7107107142857142,0.9971836145861338,0.0028163854138661,-4349.115957671481,377.31312993266806,322.1774202414958
1.407035175879397,0.7107142857142856,0.9970802502076092,0.0029197497923908,-4351.108554179107,377.48011406618576,322.14402451744775
1.407028105386405,0.7107178571428571,0.99697415492176,0.00302584507824,-4353.088695568459,377.6460189517408,322.1097464717652
1.407021034964473,0.7107214285714285,0.9968652891637096,0.0031347108362904,-4355.056188921916,377.8108279015634,322.07457332153666
1.4070139646135988,0.7107249999999999,0.9967536135030888,0.0032463864969111,-4357.010841522793,377.9745242462448,322.03849232730823
1.4070068943337823,0.7107285714285714,0.9966390886546898,0.0033609113453102,-4358.952460902748,378.13709133884885,322.0014907965259
1.406999824125022,0.7107321428571428,0.996521675488938,0.003478324511062,-4360.880854890237,378.29851255910864,321.9635560869188
1.406992753987317,0.7107357142857142,0.9964013350421828,0.0035986649578172,-4362.795831656728,378.45877131743254,321.9246756098239
1.4069856839206665,0.7107392857142857,0.9962780285268004,0.0037219714731995,-4364.697199763692,378.61785105897405,321.8848368334503
1.4069786139250684,0.7107428571428571,0.9961517173411109,0.0038482826588891,-4366.584768208084,378.7757352675723,321.8440272860833
1.4069715440005226,0.7107464285714286,0.9960223630791044,0.0039776369208956,-4368.458346466603,378.93240746958736,321.80223455922646
1.4069644741470275,0.71075,0.9958899275399788,0.0041100724600212,-4370.317744540946,379.0878512378173,321.75944631068364
1.406957404364583,0.7107535714285714,0.995754372737484,0.0042456272625159,-4372.162773000443,379.2420501951929,321.71565026757753
1.4069503346531866,0.7107571428571429,0.9956156609090744,0.0043843390909256,-4373.993243026055,379.39498801858474,321.67083422930705
1.4069432650128384,0.7107607142857143,0.995473754524866,0.004526245475134,-4375.808966451116,379.5466484423335,321.6249860704411
1.4069361954435369,0.7107642857142856,0.9953286162964056,0.0046713837035943,-4377.609755803833,379.69701526192733,321.57809374355185
1.4069291259452807,0.7107678571428571,0.995180209185221,0.004819790814779,-4379.395424347496,379.84607233748306,321.53014528197707
1.4069220565180691,0.7107714285714285,0.99502849641122,0.0049715035887799,-4381.165786120377,379.9938035971999,321.48112880253404
1.4069149871619009,0.7107749999999999,0.9948734414608512,0.0051265585391488,-4382.92065597509,380.140193040765,321.43103250815574
1.4069079178767752,0.7107785714285714,0.994715008095088,0.005284991904912,-4384.659849616903,380.2852247426686,321.37984469047086
1.4069008486626906,0.7107821428571428,0.9945531603572152,0.0054468396427846,-4386.383183641681,380.428882855487,321.3275537323193
1.4068937795196463,0.7107857142857142,0.9943878625804188,0.0056121374195813,-4388.090475572543,380.5711516130532,321.27414811020424
1.4068867104476412,0.7107892857142857,0.9942190793951784,0.0057809206048217,-4389.781543896286,380.71201533360784,321.2196163966808
1.4068796414466742,0.7107928571428571,0.9940467757364684,0.0059532242635317,-4391.456208098777,380.85145842285925,321.1639472626824
1.4068725725167444,0.7107964285714286,0.9938709168507612,0.0061290831492386,-4393.114288699571,380.9894653769776,321.10712947978374
1.4068655036578503,0.7108,0.9936914683028396,0.0063085316971603,-4394.755607286092,381.1260207855488,321.04915192240134
1.4068584348699913,0.7108035714285714,0.993508395982412,0.006491604017588,-4396.379986546504,381.26110933441777,320.9900035699312
1.406851366153166,0.7108071428571429,0.993321666110539,0.006678333889461,-4397.987250302392,381.39471580851114,320.929673508825
1.4068442975073734,0.7108107142857143,0.9931312452458674,0.0068687547541326,-4399.577223540439,381.5268250945756,320.8681509346043
1.4068372289326123,0.7108142857142857,0.9929371002906728,0.0070628997093272,-4401.149732443129,381.6574221838306,320.80542515381273
